onset	duration	value	sample
40.676	0.0	7	40676
40.788	0.0	92	40788
42.041	0.0	10	42041
42.157	0.0	92	42157
43.41	0.0	7	43410
43.525	0.0	92	43525
44.778	0.0	3	44778
44.893	0.0	92	44893
46.147	0.0	91	46147
46.815	0.0	94	46815
48.099	0.0	9	48099
48.214	0.0	92	48214
49.489	0.0	8	49489
49.6	0.0	92	49600
50.852	0.0	7	50852
50.969	0.0	92	50969
52.238	0.0	91	52238
52.926	0.0	93	52926
54.207	0.0	1	54207
54.323	0.0	92	54323
55.592	0.0	1	55592
55.708	0.0	92	55708
56.961	0.0	10	56961
57.077	0.0	92	57077
58.346	0.0	3	58346
58.473	0.0	92	58473
59.734	0.0	4	59734
59.848	0.0	92	59848
61.116	0.0	91	61116
62.005	0.0	93	62005
63.286	0.0	5	63286
63.406	0.0	92	63406
64.672	0.0	7	64672
64.788	0.0	92	64788
66.056	0.0	5	66056
66.173	0.0	92	66173
67.455	0.0	91	67455
68.273	0.0	94	68273
69.561	0.0	9	69561
69.677	0.0	92	69677
70.946	0.0	7	70946
71.063	0.0	92	71063
72.315	0.0	2	72315
72.442	0.0	92	72442
73.716	0.0	91	73716
75.004	0.0	94	75004
76.287	0.0	1	76287
76.409	0.0	92	76409
77.675	0.0	8	77675
77.789	0.0	92	77789
79.057	0.0	1	79057
79.174	0.0	92	79174
80.445	0.0	3	80445
80.563	0.0	92	80563
81.828	0.0	91	81828
83.348	0.0	93	83348
84.631	0.0	10	84631
84.747	0.0	92	84747
86.0	0.0	3	86000
86.116	0.0	92	86116
87.385	0.0	2	87385
87.501	0.0	92	87501
88.754	0.0	4	88754
88.869	0.0	92	88869
90.139	0.0	91	90139
90.638	0.0	94	90638
91.925	0.0	6	91925
92.041	0.0	92	92041
93.31	0.0	6	93310
93.429	0.0	92	93429
94.695	0.0	3	94695
94.827	0.0	92	94827
96.097	0.0	91	96097
96.992	0.0	94	96992
98.283	0.0	1	98283
98.399	0.0	92	98399
99.668	0.0	8	99668
99.784	0.0	92	99784
101.037	0.0	8	101037
101.153	0.0	92	101153
102.446	0.0	7	102446
102.554	0.0	92	102554
103.807	0.0	91	103807
104.165	0.0	93	104165
105.459	0.0	9	105459
105.575	0.0	92	105575
106.828	0.0	1	106828
106.945	0.0	92	106945
108.197	0.0	2	108197
108.313	0.0	92	108313
109.582	0.0	2	109582
109.697	0.0	92	109697
110.95	0.0	91	110950
111.267	0.0	93	111267
112.553	0.0	10	112553
112.669	0.0	92	112669
113.938	0.0	10	113938
114.054	0.0	92	114054
115.306	0.0	8	115306
115.422	0.0	92	115422
116.716	0.0	4	116716
116.841	0.0	92	116841
118.11	0.0	7	118110
118.226	0.0	92	118226
119.479	0.0	91	119479
120.21	0.0	94	120210
121.516	0.0	10	121516
121.63	0.0	92	121630
122.9	0.0	3	122900
123.015	0.0	92	123015
124.268	0.0	2	124268
124.385	0.0	92	124385
125.653	0.0	2	125653
125.769	0.0	92	125769
127.047	0.0	91	127047
127.854	0.0	93	127854
129.141	0.0	9	129141
129.257	0.0	92	129257
130.534	0.0	9	130534
130.642	0.0	92	130642
131.912	0.0	10	131912
132.028	0.0	92	132028
133.297	0.0	5	133297
133.414	0.0	92	133414
134.684	0.0	8	134684
134.799	0.0	92	134799
136.068	0.0	91	136068
136.401	0.0	94	136401
137.686	0.0	9	137686
137.803	0.0	92	137803
139.072	0.0	5	139072
139.188	0.0	92	139188
140.461	0.0	6	140461
140.573	0.0	92	140573
141.842	0.0	91	141842
142.805	0.0	93	142805
144.094	0.0	10	144094
144.212	0.0	92	144212
145.484	0.0	4	145484
145.596	0.0	92	145596
146.865	0.0	8	146865
146.981	0.0	92	146981
148.308	0.0	91	148308
149.378	0.0	88	149378
149.379	0.0	94	149379
150.673	0.0	9	150673
150.787	0.0	92	150787
152.056	0.0	1	152056
152.172	0.0	92	152172
153.441	0.0	6	153441
153.557	0.0	92	153557
154.826	0.0	3	154826
154.942	0.0	92	154942
156.211	0.0	5	156211
156.327	0.0	92	156327
157.596	0.0	91	157596
158.676	0.0	94	158676
159.966	0.0	8	159966
160.083	0.0	92	160083
161.352	0.0	7	161352
161.467	0.0	92	161467
162.737	0.0	7	162737
162.852	0.0	92	162852
164.122	0.0	91	164122
164.708	0.0	93	164708
165.991	0.0	4	165991
166.108	0.0	92	166108
167.376	0.0	2	167376
167.492	0.0	92	167492
168.762	0.0	2	168762
168.877	0.0	92	168877
170.13	0.0	91	170130
170.877	0.0	93	170877
172.151	0.0	10	172151
172.266	0.0	92	172266
173.519	0.0	8	173519
173.636	0.0	92	173636
174.903	0.0	7	174903
175.019	0.0	92	175019
176.288	0.0	8	176288
176.404	0.0	92	176404
177.687	0.0	91	177687
178.027	0.0	93	178027
179.31	0.0	6	179310
179.426	0.0	92	179426
180.694	0.0	9	180694
180.81	0.0	92	180810
182.08	0.0	4	182080
182.196	0.0	92	182196
183.448	0.0	4	183448
183.565	0.0	92	183565
184.833	0.0	91	184833
185.192	0.0	93	185192
186.471	0.0	9	186471
186.605	0.0	92	186605
187.887	0.0	5	187887
188.003	0.0	92	188003
189.259	0.0	3	189259
189.372	0.0	92	189372
190.672	0.0	91	190672
191.575	0.0	94	191575
192.862	0.0	3	192862
192.977	0.0	92	192977
194.246	0.0	1	194246
194.362	0.0	92	194362
195.617	0.0	6	195617
195.731	0.0	92	195731
197.0	0.0	6	197000
197.116	0.0	92	197116
198.368	0.0	6	198368
198.484	0.0	92	198484
199.754	0.0	91	199754
200.127	0.0	93	200127
201.406	0.0	9	201406
201.521	0.0	92	201521
202.791	0.0	3	202791
202.907	0.0	92	202907
204.176	0.0	4	204176
204.292	0.0	92	204292
205.562	0.0	5	205562
205.677	0.0	92	205677
206.947	0.0	5	206947
207.062	0.0	92	207062
208.316	0.0	91	208316
209.87	0.0	94	209870
211.152	0.0	5	211152
211.268	0.0	92	211268
212.538	0.0	1	212538
212.662	0.0	92	212662
213.924	0.0	4	213924
214.039	0.0	92	214039
215.291	0.0	4	215291
215.408	0.0	92	215408
216.676	0.0	91	216676
216.987	0.0	93	216987
218.279	0.0	6	218279
218.394	0.0	92	218394
219.673	0.0	1	219673
219.796	0.0	92	219796
221.066	0.0	2	221066
221.182	0.0	92	221182
222.434	0.0	6	222434
222.55	0.0	92	222550
223.819	0.0	64	223819
223.82	0.0	91	223820
224.917	0.0	94	224917
226.242	0.0	10	226242
226.364	0.0	92	226364
227.625	0.0	2	227625
227.74	0.0	92	227740
228.993	0.0	5	228993
229.109	0.0	92	229109
230.378	0.0	91	230378
231.268	0.0	94	231268
248.352	0.0	9	248352
248.469	0.0	92	248469
249.738	0.0	10	249738
249.853	0.0	92	249853
251.123	0.0	3	251123
251.239	0.0	92	251239
252.508	0.0	1	252508
252.635	0.0	92	252635
254.06	0.0	2	254060
254.177	0.0	92	254177
255.445	0.0	91	255445
255.874	0.0	93	255874
257.164	0.0	9	257164
257.281	0.0	92	257281
258.55	0.0	9	258550
258.681	0.0	92	258681
259.951	0.0	6	259951
260.067	0.0	92	260067
261.32	0.0	4	261320
261.436	0.0	92	261436
262.705	0.0	4	262705
262.827	0.0	92	262827
264.09	0.0	91	264090
264.418	0.0	93	264418
265.715	0.0	6	265715
265.832	0.0	92	265832
267.094	0.0	10	267094
267.211	0.0	92	267211
268.463	0.0	9	268463
268.579	0.0	92	268579
269.85	0.0	8	269850
269.965	0.0	92	269965
271.233	0.0	1	271233
271.349	0.0	92	271349
272.616	0.0	91	272616
273.431	0.0	94	273431
274.722	0.0	2	274722
274.843	0.0	92	274843
276.107	0.0	1	276107
276.223	0.0	92	276223
277.492	0.0	5	277492
277.608	0.0	92	277608
278.877	0.0	91	278877
279.704	0.0	94	279704
280.98	0.0	8	280980
281.095	0.0	92	281095
282.365	0.0	5	282365
282.481	0.0	92	282481
283.75	0.0	3	283750
283.866	0.0	92	283866
285.119	0.0	4	285119
285.235	0.0	92	285235
286.504	0.0	91	286504
287.276	0.0	93	287276
288.557	0.0	9	288557
288.682	0.0	92	288682
289.942	0.0	4	289942
290.058	0.0	92	290058
291.327	0.0	1	291327
291.443	0.0	92	291443
292.714	0.0	91	292714
293.754	0.0	94	293754
295.049	0.0	5	295049
295.165	0.0	92	295165
296.417	0.0	8	296417
296.534	0.0	92	296534
297.806	0.0	3	297806
297.919	0.0	92	297919
299.171	0.0	5	299171
299.288	0.0	92	299288
300.556	0.0	7	300556
300.683	0.0	92	300683
301.942	0.0	91	301942
303.177	0.0	94	303177
304.461	0.0	5	304461
304.577	0.0	92	304577
305.847	0.0	9	305847
305.962	0.0	92	305962
307.232	0.0	2	307232
307.348	0.0	92	307348
308.617	0.0	8	308617
308.733	0.0	92	308733
310.002	0.0	7	310002
310.118	0.0	92	310118
311.371	0.0	91	311371
311.929	0.0	93	311929
313.223	0.0	7	313223
313.339	0.0	92	313339
314.609	0.0	6	314609
314.724	0.0	92	314724
315.994	0.0	10	315994
316.109	0.0	92	316109
317.379	0.0	4	317379
317.495	0.0	92	317495
318.767	0.0	4	318767
318.881	0.0	92	318881
320.149	0.0	91	320149
321.651	0.0	94	321651
322.938	0.0	5	322938
323.061	0.0	92	323061
324.322	0.0	9	324322
324.437	0.0	92	324437
325.692	0.0	7	325692
325.806	0.0	92	325806
327.075	0.0	1	327075
327.192	0.0	92	327192
328.461	0.0	1	328461
328.576	0.0	92	328576
329.846	0.0	91	329846
330.204	0.0	93	330204
331.481	0.0	9	331481
331.597	0.0	92	331597
332.867	0.0	10	332867
332.982	0.0	92	332982
334.252	0.0	10	334252
334.367	0.0	92	334367
335.62	0.0	1	335620
335.736	0.0	92	335736
337.005	0.0	1	337005
337.121	0.0	92	337121
338.391	0.0	91	338391
338.718	0.0	93	338718
340.01	0.0	5	340010
340.126	0.0	92	340126
341.395	0.0	7	341395
341.51	0.0	92	341510
342.78	0.0	6	342780
342.896	0.0	92	342896
344.151	0.0	6	344151
344.265	0.0	92	344265
345.534	0.0	91	345534
346.32	0.0	93	346320
347.603	0.0	10	347603
347.719	0.0	92	347719
348.988	0.0	4	348988
349.104	0.0	92	349104
350.373	0.0	6	350373
350.489	0.0	92	350489
351.759	0.0	91	351759
353.279	0.0	94	353279
354.562	0.0	2	354562
354.678	0.0	92	354678
355.931	0.0	7	355931
356.048	0.0	92	356048
357.316	0.0	6	357316
357.432	0.0	92	357432
358.701	0.0	91	358701
359.467	0.0	94	359467
360.754	0.0	3	360754
360.87	0.0	92	360870
362.123	0.0	9	362123
362.239	0.0	92	362239
363.512	0.0	2	363512
363.624	0.0	92	363624
364.893	0.0	3	364893
365.009	0.0	92	365009
366.278	0.0	8	366278
366.394	0.0	92	366394
367.664	0.0	91	367664
368.546	0.0	94	368546
369.833	0.0	3	369833
369.949	0.0	92	369949
371.218	0.0	8	371218
371.334	0.0	92	371334
372.604	0.0	1	372604
372.719	0.0	92	372719
373.974	0.0	91	373974
374.716	0.0	94	374716
376.025	0.0	10	376025
376.14	0.0	92	376140
377.41	0.0	2	377410
377.526	0.0	92	377526
378.795	0.0	4	378795
378.911	0.0	92	378911
380.181	0.0	5	380181
380.297	0.0	92	380297
381.549	0.0	91	381549
382.501	0.0	94	382501
383.785	0.0	10	383785
383.901	0.0	92	383901
385.154	0.0	7	385154
385.27	0.0	92	385270
386.539	0.0	8	386539
386.655	0.0	92	386655
387.924	0.0	5	387924
388.04	0.0	92	388040
389.309	0.0	6	389309
389.425	0.0	92	389425
390.678	0.0	91	390678
390.99	0.0	93	390990
392.28	0.0	10	392280
392.396	0.0	92	392396
393.665	0.0	5	393665
393.781	0.0	92	393781
395.051	0.0	10	395051
395.166	0.0	92	395166
396.436	0.0	3	396436
396.551	0.0	92	396551
397.821	0.0	2	397821
397.937	0.0	92	397937
399.206	0.0	91	399206
399.701	0.0	94	399701
400.992	0.0	8	400992
401.108	0.0	92	401108
402.377	0.0	8	402377
402.493	0.0	92	402493
403.746	0.0	6	403746
403.862	0.0	92	403862
405.131	0.0	6	405131
405.247	0.0	92	405247
406.516	0.0	91	406516
407.818	0.0	93	407818
409.103	0.0	2	409103
409.219	0.0	92	409219
410.488	0.0	8	410488
410.604	0.0	92	410604
411.873	0.0	2	411873
411.989	0.0	92	411989
413.242	0.0	91	413242
414.989	0.0	94	414989
416.297	0.0	2	416297
416.412	0.0	92	416412
