onset	duration	value	sample
0.901	0.0	1	901
1.017	0.0	92	1017
2.303	0.0	1	2303
2.418	0.0	92	2418
3.705	0.0	91	3705
4.633	0.0	93	4633
5.941	0.0	4	5941
6.057	0.0	92	6057
7.343	0.0	2	7343
7.459	0.0	92	7459
8.745	0.0	1	8745
8.86	0.0	92	8860
10.147	0.0	91	10147
10.733	0.0	93	10733
12.033	0.0	3	12033
12.148	0.0	92	12148
13.434	0.0	1	13434
13.55	0.0	92	13550
14.836	0.0	5	14836
14.952	0.0	92	14952
16.238	0.0	5	16238
16.354	0.0	92	16354
17.628	0.0	91	17628
18.854	0.0	94	18854
20.16	0.0	8	20160
20.276	0.0	92	20276
21.545	0.0	10	21545
21.662	0.0	92	21662
22.947	0.0	2	22947
23.063	0.0	92	23063
24.349	0.0	8	24349
24.465	0.0	92	24465
25.734	0.0	88	25734
25.735	0.0	91	25735
27.313	0.0	94	27313
28.622	0.0	1	28622
28.738	0.0	92	28738
30.024	0.0	10	30024
30.139	0.0	92	30139
31.425	0.0	7	31425
31.541	0.0	92	31541
32.827	0.0	1	32827
32.943	0.0	92	32943
34.217	0.0	6	34217
34.329	0.0	92	34329
35.614	0.0	91	35614
36.668	0.0	94	36668
37.968	0.0	8	37968
38.083	0.0	92	38083
39.353	0.0	7	39353
39.469	0.0	92	39469
40.738	0.0	6	40738
40.854	0.0	92	40854
42.142	0.0	91	42142
42.93	0.0	94	42930
44.226	0.0	1	44226
44.342	0.0	92	44342
45.628	0.0	2	45628
45.744	0.0	92	45744
47.03	0.0	7	47030
47.145	0.0	92	47145
48.432	0.0	8	48432
48.547	0.0	92	48547
49.822	0.0	91	49822
50.135	0.0	94	50135
51.435	0.0	3	51435
51.551	0.0	92	51551
52.821	0.0	2	52821
52.938	0.0	92	52938
54.223	0.0	7	54223
54.338	0.0	92	54338
55.608	0.0	8	55608
55.725	0.0	92	55725
57.01	0.0	91	57010
58.025	0.0	93	58025
59.33	0.0	4	59330
59.445	0.0	92	59445
60.732	0.0	8	60732
60.847	0.0	92	60847
62.134	0.0	6	62134
62.249	0.0	92	62249
63.535	0.0	91	63535
64.606	0.0	94	64606
65.905	0.0	7	65905
66.021	0.0	92	66021
67.307	0.0	2	67307
67.423	0.0	92	67423
68.696	0.0	6	68696
68.809	0.0	92	68809
70.094	0.0	91	70094
70.758	0.0	94	70758
72.064	0.0	9	72064
72.179	0.0	92	72179
73.466	0.0	9	73466
73.581	0.0	92	73581
74.867	0.0	3	74867
74.983	0.0	92	74983
76.269	0.0	4	76269
76.385	0.0	92	76385
77.655	0.0	91	77655
78.683	0.0	93	78683
79.991	0.0	9	79991
80.107	0.0	92	80107
81.393	0.0	3	81393
81.509	0.0	92	81509
82.795	0.0	8	82795
82.91	0.0	92	82910
84.196	0.0	91	84196
84.774	0.0	94	84774
86.082	0.0	5	86082
86.198	0.0	92	86198
87.468	0.0	4	87468
87.583	0.0	92	87583
88.87	0.0	3	88870
88.985	0.0	92	88985
90.272	0.0	5	90272
90.387	0.0	92	90387
91.673	0.0	2	91673
91.79	0.0	92	91790
93.075	0.0	91	93075
93.56	0.0	94	93560
94.861	0.0	10	94861
94.977	0.0	92	94977
96.263	0.0	2	96263
96.379	0.0	92	96379
97.665	0.0	7	97665
97.781	0.0	92	97781
99.067	0.0	1	99067
99.182	0.0	92	99182
100.469	0.0	5	100469
100.584	0.0	92	100584
101.854	0.0	91	101854
102.53	0.0	94	102530
103.84	0.0	5	103840
103.956	0.0	92	103956
105.225	0.0	9	105225
105.342	0.0	92	105342
106.627	0.0	3	106627
106.744	0.0	92	106744
108.029	0.0	8	108029
108.145	0.0	92	108145
109.431	0.0	91	109431
110.039	0.0	94	110039
111.333	0.0	8	111333
111.449	0.0	92	111449
112.735	0.0	10	112735
112.851	0.0	92	112851
114.125	0.0	10	114125
114.237	0.0	92	114237
115.522	0.0	2	115522
115.638	0.0	92	115638
116.924	0.0	2	116924
117.04	0.0	92	117040
118.326	0.0	91	118326
118.562	0.0	93	118562
119.862	0.0	10	119862
119.977	0.0	92	119977
121.264	0.0	1	121264
121.379	0.0	92	121379
122.665	0.0	5	122665
122.782	0.0	92	122782
124.067	0.0	4	124067
124.183	0.0	92	124183
125.469	0.0	5	125469
125.585	0.0	92	125585
126.871	0.0	91	126871
127.253	0.0	94	127253
128.557	0.0	9	128557
128.672	0.0	92	128672
129.958	0.0	10	129958
130.074	0.0	92	130074
131.361	0.0	3	131361
131.476	0.0	92	131476
132.762	0.0	4	132762
132.878	0.0	92	132878
134.164	0.0	91	134164
135.446	0.0	94	135446
136.751	0.0	10	136751
136.867	0.0	92	136867
138.136	0.0	7	138136
138.253	0.0	92	138253
139.538	0.0	2	139538
139.654	0.0	92	139654
154.575	0.0	3	154575
154.691	0.0	92	154691
155.977	0.0	3	155977
156.093	0.0	92	156093
157.379	0.0	4	157379
157.494	0.0	92	157494
158.781	0.0	91	158781
161.884	0.0	8	161884
162.001	0.0	92	162001
163.287	0.0	4	163287
163.402	0.0	92	163402
164.689	0.0	2	164689
164.805	0.0	92	164805
166.091	0.0	7	166091
166.206	0.0	92	166206
167.492	0.0	4	167492
167.608	0.0	92	167608
168.894	0.0	91	168894
169.288	0.0	94	169288
170.597	0.0	8	170597
170.712	0.0	92	170712
171.999	0.0	9	171999
172.114	0.0	92	172114
173.384	0.0	1	173384
173.499	0.0	92	173499
174.786	0.0	1	174786
174.902	0.0	92	174902
