onset	duration	value	sample
0.016	0.0	92	16
1.285	0.0	4	1285
1.401	0.0	92	1401
2.691	0.0	7	2691
2.803	0.0	92	2803
4.072	0.0	91	4072
4.901	0.0	93	4901
6.192	0.0	8	6192
6.307	0.0	92	6307
7.577	0.0	8	7577
7.694	0.0	92	7694
8.962	0.0	6	8962
9.078	0.0	92	9078
10.348	0.0	8	10348
10.463	0.0	92	10463
11.732	0.0	91	11732
13.325	0.0	93	13325
14.604	0.0	9	14604
14.72	0.0	92	14720
15.988	0.0	3	15988
16.104	0.0	92	16104
17.374	0.0	1	17374
17.489	0.0	92	17489
18.759	0.0	91	18759
20.133	0.0	94	20133
21.429	0.0	9	21429
21.545	0.0	92	21545
22.814	0.0	7	22814
22.931	0.0	92	22931
24.199	0.0	6	24199
24.315	0.0	92	24315
25.585	0.0	6	25585
25.7	0.0	92	25700
26.97	0.0	91	26970
27.472	0.0	93	27472
28.756	0.0	7	28756
28.872	0.0	92	28872
30.141	0.0	10	30141
30.256	0.0	92	30256
31.526	0.0	6	31526
31.642	0.0	92	31642
32.911	0.0	8	32911
33.027	0.0	92	33027
34.296	0.0	1	34296
34.412	0.0	92	34412
35.682	0.0	91	35682
36.079	0.0	94	36079
37.369	0.0	2	37369
37.484	0.0	92	37484
38.752	0.0	6	38752
38.869	0.0	92	38869
40.138	0.0	5	40138
40.253	0.0	92	40253
41.523	0.0	91	41523
42.547	0.0	93	42547
43.829	0.0	9	43829
43.942	0.0	92	43942
45.211	0.0	10	45211
45.327	0.0	92	45327
46.596	0.0	4	46596
46.712	0.0	92	46712
47.982	0.0	5	47982
48.097	0.0	92	48097
49.367	0.0	91	49367
50.828	0.0	94	50828
52.106	0.0	3	52106
52.22	0.0	92	52220
53.489	0.0	9	53489
53.605	0.0	92	53605
54.874	0.0	1	54874
54.99	0.0	92	54990
56.259	0.0	8	56259
56.375	0.0	92	56375
57.645	0.0	7	57645
57.76	0.0	92	57760
59.03	0.0	91	59030
60.478	0.0	93	60478
61.768	0.0	10	61768
61.883	0.0	92	61883
63.152	0.0	5	63152
63.268	0.0	92	63268
64.537	0.0	4	64537
64.653	0.0	92	64653
65.922	0.0	4	65922
66.038	0.0	92	66038
67.308	0.0	91	67308
68.812	0.0	93	68812
70.099	0.0	2	70099
70.211	0.0	92	70211
71.48	0.0	10	71480
71.596	0.0	92	71596
72.865	0.0	4	72865
