onset	duration	trial_type	response_time	stim_file
6.01	2.9999	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
12.043	3.0001	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
18.077	3	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
21.093	3.0001.1	face4r2ext_st	N/A	face4r2ext_st.mat
27.127	3.1	face3r4ext_st	N/A	face3r4ext_st.mat
33.16	2.9999.1	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
39.193	2.9999.2	chairs4r2ext_st	N/A	chairs4r2ext_st.mat
42.21	3.2	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
45.226	3.3	face5r3ext_st	N/A	face5r3ext_st.mat
48.243	3.0001.2	face1r4ext_st	N/A	face1r4ext_st.mat
51.26	3.4	vehicle4r2ext_st	N/A	vehicle4r2ext_st.mat
54.276	3.0001.3	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
57.293	3.0001.4	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
60.31	3.0001.5	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
66.343	2.9999.3	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
69.36	3.0001.6	vehicle3r4ext_st	N/A	vehicle3r4ext_st.mat
75.393	2.9999.4	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
81.427	2.9999.5	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
84.443	3.0001.7	chairs1r4ext_st	N/A	chairs1r4ext_st.mat
87.46	3.0001.8	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
90.476	3.5	animal4r5ext_st	N/A	animal4r5ext_st.mat
93.493	3.6	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
99.526	2.9999.6	animal4r1ext_st	N/A	animal4r1ext_st.mat
102.54	3.7	animal5r1ext_st	N/A	animal5r1ext_st.mat
105.56	3.0001.9	animal4r2ext_st	N/A	animal4r2ext_st.mat
108.58	3.0001.10	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
