onset	duration	trial_type	response_time	stim_file
6.0189	2.9999	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
12.052	2.9999.1	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
18.085	2.9999.2	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
21.102	3	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
24.119	3.0001	animal1r1ext_st	N/A	animal1r1ext_st.mat
27.135	3.0001.1	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
30.152	3.0001.2	animal3r4ext_st	N/A	animal3r4ext_st.mat
36.185	2.9998	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
39.202	3.0001.3	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
45.235	3.0001.4	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
48.252	3.0001.5	face3r1ext_st	N/A	face3r1ext_st.mat
51.269	3.1	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
54.285	3.2	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
57.302	3.0001.6	face3r4ext_st	N/A	face3r4ext_st.mat
60.319	3.0001.7	face5r2ext_st	N/A	face5r2ext_st.mat
63.335	3.0001.8	fruits4r1ext_st	N/A	fruits4r1ext_st.mat
66.352	3.3	animal4r4ext_st	N/A	animal4r4ext_st.mat
69.369	3.0001.9	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
72.385	3.0001.10	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
75.402	3.0001.11	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
78.418	3.0001.12	animal5r5ext_st	N/A	animal5r5ext_st.mat
81.435	3.0001.13	animal3r1ext_st	N/A	animal3r1ext_st.mat
84.452	3.4	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
90.485	3.5	face2r5ext_st	N/A	face2r5ext_st.mat
96.519	3.6	face4r3ext_st	N/A	face4r3ext_st.mat
99.535	3.7	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
102.55	3.8	animal3r3ext_st	N/A	animal3r3ext_st.mat
105.57	3.0001.14	animal3r2ext_st	N/A	animal3r2ext_st.mat
111.6	2.9999.3	animal1r4ext_st	N/A	animal1r4ext_st.mat
114.62	3.9	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
117.64	3.10	face1r4ext_st	N/A	face1r4ext_st.mat
120.65	3.0001.15	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
123.67	3.11	animal5r1ext_st	N/A	animal5r1ext_st.mat
126.69	3.12	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
129.7	3.13	vehicle3r2ext_st	N/A	vehicle3r2ext_st.mat
132.72	3.14	animal2r3ext_st	N/A	animal2r3ext_st.mat
135.73	3.0001.16	face4r1ext_st	N/A	face4r1ext_st.mat
141.77	2.9999.4	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
147.8	2.9999.5	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
150.82	3.15	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
153.83	3.16	face1r3ext_st	N/A	face1r3ext_st.mat
