onset	duration	trial_type	response_time	stim_file
6.0104	2.9999	animal2r1ext_st	N/A	animal2r1ext_st.mat
9.0269	3.0002	animal1r4ext_st	N/A	animal1r4ext_st.mat
12.044	3.0001	face4r5ext_st	N/A	face4r5ext_st.mat
15.06	3	face1r1ext_st	N/A	face1r1ext_st.mat
18.077	3.0001.1	face5r3ext_st	N/A	face5r3ext_st.mat
24.11	3.0001.2	face3r1ext_st	N/A	face3r1ext_st.mat
30.144	2.9999.1	face5r1ext_st	N/A	face5r1ext_st.mat
36.177	3.1	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
39.194	3.0001.3	face5r5ext_st	N/A	face5r5ext_st.mat
42.21	3.2	animal1r1ext_st	N/A	animal1r1ext_st.mat
48.244	2.9998	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
51.26	3.3	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
54.277	3.0001.4	face1r4ext_st	N/A	face1r4ext_st.mat
60.31	3.4	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
66.344	2.9999.2	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
69.36	3.5	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
72.377	3.0001.5	face2r3ext_st	N/A	face2r3ext_st.mat
75.393	3.0001.6	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
78.41	3.6	fruits3r2ext_st	N/A	fruits3r2ext_st.mat
84.444	2.9999.3	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
87.46	3.7	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
93.494	2.9999.4	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
96.51	3.8	face5r4ext_st	N/A	face5r4ext_st.mat
102.54	3.9	animal5r5ext_st	N/A	animal5r5ext_st.mat
105.56	3.10	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
108.58	3.0001.7	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
114.61	2.9999.5	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
117.63	3.0001.8	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
120.64	3.0001.9	animal5r4ext_st	N/A	animal5r4ext_st.mat
123.66	3.11	animal2r4ext_st	N/A	animal2r4ext_st.mat
126.68	3.0001.10	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
129.69	3.0001.11	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
132.71	3.0001.12	animal2r3ext_st	N/A	animal2r3ext_st.mat
135.73	3.0001.13	face1r5ext_st	N/A	face1r5ext_st.mat
138.74	3.0001.14	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
141.76	3.0001.15	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
144.78	3.0001.16	face2r2ext_st	N/A	face2r2ext_st.mat
150.81	2.9999.6	fruits4r1ext_st	N/A	fruits4r1ext_st.mat
153.83	3.0001.17	face2r4ext_st	N/A	face2r4ext_st.mat
156.84	3.12	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
159.86	3.0001.18	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
162.88	3.0001.19	animal2r2ext_st	N/A	animal2r2ext_st.mat
165.89	3.13	chairs4r2ext_st	N/A	chairs4r2ext_st.mat
168.91	3.14	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
171.93	3.15	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
174.94	3.0001.20	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
