onset	duration	trial_type	response_time	stim_file
6.012	2.9998	face5r5ext_st	N/A	face5r5ext_st.mat
9.0283	3.0001	fruits2r5ext_st	N/A	fruits2r5ext_st.mat
12.045	3.0001.1	face4r2ext_st	N/A	face4r2ext_st.mat
15.062	3	chairs1r1ext_st	N/A	chairs1r1ext_st.mat
18.078	3.0001.2	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
21.095	3.1	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
24.112	3.2	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
27.128	3.3	face3r2ext_st	N/A	face3r2ext_st.mat
30.145	3.4	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
33.162	3.5	chairs4r1ext_st	N/A	chairs4r1ext_st.mat
36.178	3.6	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
39.195	3.0001.3	vehicle1r3ext_st	N/A	vehicle1r3ext_st.mat
42.212	3.7	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
45.228	3.0001.4	animal5r5ext_st	N/A	animal5r5ext_st.mat
48.245	3.8	face1r1ext_st	N/A	face1r1ext_st.mat
54.278	2.9999	vehicle5r1ext_st	N/A	vehicle5r1ext_st.mat
60.312	2.9999.1	vehicle2r2ext_st	N/A	vehicle2r2ext_st.mat
63.328	3.9	animal2r4ext_st	N/A	animal2r4ext_st.mat
66.345	3.0001.5	animal5r4ext_st	N/A	animal5r4ext_st.mat
72.378	3.10	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
75.395	3.0001.6	face5r4ext_st	N/A	face5r4ext_st.mat
78.411	3.0001.7	animal3r3ext_st	N/A	animal3r3ext_st.mat
81.428	3.11	face5r3ext_st	N/A	face5r3ext_st.mat
87.462	2.9999.2	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
90.478	3.0001.8	animal5r3ext_st	N/A	animal5r3ext_st.mat
93.495	3.12	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
96.511	3.13	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
99.528	3.0001.9	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
102.54	3.0001.10	face2r4ext_st	N/A	face2r4ext_st.mat
105.56	3.0001.11	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
111.59	2.9999.3	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
117.63	2.9999.4	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
120.64	3.0002	chairs5r5ext_st	N/A	chairs5r5ext_st.mat
123.66	3.14	face1r2ext_st	N/A	face1r2ext_st.mat
129.69	2.9998.1	chairs1r3ext_st	N/A	chairs1r3ext_st.mat
132.71	3.0001.12	animal4r5ext_st	N/A	animal4r5ext_st.mat
135.73	3.15	animal4r2ext_st	N/A	animal4r2ext_st.mat
138.74	3.16	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
141.76	3.0001.13	animal3r4ext_st	N/A	animal3r4ext_st.mat
144.78	3.0001.14	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
150.81	2.9999.5	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
153.83	3.17	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
159.86	2.9998.2	animal1r3ext_st	N/A	animal1r3ext_st.mat
162.88	3.0001.15	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
165.89	3.0001.16	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
168.91	3.18	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
171.93	3.19	face4r1ext_st	N/A	face4r1ext_st.mat
177.96	2.9999.6	fruits2r1ext_st	N/A	fruits2r1ext_st.mat
180.98	3.0001.17	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
183.99	3.0001.18	animal1r2ext_st	N/A	animal1r2ext_st.mat
190.03	2.9998.3	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
196.06	2.9998.4	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
199.08	3.20	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
205.11	2.9999.7	face2r1ext_st	N/A	face2r1ext_st.mat
208.13	3.0001.19	animal3r2ext_st	N/A	animal3r2ext_st.mat
211.14	3.21	face5r1ext_st	N/A	face5r1ext_st.mat
214.16	3.0001.20	vehicle3r2ext_st	N/A	vehicle3r2ext_st.mat
217.18	3.22	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
220.19	3.23	face1r4ext_st	N/A	face1r4ext_st.mat
223.21	3.0001.21	animal4r3ext_st	N/A	animal4r3ext_st.mat
226.23	3.0001.22	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
229.24	3.24	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
232.26	3.0002.1	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
238.29	2.9999.8	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
244.33	2.9999.9	animal4r4ext_st	N/A	animal4r4ext_st.mat
247.34	3.25	animal2r3ext_st	N/A	animal2r3ext_st.mat
250.36	3.26	animal5r2ext_st	N/A	animal5r2ext_st.mat
253.38	3.0001.23	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
256.39	3.27	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
262.43	2.9999.10	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
265.44	3.0002.2	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
271.48	2.9999.11	animal1r1ext_st	N/A	animal1r1ext_st.mat
274.49	3.0001.24	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
280.53	3.28	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
286.56	2.9999.12	face5r2ext_st	N/A	face5r2ext_st.mat
292.59	2.9999.13	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
295.61	3.29	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
298.63	3.0001.25	animal5r1ext_st	N/A	animal5r1ext_st.mat
301.64	3.30	face3r3ext_st	N/A	face3r3ext_st.mat
304.66	3.31	animal1r4ext_st	N/A	animal1r4ext_st.mat
307.68	3.32	vehicle4r2ext_st	N/A	vehicle4r2ext_st.mat
313.71	2.9999.14	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
316.73	3.33	animal3r1ext_st	N/A	animal3r1ext_st.mat
319.74	3.34	vehicle3r4ext_st	N/A	vehicle3r4ext_st.mat
325.78	2.9999.15	fruits4r1ext_st	N/A	fruits4r1ext_st.mat
328.79	3.0001.26	face2r2ext_st	N/A	face2r2ext_st.mat
331.81	3.0001.27	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
334.83	3.35	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
337.84	3.36	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
340.86	3.37	animal1r5ext_st	N/A	animal1r5ext_st.mat
343.88	3.0001.28	face4r3ext_st	N/A	face4r3ext_st.mat
346.89	3.0001.29	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
349.91	3.38	face4r5ext_st	N/A	face4r5ext_st.mat
352.93	3.39	face2r5ext_st	N/A	face2r5ext_st.mat
355.94	3.40	animal4r1ext_st	N/A	animal4r1ext_st.mat
358.96	3.41	chairs2r3ext_st	N/A	chairs2r3ext_st.mat
361.98	3.42	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
364.99	3.0001.30	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
368.01	3.0001.31	face1r5ext_st	N/A	face1r5ext_st.mat
374.04	2.9999.16	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
377.06	3.0001.32	animal3r5ext_st	N/A	animal3r5ext_st.mat
380.08	3.43	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
383.09	3.44	chairs2r1ext_st	N/A	chairs2r1ext_st.mat
386.11	3.0001.33	face1r3ext_st	N/A	face1r3ext_st.mat
392.14	2.9999.17	animal2r2ext_st	N/A	animal2r2ext_st.mat
395.16	3.45	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
398.18	3.46	face2r3ext_st	N/A	face2r3ext_st.mat
404.21	2.9999.18	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
407.23	3.47	vehicle1r1ext_st	N/A	vehicle1r1ext_st.mat
410.24	3.0001.34	fruits3r2ext_st	N/A	fruits3r2ext_st.mat
413.26	3.48	animal2r1ext_st	N/A	animal2r1ext_st.mat
419.29	2.9999.19	chairs4r2ext_st	N/A	chairs4r2ext_st.mat
422.31	3.49	face3r5ext_st	N/A	face3r5ext_st.mat
428.34	2.9999.20	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
431.36	3.50	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
434.38	3.51	chairs1r4ext_st	N/A	chairs1r4ext_st.mat
437.39	3.0001.35	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
443.43	3.52	face3r4ext_st	N/A	face3r4ext_st.mat
449.46	2.9999.21	face3r1ext_st	N/A	face3r1ext_st.mat
455.49	2.9999.22	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
458.51	3.0001.36	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
461.53	3.0001.37	face4r4ext_st	N/A	face4r4ext_st.mat
464.54	3.0001.38	animal2r5ext_st	N/A	animal2r5ext_st.mat
467.56	3.0001.39	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
470.58	3.53	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
