onset	duration	sample	value	event_onset	event_type
16.94140625	0.001953125	4337	I_pressed	4338	I_pressed
720.7441406	0.001953125	184510.5	D_pressed	184511.5	D_pressed
821.84375	0.001953125	210392	P_pressed	210393	P_pressed
1109.998047	0.001953125	284159.5	C_pressed	284160.5	C_pressed
1312.833984	0.001953125	336085.5	N_pressed	336086.5	N_pressed
1753.099609	0.001953125	448793.5	B_pressed	448794.5	B_pressed
1755.355469	0.001953125	449371	A_pressed	449372	A_pressed
1882.945312	0.001953125	482034	F_pressed	482035	F_pressed
