onset	duration	stimulus
2.017000	36.183000	tasteless2
38.232000	0.000000	rinse
58.265000	36.144000	citric_acid
94.409000	0.000000	rinse
114.458000	54.240000	tasteless3
168.698000	0.000000	rinse
188.737000	72.272000	quinine
261.009000	0.000000	rinse
281.072000	54.185000	sucrose
335.257000	0.000000	rinse
355.298000	54.239000	tasteless1
409.537000	0.000000	rinse
429.577000	54.240000	NaCl
483.817000	0.000000	rinse
503.858000	72.328000	tasteless4
576.186000	0.000000	rinse
