onset	duration	stimulus
2.019000	36.238000	tasteless3
38.257000	0.000000	rinse
58.297000	36.176000	NaCl
94.473000	0.000000	rinse
114.513000	54.215000	tasteless4
168.728000	0.000000	rinse
188.776000	72.321000	citric_acid
261.097000	0.000000	rinse
281.137000	54.305000	tasteless1
335.442000	0.000000	rinse
355.481000	54.241000	sucrose
409.722000	0.000000	rinse
429.762000	54.280000	quinine
484.041000	0.000000	rinse
503.728000	72.272000	tasteless2
576.344000	0.000000	rinse
