onset	duration	stimulus
2.021000	72.354000	NaCl
74.375000	0.000000	rinse
94.414000	54.209000	tasteless2
148.623000	0.000000	rinse
168.672000	54.199000	citric_acid
222.871000	0.000000	rinse
242.911000	36.129000	tasteless1
279.040000	0.000000	rinse
299.071000	36.152000	sucrose
335.223000	0.000000	rinse
355.263000	72.329000	tasteless3
427.591000	0.000000	rinse
447.631000	54.185000	quinine
501.816000	0.000000	rinse
