onset	duration	stimulus
2.028000	54.251000	tasteless2
56.279000	0.000000	rinse
76.327000	72.271000	sucrose
148.591000	0.000000	rinse
168.631000	54.209000	NaCl
222.927000	0.000000	rinse
242.879000	36.144000	tasteless4
279.126000	0.000000	rinse
299.072000	36.200000	quinine
335.287000	0.000000	rinse
355.327000	72.263000	tasteless1
427.656000	0.000000	rinse
447.639000	54.232000	citric_acid
501.935000	0.000000	rinse
521.912000	54.208000	tasteless3
576.215000	0.000000	rinse
