onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
236.7260000000	n/a	n/a	Fixation	n/a	n/a	S  1
237.3940000000	n/a	n/a	CUE: 123	n/a	n/a	S101
238.9840000000	n/a	n/a	No Response	n/a	n/a	S 99
239.1960000000	n/a	n/a	FB: No Resp	n/a	n/a	S199
240.2800000000	n/a	n/a	Fixation	n/a	n/a	S  1
240.9320000000	n/a	n/a	CUE: 321	n/a	n/a	S106
242.4960000000	n/a	n/a	No Response	n/a	n/a	S 99
242.6500000000	n/a	n/a	FB: No Resp	n/a	n/a	S199
243.7320000000	n/a	n/a	Fixation	n/a	n/a	S  1
244.3940000000	n/a	n/a	CUE: 213	n/a	n/a	S103
245.2340000000	n/a	n/a	Up Button	n/a	n/a	S  4
245.5060000000	n/a	n/a	FB: Win	n/a	n/a	S201
246.5840000000	n/a	n/a	Fixation	n/a	n/a	S  1
247.2460000000	n/a	n/a	CUE: 213	n/a	n/a	S103
248.0940000000	n/a	n/a	Up Button	n/a	n/a	S  4
248.3680000000	n/a	n/a	FB: Win	n/a	n/a	S201
249.4540000000	n/a	n/a	Fixation	n/a	n/a	S  1
250.2040000000	n/a	n/a	CUE: 312	n/a	n/a	S105
251.5540000000	n/a	n/a	Right Button	n/a	n/a	S  2
251.9100000000	n/a	n/a	FB: Loss	n/a	n/a	S200
252.9900000000	n/a	n/a	Fixation	n/a	n/a	S  1
253.6700000000	n/a	n/a	CUE: 213	n/a	n/a	S103
254.9580000000	n/a	n/a	Left Button	n/a	n/a	S  3
255.2820000000	n/a	n/a	FB: Loss	n/a	n/a	S200
256.3580000000	n/a	n/a	Fixation	n/a	n/a	S  1
257.0800000000	n/a	n/a	CUE: 123	n/a	n/a	S101
258.0380000000	n/a	n/a	Right Button	n/a	n/a	S  2
258.2120000000	n/a	n/a	FB: Loss	n/a	n/a	S200
259.2940000000	n/a	n/a	Fixation	n/a	n/a	S  1
260.0160000000	n/a	n/a	CUE: 312	n/a	n/a	S105
261.1860000000	n/a	n/a	Up Button	n/a	n/a	S  4
261.4800000000	n/a	n/a	FB: Loss	n/a	n/a	S200
262.5640000000	n/a	n/a	Fixation	n/a	n/a	S  1
263.2740000000	n/a	n/a	CUE: 132	n/a	n/a	S102
264.3860000000	n/a	n/a	Left Button	n/a	n/a	S  3
264.5400000000	n/a	n/a	FB: Win	n/a	n/a	S201
265.6160000000	n/a	n/a	Fixation	n/a	n/a	S  1
266.3480000000	n/a	n/a	CUE: 321	n/a	n/a	S106
267.9460000000	n/a	n/a	No Response	n/a	n/a	S 99
268.2380000000	n/a	n/a	FB: No Resp	n/a	n/a	S199
269.3180000000	n/a	n/a	Fixation	n/a	n/a	S  1
269.9900000000	n/a	n/a	CUE: 231	n/a	n/a	S104
270.5500000000	n/a	n/a	Right Button	n/a	n/a	S  2
270.9040000000	n/a	n/a	FB: Loss	n/a	n/a	S200
271.9880000000	n/a	n/a	Fixation	n/a	n/a	S  1
272.7380000000	n/a	n/a	CUE: 123	n/a	n/a	S101
273.3020000000	n/a	n/a	Up Button	n/a	n/a	S  4
273.5760000000	n/a	n/a	FB: Win	n/a	n/a	S201
274.6560000000	n/a	n/a	Fixation	n/a	n/a	S  1
275.3880000000	n/a	n/a	CUE: 132	n/a	n/a	S102
276.2900000000	n/a	n/a	Left Button	n/a	n/a	S  3
276.4540000000	n/a	n/a	FB: Win	n/a	n/a	S201
277.5240000000	n/a	n/a	Fixation	n/a	n/a	S  1
278.2360000000	n/a	n/a	CUE: 132	n/a	n/a	S102
279.6260000000	n/a	n/a	Up Button	n/a	n/a	S  4
279.8500000000	n/a	n/a	FB: Loss	n/a	n/a	S200
280.9280000000	n/a	n/a	Fixation	n/a	n/a	S  1
281.6180000000	n/a	n/a	CUE: 213	n/a	n/a	S103
282.6740000000	n/a	n/a	Right Button	n/a	n/a	S  2
282.8580000000	n/a	n/a	FB: Loss	n/a	n/a	S200
283.9300000000	n/a	n/a	Fixation	n/a	n/a	S  1
284.5820000000	n/a	n/a	CUE: 213	n/a	n/a	S103
285.6100000000	n/a	n/a	Up Button	n/a	n/a	S  4
285.8940000000	n/a	n/a	FB: Win	n/a	n/a	S201
286.9660000000	n/a	n/a	Fixation	n/a	n/a	S  1
287.7060000000	n/a	n/a	CUE: 123	n/a	n/a	S101
288.7220000000	n/a	n/a	Left Button	n/a	n/a	S  3
289.0040000000	n/a	n/a	FB: Loss	n/a	n/a	S200
290.0840000000	n/a	n/a	Fixation	n/a	n/a	S  1
290.8460000000	n/a	n/a	CUE: 213	n/a	n/a	S103
291.8540000000	n/a	n/a	Right Button	n/a	n/a	S  2
292.1880000000	n/a	n/a	FB: Loss	n/a	n/a	S200
293.2700000000	n/a	n/a	Fixation	n/a	n/a	S  1
294.0920000000	n/a	n/a	CUE: 213	n/a	n/a	S103
294.7700000000	n/a	n/a	Left Button	n/a	n/a	S  3
294.9940000000	n/a	n/a	FB: Win	n/a	n/a	S201
296.0720000000	n/a	n/a	Fixation	n/a	n/a	S  1
296.9240000000	n/a	n/a	CUE: 312	n/a	n/a	S105
297.9380000000	n/a	n/a	Up Button	n/a	n/a	S  4
298.1120000000	n/a	n/a	FB: Loss	n/a	n/a	S200
299.1920000000	n/a	n/a	Fixation	n/a	n/a	S  1
299.8620000000	n/a	n/a	CUE: 132	n/a	n/a	S102
300.7620000000	n/a	n/a	Left Button	n/a	n/a	S  3
301.0740000000	n/a	n/a	FB: Loss	n/a	n/a	S200
302.1600000000	n/a	n/a	Fixation	n/a	n/a	S  1
302.9020000000	n/a	n/a	CUE: 321	n/a	n/a	S106
303.3300000000	n/a	n/a	Right Button	n/a	n/a	S  2
303.5020000000	n/a	n/a	FB: Win	n/a	n/a	S201
304.5800000000	n/a	n/a	Fixation	n/a	n/a	S  1
305.2600000000	n/a	n/a	CUE: 132	n/a	n/a	S102
306.4420000000	n/a	n/a	Up Button	n/a	n/a	S  4
306.6440000000	n/a	n/a	FB: Win	n/a	n/a	S201
307.7320000000	n/a	n/a	Fixation	n/a	n/a	S  1
308.5620000000	n/a	n/a	CUE: 312	n/a	n/a	S105
310.1160000000	n/a	n/a	No Response	n/a	n/a	S 99
310.3580000000	n/a	n/a	FB: No Resp	n/a	n/a	S199
311.4340000000	n/a	n/a	Fixation	n/a	n/a	S  1
312.1860000000	n/a	n/a	CUE: 213	n/a	n/a	S103
312.8420000000	n/a	n/a	Up Button	n/a	n/a	S  4
313.0440000000	n/a	n/a	FB: Win	n/a	n/a	S201
314.1200000000	n/a	n/a	Fixation	n/a	n/a	S  1
314.7700000000	n/a	n/a	CUE: 321	n/a	n/a	S106
315.6100000000	n/a	n/a	Left Button	n/a	n/a	S  3
315.7720000000	n/a	n/a	FB: Win	n/a	n/a	S201
316.8560000000	n/a	n/a	Fixation	n/a	n/a	S  1
317.5560000000	n/a	n/a	CUE: 132	n/a	n/a	S102
318.3220000000	n/a	n/a	Up Button	n/a	n/a	S  4
318.6240000000	n/a	n/a	FB: Loss	n/a	n/a	S200
319.7080000000	n/a	n/a	Fixation	n/a	n/a	S  1
320.3680000000	n/a	n/a	CUE: 321	n/a	n/a	S106
320.8020000000	n/a	n/a	Right Button	n/a	n/a	S  2
321.1240000000	n/a	n/a	FB: Win	n/a	n/a	S201
322.2100000000	n/a	n/a	Fixation	n/a	n/a	S  1
322.8700000000	n/a	n/a	CUE: 312	n/a	n/a	S105
323.6140000000	n/a	n/a	Up Button	n/a	n/a	S  4
323.8960000000	n/a	n/a	FB: Loss	n/a	n/a	S200
324.9780000000	n/a	n/a	Fixation	n/a	n/a	S  1
325.7300000000	n/a	n/a	CUE: 213	n/a	n/a	S103
326.3460000000	n/a	n/a	Left Button	n/a	n/a	S  3
326.5980000000	n/a	n/a	FB: Win	n/a	n/a	S201
327.6800000000	n/a	n/a	Fixation	n/a	n/a	S  1
328.3320000000	n/a	n/a	CUE: 123	n/a	n/a	S101
329.5560000000	n/a	n/a	Left Button	n/a	n/a	S  3
329.8900000000	n/a	n/a	FB: Loss	n/a	n/a	S200
330.9660000000	n/a	n/a	Fixation	n/a	n/a	S  1
331.6380000000	n/a	n/a	CUE: 123	n/a	n/a	S101
332.0720000000	n/a	n/a	Up Button	n/a	n/a	S  4
332.3560000000	n/a	n/a	FB: Win	n/a	n/a	S201
333.4340000000	n/a	n/a	Fixation	n/a	n/a	S  1
334.2560000000	n/a	n/a	CUE: 132	n/a	n/a	S102
335.7320000000	n/a	n/a	Right Button	n/a	n/a	S  2
335.9660000000	n/a	n/a	FB: Win	n/a	n/a	S201
337.0540000000	n/a	n/a	Fixation	n/a	n/a	S  1
337.7660000000	n/a	n/a	CUE: 321	n/a	n/a	S106
338.7800000000	n/a	n/a	Up Button	n/a	n/a	S  4
338.9340000000	n/a	n/a	FB: Loss	n/a	n/a	S200
340.0060000000	n/a	n/a	Fixation	n/a	n/a	S  1
340.8080000000	n/a	n/a	CUE: 213	n/a	n/a	S103
341.2320000000	n/a	n/a	Left Button	n/a	n/a	S  3
341.4460000000	n/a	n/a	FB: Win	n/a	n/a	S201
342.5240000000	n/a	n/a	Fixation	n/a	n/a	S  1
343.1760000000	n/a	n/a	CUE: 132	n/a	n/a	S102
344.5680000000	n/a	n/a	Right Button	n/a	n/a	S  2
344.7520000000	n/a	n/a	FB: Win	n/a	n/a	S201
345.8280000000	n/a	n/a	Fixation	n/a	n/a	S  1
346.5580000000	n/a	n/a	CUE: 312	n/a	n/a	S105
346.9800000000	n/a	n/a	Up Button	n/a	n/a	S  4
347.1340000000	n/a	n/a	FB: Loss	n/a	n/a	S200
348.2120000000	n/a	n/a	Fixation	n/a	n/a	S  1
349.0540000000	n/a	n/a	CUE: 213	n/a	n/a	S103
349.4560000000	n/a	n/a	Left Button	n/a	n/a	S  3
349.6500000000	n/a	n/a	FB: Win	n/a	n/a	S201
350.7320000000	n/a	n/a	Fixation	n/a	n/a	S  1
351.4620000000	n/a	n/a	CUE: 123	n/a	n/a	S101
352.0600000000	n/a	n/a	Left Button	n/a	n/a	S  3
352.2840000000	n/a	n/a	FB: Loss	n/a	n/a	S200
353.3660000000	n/a	n/a	Fixation	n/a	n/a	S  1
354.0980000000	n/a	n/a	CUE: 123	n/a	n/a	S101
354.7200000000	n/a	n/a	Right Button	n/a	n/a	S  2
354.9940000000	n/a	n/a	FB: Win	n/a	n/a	S201
356.0680000000	n/a	n/a	Fixation	n/a	n/a	S  1
356.8800000000	n/a	n/a	CUE: 321	n/a	n/a	S106
357.5880000000	n/a	n/a	Up Button	n/a	n/a	S  4
357.9020000000	n/a	n/a	FB: Loss	n/a	n/a	S200
358.9880000000	n/a	n/a	Fixation	n/a	n/a	S  1
359.6780000000	n/a	n/a	CUE: 321	n/a	n/a	S106
360.3320000000	n/a	n/a	Up Button	n/a	n/a	S  4
360.5960000000	n/a	n/a	FB: Win	n/a	n/a	S201
361.6720000000	n/a	n/a	Fixation	n/a	n/a	S  1
362.3740000000	n/a	n/a	CUE: 231	n/a	n/a	S104
363.3600000000	n/a	n/a	Up Button	n/a	n/a	S  4
363.5140000000	n/a	n/a	FB: Win	n/a	n/a	S201
364.5920000000	n/a	n/a	Fixation	n/a	n/a	S  1
365.4440000000	n/a	n/a	CUE: 312	n/a	n/a	S105
366.5560000000	n/a	n/a	Left Button	n/a	n/a	S  3
366.8300000000	n/a	n/a	FB: Win	n/a	n/a	S201
367.9100000000	n/a	n/a	Fixation	n/a	n/a	S  1
368.6620000000	n/a	n/a	CUE: 231	n/a	n/a	S104
369.3480000000	n/a	n/a	Up Button	n/a	n/a	S  4
369.7020000000	n/a	n/a	FB: Win	n/a	n/a	S201
370.7800000000	n/a	n/a	Fixation	n/a	n/a	S  1
371.4820000000	n/a	n/a	CUE: 123	n/a	n/a	S101
373.0480000000	n/a	n/a	No Response	n/a	n/a	S 99
