onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.001109643	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	5	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.001109643	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	1.0	n/a	63.0	12.0	0.0	2.4643e-05	-0.001872443
13.001665	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	2.0	n/a	63.0	14.0	2.0	2.00058	1.998171
15.002355	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	3.0	n/a	63.0	16.0	4.0	4.00127	3.998083
17.001555	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	4.0	n/a	63.0	18.0	6.0	6.00047	5.997282
19.001495000000002	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	5.0	n/a	63.0	20.0	8.0	8.00041	7.997517999999999
21.002785	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	6.0	n/a	63.0	22.0	10.0	10.0017	9.998506
23.001485	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	7.0	n/a	63.0	24.0	12.0	12.0004	11.9991
25.002385	2.0	WordRead	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	2.0	n/a	n/a	8.0	n/a	63.0	26.0	14.0	14.0013	13.99809
27.002484999999997	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	9.0	n/a	63.0	28.0	16.0	16.0014	15.996429999999998
29.002484999999997	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	10.0	n/a	63.0	30.0	18.0	18.0014	17.99621
31.003085	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	11.0	n/a	63.0	32.0	20.0	20.002	19.99656
33.001185	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	12.0	n/a	63.0	34.0	22.0	22.0001	21.99696
35.002084999999994	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	13.0	n/a	63.0	36.0	24.0	24.001	23.99798
37.002085	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	14.0	n/a	63.0	38.0	26.0	26.001	25.99805
39.002685	2.0	VerbGen	verbGeneration2	n/a	1.6	n/a	1.0	n/a	n/a	5	1.0	n/a	n/a	15.0	n/a	63.0	40.0	28.0	28.0016	27.99611
41.172838266999996	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	5	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.172838266999996	30.0	NatureMovie	natureMovie	n/a	29.9	n/a	2.0	n/a	n/a	5	1.0	n/a	n/a	1.0	n/a	63.0	47.0	0.0	3.8267e-05	-0.08472419
76.3557689	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	5	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
81.3557689	2.0	VisualSearchHard	visualSearch2	2.0	1.6	0.96829	3.0	12.0	n/a	5	3.0	1.0	0.0	1.0	1.0	63.0	81.0	0.0	0.0185789	-0.03075594
83.33935000000002	2.0	VisualSearchHard	visualSearch2	1.0	1.6	0.59985	3.0	12.0	n/a	5	3.0	1.0	0.0	2.0	1.0	63.0	83.0	2.0	2.00216	1.968282
85.33761000000001	2.0	VisualSearchHard	visualSearch2	1.0	1.6	0.6420600000000001	3.0	12.0	n/a	5	3.0	1.0	0.0	3.0	1.0	63.0	85.0	4.0	4.00042	3.969431
87.33771999999999	2.0	VisualSearchHard	visualSearch2	1.0	1.6	0.72359	3.0	12.0	n/a	5	3.0	1.0	0.0	4.0	1.0	63.0	87.0	6.0	6.00053	5.968727
89.33787000000002	2.0	VisualSearchHard	visualSearch2	2.0	1.6	0.5281899999999999	3.0	12.0	n/a	5	3.0	1.0	0.0	5.0	1.0	63.0	89.0	8.0	8.000680000000001	7.968853
91.33719	2.0	VisualSearchMed	visualSearch2	1.0	1.6	0.58753	3.0	8.0	n/a	5	2.0	1.0	0.0	6.0	1.0	63.0	91.0	10.0	10.0	9.968628
93.33839	2.0	VisualSearchMed	visualSearch2	2.0	1.6	0.5152100000000001	3.0	8.0	n/a	5	2.0	1.0	0.0	7.0	1.0	63.0	93.0	12.0	12.0012	11.96976
95.33819	2.0	VisualSearchMed	visualSearch2	1.0	1.6	0.5552699999999999	3.0	8.0	n/a	5	2.0	1.0	0.0	8.0	1.0	63.0	95.0	14.0	14.001	13.96883
97.33829	2.0	VisualSearchMed	visualSearch2	2.0	1.6	0.5010100000000001	3.0	8.0	n/a	5	2.0	1.0	0.0	9.0	1.0	63.0	97.0	16.0	16.0011	15.96856
99.33919	2.0	VisualSearchMed	visualSearch2	2.0	1.6	0.5241100000000001	3.0	8.0	n/a	5	2.0	1.0	0.0	10.0	1.0	63.0	99.0	18.0	18.002	17.968510000000006
101.33799	2.0	VisualSearchEasy	visualSearch2	2.0	1.6	0.5989899999999999	3.0	4.0	n/a	5	1.0	1.0	0.0	11.0	1.0	63.0	101.0	20.0	20.0008	19.96867
103.33819	2.0	VisualSearchEasy	visualSearch2	1.0	1.6	0.52253	3.0	4.0	n/a	5	1.0	1.0	0.0	12.0	1.0	63.0	103.0	22.0	22.001	21.96825
105.33779	2.0	VisualSearchEasy	visualSearch2	1.0	1.6	0.4542	3.0	4.0	n/a	5	1.0	1.0	0.0	13.0	1.0	63.0	105.0	24.0	24.0006	23.97053
