onset	duration	trial_type	taskName	trialType	trialDur	response_time	blockNum	setSize	possCorr	boldRun	condition	numCorr	numErr	numTrial	respMade	runNum	startTRreal	startTime	startTimeReal	timeOfTR
6.00875789	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
11.00875789	5.0	SpatialMapEasy	spatialMap	n/a	4.8	0.27824	1.0	1.0	n/a	1	1.0	1.0	0.0	1.0	1.0	59.0	12.0	0.0	0.00823289	-0.007434623
16.003165	5.0	SpatialMapEasy	spatialMap	n/a	4.8	0.2352	1.0	1.0	n/a	1	1.0	1.0	0.0	2.0	1.0	59.0	17.0	5.0	5.00264	4.992876
21.001925	5.0	SpatialMapMed	spatialMap	n/a	4.8	0.80393	1.0	4.0	n/a	1	2.0	1.0	0.0	3.0	1.0	59.0	22.0	10.0	10.0014	9.993129
26.000925	5.0	SpatialMapMed	spatialMap	n/a	4.8	0.75379	1.0	4.0	n/a	1	2.0	1.0	0.0	4.0	1.0	59.0	27.0	15.0	15.0004	14.99479
31.001125	5.0	SpatialMapHard	spatialMap	n/a	4.8	0.8925	1.0	7.0	n/a	1	3.0	1.0	0.0	5.0	1.0	59.0	32.0	20.0	20.0006	19.99319
36.00092499999999	5.0	SpatialMapHard	spatialMap	n/a	4.8	0.67065	1.0	7.0	n/a	1	3.0	1.0	0.0	6.0	1.0	59.0	37.0	25.0	25.0004	24.99322
41.5723292	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
46.5723292	30.0	LandscapeMovie	landscapeMovie	n/a	29.9	n/a	2.0	n/a	n/a	1	1.0	n/a	n/a	1.0	n/a	59.0	47.0	0.0	0.0010992	-0.06484707
76.24131401	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
81.24131401	5.0	RespAltHard	respAlt	n/a	4.8	0.25055	3.0	4.0	n/a	1	3.0	1.0	0.0	1.0	1.0	59.0	63.0	0.0	0.00568401	-0.006172474
86.23704000000002	5.0	RespAltHard	respAlt	n/a	4.8	0.28742	3.0	4.0	n/a	1	3.0	1.0	0.0	2.0	1.0	59.0	68.0	5.0	5.00141	4.993814
91.23593000000001	5.0	RespAltMed	respAlt	n/a	4.8	0.16854	3.0	2.0	n/a	1	2.0	1.0	0.0	3.0	1.0	59.0	73.0	10.0	10.0003	9.992377
96.23763000000001	5.0	RespAltMed	respAlt	n/a	4.8	0.29344000000000003	3.0	2.0	n/a	1	2.0	1.0	0.0	4.0	1.0	59.0	78.0	15.0	15.002	14.99232
101.23693	5.0	RespAltEasy	respAlt	n/a	4.8	0.5019100000000001	3.0	1.0	n/a	1	1.0	1.0	0.0	5.0	1.0	59.0	83.0	20.0	20.0013	19.99265
106.23603	5.0	RespAltEasy	respAlt	n/a	4.8	0.23881	3.0	1.0	n/a	1	1.0	1.0	0.0	6.0	1.0	59.0	88.0	25.0	25.0004	24.99336
111.233571149	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
116.233571149	15.0	VideoActions	actionObservation2	n/a	14.0	n/a	4.0	n/a	n/a	1	1.0	n/a	n/a	1.0	n/a	59.0	98.0	0.0	7.114899999999999e-05	-0.09670431
131.2863	15.0	VideoKnots	actionObservation2	n/a	14.0	n/a	4.0	n/a	n/a	1	2.0	n/a	n/a	2.0	n/a	59.0	101.0	15.0	15.0528	2.911689
146.364702709	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
151.364702709	30.0	PermutedRules	CPRO	1.0	7.2	0.59616	5.0	n/a	n/a	1	1.0	1.0	0.0	1.0	1.0	59.0	111.0	0.0	0.000102709	-0.007135691
158.8656	30.0	PermutedRules	CPRO	1.0	7.2	0.56511	5.0	n/a	n/a	1	1.0	1.0	0.0	2.0	1.0	59.0	118.0	7.5	7.501	6.992369999999998
166.3659	30.0	PermutedRules	CPRO	2.0	7.2	0.52025	5.0	n/a	n/a	1	1.0	1.0	0.0	3.0	1.0	59.0	126.0	15.0	15.0013	14.99125
173.8649	30.0	PermutedRules	CPRO	2.0	7.2	0.28544	5.0	n/a	n/a	1	1.0	0.0	1.0	4.0	1.0	59.0	133.0	22.5	22.5003	21.99357
181.12958763	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
186.12958763	30.0	Rest	rest2	n/a	30.0	n/a	6.0	n/a	n/a	1	1.0	n/a	n/a	1.0	n/a	59.0	146.0	0.0	0.00068763	-0.01004748
216.57977171	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
221.57977171	3.0	ScrambledMotion	emotionProcess	2.0	2.8	1.7274	7.0	n/a	n/a	1	2.0	1.0	0.0	1.0	1.0	59.0	181.0	0.0	0.00257171	-0.09727418
224.57757	3.0	ScrambledMotion	emotionProcess	2.0	2.8	0.84695	7.0	n/a	n/a	1	2.0	1.0	0.0	2.0	1.0	59.0	184.0	3.0	3.00037	2.903801
227.57849	3.0	ScrambledMotion	emotionProcess	1.0	2.8	0.76737	7.0	n/a	n/a	1	2.0	1.0	0.0	3.0	1.0	59.0	187.0	6.0	6.00129	5.9022440000000005
230.57792999999998	3.0	ScrambledMotion	emotionProcess	1.0	2.8	1.9605	7.0	n/a	n/a	1	2.0	1.0	0.0	4.0	1.0	59.0	190.0	9.0	9.00073	8.900867
233.5775	3.0	ScrambledMotion	emotionProcess	2.0	2.8	0.58853	7.0	n/a	n/a	1	2.0	1.0	0.0	5.0	1.0	59.0	193.0	12.0	12.0003	11.90061
236.5794	3.0	BiologicalMotion	emotionProcess	2.0	2.8	1.0887	7.0	n/a	n/a	1	1.0	0.0	1.0	6.0	1.0	59.0	196.0	15.0	15.0022	14.90047
239.5778	3.0	BiologicalMotion	emotionProcess	1.0	2.8	0.60182	7.0	n/a	n/a	1	1.0	1.0	0.0	7.0	1.0	59.0	199.0	18.0	18.0006	17.89997
242.5774	3.0	BiologicalMotion	emotionProcess	1.0	2.8	0.7078899999999999	7.0	n/a	n/a	1	1.0	1.0	0.0	8.0	1.0	59.0	202.0	21.0	21.0002	20.90101
245.5785	3.0	BiologicalMotion	emotionProcess	1.0	2.8	1.0234	7.0	n/a	n/a	1	1.0	1.0	0.0	9.0	1.0	59.0	205.0	24.0	24.0013	23.90042
248.5772	3.0	BiologicalMotion	emotionProcess	2.0	2.8	0.70368	7.0	n/a	n/a	1	1.0	1.0	0.0	10.0	1.0	59.0	208.0	27.0	27.0	26.90065
251.30823327	5.0	Instruct	instruct2	n/a	5.0	n/a	n/a	n/a	n/a	1	n/a	n/a	n/a	0.0	n/a	n/a	n/a	n/a	n/a	n/a
