onset	duration	trial_type	response_time	stim_file
0.0143723487854003	1.0	276.0	1.2956016063690186	imagenet/n02116738/n02116738_2356.JPEG
4.014040946960449	1.0	213.0	1.2799420356750488	imagenet/n02100735/n02100735_3415.JPEG
8.013696670532227	1.0	231.0	1.4002251625061035	imagenet/n02105855/n02105855_3702.JPEG
12.01335620880127	1.0	766.0	1.4245936870574951	imagenet/n04099969/n04099969_16881.JPEG
16.013015270233154	1.0	105.0	1.336930513381958	imagenet/n01877812/n01877812_1981.JPEG
24.012325286865234	1.0	771.0	1.2897017002105713	imagenet/n04120489/n04120489_1274.JPEG
28.011990785598755	1.0	446.0	1.2660560607910156	imagenet/n02837789/n02837789_11389.JPEG
32.01162099838257	1.0	712.0	1.4183599948883057	imagenet/n03916031/n03916031_3653.JPEG
36.01128005981445	1.0	483.0	1.442692756652832	imagenet/n02979186/n02979186_10933.JPEG
40.01094841957092	1.0	514.0	1.523040533065796	imagenet/n03110669/n03110669_105828.JPEG
48.01023769378662	1.0	15.0	1.835815191268921	imagenet/n01537544/n01537544_10701.JPEG
52.0098991394043	1.0	746.0	1.3960888385772705	imagenet/n04009552/n04009552_20274.JPEG
56.009552001953125	1.0	260.0	1.4043869972229004	imagenet/n02112018/n02112018_8020.JPEG
60.009204626083374	1.0	787.0	1.372786283493042	imagenet/n04179913/n04179913_15229.JPEG
64.00885772705078	1.0	82.0	1.5330991744995115	imagenet/n01796340/n01796340_1183.JPEG
72.00816917419434	1.0	164.0	1.4058997631072998	imagenet/n02088466/n02088466_1908.JPEG
76.00782060623169	1.0	225.0	1.2462632656097412	imagenet/n02105056/n02105056_4583.JPEG
80.00746560096741	1.0	344.0	1.2065622806549072	imagenet/n02397096/n02397096_1216.JPEG
84.00711846351624	1.0	360.0	1.4629263877868652	imagenet/n02443484/n02443484_671.JPEG
88.00677537918091	1.0	511.0	1.3351805210113523	imagenet/n03095699/n03095699_6147.JPEG
96.00609230995178	1.0	57.0	1.3518965244293213	imagenet/n01734418/n01734418_11864.JPEG
100.0057463645935	1.0	796.0	1.2563295364379885	imagenet/n04228054/n04228054_6797.JPEG
104.00539779663086	1.0	709.0	1.3285131454467771	imagenet/n03903868/n03903868_24936.JPEG
