onset	duration	begsample	endsample	offset
59.6292	0.9	149074	151323	-750
60.1832	0.9	150459	152708	-750
60.7372	0.9	151844	154093	-750
61.2904	0.9	153227	155476	-750
61.8444	0.9	154612	156861	-750
62.3972	0.9	155994	158243	-750
62.9512	0.9	157379	159628	-750
63.5052	0.9	158764	161013	-750
64.0584	0.9	160147	162396	-750
64.6124	0.9	161532	163781	-750
65.1656	0.9	162915	165164	-750
65.7196	0.9	164300	166549	-750
66.2736	0.9	165685	167934	-750
66.8268	0.9	167068	169317	-750
67.3808	0.9	168453	170702	-750
67.9348	0.9	169838	172087	-750
68.4876	0.9	171220	173469	-750
69.0416	0.9	172605	174854	-750
69.5948	0.9	173988	176237	-750
70.1488	0.9	175373	177622	-750
70.7028	0.9	176758	179007	-750
71.256	0.9	178141	180390	-750
71.81	0.9	179526	181775	-750
72.364	0.9	180911	183160	-750
72.9172	0.9	182294	184543	-750
73.4712	0.9	183679	185928	-750
74.024	0.9	185061	187310	-750
74.578	0.9	186446	188695	-750
75.132	0.9	187831	190080	-750
75.6852	0.9	189214	191463	-750
76.2396	0.9	190600	192849	-750
76.7932	0.9	191984	194233	-750
77.3464	0.9	193367	195616	-750
77.9004	0.9	194752	197001	-750
78.4532	0.9	196134	198383	-750
79.0072	0.9	197519	199768	-750
79.5616	0.9	198905	201154	-750
80.1144	0.9	200287	202536	-750
80.6684	0.9	201672	203921	-750
81.2216	0.9	203055	205304	-750
81.7756	0.9	204440	206689	-750
82.3296	0.9	205825	208074	-750
82.8828	0.9	207208	209457	-750
83.4368	0.9	208593	210842	-750
83.9908	0.9	209978	212227	-750
84.5436	0.9	211360	213609	-750
85.098	0.9	212746	214995	-750
85.6508	0.9	214128	216377	-750
86.2048	0.9	215513	217762	-750
86.7588	0.9	216898	219147	-750
87.312	0.9	218281	220530	-750
87.866	0.9	219666	221915	-750
88.42	0.9	221051	223300	-750
88.9732	0.9	222434	224683	-750
89.5272	0.9	223819	226068	-750
90.08	0.9	225201	227450	-750
90.634	0.9	226586	228835	-750
91.188	0.9	227971	230220	-750
91.7412	0.9	229354	231603	-750
92.2952	0.9	230739	232988	-750
92.8484	0.9	232122	234371	-750
93.4024	0.9	233507	235756	-750
93.9564	0.9	234892	237141	-750
94.5096	0.9	236275	238524	-750
95.0632	0.9	237659	239908	-750
95.6176	0.9	239045	241294	-750
96.1704	0.9	240427	242676	-750
96.7244	0.9	241812	244061	-750
97.2776	0.9	243195	245444	-750
97.8316	0.9	244580	246829	-750
98.3856	0.9	245965	248214	-750
98.9388	0.9	247348	249597	-750
99.4928	0.9	248733	250982	-750
100.0468	0.9	250118	252367	-750
100.5996	0.9	251500	253749	-750
101.1536	0.9	252885	255134	-750
101.7068	0.9	254268	256517	-750
102.2608	0.9	255653	257902	-750
102.8148	0.9	257038	259287	-750
103.368	0.9	258421	260670	-750
103.922	0.9	259806	262055	-750
104.4752	0.9	261189	263438	-750
105.0292	0.9	262574	264823	-750
105.5832	0.9	263959	266208	-750
106.136	0.9	265341	267590	-750
106.69	0.9	266726	268975	-750
107.2444	0.9	268112	270361	-750
107.7972	0.9	269494	271743	-750
108.3512	0.9	270879	273128	-750
108.9044	0.9	272262	274511	-750
109.4584	0.9	273647	275896	-750
110.0124	0.9	275032	277281	-750
110.5656	0.9	276415	278664	-750
111.1196	0.9	277800	280049	-750
111.6736	0.9	279185	281434	-750
112.2264	0.9	280567	282816	-750
112.7804	0.9	281952	284201	-750
113.3344	0.9	283337	285586	-750
113.8876	0.9	284720	286969	-750
114.4416	0.9	286105	288354	-750
114.9948	0.9	287488	289737	-750
115.5488	0.9	288873	291122	-750
116.1028	0.9	290258	292507	-750
116.656	0.9	291641	293890	-750
117.21	0.9	293026	295275	-750
117.7628	0.9	294408	296657	-750
118.3168	0.9	295793	298042	-750
118.8708	0.9	297178	299427	-750
119.424	0.9	298561	300810	-750
119.978	0.9	299946	302195	-750
120.5312	0.9	301329	303578	-750
121.0852	0.9	302714	304963	-750
121.6392	0.9	304099	306348	-750
122.192	0.9	305481	307730	-750
122.7464	0.9	306867	309116	-750
123.3004	0.9	308252	310501	-750
123.8532	0.9	309634	311883	-750
124.4072	0.9	311019	313268	-750
124.9604	0.9	312402	314651	-750
125.5144	0.9	313787	316036	-750
126.0684	0.9	315172	317421	-750
126.6216	0.9	316555	318804	-750
127.1756	0.9	317940	320189	-750
127.7296	0.9	319325	321574	-750
128.2824	0.9	320707	322956	-750
128.8364	0.9	322092	324341	-750
129.3896	0.9	323475	325724	-750
129.9436	0.9	324860	327109	-750
130.4976	0.9	326245	328494	-750
131.0508	0.9	327628	329877	-750
131.6048	0.9	329013	331262	-750
132.1576	0.9	330395	332644	-750
132.712	0.9	331781	334030	-750
133.266	0.9	333166	335415	-750
133.8188	0.9	334548	336797	-750
134.3728	0.9	335933	338182	-750
134.9272	0.9	337319	339568	-750
135.48	0.9	338701	340950	-750
136.034	0.9	340086	342335	-750
136.5872	0.9	341469	343718	-750
137.1412	0.9	342854	345103	-750
137.6952	0.9	344239	346488	-750
138.248	0.9	345621	347870	-750
138.8024	0.9	347007	349256	-750
139.3564	0.9	348392	350641	-750
139.9092	0.9	349774	352023	-750
140.4632	0.9	351159	353408	-750
141.0164	0.9	352542	354791	-750
141.5704	0.9	353927	356176	-750
142.1244	0.9	355312	357561	-750
142.6776	0.9	356695	358944	-750
143.2316	0.9	358080	360329	-750
143.7844	0.9	359462	361711	-750
144.3384	0.9	360847	363096	-750
144.8928	0.9	362233	364482	-750
145.4456	0.9	363615	365864	-750
145.9996	0.9	365000	367249	-750
146.5536	0.9	366385	368634	-750
147.1068	0.9	367768	370017	-750
147.6608	0.9	369153	371402	-750
148.214	0.9	370536	372785	-750
148.768	0.9	371921	374170	-750
149.322	0.9	373306	375555	-750
149.8748	0.9	374688	376937	-750
150.4288	0.9	376073	378322	-750
150.9828	0.9	377458	379707	-750
151.536	0.9	378841	381090	-750
152.09	0.9	380226	382475	-750
152.6432	0.9	381609	383858	-750
153.1972	0.9	382994	385243	-750
153.7512	0.9	384379	386628	-750
154.3044	0.9	385762	388011	-750
154.8584	0.9	387147	389396	-750
155.4124	0.9	388532	390781	-750
155.9652	0.9	389914	392163	-750
156.5192	0.9	391299	393548	-750
157.0732	0.9	392684	394933	-750
157.626	0.9	394066	396315	-750
158.18	0.9	395451	397700	-750
158.7332	0.9	396834	399083	-750
159.2876	0.9	398220	400469	-750
159.8404	0.9	399602	401851	-750
160.3948	0.9	400988	403237	-750
160.9488	0.9	402373	404622	-750
161.5016	0.9	403755	406004	-750
162.0556	0.9	405140	407389	-750
162.6096	0.9	406525	408774	-750
163.1628	0.9	407908	410157	-750
163.7168	0.9	409293	411542	-750
164.27	0.9	410676	412925	-750
164.824	0.9	412061	414310	-750
165.378	0.9	413446	415695	-750
165.9308	0.9	414828	417077	-750
166.4852	0.9	416214	418463	-750
167.0392	0.9	417599	419848	-750
167.592	0.9	418981	421230	-750
168.146	0.9	420366	422615	-750
168.6992	0.9	421749	423998	-750
169.2532	0.9	423134	425383	-750
169.8072	0.9	424519	426768	-750
170.3604	0.9	425902	428151	-750
170.9144	0.9	427287	429536	-750
171.4672	0.9	428669	430918	-750
172.0212	0.9	430054	432303	-750
172.5752	0.9	431439	433688	-750
173.1284	0.9	432822	435071	-750
173.6824	0.9	434207	436456	-750
174.2364	0.9	435592	437841	-750
174.7896	0.9	436975	439224	-750
175.3436	0.9	438360	440609	-750
175.8968	0.9	439743	441992	-750
176.4508	0.9	441128	443377	-750
177.0048	0.9	442513	444762	-750
177.5576	0.9	443895	446144	-750
178.1116	0.9	445280	447529	-750
178.6656	0.9	446665	448914	-750
179.2188	0.9	448048	450297	-750
179.7728	0.9	449433	451682	-750
180.326	0.9	450816	453065	-750
180.88	0.9	452201	454450	-750
181.434	0.9	453586	455835	-750
181.9872	0.9	454969	457218	-750
182.5412	0.9	456354	458603	-750
183.094	0.9	457736	459985	-750
183.648	0.9	459121	461370	-750
184.202	0.9	460506	462755	-750
184.7552	0.9	461889	464138	-750
185.3092	0.9	463274	465523	-750
185.8632	0.9	464659	466908	-750
186.4164	0.9	466042	468291	-750
186.9704	0.9	467427	469676	-750
187.5244	0.9	468812	471061	-750
188.0776	0.9	470195	472444	-750
188.6316	0.9	471580	473829	-750
189.1844	0.9	472962	475211	-750
189.7384	0.9	474347	476596	-750
190.2928	0.9	475733	477982	-750
190.8456	0.9	477115	479364	-750
191.3996	0.9	478500	480749	-750
191.9528	0.9	479883	482132	-750
192.5068	0.9	481268	483517	-750
193.0608	0.9	482653	484902	-750
193.6136	0.9	484035	486284	-750
194.1676	0.9	485420	487669	-750
194.7208	0.9	486803	489052	-750
195.2748	0.9	488188	490437	-750
195.8288	0.9	489573	491822	-750
196.382	0.9	490956	493205	-750
196.936	0.9	492341	494590	-750
197.49	0.9	493726	495975	-750
198.0432	0.9	495109	497358	-750
198.5972	0.9	496494	498743	-750
199.15	0.9	497876	500125	-750
199.704	0.9	499261	501510	-750
200.2584	0.9	500647	502896	-750
200.8112	0.9	502029	504278	-750
201.3652	0.9	503414	505663	-750
201.9192	0.9	504799	507048	-750
202.4724	0.9	506182	508431	-750
203.0264	0.9	507567	509816	-750
203.5792	0.9	508949	511198	-750
204.1336	0.9	510335	512584	-750
204.6876	0.9	511720	513969	-750
205.2404	0.9	513102	515351	-750
205.7944	0.9	514487	516736	-750
206.3484	0.9	515872	518121	-750
206.9016	0.9	517255	519504	-750
207.4556	0.9	518640	520889	-750
208.0088	0.9	520023	522272	-750
208.5628	0.9	521408	523657	-750
209.1168	0.9	522793	525042	-750
209.6696	0.9	524175	526424	-750
210.224	0.9	525561	527810	-750
210.7768	0.9	526943	529192	-750
211.3308	0.9	528328	530577	-750
211.8848	0.9	529713	531962	-750
212.438	0.9	531096	533345	-750
212.992	0.9	532481	534730	-750
213.546	0.9	533866	536115	-750
214.0992	0.9	535249	537498	-750
214.6532	0.9	536634	538883	-750
215.206	0.9	538016	540265	-750
215.76	0.9	539401	541650	-750
216.314	0.9	540786	543035	-750
216.8672	0.9	542169	544418	-750
217.4212	0.9	543554	545803	-750
217.9752	0.9	544939	547188	-750
218.5284	0.9	546322	548571	-750
219.0824	0.9	547707	549956	-750
219.6356	0.9	549090	551339	-750
220.1896	0.9	550475	552724	-750
220.7436	0.9	551860	554109	-750
221.2964	0.9	553242	555491	-750
221.8504	0.9	554627	556876	-750
222.4036	0.9	556010	558259	-750
222.9576	0.9	557395	559644	-750
223.5116	0.9	558780	561029	-750
224.0648	0.9	560163	562412	-750
224.6188	0.9	561548	563797	-750
225.1728	0.9	562933	565182	-750
225.7256	0.9	564315	566564	-750
226.28	0.9	565701	567950	-750
226.8328	0.9	567083	569332	-750
227.3868	0.9	568468	570717	-750
227.9408	0.9	569853	572102	-750
228.494	0.9	571236	573485	-750
229.048	0.9	572621	574870	-750
229.602	0.9	574006	576255	-750
230.1552	0.9	575389	577638	-750
230.7092	0.9	576774	579023	-750
231.262	0.9	578156	580405	-750
231.816	0.9	579541	581790	-750
232.3704	0.9	580927	583176	-750
232.9236	0.9	582310	584559	-750
233.4772	0.9	583694	585943	-750
234.0304	0.9	585077	587326	-750
234.5844	0.9	586462	588711	-750
235.1384	0.9	587847	590096	-750
235.6916	0.9	589230	591479	-750
236.2456	0.9	590615	592864	-750
236.7996	0.9	592000	594249	-750
237.3524	0.9	593382	595631	-750
237.9064	0.9	594767	597016	-750
238.4596	0.9	596150	598399	-750
239.0136	0.9	597535	599784	-750
239.5676	0.9	598920	601169	-750
240.1208	0.9	600303	602552	-750
240.6748	0.9	601688	603937	-750
241.2288	0.9	603073	605322	-750
241.782	0.9	604456	606705	-750
242.336	0.9	605841	608090	-750
242.8888	0.9	607223	609472	-750
243.4428	0.9	608608	610857	-750
243.9972	0.9	609994	612243	-750
244.55	0.9	611376	613625	-750
245.104	0.9	612761	615010	-750
245.658	0.9	614146	616395	-750
246.2112	0.9	615529	617778	-750
246.7652	0.9	616914	619163	-750
247.318	0.9	618296	620545	-750
247.8724	0.9	619682	621931	-750
248.4264	0.9	621067	623316	-750
248.9792	0.9	622449	624698	-750
249.5332	0.9	623834	626083	-750
250.0864	0.9	625217	627466	-750
250.6404	0.9	626602	628851	-750
251.1944	0.9	627987	630236	-750
251.7476	0.9	629370	631619	-750
252.3016	0.9	630755	633004	-750
252.8556	0.9	632140	634389	-750
253.4084	0.9	633522	635771	-750
253.9628	0.9	634908	637157	-750
254.5156	0.9	636290	638539	-750
255.0696	0.9	637675	639924	-750
255.6236	0.9	639060	641309	-750
256.1768	0.9	640443	642692	-750
256.7308	0.9	641828	644077	-750
257.2848	0.9	643213	645462	-750
257.838	0.9	644596	646845	-750
258.392	0.9	645981	648230	-750
258.9448	0.9	647363	649612	-750
259.4988	0.9	648748	650997	-750
260.0532	0.9	650134	652383	-750
260.606	0.9	651516	653765	-750
261.16	0.9	652901	655150	-750
261.7132	0.9	654284	656533	-750
262.2672	0.9	655669	657918	-750
262.8212	0.9	657054	659303	-750
263.374	0.9	658436	660685	-750
263.9284	0.9	659822	662071	-750
264.4824	0.9	661207	663456	-750
265.0352	0.9	662589	664838	-750
265.5892	0.9	663974	666223	-750
266.1424	0.9	665357	667606	-750
266.6964	0.9	666742	668991	-750
267.2504	0.9	668127	670376	-750
267.8036	0.9	669510	671759	-750
268.3576	0.9	670895	673144	-750
268.9108	0.9	672278	674527	-750
269.4648	0.9	673663	675912	-750
270.0188	0.9	675048	677297	-750
270.5716	0.9	676430	678679	-750
271.1256	0.9	677815	680064	-750
271.6796	0.9	679200	681449	-750
272.2328	0.9	680583	682832	-750
272.7868	0.9	681968	684217	-750
273.34	0.9	683351	685600	-750
273.894	0.9	684736	686985	-750
274.448	0.9	686121	688370	-750
275.0012	0.9	687504	689753	-750
275.5548	0.9	688888	691137	-750
276.1092	0.9	690274	692523	-750
276.662	0.9	691656	693905	-750
277.216	0.9	693041	695290	-750
277.7692	0.9	694424	696673	-750
278.3232	0.9	695809	698058	-750
278.8772	0.9	697194	699443	-750
279.4304	0.9	698577	700826	-750
279.9844	0.9	699962	702211	-750
280.5388	0.9	701348	703597	-750
281.0912	0.9	702729	704978	-750
281.6452	0.9	704114	706363	-750
282.1984	0.9	705497	707746	-750
282.7524	0.9	706882	709131	-750
283.3064	0.9	708267	710516	-750
283.8596	0.9	709650	711899	-750
284.4136	0.9	711035	713284	-750
284.9676	0.9	712420	714669	-750
285.5208	0.9	713803	716052	-750
286.0748	0.9	715188	717437	-750
286.6276	0.9	716570	718819	-750
287.1816	0.9	717955	720204	-750
287.736	0.9	719341	721590	-750
288.2888	0.9	720723	722972	-750
288.8428	0.9	722108	724357	-750
289.396	0.9	723491	725740	-750
289.95	0.9	724876	727125	-750
290.504	0.9	726261	728510	-750
291.0572	0.9	727644	729893	-750
291.6112	0.9	729029	731278	-750
292.1652	0.9	730414	732663	-750
292.718	0.9	731796	734045	-750
293.272	0.9	733181	735430	-750
293.8252	0.9	734564	736813	-750
294.3792	0.9	735949	738198	-750
294.9332	0.9	737334	739583	-750
295.4864	0.9	738717	740966	-750
296.0404	0.9	740102	742351	-750
296.5932	0.9	741484	743733	-750
297.1472	0.9	742869	745118	-750
297.7016	0.9	744255	746504	-750
298.2544	0.9	745637	747886	-750
298.8084	0.9	747022	749271	-750
299.3624	0.9	748407	750656	-750
299.9156	0.9	749790	752039	-750
300.4696	0.9	751175	753424	-750
301.0228	0.9	752558	754807	-750
301.5768	0.9	753943	756192	-750
302.1308	0.9	755328	757577	-750
302.6836	0.9	756710	758959	-750
303.2376	0.9	758095	760344	-750
303.792	0.9	759481	761730	-750
304.3448	0.9	760863	763112	-750
304.8988	0.9	762248	764497	-750
305.452	0.9	763631	765880	-750
306.006	0.9	765016	767265	-750
306.56	0.9	766401	768650	-750
307.1132	0.9	767784	770033	-750
307.6672	0.9	769169	771418	-750
308.2212	0.9	770554	772803	-750
308.774	0.9	771936	774185	-750
309.328	0.9	773321	775570	-750
309.8812	0.9	774704	776953	-750
310.4352	0.9	776089	778338	-750
310.9892	0.9	777474	779723	-750
311.5424	0.9	778857	781106	-750
312.0964	0.9	780242	782491	-750
312.6492	0.9	781624	783873	-750
313.2032	0.9	783009	785258	-750
313.7572	0.9	784394	786643	-750
314.3104	0.9	785777	788026	-750
314.8644	0.9	787162	789411	-750
315.4184	0.9	788547	790796	-750
315.9716	0.9	789930	792179	-750
316.5256	0.9	791315	793564	-750
317.0788	0.9	792698	794947	-750
317.6328	0.9	794083	796332	-750
318.1868	0.9	795468	797717	-750
318.74	0.9	796851	799100	-750
319.2936	0.9	798235	800484	-750
319.848	0.9	799621	801870	-750
320.4008	0.9	801003	803252	-750
320.9548	0.9	802388	804637	-750
321.508	0.9	803771	806020	-750
322.062	0.9	805156	807405	-750
322.616	0.9	806541	808790	-750
323.1692	0.9	807924	810173	-750
323.7232	0.9	809309	811558	-750
324.276	0.9	810691	812940	-750
324.83	0.9	812076	814325	-750
325.384	0.9	813461	815710	-750
325.9372	0.9	814844	817093	-750
326.4912	0.9	816229	818478	-750
327.0452	0.9	817614	819863	-750
327.5984	0.9	818997	821246	-750
328.1524	0.9	820382	822631	-750
328.7056	0.9	821765	824014	-750
329.2596	0.9	823150	825399	-750
329.8136	0.9	824535	826784	-750
330.3664	0.9	825917	828166	-750
330.9204	0.9	827302	829551	-750
331.4744	0.9	828687	830936	-750
332.0276	0.9	830070	832319	-750
332.5816	0.9	831455	833704	-750
333.1348	0.9	832838	835087	-750
333.6888	0.9	834223	836472	-750
334.2428	0.9	835608	837857	-750
334.7956	0.9	836990	839239	-750
335.35	0.9	838376	840625	-750
335.9028	0.9	839758	842007	-750
336.4568	0.9	841143	843392	-750
337.0108	0.9	842528	844777	-750
337.564	0.9	843911	846160	-750
338.118	0.9	845296	847545	-750
338.672	0.9	846681	848930	-750
339.2252	0.9	848064	850313	-750
339.7792	0.9	849449	851698	-750
340.332	0.9	850831	853080	-750
340.8864	0.9	852217	854466	-750
341.4404	0.9	853602	855851	-750
341.9932	0.9	854984	857233	-750
342.5472	0.9	856369	858618	-750
343.1012	0.9	857754	860003	-750
343.6544	0.9	859137	861386	-750
344.2084	0.9	860522	862771	-750
344.7616	0.9	861905	864154	-750
345.3156	0.9	863290	865539	-750
345.8696	0.9	864675	866924	-750
346.4224	0.9	866057	868306	-750
346.9764	0.9	867442	869691	-750
347.5308	0.9	868828	871077	-750
348.0836	0.9	870210	872459	-750
348.6376	0.9	871595	873844	-750
349.1908	0.9	872978	875227	-750
349.7448	0.9	874363	876612	-750
350.2988	0.9	875748	877997	-750
350.852	0.9	877131	879380	-750
351.406	0.9	878516	880765	-750
351.9588	0.9	879898	882147	-750
352.5128	0.9	881283	883532	-750
353.0668	0.9	882668	884917	-750
353.62	0.9	884051	886300	-750
354.174	0.9	885436	887685	-750
354.728	0.9	886821	889070	-750
355.2812	0.9	888204	890453	-750
355.8352	0.9	889589	891838	-750
356.3884	0.9	890972	893221	-750
356.9424	0.9	892357	894606	-750
357.4964	0.9	893742	895991	-750
358.0492	0.9	895124	897373	-750
358.6032	0.9	896509	898758	-750
359.1572	0.9	897894	900143	-750
359.7104	0.9	899277	901526	-750
360.2644	0.9	900662	902911	-750
360.8176	0.9	902045	904294	-750
361.3716	0.9	903430	905679	-750
361.9256	0.9	904815	907064	-750
362.4784	0.9	906197	908446	-750
363.0328	0.9	907583	909832	-750
363.5864	0.9	908967	911216	-750
364.1396	0.9	910350	912599	-750
364.6936	0.9	911735	913984	-750
365.2468	0.9	913118	915367	-750
365.8008	0.9	914503	916752	-750
366.3548	0.9	915888	918137	-750
366.908	0.9	917271	919520	-750
367.462	0.9	918656	920905	-750
368.0148	0.9	920038	922287	-750
368.5688	0.9	921423	923672	-750
369.1232	0.9	922809	925058	-750
369.676	0.9	924191	926440	-750
370.23	0.9	925576	927825	-750
370.784	0.9	926961	929210	-750
371.3372	0.9	928344	930593	-750
371.8912	0.9	929729	931978	-750
372.444	0.9	931111	933360	-750
372.9984	0.9	932497	934746	-750
373.5524	0.9	933882	936131	-750
374.1052	0.9	935264	937513	-750
374.6596	0.9	936650	938899	-750
375.2124	0.9	938032	940281	-750
375.7664	0.9	939417	941666	-750
376.3204	0.9	940802	943051	-750
376.8736	0.9	942185	944434	-750
377.4276	0.9	943570	945819	-750
377.9816	0.9	944955	947204	-750
378.5348	0.9	946338	948587	-750
379.0888	0.9	947723	949972	-750
379.6416	0.9	949105	951354	-750
380.1956	0.9	950490	952739	-750
380.7496	0.9	951875	954124	-750
381.3028	0.9	953258	955507	-750
381.8568	0.9	954643	956892	-750
382.4108	0.9	956028	958277	-750
382.964	0.9	957411	959660	-750
383.518	0.9	958796	961045	-750
384.0708	0.9	960178	962427	-750
384.6248	0.9	961563	963812	-750
385.1788	0.9	962948	965197	-750
385.732	0.9	964331	966580	-750
386.286	0.9	965716	967965	-750
386.8392	0.9	967099	969348	-750
387.3932	0.9	968484	970733	-750
387.9472	0.9	969869	972118	-750
388.5004	0.9	971252	973501	-750
389.0544	0.9	972637	974886	-750
389.6084	0.9	974022	976271	-750
390.1612	0.9	975404	977653	-750
390.7156	0.9	976790	979039	-750
391.2684	0.9	978172	980421	-750
391.8224	0.9	979557	981806	-750
392.3764	0.9	980942	983191	-750
392.9296	0.9	982325	984574	-750
393.4836	0.9	983710	985959	-750
394.0376	0.9	985095	987344	-750
394.5904	0.9	986477	988726	-750
395.1448	0.9	987863	990112	-750
395.6976	0.9	989245	991494	-750
396.2516	0.9	990630	992879	-750
396.806	0.9	992016	994265	-750
397.3588	0.9	993398	995647	-750
397.9128	0.9	994783	997032	-750
398.4668	0.9	996168	998417	-750
399.02	0.9	997551	999800	-750
399.574	0.9	998936	1001185	-750
400.1276	0.9	1000320	1002569	-750
400.6808	0.9	1001703	1003952	-750
401.2352	0.9	1003089	1005338	-750
401.788	0.9	1004471	1006720	-750
402.342	0.9	1005856	1008105	-750
402.896	0.9	1007241	1009490	-750
403.4492	0.9	1008624	1010873	-750
404.0032	0.9	1010009	1012258	-750
404.5564	0.9	1011392	1013641	-750
405.1104	0.9	1012777	1015026	-750
405.6644	0.9	1014162	1016411	-750
406.2172	0.9	1015544	1017793	-750
406.7712	0.9	1016929	1019178	-750
407.3244	0.9	1018312	1020561	-750
407.8784	0.9	1019697	1021946	-750
408.4324	0.9	1021082	1023331	-750
408.9856	0.9	1022465	1024714	-750
409.5396	0.9	1023850	1026099	-750
410.0936	0.9	1025235	1027484	-750
410.6468	0.9	1026618	1028867	-750
411.2008	0.9	1028003	1030252	-750
411.7536	0.9	1029385	1031634	-750
412.3076	0.9	1030770	1033019	-750
412.862	0.9	1032156	1034405	-750
413.4148	0.9	1033538	1035787	-750
413.9688	0.9	1034923	1037172	-750
414.522	0.9	1036306	1038555	-750
415.076	0.9	1037691	1039940	-750
415.63	0.9	1039076	1041325	-750
416.1832	0.9	1040459	1042708	-750
416.7368	0.9	1041843	1044092	-750
417.2912	0.9	1043229	1045478	-750
417.844	0.9	1044611	1046860	-750
418.398	0.9	1045996	1048245	-750
418.9512	0.9	1047379	1049628	-750
419.5052	0.9	1048764	1051013	-750
420.0592	0.9	1050149	1052398	-750
420.6124	0.9	1051532	1053781	-750
421.1664	0.9	1052917	1055166	-750
421.7204	0.9	1054302	1056551	-750
422.2732	0.9	1055684	1057933	-750
422.8276	0.9	1057070	1059319	-750
423.3804	0.9	1058452	1060701	-750
423.9344	0.9	1059837	1062086	-750
424.4884	0.9	1061222	1063471	-750
425.0416	0.9	1062605	1064854	-750
425.5956	0.9	1063990	1066239	-750
426.1496	0.9	1065375	1067624	-750
426.7028	0.9	1066758	1069007	-750
427.2568	0.9	1068143	1070392	-750
427.8096	0.9	1069525	1071774	-750
428.3636	0.9	1070910	1073159	-750
428.918	0.9	1072296	1074545	-750
429.4708	0.9	1073678	1075927	-750
430.0248	0.9	1075063	1077312	-750
430.578	0.9	1076446	1078695	-750
431.132	0.9	1077831	1080080	-750
431.686	0.9	1079216	1081465	-750
432.2392	0.9	1080599	1082848	-750
432.7932	0.9	1081984	1084233	-750
433.3472	0.9	1083369	1085618	-750
433.9	0.9	1084751	1087000	-750
434.454	0.9	1086136	1088385	-750
435.0072	0.9	1087519	1089768	-750
435.5612	0.9	1088904	1091153	-750
436.1152	0.9	1090289	1092538	-750
436.6684	0.9	1091672	1093921	-750
437.2224	0.9	1093057	1095306	-750
437.7752	0.9	1094439	1096688	-750
438.3296	0.9	1095825	1098074	-750
438.8836	0.9	1097210	1099459	-750
