onset	duration	trial_type	item
14.26	0	faceRecog_guess_incorrect	mof_02408.png
16.76	0	ret_guess_incorrect	mof_02408.png
18.34	0	retFeedback_guess_incorrect	mof_02408.png
21.03	0	retRating_guess_incorrect	mof_02408.png
21.69	0	retRatingFeedback_guess_incorrect	mof_02408.png
25.54	0	recog_sure_correct	mof_02408.png
25.54	0	recogFeedback_sure_correct	mof_02408.png
29.12	0	recogRating_sure_correct	mof_02408.png
30.32	0	recogRatingFeedback_sure_correct	mof_02408.png
33.29	0	faceRecog_unsure_correct	fax_14883.png
36.02	0	ret_unsure_correct	fax_14883.png
37.22	0	retFeedback_unsure_correct	fax_14883.png
40.12	0	retRating_unsure_correct	fax_14883.png
40.42	0	retRatingFeedback_unsure_correct	fax_14883.png
45.14	0	recog_unsure_correct	fax_14883.png
47.64	0	recogFeedback_unsure_correct	fax_14883.png
48.8	0	recogRating_unsure_correct	fax_14883.png
49.98	0	recogRatingFeedback_unsure_correct	fax_14883.png
52.6	0	faceRecog_unsure_incorrect	mom_59361.png
54.6	0	ret_unsure_incorrect	mom_59361.png
55.9	0	retFeedback_unsure_incorrect	mom_59361.png
59.27	0	retRating_unsure_incorrect	mom_59361.png
59.73	0	retRatingFeedback_unsure_incorrect	mom_59361.png
63.91	0	recog_guess_correct	mom_59361.png
65.91	0	recogFeedback_guess_correct	mom_59361.png
68.38	0	recogRating_guess_correct	mom_59361.png
68.78	0	recogRatingFeedback_guess_correct	mom_59361.png
72.59	0	faceRecog_unsure_correct	moh_06446.png
75.19	0	ret_unsure_correct	moh_06446.png
76.13	0	retFeedback_unsure_correct	moh_06446.png
79.64	0	retRating_unsure_correct	moh_06446.png
80.22	0	retRatingFeedback_unsure_correct	moh_06446.png
83.44	0	recog_unsure_correct	moh_06446.png
85.71	0	recogFeedback_unsure_correct	moh_06446.png
88.32	0	recogRating_unsure_correct	moh_06446.png
89.69	0	recogRatingFeedback_unsure_correct	moh_06446.png
93.57	0	faceRecog_guess_incorrect	fap_16329.png
96.92	0	ret_guess_incorrect	fap_16329.png
98.67	0	retFeedback_guess_incorrect	fap_16329.png
101.42	0	retRating_guess_incorrect	fap_16329.png
101.85	0	retRatingFeedback_guess_incorrect	fap_16329.png
106.47	0	recog_sure_correct	fap_16329.png
108.86	0	recogFeedback_sure_correct	fap_16329.png
111.53	0	recogRating_sure_correct	fap_16329.png
112.33	0	recogRatingFeedback_sure_correct	fap_16329.png
116.11	0	faceRecog_guess_correct	maw_04767.png
119.19	0	ret_guess_correct	maw_04767.png
121.31	0	retFeedback_guess_correct	maw_04767.png
124.46	0	retRating_guess_correct	maw_04767.png
125.98	0	retRatingFeedback_guess_correct	maw_04767.png
129.49	0	recog_sure_correct	maw_04767.png
131.22	0	recogFeedback_sure_correct	maw_04767.png
133.24	0	recogRating_sure_correct	maw_04767.png
133.89	0	recogRatingFeedback_sure_correct	maw_04767.png
138.51	0	faceRecog_unsure_incorrect	fat_12032.png
140.94	0	ret_unsure_incorrect	fat_12032.png
141.2	0	retFeedback_unsure_incorrect	fat_12032.png
144.99	0	retRating_unsure_incorrect	fat_12032.png
145.27	0	retRatingFeedback_unsure_incorrect	fat_12032.png
148.44	0	recog_guess_incorrect	fat_12032.png
151.33	0	recogFeedback_guess_incorrect	fat_12032.png
152.07	0	recogRating_guess_incorrect	fat_12032.png
153.72	0	recogRatingFeedback_guess_incorrect	fat_12032.png
157.07	0	faceRecog_sure_correct	fok_09378.png
160.53	0	ret_sure_correct	fok_09378.png
161.05	0	retFeedback_sure_correct	fok_09378.png
165.3	0	retRating_sure_correct	fok_09378.png
165.84	0	retRatingFeedback_sure_correct	fok_09378.png
170.23	0	recog_sure_correct	fok_09378.png
172.08	0	recogFeedback_sure_correct	fok_09378.png
174.54	0	recogRating_sure_correct	fok_09378.png
174.96	0	recogRatingFeedback_sure_correct	fok_09378.png
179.66	0	faceRecog_unsure_correct	mog_03090.png
181.89	0	ret_unsure_correct	mog_03090.png
183.89	0	retFeedback_unsure_correct	mog_03090.png
186.4	0	retRating_unsure_correct	mog_03090.png
186.67	0	retRatingFeedback_unsure_correct	mog_03090.png
190.69	0	recog_sure_correct	mog_03090.png
191.85	0	recogFeedback_sure_correct	mog_03090.png
194.95	0	recogRating_sure_correct	mog_03090.png
195.25	0	recogRatingFeedback_sure_correct	mog_03090.png
198.97	0	faceRecog_unsure_correct	foj_08220.png
200.63	0	ret_unsure_correct	foj_08220.png
202.38	0	retFeedback_unsure_correct	foj_08220.png
204.52	0	retRating_unsure_correct	foj_08220.png
205.08	0	retRatingFeedback_unsure_correct	foj_08220.png
208.85	0	recog_sure_correct	foj_08220.png
211.11	0	recogFeedback_sure_correct	foj_08220.png
214.3	0	recogRating_sure_correct	foj_08220.png
214.78	0	recogRatingFeedback_sure_correct	foj_08220.png
218.28	0	faceRecog_unsure_correct	fal_07906.png
220.46	0	ret_unsure_correct	fal_07906.png
222.28	0	retFeedback_unsure_correct	fal_07906.png
224.56	0	retRating_unsure_correct	fal_07906.png
224.79	0	retRatingFeedback_unsure_correct	fal_07906.png
229.64	0	recog_unsure_correct	fal_07906.png
232.61	0	recogFeedback_unsure_correct	fal_07906.png
235.09	0	recogRating_unsure_correct	fal_07906.png
237.14	0	recogRatingFeedback_unsure_correct	fal_07906.png
238.74	0	faceRecog_sure_correct	fou_17118.png
241.39	0	ret_sure_correct	fou_17118.png
242.32	0	retFeedback_sure_correct	fou_17118.png
246.04	0	retRating_sure_correct	fou_17118.png
246.82	0	retRatingFeedback_sure_correct	fou_17118.png
250.12	0	recog_sure_correct	fou_17118.png
251.37	0	recogFeedback_sure_correct	fou_17118.png
253.93	0	recogRating_sure_correct	fou_17118.png
254.52	0	recogRatingFeedback_sure_correct	fou_17118.png
259.15	0	faceRecog_sure_correct	foq_16799.png
262.63	0	ret_sure_correct	foq_16799.png
263.2	0	retFeedback_sure_correct	foq_16799.png
267.4	0	retRating_sure_correct	foq_16799.png
267.66	0	retRatingFeedback_sure_correct	foq_16799.png
271.18	0	recog_sure_correct	foq_16799.png
272.68	0	recogFeedback_sure_correct	foq_16799.png
275.96	0	recogRating_sure_correct	foq_16799.png
276.91	0	recogRatingFeedback_sure_correct	foq_16799.png
280.99	0	faceRecog_sure_correct	mak_00987.png
283.59	0	ret_sure_correct	mak_00987.png
284.65	0	retFeedback_sure_correct	mak_00987.png
287.4	0	retRating_sure_correct	mak_00987.png
288.7	0	retRatingFeedback_sure_correct	mak_00987.png
290.79	0	recog_sure_correct	mak_00987.png
292.22	0	recogFeedback_sure_correct	mak_00987.png
295.38	0	recogRating_sure_correct	mak_00987.png
295.97	0	recogRatingFeedback_sure_correct	mak_00987.png
