onset	duration	frame_number
10.051163022790206	n/a	1
10.1219883963131	n/a	2
10.132311670147828	n/a	3
10.173542125114182	n/a	4
10.212313326401272	n/a	5
10.252306899570613	n/a	6
10.292295518134779	n/a	7
10.332301831716904	n/a	8
10.3722996516899	n/a	9
10.412273052537785	n/a	10
10.45227936612173	n/a	11
10.492280017297162	n/a	12
10.532257311049761	n/a	13
10.572326972798692	n/a	14
10.612269230414313	n/a	15
10.656328411050708	n/a	16
10.692258146254972	n/a	17
10.732272599545468	n/a	18
10.772938937321669	n/a	19
10.812368393299039	n/a	20
10.852254026855007	n/a	21
10.892272373050218	n/a	22
10.939550277562375	n/a	23
10.972303049133188	n/a	24
11.012274680480914	n/a	25
11.05228099406304	n/a	26
11.092280937438773	n/a	27
11.13225186098498	n/a	28
11.172286486596931	n/a	29
11.212271566157142	n/a	30
11.252254522314615	n/a	31
11.292248095483956	n/a	32
11.339387624951996	n/a	33
11.372296112685945	n/a	34
11.41231941348633	n/a	35
11.4522715803123	n/a	36
11.492295588914203	n/a	37
11.539308775949394	n/a	38
11.572289813260795	n/a	39
11.612273831118728	n/a	40
11.652285807107546	n/a	41
11.692334234834561	n/a	42
11.732268352741812	n/a	43
11.772287406736723	n/a	44
11.812296197622345	n/a	45
11.85225225735303	n/a	46
11.8922875907665	n/a	47
11.93224860510054	n/a	48
11.972286769716447	n/a	49
12.012275388280614	n/a	50
12.052285948668214	n/a	51
12.092277044534057	n/a	52
12.132306007741136	n/a	53
12.172285778795413	n/a	54
12.212259179643297	n/a	55
12.255698680728528	n/a	56
12.29227817701576	n/a	57
12.3323223579373	n/a	58
12.372280894971482	n/a	59
12.42232983939175	n/a	60
12.452290337032537	n/a	61
12.492272231489551	n/a	62
12.532253064246106	n/a	63
12.572263270732947	n/a	64
12.612269584315072	n/a	65
12.65229960922261	n/a	66
12.692294951893928	n/a	67
12.732291356265705	n/a	68
12.772317134369587	n/a	69
12.81229265861839	n/a	70
12.852251195650751	n/a	71
12.892291129768637	n/a	72
12.932273024225651	n/a	73
12.988781004325574	n/a	74
13.012290959897655	n/a	75
13.05226294514432	n/a	76
13.092279521837554	n/a	77
13.132263185796546	n/a	78
13.172311967422502	n/a	79
13.212277582462775	n/a	80
13.25534371865615	n/a	81
13.292296225934479	n/a	82
13.33230537072086	n/a	83
13.388582253877757	n/a	84
13.412273406438544	n/a	85
13.452308385951255	n/a	86
13.492285325803095	n/a	87
13.532273590466502	n/a	88
13.572321310393818	n/a	89
13.612295065140643	n/a	90
13.652295362417135	n/a	91
13.69233529653502	n/a	92
13.732249596021575	n/a	93
13.772286698937023	n/a	94
13.812396351428106	n/a	95
13.852265351666574	n/a	96
13.892292545371674	n/a	97
13.932270193023214	n/a	98
13.972319328551748	n/a	99
14.01227821948305	n/a	100
14.052267191947976	n/a	101
14.092289784948662	n/a	102
14.13227698790979	n/a	103
14.172299227009717	n/a	104
14.212289261175101	n/a	105
14.252279295340486	n/a	106
14.292273930212104	n/a	107
14.332328020343994	n/a	108
14.37229045028107	n/a	109
14.412262081626977	n/a	110
14.45226131720301	n/a	111
14.492266215183918	n/a	112
14.532246340138954	n/a	113
14.572281319651665	n/a	114
14.61227241551751	n/a	115
14.652264573085631	n/a	116
14.692348744749324	n/a	117
14.732281093154597	n/a	118
14.772290945740679	n/a	119
