onset	duration	sample	trial_type	value
518.635	0.001	518636	Stimulus	S  6
519.668	0.001	519669	Stimulus	S  1
520.151	0.001	520152	Stimulus	S  2
521.513	0.001	521514	Stimulus	S  3
522.17	0.001	522171	Stimulus	S  4
524.051	0.001	524052	Stimulus	S  7
525.083	0.001	525084	Stimulus	S  1
525.517	0.001	525518	Stimulus	S  2
526.88	0.001	526881	Stimulus	S  3
527.45	0.001	527451	Stimulus	S  5
529.434	0.001	529435	Stimulus	S  7
530.466	0.001	530467	Stimulus	S  1
530.95	0.001	530951	Stimulus	S  2
532.311	0.001	532312	Stimulus	S  3
532.786	0.001	532787	Stimulus	S  5
534.849	0.001	534850	Stimulus	S  7
535.882	0.001	535883	Stimulus	S  1
536.399	0.001	536400	Stimulus	S  2
537.755	0.001	537756	Stimulus	S  3
538.578	0.001	538579	Stimulus	S  5
540.298	0.001	540299	Stimulus	S  6
541.331	0.001	541332	Stimulus	S  1
541.798	0.001	541799	Stimulus	S  2
543.166	0.001	543167	Stimulus	S  3
543.802	0.001	543803	Stimulus	S  4
545.714	0.001	545715	Stimulus	S  6
546.748	0.001	546749	Stimulus	S  1
547.247	0.001	547248	Stimulus	S  2
548.604	0.001	548605	Stimulus	S  3
549.442	0.001	549443	Stimulus	S  4
551.13	0.001	551131	Stimulus	S  6
597.607	0.001	597608	Stimulus	S  1
598.09	0.001	598091	Stimulus	S  2
599.451	0.001	599452	Stimulus	S  3
600.483	0.001	600484	Stimulus	S  5
602.04	0.001	602041	Stimulus	S  6
603.072	0.001	603073	Stimulus	S  1
603.606	0.001	603607	Stimulus	S  2
604.977	0.001	604978	Stimulus	S  3
605.706	0.001	605707	Stimulus	S  4
607.489	0.001	607490	Stimulus	S  7
608.522	0.001	608523	Stimulus	S  1
609.122	0.001	609123	Stimulus	S  2
610.491	0.001	610492	Stimulus	S  3
611.258	0.001	611259	Stimulus	S  5
613.072	0.001	613073	Stimulus	S  7
614.105	0.001	614106	Stimulus	S  1
614.672	0.001	614673	Stimulus	S  2
616.04	0.001	616041	Stimulus	S  3
616.467	0.001	616468	Stimulus	S  5
618.587	0.001	618588	Stimulus	S  7
619.605	0.001	619606	Stimulus	S  1
620.104	0.001	620105	Stimulus	S  2
621.467	0.001	621468	Stimulus	S  3
622.034	0.001	622035	Stimulus	S  5
623.986	0.001	623987	Stimulus	S  6
625.005	0.001	625006	Stimulus	S  1
625.437	0.001	625438	Stimulus	S  2
626.809	0.001	626810	Stimulus	S  3
627.283	0.001	627284	Stimulus	S  5
629.32	0.001	629321	Stimulus	S  6
630.352	0.001	630353	Stimulus	S  1
630.904	0.001	630905	Stimulus	S  2
632.247	0.001	632248	Stimulus	S  3
632.763	0.001	632764	Stimulus	S  5
634.719	0.001	634720	Stimulus	S  6
635.751	0.001	635752	Stimulus	S  1
636.202	0.001	636203	Stimulus	S  2
637.578	0.001	637579	Stimulus	S  3
639.459	0.001	639460	Stimulus	S  5
640.118	0.001	640119	Stimulus	S  7
641.151	0.001	641152	Stimulus	S  1
641.701	0.001	641702	Stimulus	S  2
643.071	0.001	643072	Stimulus	S  3
643.69	0.001	643691	Stimulus	S  4
645.651	0.001	645652	Stimulus	S  6
646.684	0.001	646685	Stimulus	S  1
647.167	0.001	647168	Stimulus	S  2
648.53	0.001	648531	Stimulus	S  3
649.154	0.001	649155	Stimulus	S  5
651.018	0.001	651019	Stimulus	S  6
652.05	0.001	652051	Stimulus	S  1
652.482	0.001	652483	Stimulus	S  2
653.842	0.001	653843	Stimulus	S  3
654.379	0.001	654380	Stimulus	S  5
656.382	0.001	656383	Stimulus	S  7
657.416	0.001	657417	Stimulus	S  1
657.882	0.001	657883	Stimulus	S  2
659.244	0.001	659245	Stimulus	S  3
660.099	0.001	660100	Stimulus	S  4
661.682	0.001	661683	Stimulus	S  7
662.714	0.001	662715	Stimulus	S  1
663.164	0.001	663165	Stimulus	S  2
664.524	0.001	664525	Stimulus	S  3
665.211	0.001	665212	Stimulus	S  5
666.981	0.001	666982	Stimulus	S  6
668.014	0.001	668015	Stimulus	S  1
668.631	0.001	668632	Stimulus	S  2
669.986	0.001	669987	Stimulus	S  3
670.651	0.001	670652	Stimulus	S  4
672.496	0.001	672497	Stimulus	S  7
673.53	0.001	673531	Stimulus	S  1
674.047	0.001	674048	Stimulus	S  2
675.412	0.001	675413	Stimulus	S  3
676.003	0.001	676004	Stimulus	S  5
677.996	0.001	677997	Stimulus	S  7
679.029	0.001	679030	Stimulus	S  1
679.63	0.001	679631	Stimulus	S  2
680.991	0.001	680992	Stimulus	S  3
682.267	0.001	682268	Stimulus	S  4
683.512	0.001	683513	Stimulus	S  7
684.545	0.001	684546	Stimulus	S  1
685.029	0.001	685030	Stimulus	S  2
686.391	0.001	686392	Stimulus	S  3
686.819	0.001	686820	Stimulus	S  5
688.978	0.001	688979	Stimulus	S  7
690.011	0.001	690012	Stimulus	S  1
690.594	0.001	690595	Stimulus	S  2
691.947	0.001	691948	Stimulus	S  3
692.635	0.001	692636	Stimulus	S  5
694.511	0.001	694512	Stimulus	S  7
695.543	0.001	695544	Stimulus	S  1
696.11	0.001	696111	Stimulus	S  2
697.466	0.001	697467	Stimulus	S  3
698.051	0.001	698052	Stimulus	S  5
700.076	0.001	700077	Stimulus	S  6
701.11	0.001	701111	Stimulus	S  1
701.676	0.001	701677	Stimulus	S  2
703.04	0.001	703041	Stimulus	S  3
703.595	0.001	703596	Stimulus	S  4
705.526	0.001	705527	Stimulus	S  7
706.559	0.001	706560	Stimulus	S  1
707.075	0.001	707076	Stimulus	S  2
708.437	0.001	708438	Stimulus	S  3
708.987	0.001	708988	Stimulus	S  5
710.992	0.001	710993	Stimulus	S  7
712.025	0.001	712026	Stimulus	S  1
712.558	0.001	712559	Stimulus	S  2
713.916	0.001	713917	Stimulus	S  3
714.235	0.001	714236	Stimulus	S  5
716.458	0.001	716459	Stimulus	S  6
717.491	0.001	717492	Stimulus	S  1
717.941	0.001	717942	Stimulus	S  2
719.304	0.001	719305	Stimulus	S  3
719.819	0.001	719820	Stimulus	S  4
721.79	0.001	721791	Stimulus	S  6
722.823	0.001	722824	Stimulus	S  1
723.407	0.001	723408	Stimulus	S  2
724.766	0.001	724767	Stimulus	S  3
725.867	0.001	725868	Stimulus	S  5
727.289	0.001	727290	Stimulus	S  6
728.322	0.001	728323	Stimulus	S  1
728.923	0.001	728924	Stimulus	S  2
730.285	0.001	730286	Stimulus	S  3
730.771	0.001	730772	Stimulus	S  5
732.722	0.001	732723	Stimulus	S  6
733.755	0.001	733756	Stimulus	S  1
734.338	0.001	734339	Stimulus	S  2
735.694	0.001	735695	Stimulus	S  3
736.292	0.001	736293	Stimulus	S  5
738.188	0.001	738189	Stimulus	S  7
739.221	0.001	739222	Stimulus	S  1
739.738	0.001	739739	Stimulus	S  2
741.096	0.001	741097	Stimulus	S  3
741.795	0.001	741796	Stimulus	S  5
743.554	0.001	743555	Stimulus	S  6
744.586	0.001	744587	Stimulus	S  1
745.138	0.001	745139	Stimulus	S  2
746.51	0.001	746511	Stimulus	S  3
747.275	0.001	747276	Stimulus	S  5
748.936	0.001	748937	Stimulus	S  6
749.97	0.001	749971	Stimulus	S  1
750.403	0.001	750404	Stimulus	S  2
751.762	0.001	751763	Stimulus	S  3
752.419	0.001	752420	Stimulus	S  4
754.369	0.001	754370	Stimulus	S  6
755.402	0.001	755403	Stimulus	S  1
755.869	0.001	755870	Stimulus	S  2
757.225	0.001	757226	Stimulus	S  3
757.739	0.001	757740	Stimulus	S  5
759.785	0.001	759786	Stimulus	S  6
760.818	0.001	760819	Stimulus	S  1
761.251	0.001	761252	Stimulus	S  2
762.621	0.001	762622	Stimulus	S  3
762.916	0.001	762917	Stimulus	S  5
765.151	0.001	765152	Stimulus	S  7
766.184	0.001	766185	Stimulus	S  1
766.684	0.001	766685	Stimulus	S  2
768.049	0.001	768050	Stimulus	S  3
768.604	0.001	768605	Stimulus	S  4
770.484	0.001	770485	Stimulus	S  7
771.517	0.001	771518	Stimulus	S  1
772.083	0.001	772084	Stimulus	S  2
773.446	0.001	773447	Stimulus	S  3
774.707	0.001	774708	Stimulus	S  4
775.916	0.001	775917	Stimulus	S  6
776.949	0.001	776950	Stimulus	S  1
777.432	0.001	777433	Stimulus	S  2
778.794	0.001	778795	Stimulus	S  3
779.188	0.001	779189	Stimulus	S  5
781.316	0.001	781317	Stimulus	S  7
782.349	0.001	782350	Stimulus	S  1
782.849	0.001	782850	Stimulus	S  2
784.207	0.001	784208	Stimulus	S  3
784.748	0.001	784749	Stimulus	S  5
786.765	0.001	786766	Stimulus	S  6
787.798	0.001	787799	Stimulus	S  1
788.364	0.001	788365	Stimulus	S  2
789.729	0.001	789730	Stimulus	S  3
790.156	0.001	790157	Stimulus	S  5
792.247	0.001	792248	Stimulus	S  7
793.28	0.001	793281	Stimulus	S  1
793.747	0.001	793748	Stimulus	S  2
795.111	0.001	795112	Stimulus	S  3
796.63	0.001	796631	Stimulus	S  1
797.097	0.001	797098	Stimulus	S  2
798.454	0.001	798455	Stimulus	S  3
799.652	0.001	799653	Stimulus	S  4
800.963	0.001	800964	Stimulus	S  6
801.996	0.001	801997	Stimulus	S  1
802.579	0.001	802580	Stimulus	S  2
803.937	0.001	803938	Stimulus	S  3
804.564	0.001	804565	Stimulus	S  4
806.462	0.001	806463	Stimulus	S  7
807.494	0.001	807495	Stimulus	S  1
808.078	0.001	808079	Stimulus	S  2
809.449	0.001	809450	Stimulus	S  3
809.812	0.001	809813	Stimulus	S  4
811.928	0.001	811929	Stimulus	S  7
812.96	0.001	812961	Stimulus	S  1
813.444	0.001	813445	Stimulus	S  2
814.797	0.001	814798	Stimulus	S  3
815.172	0.001	815173	Stimulus	S  5
817.394	0.001	817395	Stimulus	S  6
818.426	0.001	818427	Stimulus	S  1
818.91	0.001	818911	Stimulus	S  2
820.281	0.001	820282	Stimulus	S  3
820.716	0.001	820717	Stimulus	S  4
822.86	0.001	822861	Stimulus	S  6
823.893	0.001	823894	Stimulus	S  1
824.509	0.001	824510	Stimulus	S  2
825.867	0.001	825868	Stimulus	S  3
826.764	0.001	826765	Stimulus	S  5
828.442	0.001	828443	Stimulus	S  7
829.476	0.001	829477	Stimulus	S  1
830.075	0.001	830076	Stimulus	S  2
831.441	0.001	831442	Stimulus	S  3
832.308	0.001	832309	Stimulus	S  4
833.942	0.001	833943	Stimulus	S  7
834.974	0.001	834975	Stimulus	S  1
835.491	0.001	835492	Stimulus	S  2
836.848	0.001	836849	Stimulus	S  3
837.452	0.001	837453	Stimulus	S  5
839.311	0.001	839312	Stimulus	S  6
840.341	0.001	840342	Stimulus	S  1
840.807	0.001	840808	Stimulus	S  2
842.174	0.001	842175	Stimulus	S  3
842.628	0.001	842629	Stimulus	S  4
844.707	0.001	844708	Stimulus	S  6
845.74	0.001	845741	Stimulus	S  1
846.173	0.001	846174	Stimulus	S  2
847.526	0.001	847527	Stimulus	S  3
847.98	0.001	847981	Stimulus	S  4
850.089	0.001	850090	Stimulus	S  7
851.123	0.001	851124	Stimulus	S  1
851.706	0.001	851707	Stimulus	S  2
853.067	0.001	853068	Stimulus	S  3
853.484	0.001	853485	Stimulus	S  5
855.655	0.001	855656	Stimulus	S  7
934.711	0.001	934712	Stimulus	S  1
935.294	0.001	935295	Stimulus	S  2
936.657	0.001	936658	Stimulus	S  3
938.621	0.001	938622	Stimulus	S  4
939.194	0.001	939195	Stimulus	S  6
940.226	0.001	940227	Stimulus	S  1
940.744	0.001	940745	Stimulus	S  2
942.112	0.001	942113	Stimulus	S  3
942.437	0.001	942438	Stimulus	S  5
944.593	0.001	944594	Stimulus	S  7
945.626	0.001	945627	Stimulus	S  1
946.226	0.001	946227	Stimulus	S  2
947.588	0.001	947589	Stimulus	S  3
947.781	0.001	947782	Stimulus	S  4
950.109	0.001	950110	Stimulus	S  6
951.142	0.001	951143	Stimulus	S  1
951.709	0.001	951710	Stimulus	S  2
953.056	0.001	953057	Stimulus	S  3
953.373	0.001	953374	Stimulus	S  4
955.525	0.001	955526	Stimulus	S  6
956.558	0.001	956559	Stimulus	S  1
957.058	0.001	957059	Stimulus	S  2
958.416	0.001	958417	Stimulus	S  3
958.773	0.001	958774	Stimulus	S  4
961.024	0.001	961025	Stimulus	S  7
962.057	0.001	962058	Stimulus	S  1
962.474	0.001	962475	Stimulus	S  2
963.836	0.001	963837	Stimulus	S  3
964.133	0.001	964134	Stimulus	S  4
966.423	0.001	966424	Stimulus	S  7
967.456	0.001	967457	Stimulus	S  1
968.007	0.001	968008	Stimulus	S  2
969.366	0.001	969367	Stimulus	S  3
969.653	0.001	969654	Stimulus	S  5
971.939	0.001	971940	Stimulus	S  7
972.973	0.001	972974	Stimulus	S  1
973.506	0.001	973507	Stimulus	S  2
974.873	0.001	974874	Stimulus	S  3
975.301	0.001	975302	Stimulus	S  5
977.355	0.001	977356	Stimulus	S  7
978.389	0.001	978390	Stimulus	S  1
978.939	0.001	978940	Stimulus	S  2
980.302	0.001	980303	Stimulus	S  3
980.637	0.001	980638	Stimulus	S  5
982.904	0.001	982905	Stimulus	S  7
983.938	0.001	983939	Stimulus	S  1
984.521	0.001	984522	Stimulus	S  2
985.884	0.001	985885	Stimulus	S  3
986.157	0.001	986158	Stimulus	S  4
988.437	0.001	988438	Stimulus	S  6
989.47	0.001	989471	Stimulus	S  1
989.97	0.001	989971	Stimulus	S  2
991.327	0.001	991328	Stimulus	S  3
991.949	0.001	991950	Stimulus	S  5
993.753	0.001	993754	Stimulus	S  7
994.786	0.001	994787	Stimulus	S  1
995.302	0.001	995303	Stimulus	S  2
996.682	0.001	996683	Stimulus	S  3
996.981	0.001	996982	Stimulus	S  5
999.302	0.001	999303	Stimulus	S  7
1000.335	0.001	1000336	Stimulus	S  1
1000.835	0.001	1000836	Stimulus	S  2
1002.203	0.001	1002204	Stimulus	S  3
1003.525	0.001	1003526	Stimulus	S  4
1004.701	0.001	1004702	Stimulus	S  6
1005.734	0.001	1005735	Stimulus	S  1
1006.334	0.001	1006335	Stimulus	S  2
1007.696	0.001	1007697	Stimulus	S  3
1009.309	0.001	1009310	Stimulus	S  5
1010.251	0.001	1010252	Stimulus	S  6
1011.284	0.001	1011285	Stimulus	S  1
1011.834	0.001	1011835	Stimulus	S  2
1013.208	0.001	1013209	Stimulus	S  3
1013.493	0.001	1013494	Stimulus	S  4
1015.7	0.001	1015701	Stimulus	S  7
1016.733	0.001	1016734	Stimulus	S  1
1017.25	0.001	1017251	Stimulus	S  2
1018.613	0.001	1018614	Stimulus	S  3
1020.381	0.001	1020382	Stimulus	S  5
1021.066	0.001	1021067	Stimulus	S  7
1022.099	0.001	1022100	Stimulus	S  1
1022.699	0.001	1022700	Stimulus	S  2
1024.069	0.001	1024070	Stimulus	S  3
1024.421	0.001	1024422	Stimulus	S  5
1026.549	0.001	1026550	Stimulus	S  6
1027.581	0.001	1027582	Stimulus	S  1
1028.148	0.001	1028149	Stimulus	S  2
1029.492	0.001	1029493	Stimulus	S  3
1029.861	0.001	1029862	Stimulus	S  4
1031.981	0.001	1031982	Stimulus	S  6
1033.014	0.001	1033015	Stimulus	S  1
1033.514	0.001	1033515	Stimulus	S  2
1034.876	0.001	1034877	Stimulus	S  3
1035.15	0.001	1035151	Stimulus	S  4
1037.347	0.001	1037348	Stimulus	S  6
1038.38	0.001	1038381	Stimulus	S  1
1038.947	0.001	1038948	Stimulus	S  2
1040.305	0.001	1040306	Stimulus	S  3
1040.79	0.001	1040791	Stimulus	S  5
1042.83	0.001	1042831	Stimulus	S  7
1043.863	0.001	1043864	Stimulus	S  1
1044.413	0.001	1044414	Stimulus	S  2
1045.768	0.001	1045769	Stimulus	S  3
1046.078	0.001	1046079	Stimulus	S  4
1048.362	0.001	1048363	Stimulus	S  6
1049.395	0.001	1049396	Stimulus	S  1
1049.995	0.001	1049996	Stimulus	S  2
1051.361	0.001	1051362	Stimulus	S  3
1052.462	0.001	1052463	Stimulus	S  4
1053.977	0.001	1053978	Stimulus	S  7
1055.011	0.001	1055012	Stimulus	S  1
1055.495	0.001	1055496	Stimulus	S  2
1056.864	0.001	1056865	Stimulus	S  3
1057.19	0.001	1057191	Stimulus	S  4
1059.327	0.001	1059328	Stimulus	S  6
1060.361	0.001	1060362	Stimulus	S  1
1060.928	0.001	1060929	Stimulus	S  2
1062.292	0.001	1062293	Stimulus	S  3
1062.494	0.001	1062495	Stimulus	S  4
1064.776	0.001	1064777	Stimulus	S  7
1065.809	0.001	1065810	Stimulus	S  1
1066.327	0.001	1066328	Stimulus	S  2
1067.693	0.001	1067694	Stimulus	S  3
1068.47	0.001	1068471	Stimulus	S  5
1070.143	0.001	1070144	Stimulus	S  6
1071.175	0.001	1071176	Stimulus	S  1
1071.726	0.001	1071727	Stimulus	S  2
1073.082	0.001	1073083	Stimulus	S  3
1073.494	0.001	1073495	Stimulus	S  5
1075.509	0.001	1075510	Stimulus	S  7
1076.541	0.001	1076542	Stimulus	S  1
1077.075	0.001	1077076	Stimulus	S  2
1078.436	0.001	1078437	Stimulus	S  3
1079.886	0.001	1079887	Stimulus	S  5
1081.008	0.001	1081009	Stimulus	S  6
1082.041	0.001	1082042	Stimulus	S  1
1082.641	0.001	1082642	Stimulus	S  2
1083.995	0.001	1083996	Stimulus	S  3
1084.39	0.001	1084391	Stimulus	S  5
1086.59	0.001	1086591	Stimulus	S  6
1087.624	0.001	1087625	Stimulus	S  1
1088.223	0.001	1088224	Stimulus	S  2
1089.583	0.001	1089584	Stimulus	S  3
1089.862	0.001	1089863	Stimulus	S  4
1092.206	0.001	1092207	Stimulus	S  6
1093.224	0.001	1093225	Stimulus	S  1
1093.706	0.001	1093707	Stimulus	S  2
1095.071	0.001	1095072	Stimulus	S  3
1095.334	0.001	1095335	Stimulus	S  5
1097.672	0.001	1097673	Stimulus	S  6
1098.705	0.001	1098706	Stimulus	S  1
1099.122	0.001	1099123	Stimulus	S  2
1100.484	0.001	1100485	Stimulus	S  3
1101.414	0.001	1101415	Stimulus	S  5
1103.105	0.001	1103106	Stimulus	S  7
1104.137	0.001	1104138	Stimulus	S  1
1104.571	0.001	1104572	Stimulus	S  2
1105.937	0.001	1105938	Stimulus	S  3
1106.606	0.001	1106607	Stimulus	S  4
1108.537	0.001	1108538	Stimulus	S  6
1109.57	0.001	1109571	Stimulus	S  1
1110.004	0.001	1110005	Stimulus	S  2
1111.365	0.001	1111366	Stimulus	S  3
1111.774	0.001	1111775	Stimulus	S  5
1113.821	0.001	1113822	Stimulus	S  6
1114.852	0.001	1114853	Stimulus	S  1
1115.386	0.001	1115387	Stimulus	S  2
1116.748	0.001	1116749	Stimulus	S  3
1118.038	0.001	1118039	Stimulus	S  4
1119.269	0.001	1119270	Stimulus	S  7
1120.303	0.001	1120304	Stimulus	S  1
1120.87	0.001	1120871	Stimulus	S  2
1122.234	0.001	1122235	Stimulus	S  3
1122.502	0.001	1122503	Stimulus	S  5
