onset	duration	sample	trial_type	response_time	stim_file	value	correct
922.7910000000	n/a	922791	RewardB4	5127	n/a	n/a	0
928.9910000000	n/a	928991	NeuIncorrB4	1000	n/a	n/a	1
930.9910000000	n/a	930991	ignore	1700	n/a	n/a	1
932.6910000000	n/a	932691	PenaltyB4	1276	n/a	n/a	1
935.0410000000	n/a	935041	NeuCorrB4	1000	n/a	n/a	1
937.0410000000	n/a	937041	ignore	1700	n/a	n/a	1
938.7410000000	n/a	938741	RewardB4	1361	n/a	n/a	1
941.1740000000	n/a	941174	RewardCorrB4	1000	n/a	n/a	1
943.1750000000	n/a	943175	ignore	1700	n/a	n/a	1
944.8740000000	n/a	944874	PenaltyB4	2004	n/a	n/a	1
947.9410000000	n/a	947941	PunCorrB4	1000	n/a	n/a	1
949.9410000000	n/a	949941	ignore	1700	n/a	n/a	1
951.6410000000	n/a	951641	PenaltyB4	1068	n/a	n/a	0
953.7740000000	n/a	953774	PunIncorrB4	1000	n/a	n/a	1
955.7740000000	n/a	955774	ignore	1700	n/a	n/a	1
957.4740000000	n/a	957474	RewardB4	2027	n/a	n/a	0
960.5740000000	n/a	960574	NeuIncorrB4	1000	n/a	n/a	1
962.5740000000	n/a	962574	ignore	1700	n/a	n/a	1
964.2740000000	n/a	964274	PenaltyB4	718	n/a	n/a	0
966.0580000000	n/a	966058	PunIncorrB4	1000	n/a	n/a	1
968.0580000000	n/a	968058	ignore	1700	n/a	n/a	1
969.7580000000	n/a	969758	RewardB4	1791	n/a	n/a	1
972.6240000000	n/a	972624	NeuCorrB4	1000	n/a	n/a	1
974.6240000000	n/a	974624	ignore	1700	n/a	n/a	1
976.3240000000	n/a	976324	PenaltyB4	2049	n/a	n/a	1
979.4410000000	n/a	979441	NeuCorrB4	1000	n/a	n/a	1
981.4410000000	n/a	981441	ignore	1700	n/a	n/a	1
983.1410000000	n/a	983141	RewardB4	1445	n/a	n/a	1
985.6580000000	n/a	985658	RewardCorrB4	1000	n/a	n/a	1
987.6580000000	n/a	987658	ignore	1700	n/a	n/a	1
989.3580000000	n/a	989358	PenaltyB4	1267	n/a	n/a	0
991.6910000000	n/a	991691	PunIncorrB4	1000	n/a	n/a	1
993.6910000000	n/a	993691	ignore	1700	n/a	n/a	1
995.3910000000	n/a	995391	PenaltyB4	785	n/a	n/a	1
997.2410000000	n/a	997241	NeuCorrB4	1000	n/a	n/a	1
999.2410000000	n/a	999241	ignore	1700	n/a	n/a	1
1000.9410000000	n/a	1000941	RewardB4	744	n/a	n/a	1
1002.7580000000	n/a	1002758	RewardCorrB4	1000	n/a	n/a	1
1004.7580000000	n/a	1004758	ignore	1700	n/a	n/a	1
1006.4580000000	n/a	1006458	RewardB4	699	n/a	n/a	1
1008.2240000000	n/a	1008224	NeuCorrB4	1000	n/a	n/a	1
1010.2240000000	n/a	1010224	ignore	1700	n/a	n/a	1
1011.9240000000	n/a	1011924	RewardB4	2337	n/a	n/a	1
1015.3240000000	n/a	1015324	RewardCorrB4	1000	n/a	n/a	1
1017.3240000000	n/a	1017324	ignore	1700	n/a	n/a	1
1019.0240000000	n/a	1019024	PenaltyB4	4682	n/a	n/a	0
1024.7740000000	n/a	1024774	PunIncorrB4	1000	n/a	n/a	1
1026.7740000000	n/a	1026774	ignore	1700	n/a	n/a	1
1028.4740000000	n/a	1028474	PenaltyB4	1613	n/a	n/a	0
1031.1580000000	n/a	1031158	PunIncorrB4	1000	n/a	n/a	1
1033.1580000000	n/a	1033158	ignore	1700	n/a	n/a	1
1034.8580000000	n/a	1034858	PenaltyB4	1148	n/a	n/a	1
1037.0740000000	n/a	1037074	PunCorrB4	1000	n/a	n/a	1
1039.0740000000	n/a	1039074	ignore	1700	n/a	n/a	1
1040.7740000000	n/a	1040774	RewardB4	4816	n/a	n/a	1
1046.6580000000	n/a	1046658	RewardCorrB4	1000	n/a	n/a	1
1048.6580000000	n/a	1048658	ignore	1700	n/a	n/a	1
1050.3580000000	n/a	1050358	PenaltyB4	2520	n/a	n/a	0
1053.9410000000	n/a	1053941	PunIncorrB4	1000	n/a	n/a	1
1055.9410000000	n/a	1055941	ignore	1700	n/a	n/a	1
1057.6410000000	n/a	1057641	RewardB4	1070	n/a	n/a	1
1059.7740000000	n/a	1059774	RewardCorrB4	1000	n/a	n/a	1
1061.7740000000	n/a	1061774	ignore	1700	n/a	n/a	1
1063.4740000000	n/a	1063474	PenaltyB4	853	n/a	n/a	0
1065.3910000000	n/a	1065391	PunIncorrB4	1000	n/a	n/a	1
1067.3910000000	n/a	1067391	ignore	1700	n/a	n/a	1
1069.0910000000	n/a	1069091	RewardB4	943	n/a	n/a	1
1071.1080000000	n/a	1071108	NeuCorrB4	1000	n/a	n/a	1
1073.1080000000	n/a	1073108	ignore	1700	n/a	n/a	1
1074.8080000000	n/a	1074808	PenaltyB4	1062	n/a	n/a	1
1076.9410000000	n/a	1076941	NeuCorrB4	1000	n/a	n/a	1
1078.9410000000	n/a	1078941	ignore	1700	n/a	n/a	1
1080.6410000000	n/a	1080641	RewardB4	891	n/a	n/a	0
1082.6080000000	n/a	1082608	NeuIncorrB4	1000	n/a	n/a	1
1084.6080000000	n/a	1084608	ignore	1700	n/a	n/a	1
1086.3080000000	n/a	1086308	PenaltyB4	504	n/a	n/a	1
1087.8740000000	n/a	1087874	NeuCorrB4	1000	n/a	n/a	1
1089.8740000000	n/a	1089874	ignore	1700	n/a	n/a	1
1091.5740000000	n/a	1091574	RewardB4	1769	n/a	n/a	1
1094.4080000000	n/a	1094408	RewardCorrB4	1000	n/a	n/a	1
1096.4080000000	n/a	1096408	ignore	1700	n/a	n/a	1
1098.1080000000	n/a	1098108	PenaltyB4	682	n/a	n/a	1
1099.8580000000	n/a	1099858	PunCorrB4	1000	n/a	n/a	1
1101.8580000000	n/a	1101858	ignore	1700	n/a	n/a	1
1103.5580000000	n/a	1103558	RewardB4	1082	n/a	n/a	1
1105.7080000000	n/a	1105708	RewardCorrB4	1000	n/a	n/a	1
1107.7080000000	n/a	1107708	ignore	1700	n/a	n/a	1
1109.4080000000	n/a	1109408	PenaltyB4	864	n/a	n/a	0
1111.3410000000	n/a	1111341	PunIncorrB4	1000	n/a	n/a	1
1113.3410000000	n/a	1113341	ignore	1700	n/a	n/a	1
1115.0410000000	n/a	1115041	RewardB4	1635	n/a	n/a	1
1117.7410000000	n/a	1117741	RewardCorrB4	1000	n/a	n/a	1
1119.7410000000	n/a	1119741	ignore	1700	n/a	n/a	1
1121.4410000000	n/a	1121441	PenaltyB4	3704	n/a	n/a	0
1126.2080000000	n/a	1126208	PunIncorrB4	1000	n/a	n/a	1
1128.2080000000	n/a	1128208	ignore	1700	n/a	n/a	1
1129.9080000000	n/a	1129908	RewardB4	3015	n/a	n/a	1
1133.9910000000	n/a	1133991	RewardCorrB4	1000	n/a	n/a	1
1135.9910000000	n/a	1135991	ignore	1700	n/a	n/a	1
1137.6910000000	n/a	1137691	PenaltyB4	1212	n/a	n/a	0
1139.9740000000	n/a	1139974	PunIncorrB4	1000	n/a	n/a	1
1141.9740000000	n/a	1141974	ignore	1700	n/a	n/a	1
1143.6740000000	n/a	1143674	RewardB4	2127	n/a	n/a	1
1146.8740000000	n/a	1146874	NeuCorrB4	1000	n/a	n/a	1
1148.8740000000	n/a	1148874	ignore	1700	n/a	n/a	1
1150.5740000000	n/a	1150574	RewardB4	1184	n/a	n/a	0
1152.8240000000	n/a	1152824	NeuIncorrB4	1000	n/a	n/a	1
1154.8240000000	n/a	1154824	ignore	1700	n/a	n/a	1
1156.5240000000	n/a	1156524	PenaltyB4	996	n/a	n/a	0
1158.5910000000	n/a	1158591	PunIncorrB4	1000	n/a	n/a	1
1160.5910000000	n/a	1160591	ignore	1700	n/a	n/a	1
1162.2910000000	n/a	1162291	RewardB4	1178	n/a	n/a	1
1164.5410000000	n/a	1164541	RewardCorrB4	1000	n/a	n/a	1
1166.5410000000	n/a	1166541	ignore	1700	n/a	n/a	1
1177.4240000000	n/a	1177424	ignore	1700	n/a	n/a	1
