onset	duration	sample	trial_type	response_time	stim_file	value	correct
74.6350000000	n/a	74635	FrequentFixedSOA	1633	n/a	n/a	1
76.2690000000	n/a	76269	FrequentFixedSOA	1633	n/a	n/a	1
77.9020000000	n/a	77902	GoFixedSOA	420	n/a	n/a	1
79.5350000000	n/a	79535	FrequentFixedSOA	1633	n/a	n/a	1
81.1690000000	n/a	81169	FrequentFixedSOA	1633	n/a	n/a	1
82.8020000000	n/a	82802	FrequentFixedSOA	1633	n/a	n/a	1
84.4350000000	n/a	84435	FrequentFixedSOA	1633	n/a	n/a	1
86.0690000000	n/a	86069	NovelFixedSOA	1633	n/a	n/a	1
87.7020000000	n/a	87702	FrequentFixedSOA	1633	n/a	n/a	1
89.3350000000	n/a	89335	FrequentFixedSOA	1633	n/a	n/a	1
90.9690000000	n/a	90969	FrequentFixedSOA	1633	n/a	n/a	1
92.6020000000	n/a	92602	FrequentFixedSOA	1633	n/a	n/a	1
94.2350000000	n/a	94235	GoFixedSOA	431	n/a	n/a	1
95.8690000000	n/a	95869	FrequentFixedSOA	1633	n/a	n/a	1
97.5020000000	n/a	97502	FrequentFixedSOA	1633	n/a	n/a	1
99.1350000000	n/a	99135	NovelFixedSOA	1633	n/a	n/a	1
100.7690000000	n/a	100769	FrequentFixedSOA	1633	n/a	n/a	1
102.4020000000	n/a	102402	FrequentFixedSOA	1633	n/a	n/a	1
104.0350000000	n/a	104035	GoFixedSOA	388	n/a	n/a	1
105.6690000000	n/a	105669	FrequentFixedSOA	1633	n/a	n/a	1
107.3020000000	n/a	107302	FrequentFixedSOA	1633	n/a	n/a	1
108.9350000000	n/a	108935	FrequentFixedSOA	1633	n/a	n/a	1
110.5690000000	n/a	110569	FrequentFixedSOA	1633	n/a	n/a	1
112.2020000000	n/a	112202	NovelFixedSOA	1633	n/a	n/a	1
113.8350000000	n/a	113835	FrequentFixedSOA	1633	n/a	n/a	1
115.4690000000	n/a	115469	FrequentFixedSOA	1633	n/a	n/a	1
117.1020000000	n/a	117102	GoFixedSOA	349	n/a	n/a	1
118.7350000000	n/a	118735	FrequentVariableSOA	1550	n/a	n/a	1
120.2850000000	n/a	120285	FrequentVariableSOA	1516	n/a	n/a	1
121.8020000000	n/a	121802	FrequentVariableSOA	1783	n/a	n/a	1
123.5850000000	n/a	123585	FrequentVariableSOA	1516	n/a	n/a	1
125.1020000000	n/a	125102	FrequentVariableSOA	1700	n/a	n/a	1
126.8020000000	n/a	126802	FrequentVariableSOA	1583	n/a	n/a	1
128.3850000000	n/a	128385	FrequentVariableSOA	1600	n/a	n/a	1
129.9850000000	n/a	129985	FrequentVariableSOA	1783	n/a	n/a	1
131.7690000000	n/a	131769	FrequentVariableSOA	1616	n/a	n/a	1
133.3850000000	n/a	133385	FrequentVariableSOA	1600	n/a	n/a	1
134.9850000000	n/a	134985	NovelVariableSOA	1533	n/a	n/a	1
136.5190000000	n/a	136519	FrequentVariableSOA	1600	n/a	n/a	1
138.1190000000	n/a	138119	GoVariableSOA	548	n/a	n/a	1
139.7190000000	n/a	139719	FrequentVariableSOA	1700	n/a	n/a	1
141.4190000000	n/a	141419	FrequentVariableSOA	1600	n/a	n/a	1
143.0190000000	n/a	143019	FrequentVariableSOA	1700	n/a	n/a	1
144.7190000000	n/a	144719	GoVariableSOA	528	n/a	n/a	1
146.2690000000	n/a	146269	FrequentVariableSOA	1600	n/a	n/a	1
147.8690000000	n/a	147869	FrequentVariableSOA	1500	n/a	n/a	1
149.3690000000	n/a	149369	FrequentVariableSOA	1766	n/a	n/a	1
151.1350000000	n/a	151135	NovelVariableSOA	1666	n/a	n/a	1
152.8020000000	n/a	152802	FrequentVariableSOA	1566	n/a	n/a	1
154.3690000000	n/a	154369	FrequentVariableSOA	1716	n/a	n/a	1
156.0850000000	n/a	156085	FrequentVariableSOA	1533	n/a	n/a	1
157.6190000000	n/a	157619	GoVariableSOA	344	n/a	n/a	1
159.2850000000	n/a	159285	FrequentVariableSOA	1783	n/a	n/a	1
161.0690000000	n/a	161069	NovelVariableSOA	1566	n/a	n/a	1
162.6350000000	n/a	162635	FrequentVariableSOA	1583	n/a	n/a	1
164.2190000000	n/a	164219	FrequentVariableSOA	1500	n/a	n/a	1
165.7190000000	n/a	165719	FrequentVariableSOA	1716	n/a	n/a	1
167.4350000000	n/a	167435	GoVariableSOA	413	n/a	n/a	1
168.9690000000	n/a	168969	FrequentVariableSOA	1666	n/a	n/a	1
170.6350000000	n/a	170635	GoVariableSOA	397	n/a	n/a	1
172.1850000000	n/a	172185	FrequentVariableSOA	1583	n/a	n/a	1
173.7690000000	n/a	173769	FrequentVariableSOA	1516	n/a	n/a	1
175.2850000000	n/a	175285	GoVariableSOA	341	n/a	n/a	1
176.8350000000	n/a	176835	FrequentVariableSOA	1616	n/a	n/a	1
178.4520000000	n/a	178452	FrequentVariableSOA	1616	n/a	n/a	1
180.0690000000	n/a	180069	FrequentVariableSOA	1550	n/a	n/a	1
181.6190000000	n/a	181619	FrequentVariableSOA	1783	n/a	n/a	1
183.4020000000	n/a	183402	NovelVariableSOA	1733	n/a	n/a	1
185.1350000000	n/a	185135	FrequentVariableSOA	1550	n/a	n/a	1
186.6850000000	n/a	186685	NovelVariableSOA	1500	n/a	n/a	1
188.1850000000	n/a	188185	FrequentVariableSOA	1583	n/a	n/a	1
189.7690000000	n/a	189769	FrequentVariableSOA	1566	n/a	n/a	1
191.3350000000	n/a	191335	GoVariableSOA	359	n/a	n/a	1
192.8680000000	n/a	192868	FrequentVariableSOA	1666	n/a	n/a	1
194.5350000000	n/a	194535	FrequentVariableSOA	1783	n/a	n/a	1
196.3180000000	n/a	196318	FrequentVariableSOA	1766	n/a	n/a	1
198.0850000000	n/a	198085	FrequentVariableSOA	1716	n/a	n/a	1
199.8020000000	n/a	199802	NovelVariableSOA	1783	n/a	n/a	1
201.5850000000	n/a	201585	FrequentVariableSOA	1666	n/a	n/a	1
203.2520000000	n/a	203252	FrequentVariableSOA	1783	n/a	n/a	1
205.0350000000	n/a	205035	FrequentVariableSOA	1716	n/a	n/a	1
206.7520000000	n/a	206752	FrequentVariableSOA	1550	n/a	n/a	1
208.3020000000	n/a	208302	GoVariableSOA	438	n/a	n/a	1
209.9680000000	n/a	209968	FrequentVariableSOA	1600	n/a	n/a	1
211.5680000000	n/a	211568	FrequentVariableSOA	1783	n/a	n/a	1
213.3520000000	n/a	213352	NovelVariableSOA	1583	n/a	n/a	1
214.9350000000	n/a	214935	FrequentVariableSOA	1783	n/a	n/a	1
216.7180000000	n/a	216718	FrequentVariableSOA	1600	n/a	n/a	1
218.3180000000	n/a	218318	GoVariableSOA	405	n/a	n/a	1
219.9680000000	n/a	219968	FrequentVariableSOA	1733	n/a	n/a	1
221.7020000000	n/a	221702	FrequentVariableSOA	1633	n/a	n/a	1
223.3350000000	n/a	223335	FrequentVariableSOA	1516	n/a	n/a	1
224.8520000000	n/a	224852	FrequentVariableSOA	1616	n/a	n/a	1
226.4680000000	n/a	226468	NovelVariableSOA	1666	n/a	n/a	1
228.1350000000	n/a	228135	FrequentVariableSOA	1550	n/a	n/a	1
229.6850000000	n/a	229685	FrequentVariableSOA	1783	n/a	n/a	1
231.4680000000	n/a	231468	GoVariableSOA	382	n/a	n/a	1
233.1850000000	n/a	233185	FrequentFixedSOA	1633	n/a	n/a	1
234.8180000000	n/a	234818	FrequentFixedSOA	1633	n/a	n/a	1
236.4520000000	n/a	236452	FrequentFixedSOA	1633	n/a	n/a	1
238.0850000000	n/a	238085	GoFixedSOA	671	n/a	n/a	1
239.7180000000	n/a	239718	FrequentFixedSOA	1633	n/a	n/a	1
241.3520000000	n/a	241352	FrequentFixedSOA	1633	n/a	n/a	1
242.9850000000	n/a	242985	FrequentFixedSOA	1633	n/a	n/a	1
244.6180000000	n/a	244618	GoFixedSOA	388	n/a	n/a	1
246.2520000000	n/a	246252	FrequentFixedSOA	1633	n/a	n/a	1
247.8850000000	n/a	247885	FrequentFixedSOA	1633	n/a	n/a	1
249.5180000000	n/a	249518	FrequentFixedSOA	1633	n/a	n/a	1
251.1520000000	n/a	251152	NovelFixedSOA	1633	n/a	n/a	1
252.7850000000	n/a	252785	FrequentFixedSOA	1633	n/a	n/a	1
254.4180000000	n/a	254418	NovelFixedSOA	1633	n/a	n/a	1
256.0520000000	n/a	256052	FrequentFixedSOA	1633	n/a	n/a	1
257.6850000000	n/a	257685	FrequentFixedSOA	1633	n/a	n/a	1
259.3180000000	n/a	259318	NovelFixedSOA	1633	n/a	n/a	1
260.9520000000	n/a	260952	FrequentFixedSOA	1633	n/a	n/a	1
262.5850000000	n/a	262585	FrequentFixedSOA	1633	n/a	n/a	1
264.2180000000	n/a	264218	FrequentFixedSOA	1633	n/a	n/a	1
265.8520000000	n/a	265852	FrequentFixedSOA	1633	n/a	n/a	1
267.4850000000	n/a	267485	FrequentFixedSOA	1633	n/a	n/a	1
269.1180000000	n/a	269118	NovelFixedSOA	1633	n/a	n/a	1
270.7520000000	n/a	270752	FrequentFixedSOA	1633	n/a	n/a	1
272.3850000000	n/a	272385	FrequentFixedSOA	1633	n/a	n/a	1
274.0180000000	n/a	274018	FrequentFixedSOA	1633	n/a	n/a	1
275.6520000000	n/a	275652	FrequentFixedSOA	1633	n/a	n/a	1
277.2850000000	n/a	277285	FrequentFixedSOA	1633	n/a	n/a	1
278.9180000000	n/a	278918	GoFixedSOA	383	n/a	n/a	1
280.5520000000	n/a	280552	FrequentFixedSOA	1633	n/a	n/a	1
282.1850000000	n/a	282185	FrequentFixedSOA	1633	n/a	n/a	1
283.8180000000	n/a	283818	GoFixedSOA	486	n/a	n/a	1
285.4520000000	n/a	285452	FrequentFixedSOA	1633	n/a	n/a	1
287.0850000000	n/a	287085	NovelFixedSOA	1633	n/a	n/a	1
288.7180000000	n/a	288718	FrequentFixedSOA	1633	n/a	n/a	1
290.3520000000	n/a	290352	GoFixedSOA	574	n/a	n/a	1
291.9850000000	n/a	291985	FrequentFixedSOA	1633	n/a	n/a	1
293.6180000000	n/a	293618	GoFixedSOA	464	n/a	n/a	1
295.2520000000	n/a	295252	FrequentFixedSOA	1633	n/a	n/a	1
296.8850000000	n/a	296885	FrequentFixedSOA	1633	n/a	n/a	1
298.5180000000	n/a	298518	FrequentFixedSOA	1633	n/a	n/a	1
300.1520000000	n/a	300152	FrequentFixedSOA	1633	n/a	n/a	1
301.7850000000	n/a	301785	GoFixedSOA	489	n/a	n/a	1
303.4180000000	n/a	303418	FrequentFixedSOA	1633	n/a	n/a	1
305.0520000000	n/a	305052	FrequentFixedSOA	1633	n/a	n/a	1
306.6850000000	n/a	306685	FrequentFixedSOA	1633	n/a	n/a	1
308.3180000000	n/a	308318	NovelFixedSOA	1633	n/a	n/a	1
309.9520000000	n/a	309952	FrequentFixedSOA	1633	n/a	n/a	1
311.5850000000	n/a	311585	FrequentFixedSOA	1633	n/a	n/a	1
313.2180000000	n/a	313218	FrequentFixedSOA	1633	n/a	n/a	1
314.8520000000	n/a	314852	FrequentFixedSOA	1633	n/a	n/a	1
316.4850000000	n/a	316485	NovelFixedSOA	1633	n/a	n/a	1
318.1180000000	n/a	318118	FrequentFixedSOA	1633	n/a	n/a	1
319.7520000000	n/a	319752	FrequentFixedSOA	1633	n/a	n/a	1
321.3850000000	n/a	321385	FrequentFixedSOA	1633	n/a	n/a	1
323.0180000000	n/a	323018	FrequentFixedSOA	1633	n/a	n/a	1
324.6520000000	n/a	324652	NovelFixedSOA	1633	n/a	n/a	1
326.2850000000	n/a	326285	FrequentFixedSOA	1633	n/a	n/a	1
327.9180000000	n/a	327918	FrequentFixedSOA	1633	n/a	n/a	1
329.5520000000	n/a	329552	GoFixedSOA	570	n/a	n/a	1
331.1850000000	n/a	331185	FrequentFixedSOA	1633	n/a	n/a	1
332.8180000000	n/a	332818	FrequentFixedSOA	1633	n/a	n/a	1
334.4520000000	n/a	334452	FrequentFixedSOA	1633	n/a	n/a	1
336.0850000000	n/a	336085	FrequentFixedSOA	1633	n/a	n/a	1
337.7180000000	n/a	337718	NovelFixedSOA	1633	n/a	n/a	1
339.3520000000	n/a	339352	FrequentFixedSOA	1633	n/a	n/a	1
340.9850000000	n/a	340985	FrequentFixedSOA	1633	n/a	n/a	1
342.6180000000	n/a	342618	FrequentFixedSOA	1633	n/a	n/a	1
344.2520000000	n/a	344252	FrequentFixedSOA	1633	n/a	n/a	1
345.8850000000	n/a	345885	FrequentFixedSOA	1633	n/a	n/a	1
347.5180000000	n/a	347518	FrequentVariableSOA	1666	n/a	n/a	1
349.1850000000	n/a	349185	FrequentVariableSOA	1633	n/a	n/a	1
350.8180000000	n/a	350818	FrequentVariableSOA	1600	n/a	n/a	1
352.4180000000	n/a	352418	GoVariableSOA	414	n/a	n/a	1
353.9680000000	n/a	353968	FrequentVariableSOA	1600	n/a	n/a	1
355.5680000000	n/a	355568	FrequentVariableSOA	1700	n/a	n/a	1
357.2680000000	n/a	357268	FrequentVariableSOA	1583	n/a	n/a	1
358.8520000000	n/a	358852	GoVariableSOA	698	n/a	n/a	1
360.4180000000	n/a	360418	FrequentVariableSOA	1633	n/a	n/a	1
362.0520000000	n/a	362052	FrequentVariableSOA	1650	n/a	n/a	1
363.7020000000	n/a	363702	FrequentVariableSOA	1683	n/a	n/a	1
365.3850000000	n/a	365385	NovelVariableSOA	1716	n/a	n/a	1
367.1020000000	n/a	367102	FrequentVariableSOA	1600	n/a	n/a	1
368.7020000000	n/a	368702	NovelVariableSOA	1650	n/a	n/a	1
370.3520000000	n/a	370352	FrequentVariableSOA	1800	n/a	n/a	1
372.1520000000	n/a	372152	FrequentVariableSOA	1633	n/a	n/a	1
373.7850000000	n/a	373785	NovelVariableSOA	1616	n/a	n/a	1
375.4020000000	n/a	375402	FrequentVariableSOA	1616	n/a	n/a	1
377.0180000000	n/a	377018	FrequentVariableSOA	1733	n/a	n/a	1
378.7520000000	n/a	378752	FrequentVariableSOA	1616	n/a	n/a	1
380.3680000000	n/a	380368	FrequentVariableSOA	1783	n/a	n/a	1
382.1520000000	n/a	382152	FrequentVariableSOA	1716	n/a	n/a	1
383.8680000000	n/a	383868	NovelVariableSOA	1516	n/a	n/a	1
385.3850000000	n/a	385385	FrequentVariableSOA	1550	n/a	n/a	1
386.9350000000	n/a	386935	FrequentVariableSOA	1500	n/a	n/a	1
388.4350000000	n/a	388435	FrequentVariableSOA	1716	n/a	n/a	1
390.1520000000	n/a	390152	FrequentVariableSOA	1666	n/a	n/a	1
391.8180000000	n/a	391818	FrequentVariableSOA	1550	n/a	n/a	1
393.3680000000	n/a	393368	GoVariableSOA	623	n/a	n/a	1
395.1180000000	n/a	395118	FrequentVariableSOA	1650	n/a	n/a	1
396.7680000000	n/a	396768	FrequentVariableSOA	1550	n/a	n/a	1
398.3180000000	n/a	398318	GoVariableSOA	526	n/a	n/a	1
400.0350000000	n/a	400035	FrequentVariableSOA	1700	n/a	n/a	1
401.7350000000	n/a	401735	NovelVariableSOA	1783	n/a	n/a	1
403.5180000000	n/a	403518	FrequentVariableSOA	1750	n/a	n/a	1
405.2680000000	n/a	405268	GoVariableSOA	359	n/a	n/a	1
406.8850000000	n/a	406885	FrequentVariableSOA	1800	n/a	n/a	1
408.6850000000	n/a	408685	GoVariableSOA	384	n/a	n/a	1
410.3850000000	n/a	410385	FrequentVariableSOA	1616	n/a	n/a	1
412.0020000000	n/a	412002	FrequentVariableSOA	1800	n/a	n/a	1
413.8020000000	n/a	413802	FrequentVariableSOA	1700	n/a	n/a	1
415.5020000000	n/a	415502	FrequentVariableSOA	1716	n/a	n/a	1
417.2180000000	n/a	417218	GoVariableSOA	437	n/a	n/a	1
418.8520000000	n/a	418852	FrequentVariableSOA	1533	n/a	n/a	1
420.3850000000	n/a	420385	FrequentVariableSOA	1583	n/a	n/a	1
421.9680000000	n/a	421968	FrequentVariableSOA	1766	n/a	n/a	1
423.7350000000	n/a	423735	NovelVariableSOA	1666	n/a	n/a	1
425.4010000000	n/a	425401	FrequentVariableSOA	1516	n/a	n/a	1
426.9180000000	n/a	426918	FrequentVariableSOA	1700	n/a	n/a	1
428.6180000000	n/a	428618	FrequentVariableSOA	1550	n/a	n/a	1
430.1680000000	n/a	430168	FrequentVariableSOA	1716	n/a	n/a	1
431.8850000000	n/a	431885	NovelVariableSOA	1766	n/a	n/a	1
433.6510000000	n/a	433651	FrequentVariableSOA	1700	n/a	n/a	1
435.3510000000	n/a	435351	FrequentVariableSOA	1800	n/a	n/a	1
437.1510000000	n/a	437151	FrequentVariableSOA	1616	n/a	n/a	1
438.7680000000	n/a	438768	FrequentVariableSOA	1600	n/a	n/a	1
440.3680000000	n/a	440368	NovelVariableSOA	1766	n/a	n/a	1
442.1350000000	n/a	442135	FrequentVariableSOA	1616	n/a	n/a	1
443.7510000000	n/a	443751	FrequentVariableSOA	1600	n/a	n/a	1
445.3510000000	n/a	445351	GoVariableSOA	413	n/a	n/a	1
446.9510000000	n/a	446951	FrequentVariableSOA	1666	n/a	n/a	1
448.6180000000	n/a	448618	FrequentVariableSOA	1516	n/a	n/a	1
450.1350000000	n/a	450135	FrequentVariableSOA	1783	n/a	n/a	1
451.9180000000	n/a	451918	FrequentVariableSOA	1566	n/a	n/a	1
453.4850000000	n/a	453485	NovelVariableSOA	1750	n/a	n/a	1
455.2350000000	n/a	455235	FrequentVariableSOA	1783	n/a	n/a	1
457.0180000000	n/a	457018	FrequentVariableSOA	1566	n/a	n/a	1
458.5850000000	n/a	458585	FrequentVariableSOA	1516	n/a	n/a	1
460.1010000000	n/a	460101	FrequentVariableSOA	1683	n/a	n/a	1
461.7850000000	n/a	461785	FrequentVariableSOA	1733	n/a	n/a	1
463.5180000000	n/a	463518	GoFixedSOA	543	n/a	n/a	1
465.1510000000	n/a	465151	FrequentFixedSOA	1633	n/a	n/a	1
466.7850000000	n/a	466785	FrequentFixedSOA	1633	n/a	n/a	1
468.4180000000	n/a	468418	FrequentFixedSOA	1633	n/a	n/a	1
470.0510000000	n/a	470051	FrequentFixedSOA	1633	n/a	n/a	1
471.6850000000	n/a	471685	FrequentFixedSOA	1633	n/a	n/a	1
473.3180000000	n/a	473318	FrequentFixedSOA	1633	n/a	n/a	1
474.9510000000	n/a	474951	NovelFixedSOA	1633	n/a	n/a	1
476.5850000000	n/a	476585	FrequentFixedSOA	1633	n/a	n/a	1
478.2180000000	n/a	478218	FrequentFixedSOA	1633	n/a	n/a	1
479.8510000000	n/a	479851	FrequentFixedSOA	1633	n/a	n/a	1
481.4850000000	n/a	481485	NovelFixedSOA	1633	n/a	n/a	1
483.1180000000	n/a	483118	FrequentFixedSOA	1633	n/a	n/a	1
484.7510000000	n/a	484751	GoFixedSOA	443	n/a	n/a	1
486.3850000000	n/a	486385	FrequentFixedSOA	1633	n/a	n/a	1
488.0180000000	n/a	488018	FrequentFixedSOA	1633	n/a	n/a	1
489.6510000000	n/a	489651	GoFixedSOA	500	n/a	n/a	1
491.2850000000	n/a	491285	FrequentFixedSOA	1633	n/a	n/a	1
492.9180000000	n/a	492918	NovelFixedSOA	1633	n/a	n/a	1
494.5510000000	n/a	494551	FrequentFixedSOA	1633	n/a	n/a	1
496.1850000000	n/a	496185	FrequentFixedSOA	1633	n/a	n/a	1
497.8180000000	n/a	497818	FrequentFixedSOA	1633	n/a	n/a	1
499.4510000000	n/a	499451	FrequentFixedSOA	1633	n/a	n/a	1
501.0850000000	n/a	501085	FrequentFixedSOA	1633	n/a	n/a	1
502.7180000000	n/a	502718	GoFixedSOA	412	n/a	n/a	1
504.3510000000	n/a	504351	FrequentFixedSOA	1633	n/a	n/a	1
505.9850000000	n/a	505985	FrequentFixedSOA	1633	n/a	n/a	1
507.6180000000	n/a	507618	NovelFixedSOA	1633	n/a	n/a	1
509.2510000000	n/a	509251	FrequentFixedSOA	1633	n/a	n/a	1
510.8850000000	n/a	510885	FrequentFixedSOA	1633	n/a	n/a	1
512.5180000000	n/a	512518	FrequentFixedSOA	1633	n/a	n/a	1
514.1510000000	n/a	514151	FrequentFixedSOA	1633	n/a	n/a	1
515.7850000000	n/a	515785	FrequentFixedSOA	1633	n/a	n/a	1
517.4180000000	n/a	517418	NovelFixedSOA	1633	n/a	n/a	1
519.0510000000	n/a	519051	FrequentFixedSOA	1633	n/a	n/a	1
520.6850000000	n/a	520685	FrequentFixedSOA	1633	n/a	n/a	1
522.3180000000	n/a	522318	FrequentFixedSOA	1633	n/a	n/a	1
523.9510000000	n/a	523951	FrequentFixedSOA	1633	n/a	n/a	1
525.5850000000	n/a	525585	GoFixedSOA	481	n/a	n/a	1
527.2180000000	n/a	527218	FrequentFixedSOA	1633	n/a	n/a	1
528.8510000000	n/a	528851	FrequentFixedSOA	1633	n/a	n/a	1
530.4850000000	n/a	530485	NovelFixedSOA	1633	n/a	n/a	1
532.1180000000	n/a	532118	FrequentFixedSOA	1633	n/a	n/a	1
533.7510000000	n/a	533751	FrequentFixedSOA	1633	n/a	n/a	1
535.3850000000	n/a	535385	NovelFixedSOA	1633	n/a	n/a	1
537.0180000000	n/a	537018	FrequentFixedSOA	1633	n/a	n/a	1
538.6510000000	n/a	538651	FrequentFixedSOA	1633	n/a	n/a	1
540.2850000000	n/a	540285	FrequentFixedSOA	1633	n/a	n/a	1
541.9180000000	n/a	541918	FrequentFixedSOA	1633	n/a	n/a	1
543.5510000000	n/a	543551	FrequentFixedSOA	1633	n/a	n/a	1
545.1850000000	n/a	545185	GoFixedSOA	930	n/a	n/a	1
546.8180000000	n/a	546818	FrequentFixedSOA	1633	n/a	n/a	1
548.4510000000	n/a	548451	FrequentFixedSOA	1633	n/a	n/a	1
550.0850000000	n/a	550085	FrequentFixedSOA	1633	n/a	n/a	1
551.7180000000	n/a	551718	FrequentFixedSOA	1633	n/a	n/a	1
553.3510000000	n/a	553351	FrequentFixedSOA	1633	n/a	n/a	1
554.9850000000	n/a	554985	NovelFixedSOA	1633	n/a	n/a	1
556.6180000000	n/a	556618	FrequentFixedSOA	1633	n/a	n/a	1
558.2510000000	n/a	558251	GoFixedSOA	438	n/a	n/a	1
559.8850000000	n/a	559885	FrequentFixedSOA	1633	n/a	n/a	1
561.5180000000	n/a	561518	FrequentFixedSOA	1633	n/a	n/a	1
563.1510000000	n/a	563151	FrequentFixedSOA	1633	n/a	n/a	1
564.7850000000	n/a	564785	FrequentFixedSOA	1633	n/a	n/a	1
566.4180000000	n/a	566418	FrequentFixedSOA	1633	n/a	n/a	1
568.0510000000	n/a	568051	FrequentFixedSOA	1633	n/a	n/a	1
569.6850000000	n/a	569685	FrequentFixedSOA	1633	n/a	n/a	1
571.3180000000	n/a	571318	FrequentFixedSOA	1633	n/a	n/a	1
572.9510000000	n/a	572951	NovelFixedSOA	1633	n/a	n/a	1
574.5850000000	n/a	574585	FrequentFixedSOA	1633	n/a	n/a	1
576.2180000000	n/a	576218	FrequentFixedSOA	1633	n/a	n/a	1
577.8510000000	n/a	577851	GoVariableSOA	448	n/a	n/a	1
579.3850000000	n/a	579385	FrequentVariableSOA	1750	n/a	n/a	1
581.1350000000	n/a	581135	FrequentVariableSOA	1766	n/a	n/a	1
582.9010000000	n/a	582901	FrequentVariableSOA	1766	n/a	n/a	1
584.6680000000	n/a	584668	FrequentVariableSOA	1766	n/a	n/a	1
586.4350000000	n/a	586435	FrequentVariableSOA	1733	n/a	n/a	1
588.1680000000	n/a	588168	FrequentVariableSOA	1600	n/a	n/a	1
589.7680000000	n/a	589768	NovelVariableSOA	1583	n/a	n/a	1
591.3510000000	n/a	591351	FrequentVariableSOA	1583	n/a	n/a	1
592.9350000000	n/a	592935	FrequentVariableSOA	1766	n/a	n/a	1
594.7010000000	n/a	594701	FrequentVariableSOA	1566	n/a	n/a	1
596.2680000000	n/a	596268	NovelVariableSOA	1550	n/a	n/a	1
597.8180000000	n/a	597818	FrequentVariableSOA	1600	n/a	n/a	1
599.4180000000	n/a	599418	GoVariableSOA	473	n/a	n/a	1
601.0180000000	n/a	601018	FrequentVariableSOA	1550	n/a	n/a	1
602.5680000000	n/a	602568	FrequentVariableSOA	1633	n/a	n/a	1
604.2010000000	n/a	604201	GoVariableSOA	531	n/a	n/a	1
605.7680000000	n/a	605768	FrequentVariableSOA	1616	n/a	n/a	1
607.3850000000	n/a	607385	NovelVariableSOA	1666	n/a	n/a	1
609.0510000000	n/a	609051	FrequentVariableSOA	1800	n/a	n/a	1
610.8510000000	n/a	610851	FrequentVariableSOA	1650	n/a	n/a	1
