onset	duration	sample	trial_type	response_time	stim_file	value	correct
451.0990000000	n/a	451099	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
467.5660000000	n/a	467566	NeuStim	n/a	n/a	n/a	n/a
470.5990000000	n/a	470599	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
485.9990000000	n/a	485999	PosStim	n/a	n/a	n/a	n/a
489.0990000000	n/a	489099	PosNonAlcP1000	n/a	n/a	n/a	n/a
494.0860000000	n/a	494086	PosNonAlcP1000	n/a	n/a	n/a	n/a
506.0660000000	n/a	506066	NegStim	n/a	n/a	n/a	n/a
509.0990000000	n/a	509099	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
523.3990000000	n/a	523399	NeuStim	n/a	n/a	n/a	n/a
526.4990000000	n/a	526499	NeuAlcP2000	n/a	n/a	n/a	n/a
530.4860000000	n/a	530486	NeuAlcP2000	n/a	n/a	n/a	n/a
541.5660000000	n/a	541566	PosStim	n/a	n/a	n/a	n/a
544.6660000000	n/a	544666	PosNonAlcP1000	n/a	n/a	n/a	n/a
549.6530000000	n/a	549653	PosNonAlcP1000	n/a	n/a	n/a	n/a
560.8820000000	n/a	560882	NeuStim	n/a	n/a	n/a	n/a
563.9820000000	n/a	563982	NeuNonAlcP1000	n/a	n/a	n/a	n/a
568.9690000000	n/a	568969	NeuNonAlcP1000	n/a	n/a	n/a	n/a
579.0160000000	n/a	579016	PosStim	n/a	n/a	n/a	n/a
582.0490000000	n/a	582049	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
598.2660000000	n/a	598266	NegStim	n/a	n/a	n/a	n/a
601.3660000000	n/a	601366	NegAlcP2000	n/a	n/a	n/a	n/a
605.3530000000	n/a	605353	NegAlcP2000	n/a	n/a	n/a	n/a
617.7490000000	n/a	617749	NeuStim	n/a	n/a	n/a	n/a
620.8490000000	n/a	620849	NeuAlcP3000	n/a	n/a	n/a	n/a
623.8360000000	n/a	623836	NeuAlcP3000	n/a	n/a	n/a	n/a
637.4660000000	n/a	637466	NegStim	n/a	n/a	n/a	n/a
640.4990000000	n/a	640499	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
656.6320000000	n/a	656632	NeuStim	n/a	n/a	n/a	n/a
659.7320000000	n/a	659732	NeuNonAlcP2000	n/a	n/a	n/a	n/a
663.7190000000	n/a	663719	NeuNonAlcP2000	n/a	n/a	n/a	n/a
675.7820000000	n/a	675782	PosStim	n/a	n/a	n/a	n/a
678.8820000000	n/a	678882	PosNonAlcP3000	n/a	n/a	n/a	n/a
681.8690000000	n/a	681869	PosNonAlcP3000	n/a	n/a	n/a	n/a
691.9320000000	n/a	691932	NegStim	n/a	n/a	n/a	n/a
695.0320000000	n/a	695032	NegAlcP3000	n/a	n/a	n/a	n/a
698.0190000000	n/a	698019	NegAlcP3000	n/a	n/a	n/a	n/a
708.4320000000	n/a	708432	PosStim	n/a	n/a	n/a	n/a
711.4660000000	n/a	711466	PosAlcStimWithoutStartle	n/a	n/a	n/a	n/a
727.2160000000	n/a	727216	NegStim	n/a	n/a	n/a	n/a
730.3160000000	n/a	730316	NegAlcP1000	n/a	n/a	n/a	n/a
735.3030000000	n/a	735303	NegAlcP1000	n/a	n/a	n/a	n/a
746.3820000000	n/a	746382	PosStim	n/a	n/a	n/a	n/a
749.4160000000	n/a	749416	PosAlcStimWithoutStartle	n/a	n/a	n/a	n/a
763.4990000000	n/a	763499	NegStim	n/a	n/a	n/a	n/a
766.5990000000	n/a	766599	NegNonAlcP2000	n/a	n/a	n/a	n/a
770.5860000000	n/a	770586	NegNonAlcP2000	n/a	n/a	n/a	n/a
780.4820000000	n/a	780482	PosStim	n/a	n/a	n/a	n/a
783.5820000000	n/a	783582	PosAlcP2000	n/a	n/a	n/a	n/a
787.5690000000	n/a	787569	PosAlcP2000	n/a	n/a	n/a	n/a
798.6820000000	n/a	798682	NeuStim	n/a	n/a	n/a	n/a
801.7150000000	n/a	801715	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
814.8490000000	n/a	814849	PosStim	n/a	n/a	n/a	n/a
817.9490000000	n/a	817949	PosNonAlcP2000	n/a	n/a	n/a	n/a
821.9360000000	n/a	821936	PosNonAlcP2000	n/a	n/a	n/a	n/a
831.3990000000	n/a	831399	NegStim	n/a	n/a	n/a	n/a
834.4320000000	n/a	834432	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
850.9150000000	n/a	850915	PosStim	n/a	n/a	n/a	n/a
854.0150000000	n/a	854015	PosAlcP3000	n/a	n/a	n/a	n/a
857.0020000000	n/a	857002	PosAlcP3000	n/a	n/a	n/a	n/a
869.8990000000	n/a	869899	PosStim	n/a	n/a	n/a	n/a
872.9990000000	n/a	872999	PosNonAlcP3000	n/a	n/a	n/a	n/a
875.9860000000	n/a	875986	PosNonAlcP3000	n/a	n/a	n/a	n/a
889.8650000000	n/a	889865	NeuStim	n/a	n/a	n/a	n/a
892.8990000000	n/a	892899	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
908.9990000000	n/a	908999	NeuStim	n/a	n/a	n/a	n/a
912.0990000000	n/a	912099	NeuNonAlcP3000	n/a	n/a	n/a	n/a
915.0860000000	n/a	915086	NeuNonAlcP3000	n/a	n/a	n/a	n/a
927.1820000000	n/a	927182	PosStim	n/a	n/a	n/a	n/a
930.2820000000	n/a	930282	PosAlcP2000	n/a	n/a	n/a	n/a
934.2690000000	n/a	934269	PosAlcP2000	n/a	n/a	n/a	n/a
946.4320000000	n/a	946432	NegStim	n/a	n/a	n/a	n/a
949.5320000000	n/a	949532	NegAlcP1000	n/a	n/a	n/a	n/a
954.5190000000	n/a	954519	NegAlcP1000	n/a	n/a	n/a	n/a
966.1490000000	n/a	966149	PosStim	n/a	n/a	n/a	n/a
969.2490000000	n/a	969249	PosNonAlcP2000	n/a	n/a	n/a	n/a
973.2360000000	n/a	973236	PosNonAlcP2000	n/a	n/a	n/a	n/a
982.5650000000	n/a	982565	NeuStim	n/a	n/a	n/a	n/a
985.5990000000	n/a	985599	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
1001.4150000000	n/a	1001415	NegStim	n/a	n/a	n/a	n/a
1004.5150000000	n/a	1004515	NegAlcP2000	n/a	n/a	n/a	n/a
1008.5020000000	n/a	1008502	NegAlcP2000	n/a	n/a	n/a	n/a
1020.2320000000	n/a	1020232	PosStim	n/a	n/a	n/a	n/a
1023.3320000000	n/a	1023332	PosAlcP3000	n/a	n/a	n/a	n/a
1026.3190000000	n/a	1026319	PosAlcP3000	n/a	n/a	n/a	n/a
1039.1320000000	n/a	1039132	NeuStim	n/a	n/a	n/a	n/a
1042.1650000000	n/a	1042165	NeuAlcStimWithoutStartle	n/a	n/a	n/a	n/a
1058.5150000000	n/a	1058515	NegStim	n/a	n/a	n/a	n/a
1061.6150000000	n/a	1061615	NegNonAlcP3000	n/a	n/a	n/a	n/a
1064.6020000000	n/a	1064602	NegNonAlcP3000	n/a	n/a	n/a	n/a
