onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	463	7	n/a	1168.0	7.0	n/a	pickle/pickle_07s.jpg
7.5	0.5	exp	245	7	n/a	591.0	7.0	n/a	fire/fire_07s.jpg
12.0	0.5	catch	721	22	n/a	n/a	n/a	0.865	catch022.jpg
16.5	0.5	exp	334	7	n/a	843.0	7.0	n/a	jeans/jeans_07s.jpg
21.0	0.5	exp	351	7	n/a	888.0	7.0	n/a	ladle/ladle_07s.jpg
25.5	0.5	catch	721	77	n/a	n/a	n/a	0.937	catch077.jpg
30.0	0.5	exp	158	7	n/a	381.0	7.0	n/a	coffee_pot/coffee_pot_07s.jpg
34.5	0.5	test	413	13	69.0	1030.0	14.0	n/a	mousetrap/mousetrap_14s.jpg
39.0	0.5	catch	721	2	n/a	n/a	n/a	0.845	catch002.jpg
43.5	0.5	exp	406	7	n/a	1019.0	7.0	n/a	moose/moose_07s.jpg
48.0	0.5	exp	255	7	n/a	627.0	7.0	n/a	fondue/fondue_07s.jpg
52.5	0.5	exp	614	7	n/a	1584.0	7.0	n/a	sundial/sundial_07s.jpg
57.0	0.5	test	214	13	35.0	515.0	13.0	n/a	dragonfly/dragonfly_13s.jpg
61.5	0.5	exp	287	7	n/a	710.0	7.0	n/a	gravel/gravel_07n.jpg
66.0	0.5	exp	397	7	n/a	999.0	7.0	n/a	microphone/microphone_07s.jpg
70.5	0.5	exp	522	7	n/a	1308.0	7.0	n/a	rhubarb/rhubarb_07n.jpg
75.0	0.5	exp	233	7	n/a	559.0	7.0	n/a	envelope/envelope_07s.jpg
79.5	0.5	exp	396	7	n/a	995.0	7.0	n/a	melon/melon_07s.jpg
84.0	0.5	test	630	13	89.0	1619.0	16.0	n/a	tamale/tamale_16s.jpg
88.5	0.5	exp	460	7	n/a	1159.0	7.0	n/a	petal/petal_07s.jpg
93.0	0.5	exp	294	7	n/a	722.0	7.0	n/a	guillotine/guillotine_07s.jpg
97.5	0.5	exp	305	7	n/a	752.0	7.0	n/a	hanger/hanger_07s.jpg
102.0	0.5	catch	721	83	n/a	n/a	n/a	0.942	catch083.jpg
106.5	0.5	exp	647	7	n/a	1667.0	7.0	n/a	toaster/toaster_07s.jpg
111.0	0.5	exp	11	7	n/a	25.0	7.0	n/a	ant/ant_07s.jpg
115.5	0.5	exp	718	7	n/a	1848.0	7.0	n/a	yo-yo/yo-yo_07s.jpg
120.0	0.5	catch	721	97	n/a	n/a	n/a	1.237	catch097.jpg
124.5	0.5	exp	359	7	n/a	913.0	7.0	n/a	leggings/leggings_07s.jpg
129.0	0.5	exp	159	7	n/a	384.0	7.0	n/a	coffin/coffin_07s.jpg
133.5	0.5	exp	284	7	n/a	704.0	7.0	n/a	grapefruit/grapefruit_07s.jpg
138.0	0.5	catch	721	51	n/a	n/a	n/a	0.937	catch051.jpg
142.5	0.5	exp	459	7	n/a	1151.0	7.0	n/a	pepper1/pepper1_07s.jpg
147.0	0.5	exp	200	7	n/a	486.0	7.0	n/a	diaper/diaper_07s.jpg
151.5	0.5	exp	358	7	n/a	911.0	7.0	n/a	leek/leek_07s.jpg
156.0	0.5	exp	16	7	n/a	31.0	7.0	n/a	apple/apple_07s.jpg
160.5	0.5	exp	431	7	n/a	1077.0	7.0	n/a	omelet/omelet_07s.jpg
165.0	0.5	exp	470	7	n/a	1185.0	7.0	n/a	ping-pong_table/ping-pong_table_07s.jpg
169.5	0.5	exp	513	7	n/a	1286.0	7.0	n/a	rat/rat_07s.jpg
174.0	0.5	test	262	13	43.0	648.0	14.0	n/a	fudge/fudge_14s.jpg
178.5	0.5	exp	79	7	n/a	187.0	7.0	n/a	brace/brace_07s.jpg
183.0	0.5	exp	642	7	n/a	1656.0	7.0	n/a	tiara/tiara_07s.jpg
187.5	0.5	test	7	13	2.0	17.0	13.0	n/a	altar/altar_13s.jpg
192.0	0.5	exp	302	7	n/a	744.0	7.0	n/a	hamster/hamster_07s.jpg
196.5	0.5	exp	641	7	n/a	1655.0	7.0	n/a	thumbtack/thumbtack_07s.jpg
