onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	380	7	n/a	961.0	7.0	n/a	mailbox/mailbox_07s.jpg
7.5	0.5	exp	386	7	n/a	971.0	7.0	n/a	map/map_07s.jpg
12.0	0.5	exp	135	7	n/a	316.0	7.0	n/a	cheetah/cheetah_07s.jpg
16.5	0.5	catch	721	59	n/a	n/a	n/a	0.811	catch059.jpg
21.0	0.5	exp	217	7	n/a	519.0	7.0	n/a	dress/dress_07s.jpg
25.5	0.5	exp	603	7	n/a	1551.0	7.0	n/a	stethoscope/stethoscope_07s.jpg
30.0	0.5	test	316	13	50.0	782.0	16.0	n/a	hippopotamus/hippopotamus_16s.jpg
34.5	0.5	exp	704	7	n/a	1809.0	7.0	n/a	wheelchair/wheelchair_07n.jpg
39.0	0.5	exp	424	7	n/a	1062.0	7.0	n/a	noodle/noodle_07s.jpg
43.5	0.5	exp	345	7	n/a	874.0	7.0	n/a	kimono/kimono_07s.jpg
48.0	0.5	exp	104	7	n/a	238.0	7.0	n/a	cake/cake_07s.jpg
52.5	0.5	exp	716	7	n/a	1839.0	7.0	n/a	wrapping_paper/wrapping_paper_07s.jpg
57.0	0.5	exp	551	7	n/a	1407.0	7.0	n/a	sewing_kit/sewing_kit_07s.jpg
61.5	0.5	test	388	13	65.0	978.0	13.0	n/a	marshmallow/marshmallow_13s.jpg
66.0	0.5	exp	530	7	n/a	1324.0	7.0	n/a	roll/roll_07s.jpg
70.5	0.5	catch	721	9	n/a	n/a	n/a	0.991	catch009.jpg
75.0	0.5	exp	626	7	n/a	1614.0	7.0	n/a	taco/taco_07s.jpg
79.5	0.5	exp	62	7	n/a	140.0	7.0	n/a	blimp/blimp_07s.jpg
84.0	0.5	exp	116	7	n/a	263.0	7.0	n/a	canoe/canoe_07s.jpg
88.5	0.5	exp	346	7	n/a	875.0	7.0	n/a	kite/kite_07s.jpg
93.0	0.5	exp	454	7	n/a	1136.0	7.0	n/a	pecan/pecan_07s.jpg
97.5	0.5	exp	391	7	n/a	982.0	7.0	n/a	mast/mast_07s.jpg
102.0	0.5	exp	291	7	n/a	719.0	7.0	n/a	groundhog/groundhog_07s.jpg
106.5	0.5	exp	438	7	n/a	1097.0	7.0	n/a	paint/paint_07s.jpg
111.0	0.5	exp	439	7	n/a	1098.0	7.0	n/a	paintbrush/paintbrush_07s.jpg
115.5	0.5	catch	721	1	n/a	n/a	n/a	0.883	catch001.jpg
120.0	0.5	exp	61	7	n/a	139.0	7.0	n/a	blender/blender_07s.jpg
124.5	0.5	exp	128	7	n/a	294.0	7.0	n/a	cellphone/cellphone_07s.jpg
129.0	0.5	exp	257	7	n/a	632.0	7.0	n/a	footbath/footbath_07s.jpg
133.5	0.5	exp	659	7	n/a	1694.0	7.0	n/a	towel_rack/towel_rack_07s.jpg
138.0	0.5	exp	434	7	n/a	1091.0	7.0	n/a	overalls/overalls_07s.jpg
142.5	0.5	catch	721	16	n/a	n/a	n/a	0.971	catch016.jpg
147.0	0.5	exp	489	7	n/a	1229.0	7.0	n/a	possum/possum_07s.jpg
151.5	0.5	exp	184	7	n/a	443.0	7.0	n/a	croissant/croissant_07s.jpg
156.0	0.5	exp	621	7	n/a	1606.0	7.0	n/a	syrup/syrup_07s.jpg
160.5	0.5	exp	90	7	n/a	210.0	7.0	n/a	bucket/bucket_07s.jpg
165.0	0.5	test	591	13	84.0	1520.0	13.0	n/a	spoon/spoon_13n.jpg
169.5	0.5	exp	212	7	n/a	512.0	7.0	n/a	doormat/doormat_07s.jpg
174.0	0.5	test	677	13	93.0	1744.0	13.0	n/a	umbrella/umbrella_13s.jpg
178.5	0.5	exp	252	7	n/a	618.0	7.0	n/a	floss/floss_07s.jpg
183.0	0.5	test	216	13	37.0	517.0	13.0	n/a	drawer/drawer_13s.jpg
187.5	0.5	exp	472	7	n/a	1189.0	7.0	n/a	pistachio/pistachio_07n.jpg
192.0	0.5	exp	610	7	n/a	1578.0	7.0	n/a	submarine/submarine_07s.jpg
196.5	0.5	exp	360	7	n/a	914.0	7.0	n/a	lego/lego_07s.jpg
201.0	0.5	exp	188	7	n/a	453.0	7.0	n/a	crutch/crutch_07s.jpg
205.5	0.5	exp	433	7	n/a	1086.0	7.0	n/a	otter/otter_07n.jpg
210.0	0.5	exp	498	7	n/a	1243.0	7.0	n/a	projector/projector_07n.jpg
214.5	0.5	catch	721	56	n/a	n/a	n/a	0.929	catch056.jpg
219.0	0.5	exp	715	7	n/a	1837.0	7.0	n/a	worm/worm_07n.jpg
223.5	0.5	exp	176	7	n/a	427.0	7.0	n/a	cow/cow_07s.jpg
228.0	0.5	exp	28	7	n/a	61.0	7.0	n/a	balloon/balloon_07s.jpg
232.5	0.5	exp	72	7	n/a	170.0	7.0	n/a	boot/boot_07s.jpg
