onset	duration	trial_type	response_time	feedback_onset	correct/incorrect
0.709866582149	2.5	C	0.633402758913	1.7098219083000001	1.0
3.22643937336	2.5	B	0.850096592108	4.2264134142300005	1.0
5.72635787377	2.5	A	0.516729149687	6.7263461016	1.0
8.22628633524	2.5	B	0.35007395333400004	9.226263394610001	0.0
10.7261994023	2.5	C	0.516743638504	11.7261749525	1.0
13.226119412000001	2.5	A	0.53341030517	14.226091943599998	1.0
15.726075643699998	2.5	C	0.683420266232	16.7260071237	1.0
18.2259449425	2.5	B	0.8167931419589999	19.2259322648	1.0
20.725867970699998	2.5	BL	0.9665764134129999	21.725720064	1.0
23.2256162275	2.5	A	0.650062784871	24.225599625700003	1.0
25.725555857399996	2.5	C	0.6333774034849999	26.7255292946	1.0
28.2254662079	2.5	A	0.7668109511310001	29.2254272692	1.0
30.7254037248	2.5	BL	0.80012406049	31.725386821199997	1.0
33.2253143771	2.5	B	0.8667919345589999	34.2252863051	0.0
35.7252337831	2.5	BL	0.73348878626	36.7252283498	1.0
38.2251891092	2.5	A	0.7167898216069999	39.225163452	1.0
40.7250919134	2.5	B	0.416749675511	41.725067161700004	1.0
43.225027015600006	2.5	C	0.6000790847899999	44.225002565699995	1.0
45.7249388753	2.5	BL	0.800143378912	46.7249397809	1.0
48.22482356850001	2.5	A	0.633451658668	49.2248012316	1.0
50.7247909686	2.5	B	0.5001065531710001	51.7247628966	1.0
53.2247076579	2.5	C	0.550058558965	54.224683208100004	1.0
55.724629176899995	2.5	C	0.516743638505	56.7246008029	1.0
58.224547979099995	2.5	B	0.666767182831	59.224520510699996	1.0
60.7244571222	2.5	A	0.583387666395	61.7244447463	1.0
63.2243864892	2.5	BL	0.866796160464	64.2243762263	1.0
65.7243077062	2.5	B	0.666738808899	66.7242802379	1.0
68.2242262066	2.5	C	0.766784388301	69.2241854569	1.0
70.7241459145	2.5	A	0.616734582994	71.7241196535	1.0
73.2240671315	2.5	BL	0.633465241932	74.22407588520001	1.0
75.7239756709	2.5	A	0.633381327538	76.7239593709	1.0
78.22390473600001	2.5	B	0.8501140994290001	79.2238763621	1.0
80.7238244438	2.5	C	0.666743034802	81.7238002958	1.0
83.22374566090001	2.5	BL	0.70008783845	84.2237360017	1.0
85.7236644632	2.5	B	0.8500869328980001	86.72362884479998	1.0
88.223588095	2.5	BL	0.53346282713	89.223576021	1.0
90.7235050862	2.5	C	0.616741223701	91.7234785233	1.0
93.2234244921	2.5	A	0.616767182832	94.22339943860001	1.0
95.72334721850001	2.5	A	0.516742732952	96.7232802077	1.0
98.22324881520001	2.5	B	0.5167315644899999	99.2232376468	1.0
100.72316158	2.5	BL	0.566797971567	101.723153129	1.0
103.22308340100001	2.5	C	0.583424190287	104.22305925299999	1.0
105.72300884399999	2.5	BL	0.633399136708	106.723013976	1.0
108.222941833	2.5	C	0.616783784601	109.222917987	1.0
110.72286244700001	2.5	B	0.883454979021	111.72280449200001	1.0
113.222810529	2.5	A	0.43345346977	114.22275559200001	1.0
115.72270276799999	2.5	B	0.550119532736	116.722650246	1.0
118.222601648	2.5	C	0.633417851428	119.222554559	1.0
120.72252799700001	2.5	A	0.550176884301	121.72249388799999	1.0
123.22244166700001	2.5	C	0.6000984032109999	124.22243593200001	1.0
125.722382203	2.5	A	0.550130097497	126.722335718	1.0
128.222289233	2.5	B	0.5000018111	129.222276555	1.0
130.722222826	2.5	BL	0.600107156872	131.722214676	1.0
133.222142534	2.5	A	0.566768692082	134.222115065	1.0
135.722063449	2.5	B	0.483367744273	136.722034471	1.0
138.221982553	2.5	C	0.516780766096	139.221958103	1.0
140.721910109	2.5	BL	0.666797367865	141.721893205	1.0
143.221808084	2.5	C	0.5334438105579999	144.221784237	1.0
145.721744091	2.5	A	0.516734884844	146.721715114	1.0
148.221663799	2.5	B	0.40008089589199997	149.221646594	1.0
150.721537927	2.5	A	0.48341845513099996	151.721543663	1.0
153.22150502600002	2.5	B	0.750037731292	154.221476652	1.0
155.721423526	2.5	C	0.683399740408	156.721398774	1.0
158.221343234	2.5	C	0.5334033626129999	159.221316067	1.0
160.721262942	2.5	B	0.516736695947	161.721236681	1.0
163.221169368	2.5	A	0.600089347701	164.22115306799998	1.0
165.721103565	2.5	A	0.4667490718110001	166.721079115	1.0
168.221025687	2.5	B	0.483466751184	169.220998219	1.0
170.720946301	2.5	C	0.48338132753799995	171.72092305799998	1.0
173.22084487900003	2.5	C	0.400096290259	174.220840955	1.0
175.720794168	2.5	A	0.533372272028	176.72075885200005	1.0
178.220690935	2.5	B	0.533387968246	179.220679163	1.0
180.72058347700002	2.5	BL	0.666854417579	181.720617888	1.0
183.220529747	2.5	A	0.550063690422	184.22052099400003	1.0
185.72046696200002	2.5	C	0.516736997795	186.720431948	1.0
188.22038757599998	2.5	B	0.8834033626119999	189.220361617	1.0
190.72030215200002	2.5	C	0.53339098675	191.720268949	1.0
193.220214616	2.5	B	0.40009749766099995	194.22020284299998	1.0
195.72015183099998	2.5	BL	0.666811856681	196.72012828599998	0.0
198.220071539	2.5	BL	0.8667671828319999	199.220061577	1.0
200.719991548	2.5	BL	0.7667454496080001	201.71997223	1.0
203.21991004900002	2.5	A	0.600074557035	204.219884995	1.0
205.71983066200002	2.5	B	0.516747260708	206.719805307	1.0
208.219750672	2.5	A	0.633410908871	209.21972561799998	1.0
210.71968939599998	2.5	C	0.6333297111289999	211.719646533	1.0
213.219592804	2.5	C	0.51675661807	214.21956865599998	1.0
215.71951402099998	2.5	BL	0.833423586586	216.719504965	0.0
218.219433729	2.5	A	0.633409097771	219.219389055	1.0
220.719339551	2.5	BL	n/a	221.719347098	n/a
223.219276163	2.5	B	0.66680310302	224.21924899599998	1.0
225.71919556900002	2.5	A	0.60013281415	226.719168402	1.0
228.21911618200002	2.5	BL	0.733431434695	229.21909414700002	0.0
230.719038909	2.5	BL	0.7667629569259999	231.718990612	0.0
233.21895771099997	2.5	B	n/a	234.218931148	n/a
235.71886262799998	2.5	C	0.633381327538	236.71885327099997	1.0
238.218801654	2.5	BL	0.700079084791	239.218792599	1.0
240.718706873	2.5	C	0.600143378912	241.718690875	1.0
243.21864046599998	2.5	B	0.733402457061	244.218615111	1.0
