onset	duration	trial_type	response_time	feedback_onset	correct/incorrect
0.701152766458	2.5	B	0.816693531346	1.70114129615	1.0
3.21773008542	2.5	BL	0.60010474207	4.21756104923	1.0
5.71750973467	2.5	A	0.6334806363009999	6.7174831718400005	1.0
8.217429744330001	2.5	BL	0.7334145310760001	9.217420085119999	1.0
10.717347641	2.5	C	0.600068821879	11.717314135699999	1.0
13.2172709711	2.5	BL	0.566818497389	14.2172625192	1.0
15.717189169600001	2.5	A	0.450083310694	16.7171632105	1.0
18.2171106885	2.5	B	0.466803404872	19.217084125699998	1.0
20.717031	2.5	BL	0.533444112411	21.7170234538	1.0
23.216950406	2.5	C	0.533425095837	24.216925352399997	1.0
25.716871924899998	2.5	B	0.36675178846199996	26.7168326844	1.0
28.2167925383	2.5	A	0.383414832926	29.2167620514	1.0
30.7167101331	2.5	C	0.500100516165	31.7166621389	1.0
33.2166168614	2.5	A	0.5833629146670001	34.216604183600005	1.0
35.7165567931	2.5	C	0.516708020163	36.7165190618	1.0
38.2166310483	2.5	BL	0.699936007728	39.2164574844	1.0
40.7163802107	2.5	B	0.466706812762	41.716367533	1.0
43.2163153129	2.5	BL	0.7001053457699999	44.2163041444	1.0
45.7162368318	2.5	C	0.500075764437	46.7162069486	1.0
48.216143861899994	2.5	B	0.583378309035	49.2161188083	1.0
50.716072927	2.5	A	0.5834365661500001	51.716050892	1.0
53.2159962571	2.5	BL	0.5001406622600001	54.21598689970001	1.0
55.71589936310001	2.5	C	0.500081801443	56.715881553900005	1.0
58.2158332579	2.5	B	0.383418455131	59.2158175617	1.0
60.7157390806	2.5	A	0.46675993842299995	61.715727006499996	1.0
63.215675088299996	2.5	A	0.43342811434199996	64.2156609013	1.0
65.7155963054	2.5	B	0.583953635787	66.7155721573	1.0
68.2155160132	2.5	C	0.600094177307	69.2155075614	1.0
70.7154176099	2.5	C	0.45008300884400004	71.71539889520001	1.0
73.2319973437	2.5	A	0.4834712789399999	74.2320151529	1.0
75.7319436144	2.5	B	0.750081499593	76.73191342930001	1.0
78.2318642277	2.5	BL	0.566729149687	79.23187388689999	1.0
80.7317564671	2.5	A	0.616833589906	81.7317619004	1.0
83.231704247	2.5	C	0.550091460655	84.231680099	1.0
85.7316070512	2.5	B	0.6168052159740001	86.7315922606	1.0
88.23171964139999	2.5	A	0.6500479942040001	89.2317027378	0.0
90.7316299918	2.5	B	0.650096290259	91.73161127709999	0.0
93.2315457756	2.5	C	0.55007033113	94.2315303812	1.0
95.73146638899999	2.5	A	0.600057955266	96.731464276	1.0
98.23140179299999	2.5	C	0.500057351564	99.2313631561	1.0
100.73128678799999	2.5	B	0.616832684356	101.73130942700001	1.0
103.231246038	2.5	BL	0.633289866884	104.23106523	1.0
105.731003049	2.5	A	0.5334036644619999	106.73095535600001	1.0
108.23092456799999	2.5	C	0.66669534245	109.230883516	1.0
110.730832201	2.5	B	0.633397929305	111.730793866	1.0
113.23076851100001	2.5	A	0.616715868271	114.230740439	1.0
115.730684597	2.5	B	0.683405173715	116.73061336	1.0
118.230603399	2.5	BL	0.5334646382329999	119.23058740100001	1.0
120.730513447	2.5	BL	0.600094781008	121.730513447	1.0
123.23043255200001	2.5	C	0.450088744001	124.23042259	0.0
125.730368861	2.5	B	0.650092969905	126.730342902	1.0
128.230283136	2.5	BL	0.900076971837	129.23026593	1.0
130.730174168	2.5	C	0.6000787829399999	131.730183525	1.0
133.230114703	2.5	BL	0.633447432763	134.230122551	1.0
135.730049202	2.5	BL	0.666803103022	136.73003954200001	1.0
138.229939932	2.5	A	0.600106553171	139.229902804	1.0
140.729889825	2.5	A	0.46677171058600003	141.72986507299998	1.0
143.229786894	2.5	C	0.5500947810069999	144.22978719600002	1.0
145.72989012600002	2.5	B	0.666733375592	146.729857527	1.0
148.229777838	2.5	BL	0.666596335537	149.229602463	1.0
150.729571071	2.5	C	0.650099308763	151.729534245	1.0
153.229480516	2.5	A	0.5167554106669999	154.229451538	1.0
155.72941380700001	2.5	B	0.916718886776	156.729372755	1.0
158.229311178	2.5	C	0.333339672192	159.229264693	1.0
160.729252619	2.5	B	0.7001086661239999	161.729214887	1.0
163.229162063	2.5	BL	0.600134021553	164.229157536	0.0
165.729082979	2.5	A	0.5667901234570001	166.729117691	1.0
168.228973105	2.5	A	0.483478523349	169.228979746	1.0
170.728936581	2.5	C	0.40005252196	171.728911528	1.0
173.22885628900002	2.5	B	0.483432340247	174.22881735	1.0
175.72876362099998	2.5	BL	0.566779558694	176.728793806	1.0
178.22865586	2.5	A	0.583475202995	179.228632316	1.0
180.728573455	2.5	B	0.750169639894	181.728593981	0.0
183.22853844099998	2.5	C	0.633453167919	184.22851882	1.0
185.72845935599997	2.5	BL	0.701153068308	186.728437019	1.0
188.228350992	2.5	BL	0.8334803344499999	189.228356727	0.0
190.72830028099997	2.5	B	0.8501252678929999	191.72827341599998	0.0
193.22822451599998	2.5	A	0.566706209062	194.22818014400002	1.0
195.72814180900002	2.5	BL	0.9334000422600001	196.728130943	1.0
198.22803887799998	2.5	C	0.633475806695	199.22802106900002	1.0
200.72798424299998	2.5	BL	0.6668175918370001	201.72797850799998	1.0
203.227903046	2.5	C	0.533431736545	204.227885236	1.0
205.72781581099997	2.5	A	0.5500072444080001	206.72778743700002	1.0
208.227733406	2.5	B	0.6000881403	209.227708352	1.0
210.727666395	2.5	A	0.633410908871	211.72763953	1.0
213.22758580099998	2.5	C	0.483430830995	214.22754656	1.0
215.72752362	2.5	B	0.4167098312650001	216.727434272	1.0
218.227416463	2.5	BL	0.700107458721	219.22740438900001	1.0
220.72733375599998	2.5	BL	0.5667901234570001	221.72734251	0.0
223.22726734900002	2.5	C	0.5666883998910001	224.22724259700001	1.0
225.72718766	2.5	B	0.533413625524	226.727121555	1.0
228.22710917900002	2.5	A	0.483424793987	229.22706299599997	1.0
230.727030698	2.5	A	0.46677140873499995	231.726991156	1.0
233.22695161299998	2.5	B	0.65006972743	234.226923239	1.0
235.726861058	2.5	C	0.550050710857	236.726834495	1.0
238.22679585900002	2.5	B	0.6166977572519999	239.22676476799998	1.0
240.72671647200002	2.5	A	0.38341271997299997	241.726690513	1.0
243.226634972	2.5	BL	0.600141567809	244.22662410599997	1.0
245.72652962700002	2.5	C	0.583434755048	246.72649068799998	1.0
248.226479821	2.5	BL	0.7334610160289999	249.22646503099998	1.0
250.726405868	2.5	A	0.583399438558	251.726370853	1.0
253.226315011	2.5	C	0.466750279213	254.22629327799999	1.0
255.726210269	2.5	BL	0.833426303239	256.72620483599997	1.0
