onset	duration	trial_type	value
0.001000	0	New Segment	boundary
0.001000	0	Comment	ControlBox is not connected via USB
223.871000	0	water	S  1
232.033000	0	water	S  1
243.501000	0	water	S  1
257.976000	0	water	S  1
265.023000	0	water	S  1
271.493000	0	water	S  1
279.532000	0	water	S  1
287.988000	0	water	S  1
300.525000	0	water	S  1
307.021000	0	water	S  1
316.520000	0	attention-getter	S  5
330.942000	0	object	S  3
345.130000	0	object	S  3
360.908000	0	object	S  3
376.488000	0	object	S  3
392.269000	0	object	S  3
407.131000	0	object	S  3
422.407000	0	attention-getter	S  5
432.258000	0	speech	S  2
442.440000	0	speech	S  2
454.924000	0	speech	S  2
463.869000	0	speech	S  2
472.906000	0	speech	S  2
480.885000	0	speech	S  2
489.897000	0	speech	S  2
500.384000	0	speech	S  2
507.440000	0	speech	S  2
518.391000	0	speech	S  2
525.914000	0	attention-getter	S  5
544.541000	0	face	S  4
560.294000	0	face	S  4
575.441000	0	face	S  4
589.906000	0	face	S  4
606.062000	0	face	S  4
620.900000	0	face	S  4
635.566000	0	attention-getter	S  5
646.314000	0	water	S  1
655.459000	0	water	S  1
661.942000	0	water	S  1
671.980000	0	water	S  1
680.904000	0	water	S  1
692.483000	0	water	S  1
701.424000	0	water	S  1
711.928000	0	water	S  1
723.930000	0	water	S  1
731.937000	0	water	S  1
739.983000	0	attention-getter	S  5
761.188000	0	object	S  3
776.907000	0	object	S  3
791.150000	0	object	S  3
805.566000	0	object	S  3
821.713000	0	object	S  3
837.488000	0	object	S  3
852.023000	0	attention-getter	S  5
861.887000	0	speech	S  2
870.535000	0	speech	S  2
877.065000	0	speech	S  2
886.970000	0	speech	S  2
900.475000	0	speech	S  2
908.568000	0	speech	S  2
917.570000	0	speech	S  2
927.494000	0	speech	S  2
935.003000	0	speech	S  2
946.511000	0	speech	S  2
955.046000	0	attention-getter	S  5
980.617000	0	face	S  4
995.959000	0	face	S  4
1010.800000	0	face	S  4
1025.312000	0	face	S  4
1039.566000	0	face	S  4
1055.024000	0	face	S  4
1071.181000	0	attention-getter	S  5
1083.238000	0	water	S  1
1091.436000	0	water	S  1
1100.436000	0	water	S  1
1106.879000	0	water	S  1
1124.389000	0	water	S  1
1130.895000	0	water	S  1
1138.320000	0	water	S  1
1152.934000	0	water	S  1
1164.332000	0	water	S  1
1170.933000	0	water	S  1
1176.952000	0	attention-getter	S  5
1186.878000	0	object	S  3
1202.312000	0	object	S  3
1218.314000	0	object	S  3
1233.517000	0	object	S  3
1247.163000	0	object	S  3
1262.133000	0	object	S  3
1277.899000	0	attention-getter	S  5
1290.758000	0	speech	S  2
1299.347000	0	speech	S  2
1308.352000	0	speech	S  2
1316.447000	0	speech	S  2
1323.367000	0	speech	S  2
1333.372000	0	speech	S  2
1341.952000	0	speech	S  2
1351.390000	0	speech	S  2
1362.393000	0	speech	S  2
1370.404000	0	speech	S  2
1384.928000	0	attention-getter	S  5
1492.600000	0	face	S  4
1508.061000	0	face	S  4
1522.596000	0	face	S  4
1538.979000	0	face	S  4
1554.508000	0	face	S  4
1568.428000	0	face	S  4
1583.442000	0	attention-getter	S  5
1593.314000	0	water	S  1
1604.405000	0	water	S  1
1613.020000	0	water	S  1
1622.917000	0	water	S  1
1629.523000	0	water	S  1
1640.933000	0	water	S  1
1652.939000	0	water	S  1
1663.945000	0	water	S  1
1668.955000	0	water	S  1
1677.960000	0	water	S  1
1686.972000	0	attention-getter	S  5
1706.051000	0	object	S  3
1721.257000	0	object	S  3
1735.902000	0	object	S  3
1751.753000	0	object	S  3
1766.367000	0	object	S  3
1781.490000	0	object	S  3
1797.109000	0	attention-getter	S  5
1810.906000	0	speech	S  2
1822.062000	0	speech	S  2
1831.067000	0	speech	S  2
1841.075000	0	speech	S  2
1848.584000	0	speech	S  2
1857.089000	0	speech	S  2
1871.015000	0	speech	S  2
1880.635000	0	speech	S  2
1888.138000	0	speech	S  2
1896.535000	0	speech	S  2
1905.540000	0	attention-getter	S  5
1923.253000	0	face	S  4
1939.400000	0	face	S  4
1954.616000	0	face	S  4
1968.495000	0	face	S  4
1983.425000	0	face	S  4
1999.290000	0	face	S  4
2013.968000	0	attention-getter	S  5
2024.479000	0	water	S  1
2033.636000	0	water	S  1
2055.649000	0	water	S  1
2073.161000	0	water	S  1
2081.164000	0	water	S  1
2085.086000	0	water	S  1
2091.096000	0	water	S  1
2098.098000	0	water	S  1
2102.605000	0	water	S  1
2109.121000	0	water	S  1
2118.105000	0	attention-getter	S  5
2130.024000	0	object	S  3
2144.401000	0	object	S  3
2158.645000	0	object	S  3
2173.615000	0	object	S  3
2188.780000	0	object	S  3
2205.264000	0	object	S  3
2220.618000	0	attention-getter	S  5
2230.334000	0	speech	S  2
2240.455000	0	speech	S  2
2251.455000	0	speech	S  2
2257.962000	0	speech	S  2
2268.477000	0	speech	S  2
2276.476000	0	speech	S  2
2284.985000	0	speech	S  2
2293.989000	0	speech	S  2
2301.997000	0	speech	S  2
2310.506000	0	speech	S  2
2323.998000	0	attention-getter	S  5
2333.858000	0	face	S  4
2348.757000	0	face	S  4
2364.386000	0	face	S  4
2379.622000	0	face	S  4
2393.679000	0	face	S  4
2409.348000	0	face	S  4
2424.526000	0	attention-getter	S  5
2444.088000	0	water	S  1
2452.770000	0	water	S  1
2464.782000	0	water	S  1
2476.789000	0	water	S  1
2481.710000	0	water	S  1
2493.725000	0	water	S  1
2501.846000	0	water	S  1
2513.236000	0	water	S  1
2518.750000	0	water	S  1
2527.251000	0	water	S  1
2538.732000	0	attention-getter	S  5
2558.005000	0	object	S  3
2573.191000	0	object	S  3
2588.550000	0	object	S  3
2602.007000	0	object	S  3
2617.136000	0	object	S  3
2632.608000	0	object	S  3
2648.385000	0	attention-getter	S  5
2665.786000	0	speech	S  2
2674.920000	0	speech	S  2
2686.949000	0	speech	S  2
2697.953000	0	speech	S  2
2706.959000	0	speech	S  2
2717.464000	0	speech	S  2
2725.476000	0	speech	S  2
2734.978000	0	speech	S  2
2740.984000	0	speech	S  2
2751.490000	0	speech	S  2
2759.468000	0	attention-getter	S  5
2786.585000	0	face	S  4
2800.626000	0	face	S  4
2816.055000	0	face	S  4
2832.136000	0	face	S  4
2848.227000	0	face	S  4
2862.203000	0	face	S  4
2877.296000	0	attention-getter	S  5
2895.344000	0	water	S  1
2902.025000	0	water	S  1
2914.526000	0	water	S  1
2929.042000	0	water	S  1
2941.047000	0	water	S  1
2949.053000	0	water	S  1
2957.054000	0	water	S  1
2964.061000	0	water	S  1
2972.495000	0	water	S  1
2979.496000	0	water	S  1
2988.960000	0	attention-getter	S  5
3018.165000	0	object	S  3
3032.251000	0	object	S  3
3046.861000	0	object	S  3
3062.973000	0	object	S  3
3077.217000	0	object	S  3
3092.954000	0	object	S  3
3108.604000	0	attention-getter	S  5
3119.673000	0	speech	S  2
3128.849000	0	speech	S  2
3136.354000	0	speech	S  2
3144.364000	0	speech	S  2
3155.371000	0	speech	S  2
3165.375000	0	speech	S  2
3174.389000	0	speech	S  2
3186.895000	0	speech	S  2
3193.900000	0	speech	S  2
3204.825000	0	speech	S  2
3213.783000	0	attention-getter	S  5
3237.598000	0	face	S  4
3252.884000	0	face	S  4
3268.613000	0	face	S  4
3284.007000	0	face	S  4
3298.106000	0	face	S  4
3313.121000	0	face	S  4
3328.264000	0	attention-getter	S  5
3336.212000	0	experimenter-pause	S  6
