onset	duration	trial_type	trial_number	stroop_condition	stim_text(PL)	stim_text(eng)	stim_color(PL)	stim_color(eng)	response_type	response_color
176.8034	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
177.3201	0.65	INK	58	Neutral	xxxxxxxx	xxxxxxxx	żółty	yellow	hit	n/a
177.9426	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
177.9701	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.9868	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.5034	0.75	INK	59	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
180.2254	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
180.2534	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.2701	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.7868	0.5333	INK	60	Neutral	xxxxxxxx	xxxxxxxx	niebieski	blue	hit	n/a
182.3006	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
182.3201	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.3368	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.8535	0.4167	INK	61	Neutral	xxxxx	xxxxx	niebieski	blue	hit	n/a
184.2481	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
184.2701	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185.2868	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185.8035	0.7166	INK	62	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
186.4989	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
186.5201	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187.5368	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
188.0535	0.8667	INK	63	Incongruent	czerwony	red	zielony	green	hit	n/a
188.8934	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
188.9202	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
189.9368	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
190.4535	0.75	INK	64	Incongruent	zielony	green	niebieski	blue	hit	n/a
191.1762	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
191.2035	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
192.2202	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
192.7368	0.8834	INK	65	Neutral	xxxxxxxx	xxxxxxxx	zielony	green	hit	n/a
193.5867	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
193.6202	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
194.6369	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
195.1535	0.7334	INK	66	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
195.8694	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
195.8869	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196.9036	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
197.4202	1.1167	INK	67	Incongruent	żółty	yellow	zielony	green	hit	n/a
198.5034	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
198.5369	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199.5535	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
200.0702	1.2833	INK	68	Neutral	xxxxx	xxxxx	czerwony	red	hit	n/a
201.329	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
201.3536	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202.3702	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202.8869	0.85	INK	69	Incongruent	czerwony	red	niebieski	blue	hit	n/a
203.7075	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
203.7369	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
204.7536	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.2703	0.7167	INK	70	Neutral	xxxxxxxxx	xxxxxxxxx	zielony	green	hit	n/a
205.9584	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
205.9869	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.0036	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.5203	0.6833	INK	71	Neutral	xxxxxxx	xxxxxxx	niebieski	blue	hit	n/a
208.1773	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
208.2036	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209.2203	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209.7369	0.7334	INK	72	Neutral	xxxxxxx	xxxxxxx	żółty	yellow	hit	n/a
210.444	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
210.4703	1.0833	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220.6126	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
220.6704	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
221.6871	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
222.2037	0.9334	T_COLOR_NAME	1	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
223.1028	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
223.1371	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
223.6537	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
224.6704	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
225.1871	0.6666	T_COLOR_NAME	2	Neutral	zielony	green	Neutral	Neutral	hit	n/a
225.8326	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
225.8537	0.5168	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
226.3704	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
227.3871	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
227.9038	0.7167	T_COLOR_NAME	3	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
228.5943	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
228.6205	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
229.1371	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
230.1538	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
230.6705	1.1167	T_COLOR_NAME	4	Incongruent	żółty	yellow	zielony	green	hit	n/a
231.755	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
231.7871	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
232.3038	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
233.3205	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
233.8372	0.75	T_COLOR_NAME	5	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
234.5647	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
234.5871	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
235.1038	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
236.1205	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
236.6372	1.2333	T_COLOR_NAME	6	Incongruent	zielony	green	żółty	yellow	hit	n/a
237.8371	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
237.8705	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
238.3872	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
239.4039	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
239.9205	1.0167	T_COLOR_NAME	7	Incongruent	zielony	green	czerwony	red	hit	n/a
240.9021	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
240.9372	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
241.4539	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
242.4706	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
242.9872	0.7834	T_COLOR_NAME	8	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
243.7436	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
243.7706	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
244.2872	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
245.3039	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
245.8205	0.9	T_COLOR_NAME	9	Incongruent	żółty	yellow	niebieski	blue	hit	n/a
246.6968	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
246.7206	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
247.2372	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
248.2539	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
248.7706	0.6667	T_COLOR_NAME	10	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
249.4106	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
249.4373	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
249.9539	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
250.9706	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
251.4873	0.75	T_COLOR_NAME	11	Neutral	zielony	green	Neutral	Neutral	hit	n/a
252.2041	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
252.2373	0.5167	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
252.754	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
253.7706	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
254.2873	0.65	T_COLOR_NAME	12	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
254.902	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
254.9373	0.5166	FEEDBACK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
255.454	1.0334	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
257.4881	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
257.554	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
258.5706	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
259.0873	1.0999	COLOR_NAME	1	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
260.1699	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
260.1873	1.0168	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
261.204	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
261.7207	0.4834	COLOR_NAME	2	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
262.1814	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
262.204	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
263.2207	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
263.7374	0.5833	COLOR_NAME	3	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
264.2885	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
264.3207	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
265.3374	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
265.8541	0.5667	COLOR_NAME	4	Incongruent	niebieski	blue	czerwony	red	hit	n/a
266.3956	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
266.4207	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
267.4374	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
267.9541	0.6333	COLOR_NAME	5	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
268.5667	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
268.5874	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
269.6041	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
270.1208	0.7333	COLOR_NAME	6	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
270.8334	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
270.8541	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
271.8708	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
272.3874	0.9333	COLOR_NAME	7	Incongruent	czerwony	red	niebieski	blue	hit	n/a
273.2919	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
273.3207	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
274.3374	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
274.8541	0.8333	COLOR_NAME	8	Neutral	zielony	green	Neutral	Neutral	hit	n/a
275.6545	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
275.6875	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
276.7041	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
277.2208	0.55	COLOR_NAME	9	Incongruent	zielony	green	niebieski	blue	hit	n/a
277.7457	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
277.7708	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
278.7874	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
279.3042	1.4	COLOR_NAME	10	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
280.6829	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
280.7042	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
281.7208	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
282.2375	0.75	COLOR_NAME	11	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
282.9658	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
282.9875	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
284.0042	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
284.5209	0.7833	COLOR_NAME	12	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
285.2804	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
285.3042	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
286.3209	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
286.8375	0.8166	COLOR_NAME	13	Incongruent	żółty	yellow	zielony	green	hit	n/a
287.6271	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
287.6542	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
288.6709	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
289.1876	0.4667	COLOR_NAME	14	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
289.6225	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
289.6542	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
290.6709	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
291.1876	0.5833	COLOR_NAME	15	Incongruent	żółty	yellow	czerwony	red	hit	n/a
291.7457	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
291.7709	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
292.7875	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
293.3042	0.9333	COLOR_NAME	16	Incongruent	zielony	green	niebieski	blue	hit	n/a
294.204	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
294.2375	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
295.2542	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
295.7709	0.75	COLOR_NAME	17	Incongruent	niebieski	blue	czerwony	red	hit	n/a
296.4869	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
296.5209	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
297.5376	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
298.0543	0.85	COLOR_NAME	18	Incongruent	czerwony	red	żółty	yellow	hit	n/a
298.8813	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
298.9043	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
299.921	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
300.4376	0.6167	COLOR_NAME	19	Incongruent	czerwony	red	niebieski	blue	hit	n/a
301.0204	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
301.0543	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
302.071	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
302.5877	0.5333	COLOR_NAME	20	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
303.0957	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
303.121	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
304.1376	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
304.6543	0.9667	COLOR_NAME	21	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
305.586	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
305.621	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
306.6377	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
307.1543	0.8167	COLOR_NAME	22	Incongruent	zielony	green	żółty	yellow	hit	n/a
307.9486	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
307.971	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
308.9877	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
309.5043	1.1334	COLOR_NAME	23	Incongruent	żółty	yellow	zielony	green	incorrect	n/a
310.6144	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
310.6377	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
311.6544	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
312.171	1.1834	COLOR_NAME	24	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
313.3282	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
313.3544	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
314.3711	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
314.8877	1.0333	COLOR_NAME	25	Incongruent	niebieski	blue	zielony	green	hit	n/a
315.8982	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
315.9211	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
316.9377	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
317.4544	0.75	COLOR_NAME	26	Neutral	zielony	green	Neutral	Neutral	hit	n/a
318.1811	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
318.2044	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
319.2211	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
319.7378	0.6333	COLOR_NAME	27	Incongruent	zielony	green	żółty	yellow	hit	n/a
320.3521	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
320.3711	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
321.3878	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
321.9045	0.6333	COLOR_NAME	28	Neutral	żółty	yellow	Neutral	Neutral	hit	n/a
322.5072	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
322.5378	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
323.5545	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
324.0711	0.7666	COLOR_NAME	29	Incongruent	niebieski	blue	zielony	green	hit	n/a
324.8059	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
324.8378	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
325.8544	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
326.3712	1.1	COLOR_NAME	30	Incongruent	zielony	green	czerwony	red	hit	n/a
327.4397	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
327.4712	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
328.4878	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
329.0045	0.4333	COLOR_NAME	31	Neutral	zielony	green	Neutral	Neutral	hit	n/a
329.4192	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
329.4378	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
330.4545	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
330.9712	0.5333	COLOR_NAME	32	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
331.4786	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
331.5045	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
332.5212	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
333.0378	0.6667	COLOR_NAME	33	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
333.6815	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
333.7045	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
334.7212	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
335.2379	0.7833	COLOR_NAME	34	Neutral	niebieski	blue	Neutral	Neutral	hit	n/a
335.9961	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
336.0212	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
337.0379	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
337.5546	0.6167	COLOR_NAME	35	Incongruent	niebieski	blue	żółty	yellow	hit	n/a
338.1512	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
338.1712	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
339.1879	0.5166	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
339.7045	0.7667	COLOR_NAME	36	Neutral	czerwony	red	Neutral	Neutral	hit	n/a
340.45	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
340.4713	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
341.4879	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
342.0046	1.5333	COLOR_NAME	37	Neutral	zielony	green	Neutral	Neutral	hit	n/a
343.5148	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
343.5379	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
344.5546	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
345.0713	0.7	COLOR_NAME	38	Incongruent	zielony	green	czerwony	red	hit	n/a
345.7498	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	green
345.7713	1.0166	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
346.7879	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
347.3046	0.95	COLOR_NAME	39	Incongruent	czerwony	red	zielony	green	hit	n/a
348.224	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	red
348.2546	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
349.2713	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
349.788	0.7166	COLOR_NAME	40	Incongruent	żółty	yellow	czerwony	red	hit	n/a
350.4748	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	yellow
350.5046	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
351.5213	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
352.038	0.6833	COLOR_NAME	41	Incongruent	niebieski	blue	zielony	green	hit	n/a
352.6937	n/a	RESPONSE	n/a	n/a	n/a	n/a	n/a	n/a	n/a	blue
352.7213	1.0167	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
353.738	0.5167	FIXCROSS	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
354.2547	0.8833	COLOR_NAME	42	Neutral	zielony	green	Neutral	Neutral	hit	n/a
