onset	duration	trial_type	value
109.0	0.0	B	1.0
134.0	0.0	A	1.0
159.0	0.0	B	1.0
184.2	0.0	A	1.0
209.2	0.0	B	1.0
234.4	0.0	A	1.0
259.4	0.0	B	1.0
284.4	0.0	A	1.0
309.6	0.0	B	1.0
334.6	0.0	A	1.0
359.6	0.0	B	1.0
384.8	0.0	A	1.0
409.8	0.0	B	1.0
435.0	0.0	A	1.0
460.0	0.0	B	1.0
485.2	0.0	A	1.0
510.2	0.0	B	1.0
71.8	0.0	Z	1.0
83.8	0.0	A	1.0
