onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
26.5380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
27.5380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
28.5380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
29.5380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
30.5380000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
31.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
32.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
33.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
34.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
35.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
36.5400000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
37.5420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
38.5420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
39.5420000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
40.5440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
41.5440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
42.5440000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
43.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
44.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
45.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
46.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
47.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
48.5460000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
49.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
50.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
51.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
52.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
53.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
54.5480000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
55.5500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
56.5500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
57.5500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
58.5520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
59.5520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
