onset	duration	sample	value
25.4287109375	n/a	26039	2131001
25.4287109375	n/a	26039	1111001
25.4287109375	n/a	26039	1234001
25.4287109375	n/a	26039	2422111
25.4287109375	n/a	26039	3110001
25.4287109375	n/a	26039	3210001
25.4287109375	n/a	26039	2812001
25.4472656250	n/a	26058	1520001
25.4472656250	n/a	26058	2724411
27.5937500000	n/a	28256	2812002
27.6123046875	n/a	28275	2562001
27.6123046875	n/a	28275	2744421
28.3701171875	n/a	29051	2744422
29.7949218750	n/a	30510	2562001
29.7949218750	n/a	30510	2744421
30.1113281250	n/a	30834	2310001
30.5527343750	n/a	31286	2744422
30.7607421875	n/a	31499	2310002
30.7607421875	n/a	31499	4111101
31.9785156250	n/a	32746	2562001
31.9785156250	n/a	32746	2744421
32.7363281250	n/a	33522	2744422
34.1523437500	n/a	34972	1310001
34.1621093750	n/a	34982	2562001
34.1621093750	n/a	34982	2744421
34.9199218750	n/a	35758	2744422
35.9570312500	n/a	36820	2310001
36.3447265625	n/a	37217	2562001
36.3447265625	n/a	37217	2744421
36.5527343750	n/a	37430	2310002
36.5527343750	n/a	37430	4111101
36.8320312500	n/a	37716	1520002
36.8320312500	n/a	37716	2724412
36.8320312500	n/a	37716	2744422
42.3798828125	n/a	43397	2310001
42.8857421875	n/a	43915	2310002
42.8857421875	n/a	43915	4111101
44.2480468750	n/a	45310	2552001
44.2480468750	n/a	45310	2734221
45.0058593750	n/a	46086	2734222
47.3603515625	n/a	48497	1310002
48.2441406250	n/a	49402	2310001
49.3984375000	n/a	50584	2310002
49.3984375000	n/a	50584	4111101
54.8115234375	n/a	56127	2310001
55.3886718750	n/a	56718	2310002
55.3886718750	n/a	56718	4111101
55.9755859375	n/a	57319	2572001
55.9755859375	n/a	57319	3110002
55.9755859375	n/a	57319	3210002
55.9755859375	n/a	57319	3110001
55.9755859375	n/a	57319	3221001
55.9755859375	n/a	57319	2812001
56.0566406250	n/a	57402	1320001
58.1406250000	n/a	59536	2812002
60.5312500000	n/a	61984	2310001
61.0722656250	n/a	62538	2310002
61.0722656250	n/a	62538	4111101
66.2324218750	n/a	67822	2320001
67.1171875000	n/a	68728	4111201
67.1171875000	n/a	68728	2783031
67.1259765625	n/a	68737	2542001
67.3691406250	n/a	68986	2320002
67.3691406250	n/a	68986	4122101
69.1552734375	n/a	70815	1320002
70.3642578125	n/a	72053	2783032
72.1142578125	n/a	73845	2320001
72.4843750000	n/a	74224	2572001
72.4843750000	n/a	74224	3110002
72.4843750000	n/a	74224	3221002
72.4843750000	n/a	74224	3120001
72.4843750000	n/a	74224	3222001
72.4843750000	n/a	74224	2822001
72.4843750000	n/a	74224	2921001
72.6015625000	n/a	74344	4111201
72.6015625000	n/a	74344	2783031
72.6113281250	n/a	74354	2542001
73.0351562500	n/a	74788	2320002
73.0351562500	n/a	74788	4122101
74.6494140625	n/a	76441	2822002
75.8496093750	n/a	77670	2783032
77.1396484375	n/a	78991	1234002
77.1396484375	n/a	78991	2422112
77.1396484375	n/a	78991	1211001
77.1396484375	n/a	78991	2412211
77.1396484375	n/a	78991	4222101
77.8886718750	n/a	79758	1340001
78.8085937500	n/a	80700	2310001
79.3320312500	n/a	81236	2310002
79.3320312500	n/a	81236	4111101
80.8837890625	n/a	82825	1420001
80.8837890625	n/a	82825	2714211
81.8935546875	n/a	83859	1420002
81.8935546875	n/a	83859	2714212
82.8769531250	n/a	84866	1510001
82.8769531250	n/a	84866	2724311
84.2753906250	n/a	86298	2310001
84.8710937500	n/a	86908	2310002
84.8710937500	n/a	86908	4111101
85.0419921875	n/a	87083	2562001
85.0419921875	n/a	87083	2744321
85.7998046875	n/a	87859	2744322
87.2255859375	n/a	89319	2562001
87.2255859375	n/a	89319	2744321
87.9833984375	n/a	90095	2744322
88.6865234375	n/a	90815	1510002
88.6865234375	n/a	90815	2724312
88.7500000000	n/a	90880	1340002
90.2021484375	n/a	92367	2572001
90.2021484375	n/a	92367	3120002
90.2021484375	n/a	92367	3222002
90.2021484375	n/a	92367	3120001
90.2021484375	n/a	92367	3221001
90.2021484375	n/a	92367	2822001
90.9335937500	n/a	93116	2310001
91.5644531250	n/a	93762	2310002
91.5644531250	n/a	93762	4111101
92.3681640625	n/a	94585	2822002
95.8496093750	n/a	98150	1520001
95.8496093750	n/a	98150	2724411
96.4365234375	n/a	98751	2310001
97.0322265625	n/a	99361	2310002
97.0322265625	n/a	99361	4111101
97.4462890625	n/a	99785	1320001
98.0146484375	n/a	100367	2562001
98.0146484375	n/a	100367	2744421
98.7724609375	n/a	101143	2744422
99.4228515625	n/a	101809	1520002
99.4228515625	n/a	101809	2724412
103.1123046875	n/a	105587	2310001
103.1845703125	n/a	105661	1410001
103.1845703125	n/a	105661	2714111
103.5810546875	n/a	106067	2310002
103.5810546875	n/a	106067	4111101
105.9541015625	n/a	108497	1211002
105.9541015625	n/a	108497	2412212
105.9541015625	n/a	108497	1234001
105.9541015625	n/a	108497	2422111
105.9541015625	n/a	108497	4211301
106.2880859375	n/a	108839	1410002
106.2880859375	n/a	108839	2714112
106.9824218750	n/a	109550	2572001
106.9824218750	n/a	109550	3120002
106.9824218750	n/a	109550	3221002
106.9824218750	n/a	109550	3120001
106.9824218750	n/a	109550	3210001
106.9824218750	n/a	109550	2822001
107.8935546875	n/a	110483	1410001
107.8935546875	n/a	110483	2714111
109.1474609375	n/a	111767	2822002
109.3906250000	n/a	112016	1410002
109.3906250000	n/a	112016	2714112
109.7333984375	n/a	112367	2310001
110.1845703125	n/a	112829	2310002
110.1845703125	n/a	112829	4111101
110.6181640625	n/a	113273	1320002
116.7705078125	n/a	119573	2310001
117.2392578125	n/a	120053	2310002
117.2392578125	n/a	120053	4111101
119.3144531250	n/a	122178	1310001
