onset	duration	trial_type	stim_file	stim_file_index	note
16.018	0.3	9	task-sfprescaled_stimuli.npy	74	n/a
16.517	0.3	9	task-sfprescaled_stimuli.npy	77	n/a
17.018	0.3	9	task-sfprescaled_stimuli.npy	75	n/a
17.518	0.3	9	task-sfprescaled_stimuli.npy	76	n/a
18.018	0.3	9	task-sfprescaled_stimuli.npy	73	n/a
18.518	0.3	9	task-sfprescaled_stimuli.npy	78	n/a
19.019	0.3	9	task-sfprescaled_stimuli.npy	79	n/a
19.503	0.3	9	task-sfprescaled_stimuli.npy	72	n/a
20.019	0.3	41	task-sfprescaled_stimuli.npy	330	n/a
20.503	0.3	41	task-sfprescaled_stimuli.npy	328	n/a
21.019	0.3	41	task-sfprescaled_stimuli.npy	334	n/a
21.502	0.3	41	task-sfprescaled_stimuli.npy	335	n/a
22.019	0.3	41	task-sfprescaled_stimuli.npy	329	n/a
22.503	0.3	41	task-sfprescaled_stimuli.npy	332	n/a
23.019	0.3	41	task-sfprescaled_stimuli.npy	331	n/a
23.503	0.3	41	task-sfprescaled_stimuli.npy	333	n/a
24.004	0.3	38	task-sfprescaled_stimuli.npy	309	n/a
24.503	0.3	38	task-sfprescaled_stimuli.npy	307	n/a
25.004	0.3	38	task-sfprescaled_stimuli.npy	305	n/a
25.504	0.3	38	task-sfprescaled_stimuli.npy	311	n/a
26.004	0.3	38	task-sfprescaled_stimuli.npy	308	n/a
26.504	0.3	38	task-sfprescaled_stimuli.npy	304	n/a
27.004	0.3	38	task-sfprescaled_stimuli.npy	310	n/a
27.504	0.3	38	task-sfprescaled_stimuli.npy	306	n/a
28.004	0.3	34	task-sfprescaled_stimuli.npy	275	n/a
28.504	0.3	34	task-sfprescaled_stimuli.npy	278	n/a
29.005	0.3	34	task-sfprescaled_stimuli.npy	277	n/a
29.506	0.3	34	task-sfprescaled_stimuli.npy	272	n/a
30.006	0.3	34	task-sfprescaled_stimuli.npy	279	n/a
30.505	0.3	34	task-sfprescaled_stimuli.npy	274	n/a
31.005	0.3	34	task-sfprescaled_stimuli.npy	273	n/a
31.505	0.3	34	task-sfprescaled_stimuli.npy	276	n/a
32.005	0.3	27	task-sfprescaled_stimuli.npy	221	n/a
32.505	0.3	27	task-sfprescaled_stimuli.npy	217	n/a
