onset	duration	trial_type	stim_file	stim_file_index	note
16.004	0.3	19	task-sfprescaled_stimuli.npy	152	n/a
16.505	0.3	19	task-sfprescaled_stimuli.npy	158	n/a
17.005	0.3	19	task-sfprescaled_stimuli.npy	153	n/a
17.505	0.3	19	task-sfprescaled_stimuli.npy	155	n/a
18.004	0.3	19	task-sfprescaled_stimuli.npy	159	n/a
18.505	0.3	19	task-sfprescaled_stimuli.npy	154	n/a
19.005	0.3	19	task-sfprescaled_stimuli.npy	157	n/a
19.505	0.3	19	task-sfprescaled_stimuli.npy	156	n/a
20.005	0.3	47	task-sfprescaled_stimuli.npy	376	n/a
20.505	0.3	47	task-sfprescaled_stimuli.npy	379	n/a
21.004	0.3	47	task-sfprescaled_stimuli.npy	382	n/a
21.505	0.3	47	task-sfprescaled_stimuli.npy	378	n/a
22.004	0.3	47	task-sfprescaled_stimuli.npy	380	n/a
22.505	0.3	47	task-sfprescaled_stimuli.npy	383	n/a
23.005	0.3	47	task-sfprescaled_stimuli.npy	377	n/a
23.505	0.3	47	task-sfprescaled_stimuli.npy	381	n/a
24.005	0.3	18	task-sfprescaled_stimuli.npy	147	n/a
24.505	0.3	18	task-sfprescaled_stimuli.npy	148	n/a
25.005	0.3	18	task-sfprescaled_stimuli.npy	144	n/a
25.505	0.3	18	task-sfprescaled_stimuli.npy	149	n/a
26.005	0.3	18	task-sfprescaled_stimuli.npy	145	n/a
26.505	0.3	18	task-sfprescaled_stimuli.npy	150	n/a
27.005	0.3	18	task-sfprescaled_stimuli.npy	146	n/a
27.505	0.3	18	task-sfprescaled_stimuli.npy	151	n/a
28.004	0.3	42	task-sfprescaled_stimuli.npy	340	n/a
28.505	0.3	42	task-sfprescaled_stimuli.npy	342	n/a
29.004	0.3	42	task-sfprescaled_stimuli.npy	336	n/a
29.505	0.3	42	task-sfprescaled_stimuli.npy	341	n/a
30.004	0.3	42	task-sfprescaled_stimuli.npy	339	n/a
30.505	0.3	42	task-sfprescaled_stimuli.npy	343	n/a
31.004	0.3	42	task-sfprescaled_stimuli.npy	337	n/a
31.505	0.3	42	task-sfprescaled_stimuli.npy	338	n/a
32.005	0.3	48	task-sfprescaled_stimuli.npy	439	blank trial
32.505	0.3	48	task-sfprescaled_stimuli.npy	437	blank trial
33.004	0.3	48	task-sfprescaled_stimuli.npy	435	blank trial
33.505	0.3	48	task-sfprescaled_stimuli.npy	436	blank trial
34.004	0.3	48	task-sfprescaled_stimuli.npy	432	blank trial
34.505	0.3	48	task-sfprescaled_stimuli.npy	438	blank trial
35.004	0.3	48	task-sfprescaled_stimuli.npy	433	blank trial
35.505	0.3	48	task-sfprescaled_stimuli.npy	434	blank trial
