onset	duration	trial_type	stim_file	stim_file_index	note
16.005	0.3	28	task-sfprescaled_stimuli.npy	230	n/a
16.505	0.3	28	task-sfprescaled_stimuli.npy	229	n/a
17.006	0.3	28	task-sfprescaled_stimuli.npy	226	n/a
17.505	0.3	28	task-sfprescaled_stimuli.npy	225	n/a
18.006	0.3	28	task-sfprescaled_stimuli.npy	231	n/a
18.505	0.3	28	task-sfprescaled_stimuli.npy	224	n/a
19.007	0.3	28	task-sfprescaled_stimuli.npy	228	n/a
19.508	0.3	28	task-sfprescaled_stimuli.npy	227	n/a
20.007	0.3	6	task-sfprescaled_stimuli.npy	52	n/a
20.508	0.3	6	task-sfprescaled_stimuli.npy	49	n/a
21.007	0.3	6	task-sfprescaled_stimuli.npy	54	n/a
21.508	0.3	6	task-sfprescaled_stimuli.npy	53	n/a
22.007	0.3	6	task-sfprescaled_stimuli.npy	55	n/a
22.508	0.3	6	task-sfprescaled_stimuli.npy	51	n/a
23.007	0.3	6	task-sfprescaled_stimuli.npy	50	n/a
23.508	0.3	6	task-sfprescaled_stimuli.npy	48	n/a
24.009	0.3	9	task-sfprescaled_stimuli.npy	72	n/a
24.509	0.3	9	task-sfprescaled_stimuli.npy	75	n/a
25.009	0.3	9	task-sfprescaled_stimuli.npy	74	n/a
25.509	0.3	9	task-sfprescaled_stimuli.npy	77	n/a
26.010	0.3	9	task-sfprescaled_stimuli.npy	79	n/a
26.509	0.3	9	task-sfprescaled_stimuli.npy	73	n/a
27.009	0.3	9	task-sfprescaled_stimuli.npy	76	n/a
27.509	0.3	9	task-sfprescaled_stimuli.npy	78	n/a
28.010	0.3	3	task-sfprescaled_stimuli.npy	24	n/a
28.509	0.3	3	task-sfprescaled_stimuli.npy	25	n/a
29.011	0.3	3	task-sfprescaled_stimuli.npy	28	n/a
29.511	0.3	3	task-sfprescaled_stimuli.npy	26	n/a
30.011	0.3	3	task-sfprescaled_stimuli.npy	27	n/a
30.511	0.3	3	task-sfprescaled_stimuli.npy	29	n/a
31.011	0.3	3	task-sfprescaled_stimuli.npy	30	n/a
31.511	0.3	3	task-sfprescaled_stimuli.npy	31	n/a
32.011	0.3	36	task-sfprescaled_stimuli.npy	289	n/a
32.512	0.3	36	task-sfprescaled_stimuli.npy	292	n/a
