onset	duration	trial_type	stim_file	stim_file_index	note
16.009	0.3	34	task-sfprescaled_stimuli.npy	273	n/a
16.511	0.3	34	task-sfprescaled_stimuli.npy	272	n/a
17.011	0.3	34	task-sfprescaled_stimuli.npy	276	n/a
17.510	0.3	34	task-sfprescaled_stimuli.npy	278	n/a
18.011	0.3	34	task-sfprescaled_stimuli.npy	277	n/a
18.511	0.3	34	task-sfprescaled_stimuli.npy	279	n/a
19.011	0.3	34	task-sfprescaled_stimuli.npy	274	n/a
19.510	0.3	34	task-sfprescaled_stimuli.npy	275	n/a
20.011	0.3	29	task-sfprescaled_stimuli.npy	236	n/a
20.511	0.3	29	task-sfprescaled_stimuli.npy	235	n/a
21.011	0.3	29	task-sfprescaled_stimuli.npy	237	n/a
21.511	0.3	29	task-sfprescaled_stimuli.npy	238	n/a
22.011	0.3	29	task-sfprescaled_stimuli.npy	233	n/a
22.511	0.3	29	task-sfprescaled_stimuli.npy	232	n/a
23.011	0.3	29	task-sfprescaled_stimuli.npy	234	n/a
23.511	0.3	29	task-sfprescaled_stimuli.npy	239	n/a
24.011	0.3	48	task-sfprescaled_stimuli.npy	421	blank trial
24.510	0.3	48	task-sfprescaled_stimuli.npy	423	blank trial
25.010	0.3	48	task-sfprescaled_stimuli.npy	419	blank trial
25.510	0.3	48	task-sfprescaled_stimuli.npy	420	blank trial
26.010	0.3	48	task-sfprescaled_stimuli.npy	416	blank trial
26.511	0.3	48	task-sfprescaled_stimuli.npy	417	blank trial
27.011	0.3	48	task-sfprescaled_stimuli.npy	422	blank trial
27.511	0.3	48	task-sfprescaled_stimuli.npy	418	blank trial
28.011	0.3	27	task-sfprescaled_stimuli.npy	219	n/a
28.511	0.3	27	task-sfprescaled_stimuli.npy	217	n/a
29.011	0.3	27	task-sfprescaled_stimuli.npy	223	n/a
29.511	0.3	27	task-sfprescaled_stimuli.npy	218	n/a
30.011	0.3	27	task-sfprescaled_stimuli.npy	221	n/a
30.510	0.3	27	task-sfprescaled_stimuli.npy	220	n/a
31.011	0.3	27	task-sfprescaled_stimuli.npy	216	n/a
31.511	0.3	27	task-sfprescaled_stimuli.npy	222	n/a
32.010	0.3	18	task-sfprescaled_stimuli.npy	149	n/a
32.511	0.3	18	task-sfprescaled_stimuli.npy	146	n/a
33.011	0.3	18	task-sfprescaled_stimuli.npy	144	n/a
33.511	0.3	18	task-sfprescaled_stimuli.npy	147	n/a
34.011	0.3	18	task-sfprescaled_stimuli.npy	150	n/a
34.511	0.3	18	task-sfprescaled_stimuli.npy	151	n/a
35.011	0.3	18	task-sfprescaled_stimuli.npy	148	n/a
35.511	0.3	18	task-sfprescaled_stimuli.npy	145	n/a
36.011	0.3	31	task-sfprescaled_stimuli.npy	251	n/a
36.511	0.3	31	task-sfprescaled_stimuli.npy	253	n/a
37.011	0.3	31	task-sfprescaled_stimuli.npy	254	n/a
37.510	0.3	31	task-sfprescaled_stimuli.npy	255	n/a
38.011	0.3	31	task-sfprescaled_stimuli.npy	249	n/a
38.510	0.3	31	task-sfprescaled_stimuli.npy	252	n/a
39.011	0.3	31	task-sfprescaled_stimuli.npy	250	n/a
39.510	0.3	31	task-sfprescaled_stimuli.npy	248	n/a
40.011	0.3	0	task-sfprescaled_stimuli.npy	2	n/a
40.510	0.3	0	task-sfprescaled_stimuli.npy	7	n/a
41.011	0.3	0	task-sfprescaled_stimuli.npy	0	n/a
41.511	0.3	0	task-sfprescaled_stimuli.npy	5	n/a
42.011	0.3	0	task-sfprescaled_stimuli.npy	1	n/a
42.510	0.3	0	task-sfprescaled_stimuli.npy	4	n/a
43.011	0.3	0	task-sfprescaled_stimuli.npy	3	n/a
43.511	0.3	0	task-sfprescaled_stimuli.npy	6	n/a
44.011	0.3	40	task-sfprescaled_stimuli.npy	322	n/a
44.511	0.3	40	task-sfprescaled_stimuli.npy	324	n/a
45.011	0.3	40	task-sfprescaled_stimuli.npy	325	n/a
45.503	0.3	40	task-sfprescaled_stimuli.npy	320	n/a
46.011	0.3	40	task-sfprescaled_stimuli.npy	321	n/a
46.503	0.3	40	task-sfprescaled_stimuli.npy	326	n/a
47.011	0.3	40	task-sfprescaled_stimuli.npy	327	n/a
47.503	0.3	40	task-sfprescaled_stimuli.npy	323	n/a
48.011	0.3	48	task-sfprescaled_stimuli.npy	399	blank trial
48.503	0.3	48	task-sfprescaled_stimuli.npy	396	blank trial
49.004	0.3	48	task-sfprescaled_stimuli.npy	398	blank trial
49.503	0.3	48	task-sfprescaled_stimuli.npy	393	blank trial
50.004	0.3	48	task-sfprescaled_stimuli.npy	395	blank trial
50.503	0.3	48	task-sfprescaled_stimuli.npy	394	blank trial
51.004	0.3	48	task-sfprescaled_stimuli.npy	392	blank trial
51.505	0.3	48	task-sfprescaled_stimuli.npy	397	blank trial
52.005	0.3	35	task-sfprescaled_stimuli.npy	283	n/a
52.505	0.3	35	task-sfprescaled_stimuli.npy	284	n/a
53.004	0.3	35	task-sfprescaled_stimuli.npy	280	n/a
53.505	0.3	35	task-sfprescaled_stimuli.npy	287	n/a
54.004	0.3	35	task-sfprescaled_stimuli.npy	285	n/a
54.505	0.3	35	task-sfprescaled_stimuli.npy	286	n/a
55.004	0.3	35	task-sfprescaled_stimuli.npy	282	n/a
55.505	0.3	35	task-sfprescaled_stimuli.npy	281	n/a
56.006	0.3	30	task-sfprescaled_stimuli.npy	244	n/a
56.506	0.3	30	task-sfprescaled_stimuli.npy	247	n/a
57.007	0.3	30	task-sfprescaled_stimuli.npy	242	n/a
57.506	0.3	30	task-sfprescaled_stimuli.npy	245	n/a
58.007	0.3	30	task-sfprescaled_stimuli.npy	246	n/a
58.506	0.3	30	task-sfprescaled_stimuli.npy	240	n/a
59.007	0.3	30	task-sfprescaled_stimuli.npy	243	n/a
59.506	0.3	30	task-sfprescaled_stimuli.npy	241	n/a
60.006	0.3	4	task-sfprescaled_stimuli.npy	39	n/a
60.506	0.3	4	task-sfprescaled_stimuli.npy	33	n/a
61.008	0.3	4	task-sfprescaled_stimuli.npy	35	n/a
61.508	0.3	4	task-sfprescaled_stimuli.npy	34	n/a
62.009	0.3	4	task-sfprescaled_stimuli.npy	36	n/a
62.509	0.3	4	task-sfprescaled_stimuli.npy	32	n/a
63.008	0.3	4	task-sfprescaled_stimuli.npy	38	n/a
63.509	0.3	4	task-sfprescaled_stimuli.npy	37	n/a
64.008	0.3	11	task-sfprescaled_stimuli.npy	91	n/a
64.509	0.3	11	task-sfprescaled_stimuli.npy	93	n/a
65.009	0.3	11	task-sfprescaled_stimuli.npy	94	n/a
65.509	0.3	11	task-sfprescaled_stimuli.npy	95	n/a
66.010	0.3	11	task-sfprescaled_stimuli.npy	92	n/a
66.510	0.3	11	task-sfprescaled_stimuli.npy	90	n/a
67.010	0.3	11	task-sfprescaled_stimuli.npy	88	n/a
67.510	0.3	11	task-sfprescaled_stimuli.npy	89	n/a
68.010	0.3	48	task-sfprescaled_stimuli.npy	388	blank trial
68.510	0.3	48	task-sfprescaled_stimuli.npy	387	blank trial
69.009	0.3	48	task-sfprescaled_stimuli.npy	391	blank trial
69.510	0.3	48	task-sfprescaled_stimuli.npy	389	blank trial
70.011	0.3	48	task-sfprescaled_stimuli.npy	390	blank trial
70.510	0.3	48	task-sfprescaled_stimuli.npy	385	blank trial
71.009	0.3	48	task-sfprescaled_stimuli.npy	384	blank trial
71.510	0.3	48	task-sfprescaled_stimuli.npy	386	blank trial
72.011	0.3	37	task-sfprescaled_stimuli.npy	300	n/a
72.511	0.3	37	task-sfprescaled_stimuli.npy	303	n/a
73.011	0.3	37	task-sfprescaled_stimuli.npy	298	n/a
73.511	0.3	37	task-sfprescaled_stimuli.npy	297	n/a
74.011	0.3	37	task-sfprescaled_stimuli.npy	302	n/a
74.511	0.3	37	task-sfprescaled_stimuli.npy	299	n/a
75.011	0.3	37	task-sfprescaled_stimuli.npy	301	n/a
75.511	0.3	37	task-sfprescaled_stimuli.npy	296	n/a
76.011	0.3	33	task-sfprescaled_stimuli.npy	268	n/a
76.510	0.3	33	task-sfprescaled_stimuli.npy	266	n/a
77.011	0.3	33	task-sfprescaled_stimuli.npy	271	n/a
77.510	0.3	33	task-sfprescaled_stimuli.npy	269	n/a
78.010	0.3	33	task-sfprescaled_stimuli.npy	264	n/a
78.510	0.3	33	task-sfprescaled_stimuli.npy	265	n/a
79.010	0.3	33	task-sfprescaled_stimuli.npy	270	n/a
79.510	0.3	33	task-sfprescaled_stimuli.npy	267	n/a
80.010	0.3	6	task-sfprescaled_stimuli.npy	50	n/a
80.510	0.3	6	task-sfprescaled_stimuli.npy	52	n/a
81.009	0.3	6	task-sfprescaled_stimuli.npy	51	n/a
81.511	0.3	6	task-sfprescaled_stimuli.npy	54	n/a
82.009	0.3	6	task-sfprescaled_stimuli.npy	48	n/a
82.511	0.3	6	task-sfprescaled_stimuli.npy	49	n/a
83.009	0.3	6	task-sfprescaled_stimuli.npy	55	n/a
83.511	0.3	6	task-sfprescaled_stimuli.npy	53	n/a
84.010	0.3	48	task-sfprescaled_stimuli.npy	408	blank trial
84.510	0.3	48	task-sfprescaled_stimuli.npy	411	blank trial
85.010	0.3	48	task-sfprescaled_stimuli.npy	414	blank trial
85.510	0.3	48	task-sfprescaled_stimuli.npy	409	blank trial
86.009	0.3	48	task-sfprescaled_stimuli.npy	412	blank trial
86.510	0.3	48	task-sfprescaled_stimuli.npy	410	blank trial
87.010	0.3	48	task-sfprescaled_stimuli.npy	415	blank trial
