onset	duration	trial_type	stim_file	stim_file_index	note
16.010	0.3	35	task-sfprescaled_stimuli.npy	286	n/a
16.503	0.3	35	task-sfprescaled_stimuli.npy	284	n/a
17.004	0.3	35	task-sfprescaled_stimuli.npy	282	n/a
17.504	0.3	35	task-sfprescaled_stimuli.npy	281	n/a
18.004	0.3	35	task-sfprescaled_stimuli.npy	283	n/a
18.504	0.3	35	task-sfprescaled_stimuli.npy	285	n/a
19.004	0.3	35	task-sfprescaled_stimuli.npy	287	n/a
19.504	0.3	35	task-sfprescaled_stimuli.npy	280	n/a
20.004	0.3	13	task-sfprescaled_stimuli.npy	109	n/a
20.504	0.3	13	task-sfprescaled_stimuli.npy	108	n/a
21.004	0.3	13	task-sfprescaled_stimuli.npy	107	n/a
21.504	0.3	13	task-sfprescaled_stimuli.npy	104	n/a
22.005	0.3	13	task-sfprescaled_stimuli.npy	111	n/a
22.506	0.3	13	task-sfprescaled_stimuli.npy	110	n/a
23.006	0.3	13	task-sfprescaled_stimuli.npy	105	n/a
23.505	0.3	13	task-sfprescaled_stimuli.npy	106	n/a
24.006	0.3	22	task-sfprescaled_stimuli.npy	178	n/a
24.506	0.3	22	task-sfprescaled_stimuli.npy	179	n/a
25.005	0.3	22	task-sfprescaled_stimuli.npy	181	n/a
25.506	0.3	22	task-sfprescaled_stimuli.npy	183	n/a
26.005	0.3	22	task-sfprescaled_stimuli.npy	176	n/a
26.506	0.3	22	task-sfprescaled_stimuli.npy	180	n/a
27.007	0.3	22	task-sfprescaled_stimuli.npy	182	n/a
27.508	0.3	22	task-sfprescaled_stimuli.npy	177	n/a
28.007	0.3	30	task-sfprescaled_stimuli.npy	244	n/a
28.507	0.3	30	task-sfprescaled_stimuli.npy	242	n/a
29.007	0.3	30	task-sfprescaled_stimuli.npy	245	n/a
29.507	0.3	30	task-sfprescaled_stimuli.npy	243	n/a
30.008	0.3	30	task-sfprescaled_stimuli.npy	246	n/a
30.507	0.3	30	task-sfprescaled_stimuli.npy	241	n/a
31.008	0.3	30	task-sfprescaled_stimuli.npy	240	n/a
31.508	0.3	30	task-sfprescaled_stimuli.npy	247	n/a
32.009	0.3	23	task-sfprescaled_stimuli.npy	186	n/a
32.509	0.3	23	task-sfprescaled_stimuli.npy	191	n/a
33.009	0.3	23	task-sfprescaled_stimuli.npy	190	n/a
33.510	0.3	23	task-sfprescaled_stimuli.npy	187	n/a
34.008	0.3	23	task-sfprescaled_stimuli.npy	184	n/a
34.509	0.3	23	task-sfprescaled_stimuli.npy	189	n/a
35.009	0.3	23	task-sfprescaled_stimuli.npy	188	n/a
35.510	0.3	23	task-sfprescaled_stimuli.npy	185	n/a
36.009	0.3	28	task-sfprescaled_stimuli.npy	229	n/a
36.510	0.3	28	task-sfprescaled_stimuli.npy	227	n/a
37.011	0.3	28	task-sfprescaled_stimuli.npy	230	n/a
37.511	0.3	28	task-sfprescaled_stimuli.npy	224	n/a
38.011	0.3	28	task-sfprescaled_stimuli.npy	228	n/a
38.510	0.3	28	task-sfprescaled_stimuli.npy	225	n/a
39.011	0.3	28	task-sfprescaled_stimuli.npy	226	n/a
39.510	0.3	28	task-sfprescaled_stimuli.npy	231	n/a
40.010	0.3	45	task-sfprescaled_stimuli.npy	362	n/a
40.510	0.3	45	task-sfprescaled_stimuli.npy	360	n/a
41.011	0.3	45	task-sfprescaled_stimuli.npy	364	n/a
41.511	0.3	45	task-sfprescaled_stimuli.npy	363	n/a
42.011	0.3	45	task-sfprescaled_stimuli.npy	367	n/a
42.510	0.3	45	task-sfprescaled_stimuli.npy	366	n/a
43.010	0.3	45	task-sfprescaled_stimuli.npy	361	n/a
43.510	0.3	45	task-sfprescaled_stimuli.npy	365	n/a
44.010	0.3	4	task-sfprescaled_stimuli.npy	34	n/a
44.510	0.3	4	task-sfprescaled_stimuli.npy	33	n/a
45.011	0.3	4	task-sfprescaled_stimuli.npy	37	n/a
45.510	0.3	4	task-sfprescaled_stimuli.npy	32	n/a
46.010	0.3	4	task-sfprescaled_stimuli.npy	39	n/a
46.510	0.3	4	task-sfprescaled_stimuli.npy	38	n/a
47.009	0.3	4	task-sfprescaled_stimuli.npy	35	n/a
47.510	0.3	4	task-sfprescaled_stimuli.npy	36	n/a
48.011	0.3	39	task-sfprescaled_stimuli.npy	315	n/a
48.511	0.3	39	task-sfprescaled_stimuli.npy	314	n/a
49.011	0.3	39	task-sfprescaled_stimuli.npy	316	n/a
49.511	0.3	39	task-sfprescaled_stimuli.npy	317	n/a
50.011	0.3	39	task-sfprescaled_stimuli.npy	313	n/a
50.511	0.3	39	task-sfprescaled_stimuli.npy	319	n/a
51.009	0.3	39	task-sfprescaled_stimuli.npy	318	n/a
51.511	0.3	39	task-sfprescaled_stimuli.npy	312	n/a
52.011	0.3	19	task-sfprescaled_stimuli.npy	157	n/a
52.511	0.3	19	task-sfprescaled_stimuli.npy	155	n/a
53.011	0.3	19	task-sfprescaled_stimuli.npy	158	n/a
53.510	0.3	19	task-sfprescaled_stimuli.npy	159	n/a
54.011	0.3	19	task-sfprescaled_stimuli.npy	156	n/a
54.511	0.3	19	task-sfprescaled_stimuli.npy	153	n/a
55.011	0.3	19	task-sfprescaled_stimuli.npy	152	n/a
55.510	0.3	19	task-sfprescaled_stimuli.npy	154	n/a
56.009	0.3	41	task-sfprescaled_stimuli.npy	330	n/a
56.510	0.3	41	task-sfprescaled_stimuli.npy	333	n/a
57.010	0.3	41	task-sfprescaled_stimuli.npy	334	n/a
57.510	0.3	41	task-sfprescaled_stimuli.npy	332	n/a
58.009	0.3	41	task-sfprescaled_stimuli.npy	329	n/a
58.510	0.3	41	task-sfprescaled_stimuli.npy	335	n/a
59.009	0.3	41	task-sfprescaled_stimuli.npy	331	n/a
59.510	0.3	41	task-sfprescaled_stimuli.npy	328	n/a
60.010	0.3	7	task-sfprescaled_stimuli.npy	58	n/a
60.510	0.3	7	task-sfprescaled_stimuli.npy	61	n/a
61.010	0.3	7	task-sfprescaled_stimuli.npy	56	n/a
61.510	0.3	7	task-sfprescaled_stimuli.npy	59	n/a
62.009	0.3	7	task-sfprescaled_stimuli.npy	57	n/a
62.502	0.3	7	task-sfprescaled_stimuli.npy	62	n/a
63.010	0.3	7	task-sfprescaled_stimuli.npy	60	n/a
63.503	0.3	7	task-sfprescaled_stimuli.npy	63	n/a
64.009	0.3	48	task-sfprescaled_stimuli.npy	442	blank trial
64.503	0.3	48	task-sfprescaled_stimuli.npy	441	blank trial
65.009	0.3	48	task-sfprescaled_stimuli.npy	440	blank trial
65.503	0.3	48	task-sfprescaled_stimuli.npy	446	blank trial
66.009	0.3	48	task-sfprescaled_stimuli.npy	447	blank trial
66.502	0.3	48	task-sfprescaled_stimuli.npy	445	blank trial
67.004	0.3	48	task-sfprescaled_stimuli.npy	444	blank trial
67.504	0.3	48	task-sfprescaled_stimuli.npy	443	blank trial
68.004	0.3	17	task-sfprescaled_stimuli.npy	142	n/a
68.504	0.3	17	task-sfprescaled_stimuli.npy	137	n/a
69.005	0.3	17	task-sfprescaled_stimuli.npy	139	n/a
69.504	0.3	17	task-sfprescaled_stimuli.npy	143	n/a
70.005	0.3	17	task-sfprescaled_stimuli.npy	136	n/a
70.504	0.3	17	task-sfprescaled_stimuli.npy	140	n/a
71.004	0.3	17	task-sfprescaled_stimuli.npy	138	n/a
71.505	0.3	17	task-sfprescaled_stimuli.npy	141	n/a
72.005	0.3	0	task-sfprescaled_stimuli.npy	0	n/a
72.506	0.3	0	task-sfprescaled_stimuli.npy	4	n/a
73.005	0.3	0	task-sfprescaled_stimuli.npy	1	n/a
73.506	0.3	0	task-sfprescaled_stimuli.npy	2	n/a
74.005	0.3	0	task-sfprescaled_stimuli.npy	5	n/a
74.506	0.3	0	task-sfprescaled_stimuli.npy	7	n/a
75.005	0.3	0	task-sfprescaled_stimuli.npy	3	n/a
75.506	0.3	0	task-sfprescaled_stimuli.npy	6	n/a
76.006	0.3	8	task-sfprescaled_stimuli.npy	70	n/a
76.506	0.3	8	task-sfprescaled_stimuli.npy	68	n/a
77.007	0.3	8	task-sfprescaled_stimuli.npy	67	n/a
77.508	0.3	8	task-sfprescaled_stimuli.npy	71	n/a
78.008	0.3	8	task-sfprescaled_stimuli.npy	69	n/a
78.509	0.3	8	task-sfprescaled_stimuli.npy	65	n/a
79.007	0.3	8	task-sfprescaled_stimuli.npy	64	n/a
79.508	0.3	8	task-sfprescaled_stimuli.npy	66	n/a
80.008	0.3	48	task-sfprescaled_stimuli.npy	390	blank trial
80.507	0.3	48	task-sfprescaled_stimuli.npy	388	blank trial
81.008	0.3	48	task-sfprescaled_stimuli.npy	389	blank trial
81.507	0.3	48	task-sfprescaled_stimuli.npy	385	blank trial
82.009	0.3	48	task-sfprescaled_stimuli.npy	386	blank trial
82.509	0.3	48	task-sfprescaled_stimuli.npy	384	blank trial
83.009	0.3	48	task-sfprescaled_stimuli.npy	387	blank trial
83.510	0.3	48	task-sfprescaled_stimuli.npy	391	blank trial
84.010	0.3	20	task-sfprescaled_stimuli.npy	164	n/a
84.510	0.3	20	task-sfprescaled_stimuli.npy	163	n/a
85.010	0.3	20	task-sfprescaled_stimuli.npy	161	n/a
85.510	0.3	20	task-sfprescaled_stimuli.npy	166	n/a
86.010	0.3	20	task-sfprescaled_stimuli.npy	165	n/a
86.510	0.3	20	task-sfprescaled_stimuli.npy	162	n/a
87.009	0.3	20	task-sfprescaled_stimuli.npy	160	n/a
87.510	0.3	20	task-sfprescaled_stimuli.npy	167	n/a
88.010	0.3	27	task-sfprescaled_stimuli.npy	220	n/a
88.510	0.3	27	task-sfprescaled_stimuli.npy	218	n/a
89.009	0.3	27	task-sfprescaled_stimuli.npy	216	n/a
89.510	0.3	27	task-sfprescaled_stimuli.npy	222	n/a
90.009	0.3	27	task-sfprescaled_stimuli.npy	217	n/a
90.510	0.3	27	task-sfprescaled_stimuli.npy	223	n/a
91.009	0.3	27	task-sfprescaled_stimuli.npy	219	n/a
91.509	0.3	27	task-sfprescaled_stimuli.npy	221	n/a
92.009	0.3	48	task-sfprescaled_stimuli.npy	431	blank trial
92.510	0.3	48	task-sfprescaled_stimuli.npy	429	blank trial
93.009	0.3	48	task-sfprescaled_stimuli.npy	425	blank trial
93.510	0.3	48	task-sfprescaled_stimuli.npy	427	blank trial
94.009	0.3	48	task-sfprescaled_stimuli.npy	424	blank trial
94.510	0.3	48	task-sfprescaled_stimuli.npy	428	blank trial
95.009	0.3	48	task-sfprescaled_stimuli.npy	430	blank trial
95.510	0.3	48	task-sfprescaled_stimuli.npy	426	blank trial
96.009	0.3	11	task-sfprescaled_stimuli.npy	90	n/a
96.510	0.3	11	task-sfprescaled_stimuli.npy	95	n/a
97.009	0.3	11	task-sfprescaled_stimuli.npy	91	n/a
97.510	0.3	11	task-sfprescaled_stimuli.npy	94	n/a
98.009	0.3	11	task-sfprescaled_stimuli.npy	92	n/a
