onset	duration	trial_type	stim_file	stim_file_index	note
16.010	0.3	22	task-sfprescaled_stimuli.npy	176	n/a
16.510	0.3	22	task-sfprescaled_stimuli.npy	178	n/a
17.011	0.3	22	task-sfprescaled_stimuli.npy	182	n/a
17.510	0.3	22	task-sfprescaled_stimuli.npy	177	n/a
18.011	0.3	22	task-sfprescaled_stimuli.npy	179	n/a
18.511	0.3	22	task-sfprescaled_stimuli.npy	183	n/a
19.012	0.3	22	task-sfprescaled_stimuli.npy	180	n/a
19.512	0.3	22	task-sfprescaled_stimuli.npy	181	n/a
20.012	0.3	0	task-sfprescaled_stimuli.npy	6	n/a
20.512	0.3	0	task-sfprescaled_stimuli.npy	2	n/a
21.012	0.3	0	task-sfprescaled_stimuli.npy	4	n/a
21.512	0.3	0	task-sfprescaled_stimuli.npy	3	n/a
22.012	0.3	0	task-sfprescaled_stimuli.npy	7	n/a
22.512	0.3	0	task-sfprescaled_stimuli.npy	5	n/a
23.013	0.3	0	task-sfprescaled_stimuli.npy	0	n/a
23.514	0.3	0	task-sfprescaled_stimuli.npy	1	n/a
24.014	0.3	42	task-sfprescaled_stimuli.npy	339	n/a
24.514	0.3	42	task-sfprescaled_stimuli.npy	336	n/a
25.014	0.3	42	task-sfprescaled_stimuli.npy	340	n/a
25.513	0.3	42	task-sfprescaled_stimuli.npy	338	n/a
26.014	0.3	42	task-sfprescaled_stimuli.npy	341	n/a
26.513	0.3	42	task-sfprescaled_stimuli.npy	337	n/a
27.013	0.3	42	task-sfprescaled_stimuli.npy	343	n/a
27.514	0.3	42	task-sfprescaled_stimuli.npy	342	n/a
28.014	0.3	7	task-sfprescaled_stimuli.npy	57	n/a
28.514	0.3	7	task-sfprescaled_stimuli.npy	62	n/a
29.014	0.3	7	task-sfprescaled_stimuli.npy	61	n/a
29.514	0.3	7	task-sfprescaled_stimuli.npy	59	n/a
30.014	0.3	7	task-sfprescaled_stimuli.npy	56	n/a
30.513	0.3	7	task-sfprescaled_stimuli.npy	63	n/a
31.014	0.3	7	task-sfprescaled_stimuli.npy	60	n/a
31.514	0.3	7	task-sfprescaled_stimuli.npy	58	n/a
32.014	0.3	14	task-sfprescaled_stimuli.npy	113	n/a
32.513	0.3	14	task-sfprescaled_stimuli.npy	114	n/a
33.014	0.3	14	task-sfprescaled_stimuli.npy	117	n/a
33.514	0.3	14	task-sfprescaled_stimuli.npy	116	n/a
