onset	duration	trial_type	stim_file	stim_file_index	note
16.005	0.3	48	task-sfprescaled_stimuli.npy	421	blank trial
16.506	0.3	48	task-sfprescaled_stimuli.npy	418	blank trial
17.006	0.3	48	task-sfprescaled_stimuli.npy	417	blank trial
17.506	0.3	48	task-sfprescaled_stimuli.npy	422	blank trial
18.005	0.3	48	task-sfprescaled_stimuli.npy	420	blank trial
18.506	0.3	48	task-sfprescaled_stimuli.npy	416	blank trial
19.005	0.3	48	task-sfprescaled_stimuli.npy	423	blank trial
19.506	0.3	48	task-sfprescaled_stimuli.npy	419	blank trial
20.006	0.3	4	task-sfprescaled_stimuli.npy	39	n/a
20.507	0.3	4	task-sfprescaled_stimuli.npy	33	n/a
21.008	0.3	4	task-sfprescaled_stimuli.npy	36	n/a
21.509	0.3	4	task-sfprescaled_stimuli.npy	34	n/a
22.008	0.3	4	task-sfprescaled_stimuli.npy	37	n/a
22.508	0.3	4	task-sfprescaled_stimuli.npy	32	n/a
23.007	0.3	4	task-sfprescaled_stimuli.npy	38	n/a
23.508	0.3	4	task-sfprescaled_stimuli.npy	35	n/a
24.008	0.3	8	task-sfprescaled_stimuli.npy	70	n/a
24.508	0.3	8	task-sfprescaled_stimuli.npy	65	n/a
25.008	0.3	8	task-sfprescaled_stimuli.npy	71	n/a
25.508	0.3	8	task-sfprescaled_stimuli.npy	66	n/a
26.010	0.3	8	task-sfprescaled_stimuli.npy	69	n/a
26.510	0.3	8	task-sfprescaled_stimuli.npy	67	n/a
27.009	0.3	8	task-sfprescaled_stimuli.npy	68	n/a
27.511	0.3	8	task-sfprescaled_stimuli.npy	64	n/a
28.009	0.3	44	task-sfprescaled_stimuli.npy	352	n/a
28.510	0.3	44	task-sfprescaled_stimuli.npy	355	n/a
29.009	0.3	44	task-sfprescaled_stimuli.npy	357	n/a
29.510	0.3	44	task-sfprescaled_stimuli.npy	358	n/a
30.009	0.3	44	task-sfprescaled_stimuli.npy	359	n/a
30.510	0.3	44	task-sfprescaled_stimuli.npy	353	n/a
31.010	0.3	44	task-sfprescaled_stimuli.npy	354	n/a
31.512	0.3	44	task-sfprescaled_stimuli.npy	356	n/a
32.012	0.3	26	task-sfprescaled_stimuli.npy	209	n/a
32.512	0.3	26	task-sfprescaled_stimuli.npy	208	n/a
33.012	0.3	26	task-sfprescaled_stimuli.npy	214	n/a
33.512	0.3	26	task-sfprescaled_stimuli.npy	212	n/a
34.012	0.3	26	task-sfprescaled_stimuli.npy	211	n/a
34.512	0.3	26	task-sfprescaled_stimuli.npy	215	n/a
35.011	0.3	26	task-sfprescaled_stimuli.npy	213	n/a
35.511	0.3	26	task-sfprescaled_stimuli.npy	210	n/a
36.012	0.3	5	task-sfprescaled_stimuli.npy	46	n/a
36.511	0.3	5	task-sfprescaled_stimuli.npy	45	n/a
37.012	0.3	5	task-sfprescaled_stimuli.npy	42	n/a
37.512	0.3	5	task-sfprescaled_stimuli.npy	40	n/a
38.011	0.3	5	task-sfprescaled_stimuli.npy	41	n/a
38.512	0.3	5	task-sfprescaled_stimuli.npy	47	n/a
39.011	0.3	5	task-sfprescaled_stimuli.npy	43	n/a
39.511	0.3	5	task-sfprescaled_stimuli.npy	44	n/a
40.012	0.3	48	task-sfprescaled_stimuli.npy	392	blank trial
40.512	0.3	48	task-sfprescaled_stimuli.npy	397	blank trial
41.012	0.3	48	task-sfprescaled_stimuli.npy	395	blank trial
41.511	0.3	48	task-sfprescaled_stimuli.npy	394	blank trial
42.011	0.3	48	task-sfprescaled_stimuli.npy	398	blank trial
42.511	0.3	48	task-sfprescaled_stimuli.npy	393	blank trial
43.012	0.3	48	task-sfprescaled_stimuli.npy	399	blank trial
43.511	0.3	48	task-sfprescaled_stimuli.npy	396	blank trial
44.011	0.3	33	task-sfprescaled_stimuli.npy	270	n/a
44.512	0.3	33	task-sfprescaled_stimuli.npy	268	n/a
45.011	0.3	33	task-sfprescaled_stimuli.npy	267	n/a
45.511	0.3	33	task-sfprescaled_stimuli.npy	269	n/a
46.011	0.3	33	task-sfprescaled_stimuli.npy	266	n/a
46.512	0.3	33	task-sfprescaled_stimuli.npy	265	n/a
47.011	0.3	33	task-sfprescaled_stimuli.npy	271	n/a
47.512	0.3	33	task-sfprescaled_stimuli.npy	264	n/a
48.012	0.3	40	task-sfprescaled_stimuli.npy	324	n/a
48.512	0.3	40	task-sfprescaled_stimuli.npy	327	n/a
49.011	0.3	40	task-sfprescaled_stimuli.npy	321	n/a
49.512	0.3	40	task-sfprescaled_stimuli.npy	326	n/a
50.011	0.3	40	task-sfprescaled_stimuli.npy	323	n/a
50.512	0.3	40	task-sfprescaled_stimuli.npy	320	n/a
51.011	0.3	40	task-sfprescaled_stimuli.npy	325	n/a
51.512	0.3	40	task-sfprescaled_stimuli.npy	322	n/a
52.012	0.3	42	task-sfprescaled_stimuli.npy	341	n/a
52.512	0.3	42	task-sfprescaled_stimuli.npy	336	n/a
53.011	0.3	42	task-sfprescaled_stimuli.npy	338	n/a
53.511	0.3	42	task-sfprescaled_stimuli.npy	337	n/a
54.011	0.3	42	task-sfprescaled_stimuli.npy	343	n/a
54.512	0.3	42	task-sfprescaled_stimuli.npy	340	n/a
55.011	0.3	42	task-sfprescaled_stimuli.npy	339	n/a
55.512	0.3	42	task-sfprescaled_stimuli.npy	342	n/a
56.011	0.3	48	task-sfprescaled_stimuli.npy	437	blank trial
56.503	0.3	48	task-sfprescaled_stimuli.npy	438	blank trial
57.011	0.3	48	task-sfprescaled_stimuli.npy	432	blank trial
57.503	0.3	48	task-sfprescaled_stimuli.npy	439	blank trial
58.011	0.3	48	task-sfprescaled_stimuli.npy	436	blank trial
58.503	0.3	48	task-sfprescaled_stimuli.npy	433	blank trial
59.011	0.3	48	task-sfprescaled_stimuli.npy	435	blank trial
59.503	0.3	48	task-sfprescaled_stimuli.npy	434	blank trial
60.011	0.3	45	task-sfprescaled_stimuli.npy	361	n/a
60.503	0.3	45	task-sfprescaled_stimuli.npy	367	n/a
61.004	0.3	45	task-sfprescaled_stimuli.npy	365	n/a
61.504	0.3	45	task-sfprescaled_stimuli.npy	364	n/a
62.004	0.3	45	task-sfprescaled_stimuli.npy	366	n/a
62.505	0.3	45	task-sfprescaled_stimuli.npy	360	n/a
63.005	0.3	45	task-sfprescaled_stimuli.npy	362	n/a
63.504	0.3	45	task-sfprescaled_stimuli.npy	363	n/a
64.005	0.3	16	task-sfprescaled_stimuli.npy	135	n/a
64.505	0.3	16	task-sfprescaled_stimuli.npy	129	n/a
65.005	0.3	16	task-sfprescaled_stimuli.npy	133	n/a
65.505	0.3	16	task-sfprescaled_stimuli.npy	134	n/a
66.006	0.3	16	task-sfprescaled_stimuli.npy	132	n/a
66.506	0.3	16	task-sfprescaled_stimuli.npy	130	n/a
67.006	0.3	16	task-sfprescaled_stimuli.npy	128	n/a
67.506	0.3	16	task-sfprescaled_stimuli.npy	131	n/a
68.005	0.3	48	task-sfprescaled_stimuli.npy	408	blank trial
68.506	0.3	48	task-sfprescaled_stimuli.npy	413	blank trial
69.005	0.3	48	task-sfprescaled_stimuli.npy	410	blank trial
69.506	0.3	48	task-sfprescaled_stimuli.npy	415	blank trial
70.007	0.3	48	task-sfprescaled_stimuli.npy	409	blank trial
70.506	0.3	48	task-sfprescaled_stimuli.npy	414	blank trial
71.008	0.3	48	task-sfprescaled_stimuli.npy	411	blank trial
71.508	0.3	48	task-sfprescaled_stimuli.npy	412	blank trial
72.008	0.3	18	task-sfprescaled_stimuli.npy	145	n/a
72.509	0.3	18	task-sfprescaled_stimuli.npy	151	n/a
73.008	0.3	18	task-sfprescaled_stimuli.npy	147	n/a
73.508	0.3	18	task-sfprescaled_stimuli.npy	148	n/a
74.008	0.3	18	task-sfprescaled_stimuli.npy	146	n/a
74.509	0.3	18	task-sfprescaled_stimuli.npy	144	n/a
75.008	0.3	18	task-sfprescaled_stimuli.npy	149	n/a
75.510	0.3	18	task-sfprescaled_stimuli.npy	150	n/a
76.009	0.3	12	task-sfprescaled_stimuli.npy	97	n/a
76.510	0.3	12	task-sfprescaled_stimuli.npy	103	n/a
77.010	0.3	12	task-sfprescaled_stimuli.npy	99	n/a
77.511	0.3	12	task-sfprescaled_stimuli.npy	100	n/a
78.009	0.3	12	task-sfprescaled_stimuli.npy	101	n/a
78.510	0.3	12	task-sfprescaled_stimuli.npy	98	n/a
79.009	0.3	12	task-sfprescaled_stimuli.npy	96	n/a
79.510	0.3	12	task-sfprescaled_stimuli.npy	102	n/a
80.009	0.3	39	task-sfprescaled_stimuli.npy	313	n/a
80.510	0.3	39	task-sfprescaled_stimuli.npy	319	n/a
81.011	0.3	39	task-sfprescaled_stimuli.npy	316	n/a
81.511	0.3	39	task-sfprescaled_stimuli.npy	312	n/a
82.011	0.3	39	task-sfprescaled_stimuli.npy	314	n/a
82.511	0.3	39	task-sfprescaled_stimuli.npy	318	n/a
83.011	0.3	39	task-sfprescaled_stimuli.npy	315	n/a
83.511	0.3	39	task-sfprescaled_stimuli.npy	317	n/a
84.011	0.3	48	task-sfprescaled_stimuli.npy	459	blank trial
84.511	0.3	48	task-sfprescaled_stimuli.npy	462	blank trial
85.011	0.3	48	task-sfprescaled_stimuli.npy	457	blank trial
85.511	0.3	48	task-sfprescaled_stimuli.npy	463	blank trial
86.011	0.3	48	task-sfprescaled_stimuli.npy	460	blank trial
