onset	duration	trial_type	stim_file	stim_file_index	note
16.007	0.3	13	task-sfprescaled_stimuli.npy	106	n/a
16.508	0.3	13	task-sfprescaled_stimuli.npy	108	n/a
17.007	0.3	13	task-sfprescaled_stimuli.npy	104	n/a
17.508	0.3	13	task-sfprescaled_stimuli.npy	105	n/a
18.007	0.3	13	task-sfprescaled_stimuli.npy	110	n/a
18.508	0.3	13	task-sfprescaled_stimuli.npy	107	n/a
19.007	0.3	13	task-sfprescaled_stimuli.npy	111	n/a
19.508	0.3	13	task-sfprescaled_stimuli.npy	109	n/a
20.007	0.3	31	task-sfprescaled_stimuli.npy	254	n/a
20.507	0.3	31	task-sfprescaled_stimuli.npy	251	n/a
21.007	0.3	31	task-sfprescaled_stimuli.npy	248	n/a
21.507	0.3	31	task-sfprescaled_stimuli.npy	252	n/a
22.007	0.3	31	task-sfprescaled_stimuli.npy	255	n/a
22.507	0.3	31	task-sfprescaled_stimuli.npy	249	n/a
23.006	0.3	31	task-sfprescaled_stimuli.npy	250	n/a
23.508	0.3	31	task-sfprescaled_stimuli.npy	253	n/a
24.007	0.3	7	task-sfprescaled_stimuli.npy	56	n/a
24.508	0.3	7	task-sfprescaled_stimuli.npy	57	n/a
25.007	0.3	7	task-sfprescaled_stimuli.npy	63	n/a
25.508	0.3	7	task-sfprescaled_stimuli.npy	58	n/a
26.007	0.3	7	task-sfprescaled_stimuli.npy	59	n/a
26.508	0.3	7	task-sfprescaled_stimuli.npy	60	n/a
27.007	0.3	7	task-sfprescaled_stimuli.npy	62	n/a
27.508	0.3	7	task-sfprescaled_stimuli.npy	61	n/a
28.007	0.3	24	task-sfprescaled_stimuli.npy	197	n/a
28.508	0.3	24	task-sfprescaled_stimuli.npy	199	n/a
29.007	0.3	24	task-sfprescaled_stimuli.npy	192	n/a
29.507	0.3	24	task-sfprescaled_stimuli.npy	195	n/a
30.007	0.3	24	task-sfprescaled_stimuli.npy	193	n/a
30.508	0.3	24	task-sfprescaled_stimuli.npy	198	n/a
31.007	0.3	24	task-sfprescaled_stimuli.npy	194	n/a
31.508	0.3	24	task-sfprescaled_stimuli.npy	196	n/a
32.007	0.3	48	task-sfprescaled_stimuli.npy	426	blank trial
32.507	0.3	48	task-sfprescaled_stimuli.npy	427	blank trial
33.007	0.3	48	task-sfprescaled_stimuli.npy	430	blank trial
33.508	0.3	48	task-sfprescaled_stimuli.npy	424	blank trial
34.006	0.3	48	task-sfprescaled_stimuli.npy	429	blank trial
34.507	0.3	48	task-sfprescaled_stimuli.npy	425	blank trial
35.007	0.3	48	task-sfprescaled_stimuli.npy	431	blank trial
35.507	0.3	48	task-sfprescaled_stimuli.npy	428	blank trial
36.007	0.3	47	task-sfprescaled_stimuli.npy	381	n/a
36.507	0.3	47	task-sfprescaled_stimuli.npy	380	n/a
37.007	0.3	47	task-sfprescaled_stimuli.npy	382	n/a
37.507	0.3	47	task-sfprescaled_stimuli.npy	379	n/a
38.007	0.3	47	task-sfprescaled_stimuli.npy	376	n/a
38.507	0.3	47	task-sfprescaled_stimuli.npy	378	n/a
39.007	0.3	47	task-sfprescaled_stimuli.npy	377	n/a
39.508	0.3	47	task-sfprescaled_stimuli.npy	383	n/a
40.007	0.3	23	task-sfprescaled_stimuli.npy	190	n/a
40.507	0.3	23	task-sfprescaled_stimuli.npy	187	n/a
41.007	0.3	23	task-sfprescaled_stimuli.npy	189	n/a
41.508	0.3	23	task-sfprescaled_stimuli.npy	188	n/a
42.007	0.3	23	task-sfprescaled_stimuli.npy	185	n/a
42.508	0.3	23	task-sfprescaled_stimuli.npy	184	n/a
43.008	0.3	23	task-sfprescaled_stimuli.npy	186	n/a
43.507	0.3	23	task-sfprescaled_stimuli.npy	191	n/a
