onset	duration	trial_num	target_nontarget	image_id	transition_duration	resp_1st	resp_2nd	rt_1st	rt_2nd	acc
NaN	1	87	1	9	0.8046	1	0	0.8773	0	1
NaN	1	88	1	10	0.8074	1	0	0.7979	0	1
NaN	1	89	1	2	0.8083	1	0	0.7695	0	1
NaN	1	90	1	7	0.8079	1	0	0.7862	0	1
NaN	1	91	2	11	0.8068	0	0	0	0	1
NaN	1	92	1	5	0.8071	1	0	0.7904	0	1
NaN	1	93	1	3	0.8016	1	0	0.7519	0	1
NaN	1	94	1	1	0.8059	1	0	0.6426	0	1
NaN	1	95	1	10	0.8013	1	0	0.4741	0	1
NaN	1	96	1	9	0.805	1	0	0.4967	0	1
NaN	1	97	1	1	0.8043	1	0	0.5874	0	1
NaN	1	98	1	7	0.8001	1	0	0.6498	0	1
NaN	1	99	1	1	0.8032	1	0	0.6677	0	1
NaN	1	100	1	6	0.8043	1	0	0.6663	0	1
NaN	1	101	1	10	0.8032	1	0	0.7888	0	1
NaN	1	102	1	6	0.8023	1	0	0.9253	0	1
NaN	1	103	1	9	0.8029	1	0	0.902	0	1
NaN	1	104	1	4	0.7977	1	0	0.8947	0	1
NaN	1	105	1	8	0.801	1	0	0.9473	0	1
NaN	1	106	1	1	0.8016	1	0	0.8189	0	1
NaN	1	107	1	6	0.7959	1	0	0.8815	0	1
NaN	1	108	1	10	0.8006	1	0	0.8542	0	1
NaN	1	109	1	2	0.7989	1	0	0.7917	0	1
NaN	1	110	1	3	0.7952	1	0	0.8724	0	1
NaN	1	111	1	6	0.7995	1	0	0.889	0	1
NaN	1	112	2	11	0.7982	0	0	0	0	1
NaN	1	113	1	5	0.794	1	0	0.4623	0	1
NaN	1	114	1	7	0.8103	1	0	0.4598	0	1
NaN	1	115	2	11	0.814	1	0	0.5494	0	0
NaN	1	116	1	7	0.8096	1	0	0.606	0	1
NaN	1	117	1	1	0.8132	1	0	0.6316	0	1
NaN	1	118	1	5	0.813	1	0	0.6702	0	1
NaN	1	119	1	7	0.8128	1	0	0.7969	0	1
NaN	1	120	1	5	0.812	1	0	0.8425	0	1
NaN	1	121	1	3	0.8115	1	0	0.8211	0	1
NaN	1	122	1	4	0.8064	1	0	0.8538	0	1
NaN	1	123	1	10	0.8106	1	0	0.7574	0	1
NaN	1	124	1	7	0.811	1	0	0.7941	0	1
NaN	1	125	1	2	0.8096	1	0	0.8966	0	1
NaN	1	126	1	9	0.8102	1	0	0.9762	0	1
NaN	1	127	1	8	0.809	1	0	0.8601	0	1
NaN	1	128	1	1	0.8086	1	0	0.7666	0	1
NaN	1	129	1	4	0.808	1	0	0.8264	0	1
NaN	1	130	1	3	0.8037	1	0	0.721	0	1
NaN	1	131	2	11	0.8068	0	0	0	0	1
NaN	1	132	1	2	0.8065	1	0	0.4972	0	1
NaN	1	133	1	7	0.8064	1	0	0.6078	0	1
NaN	1	134	2	11	0.8054	1	0	0.6474	0	0
NaN	1	135	1	3	0.8058	1	0	0.6141	0	1
NaN	1	136	1	10	0.8056	1	0	0.6117	0	1
NaN	1	137	1	2	0.7998	1	0	0.6774	0	1
NaN	1	138	1	6	0.7993	1	0	0.7929	0	1
NaN	1	139	1	10	0.7998	1	0	0.8295	0	1
NaN	1	140	1	9	0.8042	1	0	0.9601	0	1
NaN	1	141	1	8	0.7986	1	0	0.8197	0	1
NaN	1	142	2	11	0.8023	0	0	0	0	1
NaN	1	143	1	6	0.8019	1	0	0.606	0	1
NaN	1	144	1	8	0.802	1	0	0.5946	0	1
NaN	1	145	1	10	0.8021	1	0	0.6943	0	1
NaN	1	146	1	1	0.8011	1	0	0.582	0	1
NaN	1	147	1	9	0.8009	1	0	0.6515	0	1
NaN	1	148	1	7	0.7996	1	0	0.7181	0	1
NaN	1	149	1	9	0.7996	1	0	0.8317	0	1
NaN	1	150	2	11	0.7999	0	0	0	0	1
NaN	1	151	1	4	0.799	1	0	0.473	0	1
NaN	1	152	1	9	0.8103	1	0	0.6048	0	1
NaN	1	153	1	7	0.8149	1	0	0.6795	0	1
NaN	1	154	1	5	0.8132	1	0	0.8051	0	1
NaN	1	155	1	3	0.809	1	0	0.9086	0	1
NaN	1	156	1	5	0.8083	1	0	0.9343	0	1
NaN	1	157	2	11	0.813	0	0	0	0	1
NaN	1	158	1	8	0.8125	1	0	0.6525	0	1
NaN	1	159	1	9	0.8116	1	0	0.8332	0	1
NaN	1	160	1	10	0.8116	1	0	0.8588	0	1
NaN	1	161	1	1	0.811	1	0	0.9595	0	1
NaN	1	162	1	2	0.8109	1	0	0.9811	0	1
NaN	1	163	1	8	0.8105	1	0	0.9967	0	1
NaN	1	164	1	2	0.8051	1	0	0.9833	0	1
NaN	1	165	1	9	0.8095	1	0	0.8979	0	1
NaN	1	166	1	4	0.8091	1	0	0.8077	0	1
NaN	1	167	1	7	0.8043	1	0	0.7822	0	1
NaN	1	168	1	5	0.8035	1	0	0.8458	0	1
NaN	1	169	1	1	0.808	1	0	0.9715	0	1
NaN	1	170	1	8	0.807	1	0	0.918	0	1
NaN	1	171	1	3	0.8033	1	0	0.8327	0	1
NaN	1	172	1	6	0.8065	1	0	0.8253	0	1
NaN	1	173	1	4	0.8022	1	0	0.849	0	1
NaN	1	174	2	11	0.8054	0	0	0	0	1
NaN	1	175	1	1	0.8052	1	0	0.7342	0	1
NaN	1	176	1	9	0.8055	1	0	0.7229	0	1
NaN	1	177	1	6	0.8002	1	0	0.7825	0	1
NaN	1	178	2	11	0.8046	0	0	0	0	1
NaN	1	179	1	5	0.8034	1	0	0.6627	0	1
NaN	1	180	1	1	0.8032	1	0	0.6744	0	1
NaN	1	181	1	2	0.8033	1	0	0.6889	0	1
NaN	1	182	1	10	0.7985	1	0	0.7406	0	1
NaN	1	183	1	8	0.7982	1	0	0.7903	0	1
NaN	1	184	1	3	0.7971	1	0	0.8508	0	1
NaN	1	185	1	5	0.8009	1	0	0.8874	0	1
NaN	1	186	1	8	0.8015	1	0	0.9081	0	1
NaN	1	187	1	1	0.8011	1	0	0.9177	0	1
NaN	1	188	2	11	0.7954	0	0	0	0	1
NaN	1	189	1	4	0.8004	1	0	0.4849	0	1
NaN	1	190	1	10	0.7946	1	0	0.7058	0	1
NaN	1	191	1	4	0.7936	1	0	0.6625	0	1
NaN	1	192	1	7	0.7978	1	0	0.799	0	1
NaN	1	193	1	3	0.8102	1	0	0.8557	0	1
NaN	1	194	1	2	0.8309	1	0	0.8463	0	1
NaN	1	195	1	6	0.8137	1	0	0.7979	0	1
NaN	1	196	1	5	0.8136	1	0	0.9515	0	1
NaN	1	197	1	2	0.8129	1	0	0.8692	0	1
NaN	1	198	1	3	0.8124	1	0	0.8089	0	1
NaN	1	199	1	4	0.8121	1	0	0.8884	0	1
NaN	1	200	1	6	0.8066	1	0	0.82	0	1
NaN	1	201	1	7	0.8107	1	0	0.8046	0	1
NaN	1	202	1	3	0.8105	1	0	0.7713	0	1
NaN	1	203	1	4	0.8098	1	0	0.758	0	1
NaN	1	204	1	7	0.8096	1	0	0.6976	0	1
NaN	1	205	1	1	0.8098	1	0	0.7442	0	1
NaN	1	206	1	6	0.8091	1	0	0.6348	0	1
NaN	1	207	1	8	0.8083	1	0	0.7834	0	1
NaN	1	208	1	1	0.8034	1	0	0.914	0	1
NaN	1	209	1	3	0.8079	1	0	0.7747	0	1
NaN	1	210	1	7	0.8031	1	0	0.7474	0	1
NaN	1	211	1	10	0.8035	1	0	0.7909	0	1
NaN	1	212	1	4	0.8025	1	0	0.7376	0	1
NaN	1	213	1	1	0.8015	1	0	0.7962	0	1
NaN	1	214	2	11	0.8054	0	0	0	0	1
NaN	1	215	1	2	0.8053	1	0	0.7024	0	1
NaN	1	216	1	6	0.8058	1	0	0.605	0	1
NaN	1	217	1	3	0.8008	1	0	0.6316	0	1
NaN	1	218	1	7	0.8041	1	0	0.7442	0	1
NaN	1	219	1	4	0.7997	1	0	0.8108	0	1
NaN	1	220	1	8	0.8034	1	0	0.7625	0	1
NaN	1	221	1	9	0.8027	1	0	0.7621	0	1
NaN	1	222	1	1	0.7987	1	0	0.7688	0	1
NaN	1	223	1	4	0.8023	1	0	0.6904	0	1
NaN	1	224	1	5	0.7975	1	0	0.7099	0	1
NaN	1	225	1	9	0.802	1	0	0.8906	0	1
NaN	1	226	1	1	0.8005	1	0	0.8736	0	1
NaN	1	227	1	8	0.7958	1	0	0.8142	0	1
NaN	1	228	1	2	0.7955	1	0	0.7888	0	1
NaN	1	229	2	11	0.7945	0	0	0	0	1
NaN	1	230	1	3	0.7992	1	0	0.718	0	1
NaN	1	231	1	8	0.7948	1	0	0.6486	0	1
NaN	1	232	2	11	0.7983	1	0	0.5513	0	0
NaN	1	233	1	8	0.8095	1	0	0.5099	0	1
NaN	1	234	1	6	0.8137	1	0	0.4115	0	1
NaN	1	235	1	3	0.8135	1	0	0.4881	0	1
NaN	1	236	1	4	0.8132	1	0	0.5947	0	1
NaN	1	237	2	11	0.8084	1	0	0.5632	0	0
NaN	1	238	1	9	0.8123	1	0	0.6788	0	1
NaN	1	239	1	10	0.8121	1	0	0.6914	0	1
NaN	1	240	1	7	0.8117	1	0	0.836	0	1
NaN	1	241	1	8	0.8072	1	0	0.9476	0	1
NaN	1	242	1	10	0.806	1	0	0.9732	0	1
NaN	1	243	2	11	0.8065	0	0	0	0	1
NaN	1	244	1	2	0.8093	1	0	0.5116	0	1
NaN	1	245	1	8	0.8092	1	0	0.5611	0	1
NaN	1	246	1	6	0.8087	1	0	0.7118	0	1
NaN	1	247	1	2	0.8083	1	0	0.9793	0	1
NaN	1	248	2	11	0.8041	0	0	0	0	1
NaN	1	249	1	4	0.8039	1	0	0.5896	0	1
NaN	1	250	2	11	0.8074	1	0	0.6093	0	0
NaN	1	251	1	10	0.8073	1	0	0.5758	0	1
NaN	1	252	1	2	0.8024	1	0	0.5144	0	1
NaN	1	253	1	10	0.8057	1	0	0.807	0	1
NaN	1	254	1	6	0.8059	1	0	0.8646	0	1
NaN	1	255	1	5	0.8014	1	0	0.9103	0	1
NaN	1	256	1	4	0.8012	1	0	0.8588	0	1
NaN	1	257	1	7	0.8006	1	0	0.8495	0	1
NaN	1	258	1	9	0.7997	1	0	1.1267	0	1
NaN	1	259	1	5	0.8029	1	0	0.6097	0	1
NaN	1	260	1	7	0.8025	1	0	0.339	0	1
NaN	1	261	1	9	0.8021	1	0	0.5586	0	1
NaN	1	262	1	1	0.7973	1	0	0.7641	0	1
NaN	1	263	1	9	0.802	1	0	0.7738	0	1
NaN	1	264	1	5	0.7971	1	0	0.7005	0	1
NaN	1	265	1	4	0.8013	1	0	0.857	0	1
NaN	1	266	1	3	0.7967	1	0	0.9896	0	1
NaN	1	267	1	8	0.8007	1	0	0.9223	0	1
NaN	1	268	1	9	0.7959	1	0	0.7989	0	1
NaN	1	269	2	11	0.7953	0	0	0	0	1
NaN	1	270	1	10	0.7986	1	0	0.6021	0	1
NaN	1	271	2	11	0.7996	1	0	0.7699	0	0
NaN	1	272	1	6	0.7986	1	0	0.9334	0	1
NaN	1	273	1	5	0.8151	1	0	0.905	0	1
NaN	1	274	2	11	0.8099	1	0	0.6756	0	0
NaN	1	275	1	3	0.8095	0	0	0	0	0
NaN	1	276	1	6	0.8146	1	0	0.4039	0	1
NaN	1	277	1	5	0.8128	1	0	1.2682	0	1
NaN	1	278	1	6	0.8088	0	0	0	0	0
NaN	1	279	1	5	0.8074	1	0	0.4248	0	1
NaN	1	280	1	4	0.8121	1	0	0.6134	0	1
NaN	1	281	1	1	0.8112	1	0	0.777	0	1
NaN	1	282	1	2	0.8105	1	0	0.7336	0	1
NaN	1	283	1	8	0.8061	1	0	0.8172	0	1
NaN	1	284	1	9	0.8061	1	0	0.8388	0	1
NaN	1	285	1	2	0.8098	1	0	0.8285	0	1
NaN	1	286	1	10	0.8092	1	0	0.8221	0	1
NaN	1	287	1	3	0.8096	1	0	0.8387	0	1
NaN	1	288	1	6	0.8081	1	0	0.7774	0	1
NaN	1	289	1	9	0.8086	1	0	1.0966	0	1
NaN	1	290	1	5	0.8031	1	0	0.6936	0	1
NaN	1	291	1	7	0.8027	1	0	0.6512	0	1
NaN	1	292	1	5	0.8066	1	0	0.7637	0	1
NaN	1	293	1	2	0.8062	1	0	0.8443	0	1
NaN	1	294	1	1	0.806	1	0	0.824	0	1
NaN	1	295	1	10	0.8053	1	0	0.8876	0	1
NaN	1	296	1	3	0.8049	1	0	0.8602	0	1
NaN	1	297	1	2	0.8053	1	0	0.8659	0	1
NaN	1	298	1	1	0.8043	1	0	0.7085	0	1
NaN	1	299	1	10	0.8036	1	0	0.6711	0	1
NaN	1	300	1	7	0.804	1	0	0.7338	0	1
NaN	1	301	2	11	0.8032	0	0	0	0	1
NaN	1	302	1	2	0.803	1	0	0.6149	0	1
NaN	1	303	1	9	0.7977	1	0	0.6985	0	1
NaN	1	304	1	10	0.8022	1	0	0.7213	0	1
NaN	1	305	1	4	0.8017	1	0	0.8228	0	1
NaN	1	306	1	10	0.8017	1	0	0.8624	0	1
NaN	1	307	1	8	0.8007	1	0	0.8241	0	1
NaN	1	308	1	7	0.8001	1	0	0.9127	0	1
NaN	1	309	1	1	0.8004	1	0	0.8203	0	1
NaN	1	310	1	9	0.8001	1	0	0.675	0	1
NaN	1	311	1	1	0.7954	1	0	0.6687	0	1
NaN	1	312	1	5	0.7986	1	0	0.6422	0	1
NaN	1	313	1	10	0.7939	1	0	0.6058	0	1
NaN	1	314	1	7	0.7977	1	0	0.7204	0	1
NaN	1	315	1	3	0.8106	1	0	0.703	0	1
NaN	1	316	1	8	0.8146	1	0	0.8796	0	1
NaN	1	317	1	5	0.809	1	0	0.8563	0	1
NaN	1	318	2	11	0.8078	0	0	0	0	1
NaN	1	319	1	7	0.8121	1	0	0.6517	0	1
NaN	1	320	2	11	0.8117	0	0	0	0	1
NaN	1	321	1	3	0.8114	1	0	0.587	0	1
NaN	1	322	1	4	0.8068	1	0	0.6567	0	1
NaN	1	323	1	5	0.81	1	0	0.8542	0	1
NaN	1	324	1	1	0.8104	1	0	0.7409	0	1
NaN	1	325	1	6	0.81	1	0	0.8275	0	1
NaN	1	326	1	4	0.81	1	0	0.8261	0	1
NaN	1	327	1	6	0.8086	1	0	0.7327	0	1
NaN	1	328	1	2	0.8047	1	0	0.8244	0	1
NaN	1	329	1	7	0.8092	1	0	0.823	0	1
NaN	1	330	1	2	0.8082	1	0	0.7427	0	1
NaN	1	331	1	7	0.8078	1	0	0.7323	0	1
NaN	1	332	2	11	0.8077	0	0	0	0	1
NaN	1	333	1	4	0.8065	1	0	0.7226	0	1
NaN	1	334	2	11	0.8065	1	0	0.6692	0	0
NaN	1	335	1	8	0.8054	1	0	0.6558	0	1
NaN	1	336	1	5	0.8007	1	0	0.8284	0	1
NaN	1	337	1	2	0.8064	1	0	0.758	0	1
NaN	1	338	2	11	0.8048	0	0	0	0	1
NaN	1	339	1	10	0.8039	1	0	0.6632	0	1
NaN	1	340	1	9	0.7997	1	0	0.6709	0	1
NaN	1	341	1	6	0.7993	1	0	0.8805	0	1
NaN	1	342	1	2	0.8035	1	0	0.8981	0	1
NaN	1	343	1	9	0.8032	1	0	0.9817	0	1
NaN	1	344	1	4	0.8019	1	0	0.9314	0	1
NaN	1	345	1	5	0.802	1	0	0.848	0	1
NaN	1	346	1	8	0.7976	1	0	0.8177	0	1
NaN	1	347	1	1	0.801	1	0	0.8393	0	1
NaN	1	348	1	6	0.801	1	0	0.8399	0	1
NaN	1	349	1	2	0.7963	1	0	0.7986	0	1
NaN	1	350	1	5	0.7955	1	0	0.7421	0	1
NaN	1	351	1	4	0.8	1	0	0.6518	0	1
NaN	1	352	1	1	0.7991	1	0	0.7855	0	1
NaN	1	353	1	8	0.7997	1	0	0.802	0	1
NaN	1	354	1	1	0.7988	1	0	1.1184	0	1
NaN	1	355	1	9	0.7974	1	0	0.6603	0	1
NaN	1	356	1	1	0.8141	1	0	0.7099	0	1
NaN	1	357	1	5	0.8134	1	0	0.6704	0	1
NaN	1	358	1	6	0.8138	1	0	0.6471	0	1
NaN	1	359	1	7	0.8135	1	0	0.7917	0	1
NaN	1	360	1	1	0.8131	1	0	0.7334	0	1
NaN	1	361	1	10	0.8125	1	0	0.6849	0	1
NaN	1	362	1	6	0.812	1	0	0.6575	0	1
NaN	1	363	1	3	0.8077	1	0	0.7041	0	1
NaN	1	364	1	8	0.8115	1	0	0.8078	0	1
NaN	1	365	1	4	0.8104	1	0	0.8974	0	1
NaN	1	366	1	10	0.8106	1	0	0.9229	0	1
NaN	1	367	1	1	0.8059	1	0	0.9865	0	1
NaN	1	368	1	7	0.8054	1	0	0.8722	0	1
NaN	1	369	2	11	0.8046	1	0	0.9418	0	0
NaN	1	370	1	2	0.8088	1	0	0.5825	1.286	1
NaN	1	371	2	11	0.8083	1	0	0	0	0
NaN	1	372	1	3	0.8034	1	0	0.5617	0	1
NaN	1	373	1	6	0.808	1	0	0.4473	0	1
NaN	1	374	1	10	0.8066	1	0	0.5648	0	1
NaN	1	375	1	7	0.8063	1	0	0.5859	0	1
NaN	1	376	1	5	0.8009	1	0	0.7264	0	1
NaN	1	377	2	11	0.8047	1	0	0.7351	0	0
NaN	1	378	1	9	0.8046	1	0	0.8996	0	1
NaN	1	379	1	8	0.8004	1	0	0.7914	0	1
NaN	1	380	1	3	0.7995	1	0	0.773	0	1
NaN	1	381	1	6	0.804	1	0	0.7175	0	1
NaN	1	382	2	11	0.8028	0	0	0	0	1
NaN	1	383	1	3	0.8031	1	0	0.6298	0	1
NaN	1	384	1	10	0.8026	1	0	0.8354	0	1
NaN	1	385	1	4	0.8027	1	0	0.8551	0	1
NaN	1	386	1	8	0.8027	1	0	0.8027	0	1
NaN	1	387	1	3	0.7968	1	0	0.6923	0	1
NaN	1	388	1	10	0.801	1	0	0.683	0	1
NaN	1	389	1	9	0.7963	1	0	0.9626	0	1
NaN	1	390	1	2	0.7998	1	0	0.8212	0	1
NaN	1	391	1	9	0.7998	1	0	1.0024	0	1
NaN	1	392	1	4	0.7953	1	0	0.8915	0	1
NaN	1	393	1	6	0.7993	1	0	0.743	0	1
NaN	1	394	1	7	0.7945	1	0	0.8587	0	1
NaN	1	395	1	3	0.7939	1	0	0.8473	0	1
NaN	1	396	1	8	0.8149	1	0	0.857	0	1
NaN	1	397	1	3	0.8142	1	0	0.9656	0	1
NaN	1	398	1	9	0.8091	1	0	0.8892	0	1
NaN	1	399	1	5	0.8129	1	0	0.8558	0	1
NaN	1	400	1	2	0.8126	1	0	0.7315	0	1
NaN	1	401	1	4	0.8086	1	0	0.8111	0	1
NaN	1	402	2	11	0.8076	0	0	0	0	1
NaN	1	403	1	5	0.8115	1	0	0.5515	0	1
NaN	1	404	1	9	0.8071	1	0	0.379	0	1
NaN	1	405	1	2	0.8103	1	0	0.5976	0	1
NaN	1	406	1	9	0.8058	1	0	0.7323	0	1
NaN	1	407	1	2	0.8101	1	0	0.5309	0	1
NaN	1	408	2	11	0.8094	0	0	0	0	1
NaN	1	409	1	1	0.8054	1	0	0.6621	0	1
NaN	1	410	1	8	0.8046	1	0	0.6727	0	1
NaN	1	411	1	10	0.8091	1	0	0.7044	0	1
NaN	1	412	1	5	0.8082	1	0	0.776	0	1
NaN	1	413	1	3	0.8071	1	0	0.8856	0	1
NaN	1	414	2	11	0.8083	0	0	0	0	1
NaN	1	415	1	3	0.8072	1	0	0.6329	0	1
NaN	1	416	1	6	0.8074	1	0	0.7675	0	1
NaN	1	417	2	11	0.8062	0	0	0	0	1
NaN	1	418	1	8	0.8017	1	0	0.6347	0	1
NaN	1	419	1	2	0.8056	1	0	0.8184	0	1
NaN	1	420	1	4	0.805	1	0	0.7981	0	1
NaN	1	421	2	11	0.805	0	0	0	0	1
NaN	1	422	1	6	0.804	1	0	0.6514	0	1
NaN	1	423	1	9	0.7995	1	0	0.7379	0	1
NaN	1	424	1	8	0.8045	1	0	0.6925	0	1
NaN	1	425	1	1	0.8036	1	0	0.8121	0	1
NaN	1	426	1	8	0.8033	1	0	0.9748	0	1
NaN	1	427	1	5	0.798	1	0	0.7855	0	1
NaN	1	428	1	3	0.7969	1	0	0.7121	0	1
NaN	1	429	1	7	0.7972	1	0	0.7948	0	1
NaN	1	430	1	8	0.8012	1	0	0.8203	0	1
NaN	1	431	1	10	0.8009	1	0	0.692	0	1
NaN	1	432	1	7	0.8	1	0	0.8166	0	1
NaN	1	433	1	4	0.7956	1	0	0.8533	0	1
NaN	1	434	1	10	0.7994	1	0	0.781	0	1
NaN	1	435	1	2	0.7991	1	0	0.9505	0	1
NaN	1	436	1	10	0.7993	1	0	0.7653	0	1
NaN	1	437	1	4	0.7986	1	0	0.7189	0	1
NaN	1	438	1	6	0.7941	1	0	0.7325	0	1
NaN	1	439	1	7	0.8145	1	0	0.7891	0	1
NaN	1	440	1	3	0.8093	1	0	0.7968	0	1
NaN	1	441	1	2	0.8137	1	0	0.8524	0	1
NaN	1	442	1	5	0.8136	1	0	0.797	0	1
NaN	1	443	1	8	0.8084	1	0	0.8736	0	1
NaN	1	444	1	4	0.8126	1	0	0.8452	0	1
NaN	1	445	2	11	0.8112	1	0	0.9662	0	0
NaN	1	446	1	5	0.8114	1	0	1.1265	0	1
NaN	1	447	1	1	0.8066	0	0	0	0	0
NaN	1	448	1	9	0.8103	1	0	0.4112	0	1
NaN	1	449	1	7	0.806	1	0	0.6068	0	1
NaN	1	450	1	5	0.8097	1	0	0.7744	0	1
NaN	1	451	1	6	0.8051	1	0	0.762	0	1
NaN	1	452	1	4	0.8091	1	0	0.8426	0	1
NaN	1	453	1	7	0.808	1	0	0.7713	0	1
NaN	1	454	1	4	0.8078	1	0	0.9668	0	1
NaN	1	455	1	9	0.8073	1	0	0.9665	0	1
NaN	1	456	1	10	0.8068	1	0	0.9161	0	1
NaN	1	457	1	6	0.8025	1	0	0.7848	0	1
NaN	1	458	1	8	0.8016	1	0	0.6504	0	1
NaN	1	459	1	1	0.8072	1	0	0.783	0	1
NaN	1	460	1	6	0.8053	1	0	0.8797	0	1
NaN	1	461	1	4	0.8046	1	0	0.8203	0	1
NaN	1	462	1	8	0.8051	1	0	0.8669	0	1
NaN	1	463	2	11	0.8003	0	0	0	0	1
NaN	1	464	1	10	0.8049	1	0	0.6992	0	1
NaN	1	465	1	3	0.7991	1	0	0.7826	0	1
NaN	1	466	1	10	0.7989	1	0	0.7984	0	1
NaN	1	467	1	2	0.8036	1	0	0.787	0	1
NaN	1	468	1	3	0.8027	1	0	0.8057	0	1
NaN	1	469	1	1	0.7973	1	0	0.7763	0	1
