onset	duration	stim_file
26.9	1	sub01_Voice12_Loc5_ramp10.wav
32.5	1	sub01_Animal1_Loc1_ramp10.wav
40.9	1	sub01_Voice6_Loc6_ramp10.wav
46.5	1	sub01_Speech9_Loc2_ramp10.wav
57.7	1	sub01_Tool6_Loc6_ramp10.wav
66.1	1	sub01_Speech2_Loc2_ramp10.wav
77.3	1	sub01_Speech13_Loc6_ramp10.wav
94.1	1	sub01_Speech4_Loc4_ramp10.wav
105.3	1	sub01_Speech1_Loc1_ramp10.wav
113.7	1	sub01_Speech5_Loc5_ramp10.wav
122.1	1	sub01_Tool3_Loc3_ramp10.wav
133.3	1	sub01_Tool8_Loc1_ramp10.wav
144.5	1	sub01_Tool11_Loc4_ramp10.wav
150.1	1	sub01_Tool14_Loc7_ramp10.wav
158.5	1	sub01_Animal3_Loc3_ramp10.wav
164.1	1	sub01_Tool12_Loc5_ramp10.wav
172.5	1	sub01_Animal9_Loc2_ramp10.wav
183.7	1	sub01_Voice14_Loc7_ramp10.wav
189.3	1	sub01_Voice4_Loc4_ramp10.wav
200.5	1	sub01_Speech6_Loc6_ramp10.wav
208.9	1	sub01_Speech10_Loc3_ramp10.wav
217.3	1	sub01_Animal12_Loc5_ramp10.wav
222.9	1	sub01_Tool9_Loc2_ramp10.wav
228.5	1	sub01_Animal7_Loc7_ramp10.wav
242.5	1	sub01_Animal4_Loc4_ramp10.wav
250.9	1	sub01_Voice13_Loc6_ramp10.wav
259.3	1	sub01_Tool4_Loc4_ramp10.wav
270.5	1	sub01_Tool2_Loc2_ramp10.wav
281.7	1	sub01_Tool5_Loc5_ramp10.wav
292.9	1	sub01_Voice10_Loc3_ramp10.wav
298.5	1	sub01_Animal5_Loc5_ramp10.wav
306.9	1	sub01_Tool10_Loc3_ramp10.wav
312.5	1	sub01_Voice5_Loc5_ramp10.wav
318.1	1	sub01_Tool7_Loc7_ramp10.wav
323.7	1	sub01_Voice11_Loc4_ramp10.wav
332.1	1	sub01_Tool13_Loc6_ramp10.wav
337.7	1	sub01_Tool1_Loc1_ramp10.wav
343.3	1	sub01_Animal11_Loc4_ramp10.wav
351.7	1	sub01_Animal14_Loc7_ramp10.wav
357.3	1	sub01_Speech8_Loc1_ramp10.wav
368.5	1	sub01_Animal13_Loc6_ramp10.wav
376.9	1	sub01_Animal10_Loc3_ramp10.wav
390.9	1	sub01_Voice1_Loc1_ramp10.wav
402.1	1	sub01_Voice3_Loc3_ramp10.wav
407.7	1	sub01_Voice7_Loc7_ramp10.wav
418.9	1	sub01_Voice9_Loc2_ramp10.wav
430.1	1	sub01_Speech11_Loc4_ramp10.wav
441.3	1	sub01_Speech14_Loc7_ramp10.wav
452.5	1	sub01_Voice8_Loc1_ramp10.wav
463.7	1	sub01_Speech7_Loc7_ramp10.wav
472.1	1	sub01_Animal2_Loc2_ramp10.wav
480.5	1	sub01_Animal6_Loc6_ramp10.wav
491.7	1	sub01_Voice2_Loc2_ramp10.wav
502.9	1	sub01_Speech12_Loc5_ramp10.wav
508.5	1	sub01_Animal8_Loc1_ramp10.wav
519.7	1	sub01_Speech3_Loc3_ramp10.wav
