onset	duration	stim_file
26.9	1	sub01_Speech2_Loc2_ramp10.wav
35.3	1	sub01_Voice11_Loc4_ramp10.wav
43.7	1	sub01_Voice1_Loc1_ramp10.wav
52.1	1	sub01_Animal13_Loc6_ramp10.wav
63.3	1	sub01_Tool9_Loc2_ramp10.wav
71.7	1	sub01_Tool5_Loc5_ramp10.wav
94.1	1	sub01_Animal8_Loc1_ramp10.wav
99.7	1	sub01_Tool13_Loc6_ramp10.wav
108.1	1	sub01_Voice10_Loc3_ramp10.wav
116.5	1	sub01_Animal7_Loc7_ramp10.wav
122.1	1	sub01_Speech12_Loc5_ramp10.wav
130.5	1	sub01_Speech7_Loc7_ramp10.wav
141.7	1	sub01_Animal1_Loc1_ramp10.wav
152.9	1	sub01_Tool10_Loc3_ramp10.wav
164.1	1	sub01_Animal14_Loc7_ramp10.wav
169.7	1	sub01_Animal9_Loc2_ramp10.wav
178.1	1	sub01_Speech13_Loc6_ramp10.wav
189.3	1	sub01_Animal10_Loc3_ramp10.wav
194.9	1	sub01_Voice8_Loc1_ramp10.wav
206.1	1	sub01_Tool11_Loc4_ramp10.wav
211.7	1	sub01_Tool2_Loc2_ramp10.wav
217.3	1	sub01_Animal4_Loc4_ramp10.wav
222.9	1	sub01_Animal2_Loc2_ramp10.wav
231.3	1	sub01_Animal11_Loc4_ramp10.wav
242.5	1	sub01_Speech8_Loc1_ramp10.wav
248.1	1	sub01_Voice14_Loc7_ramp10.wav
259.3	1	sub01_Speech5_Loc5_ramp10.wav
264.9	1	sub01_Voice3_Loc3_ramp10.wav
270.5	1	sub01_Voice13_Loc6_ramp10.wav
287.3	1	sub01_Tool3_Loc3_ramp10.wav
298.5	1	sub01_Animal12_Loc5_ramp10.wav
309.7	1	sub01_Tool1_Loc1_ramp10.wav
315.3	1	sub01_Speech10_Loc3_ramp10.wav
320.9	1	sub01_Speech6_Loc6_ramp10.wav
332.1	1	sub01_Animal3_Loc3_ramp10.wav
343.3	1	sub01_Animal5_Loc5_ramp10.wav
351.7	1	sub01_Speech14_Loc7_ramp10.wav
357.3	1	sub01_Voice2_Loc2_ramp10.wav
365.7	1	sub01_Tool12_Loc5_ramp10.wav
371.3	1	sub01_Voice9_Loc2_ramp10.wav
376.9	1	sub01_Animal6_Loc6_ramp10.wav
385.3	1	sub01_Speech1_Loc1_ramp10.wav
393.7	1	sub01_Voice5_Loc5_ramp10.wav
402.1	1	sub01_Tool14_Loc7_ramp10.wav
413.3	1	sub01_Speech4_Loc4_ramp10.wav
424.5	1	sub01_Speech9_Loc2_ramp10.wav
432.9	1	sub01_Voice4_Loc4_ramp10.wav
438.5	1	sub01_Tool8_Loc1_ramp10.wav
455.3	1	sub01_Tool6_Loc6_ramp10.wav
463.7	1	sub01_Speech11_Loc4_ramp10.wav
474.9	1	sub01_Voice7_Loc7_ramp10.wav
480.5	1	sub01_Voice12_Loc5_ramp10.wav
497.3	1	sub01_Tool7_Loc7_ramp10.wav
505.7	1	sub01_Speech3_Loc3_ramp10.wav
516.9	1	sub01_Voice6_Loc6_ramp10.wav
522.5	1	sub01_Tool4_Loc4_ramp10.wav
