onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.96	3	1	1
6.001	2.5	0	3	2.57	3	1	2
11	2.5	0	3	2.44	9	2	1
16	2.5	0	3	2.62	9	2	2
31	2.5	0	3	2.45	10	2	1
36	2.5	0	3	2.42	10	2	2
41	2.5	0	3	2.36	7	2	1
46	2.5	0	3	2.6	7	2	2
51	2.5	0	3	2.83	4	1	1
56.001	2.5	0	3	2.41	4	1	2
61.001	2.5	0	3	2.51	11	2	1
66	2.5	0	3	2.36	11	2	2
71	2.5	0	3	2.48	2	1	1
76.002	2.5	0	3	2.3	2	1	2
81	2.5	1	0	2.68	2	1	1
86	2.5	0	3	2.35	2	1	2
91.001	2.5	0	3	2.47	2	1	1
96.002	2.5	0	3	2.43	2	1	2
101	2.5	0	3	2.57	1	1	1
106	2.5	0	3	2.61	1	1	2
111	2.5	0	3	2.48	8	2	1
116	2.5	0	3	2.35	8	2	2
121.001	2.5	0	3	2.31	12	2	1
126.001	2.5	0	3	2.48	12	2	2
131	2.5	0	3	2.46	10	2	1
136	2.5	0	3	2.41	10	2	2
141	2.5	0	3	2.56	12	2	1
146.001	2.5	0	3	2.64	12	2	2
151.001	2.5	0	3	2.66	9	2	1
156	2.5	0	3	2.83	9	2	2
161.001	2.5	1	0	2.7	4	1	1
166.001	2.5	0	3	2.43	4	1	2
171.001	2.5	0	3	2.56	7	2	1
176.002	2.5	0	3	2.46	7	2	2
181.001	2.5	0	3	2.5	8	2	1
186.001	2.5	0	3	2.44	8	2	2
201	2.5	0	3	2.41	7	2	1
206.001	2.5	1	0	2.59	7	2	2
211	2.5	0	3	2.74	10	2	1
216.001	2.5	0	3	2.54	10	2	2
221.001	2.5	0	3	2.7	6	1	1
226.001	2.5	0	3	2.71	6	1	2
231.001	2.5	0	3	2.87	6	1	1
236.001	2.5	0	3	2.21	6	1	2
241.001	2.5	0	3	2.63	1	1	1
246.001	2.5	1	0	2.8	1	1	2
251.001	2.5	0	3	2.44	11	2	1
256.001	2.5	0	3	2.5	11	2	2
271.002	2.5	0	3	2.25	3	1	1
276.001	2.5	0	3	2.55	3	1	2
281.001	2.5	0	3	2.73	11	2	1
286	2.5	0	3	2.32	11	2	2
291.001	2.5	0	3	2.23	3	1	1
296	2.5	0	3	2.33	3	1	2
301	2.5	0	3	2.4	4	1	1
306.002	2.5	0	3	2.46	4	1	2
321.002	2.5	0	3	2.44	1	1	1
326	2.5	0	3	2.33	1	1	2
331.001	2.5	0	3	2.34	6	1	1
336.002	2.5	0	3	2.46	6	1	2
351.002	2.5	0	3	2.29	8	2	1
356	2.5	0	3	2.38	8	2	2
361	2.5	0	3	2.73	9	2	1
366.001	2.5	0	3	2.19	9	2	2
371.001	2.5	0	3	2.45	5	1	1
376	2.5	0	3	2.44	5	1	2
381.001	2.5	0	3	2.51	5	1	1
386	2.5	0	3	2.29	5	1	2
391.002	2.5	0	3	2.43	5	1	1
396	2.5	0	3	2.34	5	1	2
401.001	2.5	0	3	2.74	12	2	1
406.002	2.5	0	3	2.94	12	2	2
