onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.77	8	2	1
6	2.5	0	3	3.02	8	2	2
11	2.5	0	3	2.59	10	2	1
16.001	2.5	0	3	2.51	10	2	2
31	2.5	0	3	2.55	10	2	1
36	2.5	0	3	2.56	10	2	2
41	2.5	0	3	2.56	11	2	1
46	2.5	0	3	2.62	11	2	2
51	2.5	0	3	2.37	6	1	1
56	2.5	0	3	2.45	6	1	2
61	2.5	0	3	2.52	3	1	1
66	2.5	0	3	2.47	3	1	2
71	2.5	0	3	2.44	4	1	1
76	2.5	1	0	0	4	1	2
91	2.5	1	0	0	5	1	1
96	2.5	0	3	2.62	5	1	2
101	2.5	0	3	2.58	12	2	1
106	2.5	0	3	2.76	12	2	2
111	2.5	0	3	2.56	9	2	1
116	2.5	0	3	2.49	9	2	2
121	2.5	0	3	2.47	1	1	1
126	2.5	0	3	2.43	1	1	2
141	2.5	0	3	2.42	10	2	1
146	2.5	0	3	2.18	10	2	2
151	2.5	0	3	2.06	5	1	1
156	2.5	0	3	2.45	5	1	2
161	2.5	1	0	0	2	1	1
166	2.5	0	3	2.68	2	1	2
171	2.5	0	3	2.38	2	1	1
176	2.5	0	3	2.64	2	1	2
181	2.5	0	3	2.46	5	1	1
186.001	2.5	0	3	2.4	5	1	2
191	2.5	0	3	2.5	11	2	1
196	2.5	1	0	2.35	11	2	2
201	2.5	0	3	2.56	9	2	1
206	2.5	0	3	2.54	9	2	2
211	2.5	0	3	2.31	7	2	1
216	2.5	0	3	2.29	7	2	2
221	2.5	0	3	2.3	7	2	1
226	2.5	0	3	2.51	7	2	2
231	2.5	0	3	2.54	9	2	1
236	2.5	0	3	2.41	9	2	2
241	2.5	0	3	2.37	8	2	1
246	2.5	0	3	2.36	8	2	2
251	2.5	0	3	2.52	7	2	1
256	2.5	0	3	2.5	7	2	2
261	2.5	0	3	2.3	3	1	1
266	2.5	0	3	2.52	3	1	2
271	2.5	0	3	2.41	1	1	1
276	2.5	0	3	2.35	1	1	2
281	2.5	0	3	2.42	12	2	1
286	2.5	0	3	2.47	12	2	2
291	2.5	1	0	0	11	2	1
296	2.5	0	3	2.4	11	2	2
301	2.5	1	0	0	2	1	1
306	2.5	0	3	2.59	2	1	2
321	2.5	0	3	2.86	4	1	1
326	2.5	0	3	2.45	4	1	2
331	2.5	0	3	2.44	6	1	1
336	2.5	0	3	2.46	6	1	2
341	2.5	0	3	2.4	12	2	1
346	2.5	0	3	2.72	12	2	2
351	2.5	0	3	2.61	1	1	1
356	2.5	0	3	2.56	1	1	2
361	2.5	0	3	2.59	3	1	1
366	2.5	0	3	2.39	3	1	2
381	2.5	0	3	2.25	8	2	1
386	2.5	1	0	0	8	2	2
391	2.5	0	3	2.53	4	1	1
396	2.5	0	3	2.55	4	1	2
401	2.5	0	3	2.45	6	1	1
406	2.5	0	3	2.66	6	1	2
