onset	duration	is_error	points	movement_time	sequence_num	sequence_type	repetition
1	2.5	0	3	2.15	8	2	1
6.001	2.5	0	3	2.38	8	2	2
11	2.5	0	3	2.23	3	1	1
16	2.5	0	3	2.51	3	1	2
21	2.5	0	3	2.44	5	1	1
26	2.5	1	0	0	5	1	2
41	2.5	0	3	2.58	6	1	1
46	2.5	0	3	2.47	6	1	2
51	2.5	0	3	2.42	7	2	1
56	2.5	0	3	2.45	7	2	2
61	2.5	0	3	2.55	9	2	1
66	2.5	0	3	2.52	9	2	2
71	2.5	0	3	2.5	8	2	1
76	2.5	0	3	2.62	8	2	2
81	2.5	0	3	2.67	12	2	1
86	2.5	0	3	2.45	12	2	2
91	2.5	0	3	2.5	9	2	1
96	2.5	0	3	2.56	9	2	2
101	2.5	0	3	2.54	11	2	1
106.002	2.5	0	3	2.4	11	2	2
111	2.5	0	3	2.6	2	1	1
116	2.5	0	3	2.53	2	1	2
121	2.5	0	3	2.48	10	2	1
126.001	2.5	0	3	2.43	10	2	2
131	2.5	0	3	2.42	7	2	1
136	2.5	0	3	2.53	7	2	2
141	2.5	0	3	2.52	8	2	1
146	2.5	0	3	2.4	8	2	2
161	2.5	0	3	2.37	3	1	1
166	2.5	0	3	2.52	3	1	2
171	2.5	0	3	2.4	3	1	1
176	2.5	0	3	2.45	3	1	2
181	2.5	0	3	2.78	1	1	1
186	2.5	0	3	2.48	1	1	2
191	2.5	0	3	2.45	5	1	1
196	2.5	0	3	2.4	5	1	2
201	2.5	0	3	2.48	4	1	1
206	2.5	0	3	2.31	4	1	2
211	2.5	0	3	2.37	4	1	1
216	2.5	0	3	2.7	4	1	2
221.002	2.5	0	3	2.55	1	1	1
226	2.5	0	3	2.6	1	1	2
231	2.5	0	3	2.59	10	2	1
236	2.5	0	3	2.68	10	2	2
241	2.5	0	3	2.68	6	1	1
246	2.5	0	3	2.53	6	1	2
251.001	2.5	0	3	2.49	7	2	1
256	2.5	0	3	2.68	7	2	2
261	2.5	0	3	2.59	9	2	1
266	2.5	0	3	2.59	9	2	2
271	2.5	0	3	2.41	11	2	1
276.001	2.5	0	3	2.39	11	2	2
281.002	2.5	0	3	2.6	2	1	1
286	2.5	0	3	2.58	2	1	2
291	2.5	0	3	2.43	12	2	1
296	2.5	0	3	2.3	12	2	2
311	2.5	0	3	2.35	11	2	1
316	2.5	0	3	2.05	11	2	2
321	2.5	0	3	2.31	12	2	1
326	2.5	0	3	2.59	12	2	2
331	2.5	0	3	2.46	6	1	1
336	2.5	0	3	2.33	6	1	2
341	2.5	0	3	2.53	2	1	1
346	2.5	0	3	2.59	2	1	2
361	2.5	0	3	2.35	10	2	1
366	2.5	0	3	3.04	10	2	2
371	2.5	0	3	2.63	4	1	1
376	2.5	0	3	2.44	4	1	2
391	2.5	0	3	2.22	1	1	1
396	2.5	0	3	2.5	1	1	2
401.001	2.5	0	3	2.56	5	1	1
406	2.5	0	3	2.49	5	1	2
