onset	duration	stim_filename	verbal_resp	key_resp	event_type
503.389	5	L155	0	1	RETENTION_LOGO
508.389	0	L155	NaN	NaN	VERBALRESP_LOGO
512.258	0	L155	NaN	NaN	KEYRESP_LOGO
518.389	0	L64	0	1	STIM_LOGO
519.389	5	L64	0	1	RETENTION_LOGO
524.389	0	L64	NaN	NaN	VERBALRESP_LOGO
528.523	0	L64	NaN	NaN	KEYRESP_LOGO
530.389	0	L65	0	1	STIM_LOGO
531.389	5	L65	0	1	RETENTION_LOGO
536.389	0	L65	NaN	NaN	VERBALRESP_LOGO
540.719	0	L65	NaN	NaN	KEYRESP_LOGO
543.389	0	L94	1	2	STIM_LOGO
544.389	5	L94	1	2	RETENTION_LOGO
549.389	0	L94	NaN	NaN	VERBALRESP_LOGO
553.539	0	L94	NaN	NaN	KEYRESP_LOGO
560.389	0	L117	2	2	STIM_LOGO
561.389	5	L117	2	2	RETENTION_LOGO
566.389	0	L117	NaN	NaN	VERBALRESP_LOGO
570.721	0	L117	NaN	NaN	KEYRESP_LOGO
576.389	0	L398	0	1	STIM_LOGO
577.389	5	L398	0	1	RETENTION_LOGO
582.389	0	L398	NaN	NaN	VERBALRESP_LOGO
586.843	0	L398	NaN	NaN	KEYRESP_LOGO
589.389	0	L122	0	1	STIM_LOGO
590.389	5	L122	0	1	RETENTION_LOGO
595.389	0	L122	NaN	NaN	VERBALRESP_LOGO
599.376	0	L122	NaN	NaN	KEYRESP_LOGO
608.389	0	L18	1	2	STIM_LOGO
609.389	5	L18	1	2	RETENTION_LOGO
614.389	0	L18	NaN	NaN	VERBALRESP_LOGO
618.471	0	L18	NaN	NaN	KEYRESP_LOGO
622.389	0	L97	0	1	STIM_LOGO
623.389	5	L97	0	1	RETENTION_LOGO
628.389	0	L97	NaN	NaN	VERBALRESP_LOGO
632.776	0	L97	NaN	NaN	KEYRESP_LOGO
638.389	0	L369	0	1	STIM_LOGO
639.389	5	L369	0	1	RETENTION_LOGO
644.39	0	L369	NaN	NaN	VERBALRESP_LOGO
649.011	0	L369	NaN	NaN	KEYRESP_LOGO
655.39	0	L357	0	1	STIM_LOGO
656.39	5	L357	0	1	RETENTION_LOGO
661.39	0	L357	NaN	NaN	VERBALRESP_LOGO
665.341	0	L357	NaN	NaN	KEYRESP_LOGO
672.406	0	L438	0	1	STIM_LOGO
673.406	5	L438	0	1	RETENTION_LOGO
678.406	0	L438	NaN	NaN	VERBALRESP_LOGO
682.515	0	L438	NaN	NaN	KEYRESP_LOGO
689.423	0	L29	0	1	STIM_LOGO
690.423	5	L29	0	1	RETENTION_LOGO
695.423	0	L29	NaN	NaN	VERBALRESP_LOGO
699.798	0	L29	NaN	NaN	KEYRESP_LOGO
704.423	0	L233	0	1	STIM_LOGO
705.423	5	L233	0	1	RETENTION_LOGO
710.423	0	L233	NaN	NaN	VERBALRESP_LOGO
715.087	0	L233	NaN	NaN	KEYRESP_LOGO
720.423	0	L103	0	1	STIM_LOGO
721.423	5	L103	0	1	RETENTION_LOGO
726.423	0	L103	NaN	NaN	VERBALRESP_LOGO
730.58	0	L103	NaN	NaN	KEYRESP_LOGO
735.423	0	L271	0	1	STIM_LOGO
736.423	5	L271	0	1	RETENTION_LOGO
741.423	0	L271	NaN	NaN	VERBALRESP_LOGO
745.421	0	L271	NaN	NaN	KEYRESP_LOGO
747.421	8	NaN	NaN	NaN	BREAK
756.424	0	L36	NaN	2	STIM_BRAND
757.423	5	L36	NaN	2	RETENTION_BRAND
763.092	0	L36	NaN	NaN	KEYRESP_BRAND
766.424	0	L434	NaN	2	STIM_BRAND
767.424	5	L434	NaN	2	RETENTION_BRAND
773.039	0	L434	NaN	NaN	KEYRESP_BRAND
776.424	0	L398	NaN	1	STIM_BRAND
777.424	5	L398	NaN	1	RETENTION_BRAND
783.012	0	L398	NaN	NaN	KEYRESP_BRAND
786.424	0	L317	NaN	1	STIM_BRAND
787.424	5	L317	NaN	1	RETENTION_BRAND
793.207	0	L317	NaN	NaN	KEYRESP_BRAND
795.424	0	L404	NaN	1	STIM_BRAND
796.424	5	L404	NaN	1	RETENTION_BRAND
802.1	0	L404	NaN	NaN	KEYRESP_BRAND
804.924	0	L271	NaN	1	STIM_BRAND
805.924	5	L271	NaN	1	RETENTION_BRAND
811.606	0	L271	NaN	NaN	KEYRESP_BRAND
814.924	0	L3	NaN	2	STIM_BRAND
815.924	5	L3	NaN	2	RETENTION_BRAND
822.411	0	L3	NaN	NaN	KEYRESP_BRAND
823.924	0	L103	NaN	1	STIM_BRAND
824.924	5	L103	NaN	1	RETENTION_BRAND
831.363	0	L103	NaN	NaN	KEYRESP_BRAND
833.424	0	L164	NaN	1	STIM_BRAND
834.424	5	L164	NaN	1	RETENTION_BRAND
840.561	0	L164	NaN	NaN	KEYRESP_BRAND
842.924	0	L276	NaN	1	STIM_BRAND
843.924	5	L276	NaN	1	RETENTION_BRAND
850.231	0	L276	NaN	NaN	KEYRESP_BRAND
852.924	0	L94	NaN	1	STIM_BRAND
853.924	5	L94	NaN	1	RETENTION_BRAND
859.798	0	L94	NaN	NaN	KEYRESP_BRAND
862.424	0	L413	NaN	1	STIM_BRAND
863.424	5	L413	NaN	1	RETENTION_BRAND
869.691	0	L413	NaN	NaN	KEYRESP_BRAND
871.924	0	L18	NaN	2	STIM_BRAND
872.924	5	L18	NaN	2	RETENTION_BRAND
879.03	0	L18	NaN	NaN	KEYRESP_BRAND
880.924	0	L230	NaN	1	STIM_BRAND
881.924	5	L230	NaN	1	RETENTION_BRAND
888.001	0	L230	NaN	NaN	KEYRESP_BRAND
890.924	0	L64	NaN	1	STIM_BRAND
891.924	5	L64	NaN	1	RETENTION_BRAND
897.854	0	L64	NaN	NaN	KEYRESP_BRAND
900.924	0	L241	NaN	1	STIM_BRAND
901.924	5	L241	NaN	1	RETENTION_BRAND
907.766	0	L241	NaN	NaN	KEYRESP_BRAND
909.924	0	L16	NaN	1	STIM_BRAND
910.924	5	L16	NaN	1	RETENTION_BRAND
916.71	0	L16	NaN	NaN	KEYRESP_BRAND
918.925	0	L397	NaN	2	STIM_BRAND
919.925	5	L397	NaN	2	RETENTION_BRAND
926.147	0	L397	NaN	NaN	KEYRESP_BRAND
928.425	0	L438	NaN	1	STIM_BRAND
929.424	5	L438	NaN	1	RETENTION_BRAND
935.113	0	L438	NaN	NaN	KEYRESP_BRAND
938.425	0	L190	NaN	2	STIM_BRAND
939.425	5	L190	NaN	2	RETENTION_BRAND
945.172	0	L190	NaN	NaN	KEYRESP_BRAND
948.425	0	L312	NaN	2	STIM_BRAND
949.425	5	L312	NaN	2	RETENTION_BRAND
955.263	0	L312	NaN	NaN	KEYRESP_BRAND
957.425	0	L427	NaN	1	STIM_BRAND
958.425	5	L427	NaN	1	RETENTION_BRAND
964.484	0	L427	NaN	NaN	KEYRESP_BRAND
967.425	0	L122	NaN	1	STIM_BRAND
968.425	5	L122	NaN	1	RETENTION_BRAND
974.373	0	L122	NaN	NaN	KEYRESP_BRAND
976.425	0	L440	NaN	1	STIM_BRAND
977.425	5	L440	NaN	1	RETENTION_BRAND
982.949	0	L440	NaN	NaN	KEYRESP_BRAND
985.925	0	L188	NaN	1	STIM_BRAND
986.925	5	L188	NaN	1	RETENTION_BRAND
992.931	0	L188	NaN	NaN	KEYRESP_BRAND
994.925	0	L333	NaN	1	STIM_BRAND
995.925	5	L333	NaN	1	RETENTION_BRAND
1002.104	0	L333	NaN	NaN	KEYRESP_BRAND
1003.925	0	L329	NaN	1	STIM_BRAND
1004.925	5	L329	NaN	1	RETENTION_BRAND
1010.835	0	L329	NaN	NaN	KEYRESP_BRAND
1012.925	0	L117	NaN	1	STIM_BRAND
1013.925	5	L117	NaN	1	RETENTION_BRAND
1020.198	0	L117	NaN	NaN	KEYRESP_BRAND
1022.425	0	L260	NaN	2	STIM_BRAND
1023.425	5	L260	NaN	2	RETENTION_BRAND
1029.156	0	L260	NaN	NaN	KEYRESP_BRAND
1031.925	0	L109	NaN	2	STIM_BRAND
1032.925	5	L109	NaN	2	RETENTION_BRAND
1038.82	0	L109	NaN	NaN	KEYRESP_BRAND
1041.925	0	L65	NaN	2	STIM_BRAND
1042.925	5	L65	NaN	2	RETENTION_BRAND
1048.854	0	L65	NaN	NaN	KEYRESP_BRAND
1051.925	0	L155	NaN	1	STIM_BRAND
1052.925	5	L155	NaN	1	RETENTION_BRAND
1059.283	0	L155	NaN	NaN	KEYRESP_BRAND
1061.425	0	L415	NaN	2	STIM_BRAND
1062.425	5	L415	NaN	2	RETENTION_BRAND
1068.384	0	L415	NaN	NaN	KEYRESP_BRAND
1071.425	0	L227	NaN	2	STIM_BRAND
1072.425	5	L227	NaN	2	RETENTION_BRAND
1078.666	0	L227	NaN	NaN	KEYRESP_BRAND
1080.425	0	L369	NaN	1	STIM_BRAND
1081.425	5	L369	NaN	1	RETENTION_BRAND
1087.322	0	L369	NaN	NaN	KEYRESP_BRAND
1089.926	0	L357	NaN	1	STIM_BRAND
1090.926	5	L357	NaN	1	RETENTION_BRAND
1096.739	0	L357	NaN	NaN	KEYRESP_BRAND
1099.426	0	L257	NaN	2	STIM_BRAND
1100.426	5	L257	NaN	2	RETENTION_BRAND
1106.614	0	L257	NaN	NaN	KEYRESP_BRAND
1109.426	0	L21	NaN	1	STIM_BRAND
1110.426	5	L21	NaN	1	RETENTION_BRAND
1115.964	0	L21	NaN	NaN	KEYRESP_BRAND
1118.926	0	L374	NaN	2	STIM_BRAND
1119.926	5	L374	NaN	2	RETENTION_BRAND
1126.008	0	L374	NaN	NaN	KEYRESP_BRAND
1127.926	0	L270	NaN	1	STIM_BRAND
1128.926	5	L270	NaN	1	RETENTION_BRAND
1134.97	0	L270	NaN	NaN	KEYRESP_BRAND
1137.426	0	L29	NaN	1	STIM_BRAND
1138.426	5	L29	NaN	1	RETENTION_BRAND
1144.016	0	L29	NaN	NaN	KEYRESP_BRAND
1146.426	0	L421	NaN	0	STIM_BRAND
1147.426	5	L421	NaN	0	RETENTION_BRAND
1155.443	0	L186	NaN	1	STIM_BRAND
1156.443	5	L186	NaN	1	RETENTION_BRAND
1162.55	0	L186	NaN	NaN	KEYRESP_BRAND
1164.943	0	L97	NaN	1	STIM_BRAND
1165.943	5	L97	NaN	1	RETENTION_BRAND
1171.885	0	L97	NaN	NaN	KEYRESP_BRAND
1173.943	0	L233	NaN	1	STIM_BRAND
1174.943	5	L233	NaN	1	RETENTION_BRAND
1181.07	0	L233	NaN	NaN	KEYRESP_BRAND
1183.443	0	L81	NaN	2	STIM_BRAND
1184.443	5	L81	NaN	2	RETENTION_BRAND
1189.959	0	L81	NaN	NaN	KEYRESP_BRAND
1193.443	0	L405	NaN	1	STIM_BRAND
1194.443	5	L405	NaN	1	RETENTION_BRAND
1200.51	0	L405	NaN	NaN	KEYRESP_BRAND
1203.443	0	L261	NaN	2	STIM_BRAND
1204.443	5	L261	NaN	2	RETENTION_BRAND
1210.456	0	L261	NaN	NaN	KEYRESP_BRAND
1213.443	0	L207	NaN	2	STIM_BRAND
1214.443	5	L207	NaN	2	RETENTION_BRAND
1220.543	0	L207	NaN	NaN	KEYRESP_BRAND
1222.443	0	L324	NaN	2	STIM_BRAND
1223.443	5	L324	NaN	2	RETENTION_BRAND
1229.993	0	L324	NaN	NaN	KEYRESP_BRAND
