onset	duration	eventnumber	hunger_condition	stimfilename	blockno	trialno	is_faststream	stim	food_idx	letter	letter_idx	istarget	image_number	response	keypressed	rt	correct	time_stimon	time_stimoff
13528.75	0.0999842	26	satiated	stimuli/foods\prawn.jpg	1	1	1	prawn	1	K	7	0	249	0		0	0	86.7463961	86.8463803
13566.25	0.0999684	27	satiated	stimuli/non_foods\non-food_inanimate_bowling_ball.jpg	1	1	1	non-food_inanimate_bowling_ball	0	S	13	0	162	0		0	0	86.8964079	86.9963763
13603.75	0.0999871	28	satiated	stimuli/non_foods\non-food_animate_baby_sitting.jpg	1	1	1	non-food_animate_baby_sitting	0	X	17	0	93	0		0	0	87.0463922	87.1463793
13641.25	0.0999804	29	satiated	stimuli/non_foods\non-food_animate_clown.jpg	1	1	1	non-food_animate_clown	0	V	15	0	102	0		0	0	87.1963924	87.2963728
13678.75	0.0999809	30	satiated	stimuli/non_foods\non-food_inanimate_leaf.jpg	1	1	1	non-food_inanimate_leaf	0	P	11	0	192	0		0	0	87.346389	87.4463699
13716.25	0.0999952	31	satiated	stimuli/foods\oyster.jpg	1	1	1	oyster	1	S	13	0	233	0		0	0	87.4964028	87.596398
13753.75	0.0999496	32	satiated	stimuli/non_foods\non-food_animate_millipede.jpg	1	1	1	non-food_animate_millipede	0	W	16	0	129	0		0	0	87.64642	87.7463696
13791.25	0.0999883	33	satiated	stimuli/foods\lemon_meringue_pie.jpg	1	1	1	lemon_meringue_pie	1	H	5	0	73	0		0	0	87.7963841	87.8963724
13828.75	0.0999866	34	satiated	stimuli/foods\rice.jpg	1	1	1	rice	1	F	3	0	257	0		0	0	87.9463876	88.0463742
13866.25	0.0999767	35	satiated	stimuli/foods\red_cabbage.jpg	1	1	1	red_cabbage	1	T	14	0	256	0		0	0	88.0963845	88.1963612
13903.75	0.0999986	36	satiated	stimuli/non_foods\non-food_inanimate_guitar.jpg	1	1	1	non-food_inanimate_guitar	0	N	10	0	185	0		0	0	88.2463752	88.3463738
13941.25	0.0999792	37	satiated	stimuli/foods\orange.jpg	1	1	1	orange	1	G	4	0	230	0		0	0	88.3963841	88.4963633
13978.75	0.1000127	38	satiated	stimuli/non_foods\non-food_animate_deer.jpg	1	1	1	non-food_animate_deer	0	P	11	0	105	0		0	0	88.5463716	88.6463843
14016.25	0.0999662	39	satiated	stimuli/foods\tomato.jpg	1	1	1	tomato	1	F	3	0	276	0		0	0	88.6963994	88.7963656
14053.75	0.0999851	40	satiated	stimuli/non_foods\non-food_inanimate_skirt.jpg	1	1	1	non-food_inanimate_skirt	0	R	12	0	209	0		0	0	88.8463751	88.9463602
14091.25	0.0999915	41	satiated	stimuli/non_foods\non-food_animate_penguin.jpg	1	1	1	non-food_animate_penguin	0	X	17	0	135	0		0	0	88.9963718	89.0963633
14128.75	0.0999806	42	satiated	stimuli/foods\swordfish.jpg	1	1	1	swordfish	1	G	4	0	273	0		0	0	89.1463787	89.2463593
14166.25	0.1000242	43	satiated	stimuli/foods\fruit_salad.jpg	1	1	1	fruit_salad	1	N	10	0	55	0		0	0	89.296367	89.3963912
14203.75	0.0999621	44	satiated	stimuli/non_foods\non-food_inanimate_table.jpg	1	1	1	non-food_inanimate_table	0	W	16	0	217	0		0	0	89.4463947	89.5463568
14241.25	0.0999838	45	satiated	stimuli/foods\celery.jpg	1	1	1	celery	1	Z	18	0	21	0		0	0	89.5963703	89.6963541
14278.75	0.0999868	46	satiated	stimuli/foods\watermelon.jpg	1	1	1	watermelon	1	G	4	0	279	0		0	0	89.7463684	89.8463552
14316.25	0.0999841	47	satiated	stimuli/non_foods\non-food_animate_hummingbird.jpg	1	1	1	non-food_animate_hummingbird	0	V	15	0	120	0		0	0	89.8963671	89.9963512
14353.75	0.0999867	48	satiated	stimuli/foods\brussel_sprouts.jpg	1	1	1	brussel_sprouts	1	P	11	0	15	0		0	0	90.0463675	90.1463542
14391.25	0.0999922	49	satiated	stimuli/non_foods\non-food_animate_sea_turtle.jpg	1	1	1	non-food_animate_sea_turtle	0	W	16	0	144	0		0	0	90.1963673	90.2963595
14428.75	0.0999992	50	satiated	stimuli/foods\coconut.jpg	1	1	1	coconut	1	C	1	0	33	0		0	0	90.3463662	90.4463654
14466.25	0.0999745	51	satiated	stimuli/foods\pomegranate.jpg	1	1	1	pomegranate	1	R	12	0	244	0		0	0	90.4963747	90.5963492
14503.75	0.0999977	52	satiated	stimuli/foods\spaghetti_with_meat_sauce.jpg	1	1	1	spaghetti_with_meat_sauce	1	J	6	0	267	0		0	0	90.6463615	90.7463592
14541.25	0.0999847	53	satiated	stimuli/foods\cucumber.jpg	1	1	1	cucumber	1	D	2	0	41	0		0	0	90.7963608	90.8963455
14578.75	0.0999881	54	satiated	stimuli/foods\fried_calamari.jpg	1	1	1	fried_calamari	1	Z	18	0	50	0		0	0	90.9463599	91.046348
14616.25	0.0999525	55	satiated	stimuli/foods\chocolate_chip_cookies.jpg	1	1	1	chocolate_chip_cookies	1	M	9	0	27	0		0	0	91.0963925	91.196345
14653.75	0.0999509	56	satiated	stimuli/non_foods\non-food_animate_butterfly.jpg	1	1	1	non-food_animate_butterfly	0	N	10	0	96	0		0	0	91.2463734	91.3463243
14691.25	0.0999865	57	satiated	stimuli/non_foods\non-food_animate_seal.jpg	1	1	1	non-food_animate_seal	0	Z	18	0	146	0		0	0	91.3963558	91.4963423
14728.75	0.0999857	58	satiated	stimuli/foods\honey.jpg	1	1	1	honey	1	N	10	0	66	0		0	0	91.5463541	91.6463398
14766.25	0.0999878	59	satiated	stimuli/foods\cooked_ham.jpg	1	1	1	cooked_ham	1	T	14	0	35	0		0	0	91.6963502	91.796338
14803.75	0.0999862	60	satiated	stimuli/non_foods\non-food_animate_fox.jpg	1	1	1	non-food_animate_fox	0	M	9	0	112	0		0	0	91.8463514	91.9463376
14841.25	0.0999873	61	satiated	stimuli/non_foods\non-food_animate_tortoise.jpg	1	1	1	non-food_animate_tortoise	0	B	0	0	153	0		0	0	91.9963488	92.0963361
14878.75	0.0999862	62	satiated	stimuli/foods\risotto_with_zucchini.jpg	1	1	1	risotto_with_zucchini	1	T	14	0	260	0		0	0	92.1463496	92.2463358
14916.25	0.0999855	63	satiated	stimuli/foods\mortadella.jpg	1	1	1	mortadella	1	Z	18	0	83	0		0	0	92.2963487	92.3963342
14953.75	0.0999893	64	satiated	stimuli/foods\toasted_bread_with_tomatoes.jpg	1	1	1	toasted_bread_with_tomatoes	1	P	11	0	275	0		0	0	92.4463453	92.5463346
14991.25	0.0999855	65	satiated	stimuli/non_foods\non-food_animate_bat.jpg	1	1	1	non-food_animate_bat	0	T	14	0	94	0		0	0	92.5963473	92.6963328
15028.75	0.0999887	66	satiated	stimuli/non_foods\non-food_inanimate_bed.jpg	1	1	1	non-food_inanimate_bed	0	W	16	0	160	0		0	0	92.7463444	92.8463331
15066.25	0.0999426	67	satiated	stimuli/non_foods\non-food_inanimate_speakers.jpg	1	1	1	non-food_inanimate_speakers	0	P	11	0	212	0		0	0	92.8963871	92.9963297
15103.75	0.0999873	68	satiated	stimuli/foods\cracker.jpg	1	1	1	cracker	1	H	5	0	38	0		0	0	93.0463402	93.1463275
15141.25	0.0999856	69	satiated	stimuli/foods\smoked_ham.jpg	1	1	1	smoked_ham	1	L	8	0	266	0		0	0	93.196341	93.2963266
15178.75	0.1000093	70	satiated	stimuli/foods\waffle.jpg	1	1	1	waffle	1	N	10	0	278	0		0	0	93.3463175	93.4463268
15216.25	0.0999806	71	satiated	stimuli/foods\kiwi.jpg	1	1	1	kiwi	1	J	6	0	69	0		0	0	93.4963353	93.5963159
15253.75	0.0999865	72	satiated	stimuli/non_foods\non-food_inanimate_socks.jpg	1	1	1	non-food_inanimate_socks	0	I	21	1	211	0		0	0	93.6463375	93.746324
15291.25	0.099985	73	satiated	stimuli/non_foods\non-food_animate_seahorse.jpg	1	1	1	non-food_animate_seahorse	0	F	3	0	145	0		0	0	93.7963383	93.8963233
15328.75	0.0999852	74	satiated	stimuli/non_foods\non-food_animate_skunk.jpg	1	1	1	non-food_animate_skunk	0	P	11	0	147	0		0	0	93.9463348	94.04632
15366.25	0.0999831	75	satiated	stimuli/non_foods\non-food_inanimate_orchid.jpg	1	1	1	non-food_inanimate_orchid	0	Z	18	0	198	0		0	0	94.0963366	94.1963197
15403.75	0.0999838	76	satiated	stimuli/foods\corncob.jpg	1	1	1	corncob	1	H	5	0	37	1	a	0.593293	1	94.2463324	94.3463162
15441.25	0.0999852	77	satiated	stimuli/foods\pasta_carbonara.jpg	1	1	1	pasta_carbonara	1	P	11	0	236	0		0	0	94.3963326	94.4963178
15478.75	0.0999838	78	satiated	stimuli/foods\ginger_root.jpg	1	1	1	ginger_root	1	W	16	0	57	0		0	0	94.5463334	94.6463172
15516.25	0.0999406	79	satiated	stimuli/foods\potato_chips.jpg	1	1	1	potato_chips	1	H	5	0	247	0		0	0	94.6963729	94.7963135
15553.75	0.0999869	80	satiated	stimuli/non_foods\non-food_animate_ram.jpg	1	1	1	non-food_animate_ram	0	Z	18	0	140	0		0	0	94.8463275	94.9463144
15591.25	0.099983	81	satiated	stimuli/non_foods\non-food_animate_horse.jpg	1	1	1	non-food_animate_horse	0	R	12	0	119	0		0	0	94.9963281	95.0963111
15628.75	0.0999843	82	satiated	stimuli/foods\green_olives.jpg	1	1	1	green_olives	1	V	15	0	62	0		0	0	95.1463241	95.2463084
15666.25	0.0999689	83	satiated	stimuli/non_foods\non-food_animate_raccoon.jpg	1	1	1	non-food_animate_raccoon	0	J	6	0	139	0		0	0	95.2963359	95.3963048
15703.75	0.0999704	84	satiated	stimuli/non_foods\non-food_animate_porcupine.jpg	1	1	1	non-food_animate_porcupine	0	T	14	0	138	0		0	0	95.446315	95.5462854
15741.25	0.0999851	85	satiated	stimuli/non_foods\non-food_inanimate_folding_chair.jpg	1	1	1	non-food_inanimate_folding_chair	0	Z	18	0	182	0		0	0	95.5963211	95.6963062
15778.75	0.0999663	86	satiated	stimuli/foods\raw_sausage.jpg	1	1	1	raw_sausage	1	P	11	0	254	0		0	0	95.7463392	95.8463055
15816.25	0.0999885	87	satiated	stimuli/non_foods\non-food_animate_sea_lion.jpg	1	1	1	non-food_animate_sea_lion	0	F	3	0	143	0		0	0	95.896316	95.9963045
15853.75	0.0999854	88	satiated	stimuli/foods\pepperoni_pizza.jpg	1	1	1	pepperoni_pizza	1	C	1	0	241	0		0	0	96.0463163	96.1463017
15891.25	0.099988	89	satiated	stimuli/non_foods\non-food_animate_slug.jpg	1	1	1	non-food_animate_slug	0	W	16	0	148	0		0	0	96.1963134	96.2963014
15928.75	0.1000346	90	satiated	stimuli/non_foods\non-food_animate_green_bug.jpg	1	1	1	non-food_animate_green_bug	0	J	6	0	118	0		0	0	96.346313	96.4463476
15966.25	0.0999447	91	satiated	stimuli/foods\clams.jpg	1	1	1	clams	1	H	5	0	32	0		0	0	96.4963525	96.5962972
16003.75	0.0999843	92	satiated	stimuli/foods\chilli.jpg	1	1	1	chilli	1	X	17	0	25	0		0	0	96.646312	96.7462963
16041.25	0.0999849	93	satiated	stimuli/non_foods\non-food_inanimate_chandelier.jpg	1	1	1	non-food_inanimate_chandelier	0	H	5	0	173	0		0	0	96.796313	96.8962979
16078.75	0.0999848	94	satiated	stimuli/foods\artichoke.jpg	1	1	1	artichoke	1	F	3	0	3	0		0	0	96.9463083	97.0462931
16116.25	0.0999845	95	satiated	stimuli/non_foods\non-food_inanimate_couch.jpg	1	1	1	non-food_inanimate_couch	0	U	23	1	176	0		0	0	97.0963104	97.1962949
16153.75	0.0999841	96	satiated	stimuli/foods\rice_cake.jpg	1	1	1	rice_cake	1	Z	18	0	258	0		0	0	97.2463102	97.3462943
16191.25	0.0999837	97	satiated	stimuli/non_foods\non-food_animate_cat.jpg	1	1	1	non-food_animate_cat	0	X	17	0	98	0		0	0	97.3963071	97.4962908
16228.75	0.0999715	98	satiated	stimuli/non_foods\non-food_animate_chicken.jpg	1	1	1	non-food_animate_chicken	0	F	3	0	101	0		0	0	97.5463202	97.6462917
16266.25	0.0999868	99	satiated	stimuli/foods\strawberry.jpg	1	1	1	strawberry	1	S	13	0	272	0		0	0	97.6963011	97.7962879
16303.75	0.0999887	100	satiated	stimuli/non_foods\non-food_animate_monkey.jpg	1	1	1	non-food_animate_monkey	0	Z	18	0	130	0		0	0	97.846301	97.9462897
16341.25	0.0999833	101	satiated	stimuli/foods\grapefruits.jpg	1	1	1	grapefruits	1	W	16	0	59	0		0	0	97.9963052	98.0962885
16378.75	0.100018	102	satiated	stimuli/non_foods\non-food_animate_bee.jpg	1	1	1	non-food_animate_bee	0	N	10	0	95	0		0	0	98.1463105	98.2463285
16416.25	0.0999747	103	satiated	stimuli/non_foods\non-food_animate_llama.jpg	1	1	1	non-food_animate_llama	0	S	13	0	127	0		0	0	98.2963197	98.3962944
16453.75	0.0999811	104	satiated	stimuli/non_foods\non-food_inanimate_horn.jpg	1	1	1	non-food_inanimate_horn	0	L	8	0	190	0		0	0	98.4462935	98.5462746
16491.25	0.0999652	105	satiated	stimuli/non_foods\non-food_animate_mouse.jpg	1	1	1	non-food_animate_mouse	0	D	2	0	131	1	a	0	0	98.5962911	98.6962563
16528.75	0.0999845	106	satiated	stimuli/foods\croissant.jpg	1	1	1	croissant	1	W	16	0	40	0		0	0	98.7462992	98.8462837
16566.25	0.0999745	107	satiated	stimuli/foods\linguine_with_clams.jpg	1	1	1	linguine_with_clams	1	L	8	0	77	0		0	0	98.8962979	98.9962724
16603.75	0.099992	108	satiated	stimuli/non_foods\non-food_animate_dachshund.jpg	1	1	1	non-food_animate_dachshund	0	P	11	0	104	0		0	0	99.046288	99.14628
16641.25	0.0999596	109	satiated	stimuli/foods\hamburger.jpg	1	1	1	hamburger	1	K	7	0	64	0		0	0	99.1962955	99.2962551
16678.75	0.0999779	110	satiated	stimuli/non_foods\non-food_inanimate_rope.jpg	1	1	1	non-food_inanimate_rope	0	M	9	0	204	0		0	0	99.3462989	99.4462768
16716.25	0.0999739	111	satiated	stimuli/foods\hazelnuts.jpg	1	1	1	hazelnuts	1	F	3	0	65	0		0	0	99.4963033	99.5962772
16753.75	0.0999854	112	satiated	stimuli/non_foods\non-food_inanimate_towel.jpg	1	1	1	non-food_inanimate_towel	0	K	7	0	221	0		0	0	99.6462868	99.7462722
16791.25	0.099986	113	satiated	stimuli/foods\potatoes.jpg	1	1	1	potatoes	1	F	3	0	248	0		0	0	99.7962872	99.8962732
16828.75	0.0999935	114	satiated	stimuli/foods\stew_with_potatoes_and_carrots.jpg	1	1	1	stew_with_potatoes_and_carrots	1	W	16	0	271	0		0	0	99.9463012	100.0462947
16866.25	0.0999433	115	satiated	stimuli/foods\taco.jpg	1	1	1	taco	1	P	11	0	274	0		0	0	100.096323	100.1962663
16903.75	0.0999696	116	satiated	stimuli/foods\cooked_prawn.jpg	1	1	1	cooked_prawn	1	T	14	0	36	0		0	0	100.2462864	100.346256
16941.25	0.0999842	117	satiated	stimuli/non_foods\non-food_animate_lizard.jpg	1	1	1	non-food_animate_lizard	0	G	4	0	126	0		0	0	100.3962811	100.4962653
16978.75	0.0999868	118	satiated	stimuli/non_foods\non-food_animate_baby_crawling.jpg	1	1	1	non-food_animate_baby_crawling	0	M	9	0	92	0		0	0	100.5462801	100.6462669
17016.25	0.0999878	119	satiated	stimuli/foods\apple.jpg	1	1	1	apple	1	R	12	0	1	0		0	0	100.6962797	100.7962675
17053.75	0.0999828	120	satiated	stimuli/non_foods\non-food_inanimate_hay.jpg	1	1	1	non-food_inanimate_hay	0	H	5	0	187	0		0	0	100.8462783	100.9462611
17091.25	0.0999848	121	satiated	stimuli/non_foods\non-food_animate_iguana.jpg	1	1	1	non-food_animate_iguana	0	M	9	0	121	0		0	0	100.996278	101.0962628
17128.75	0.0999553	122	satiated	stimuli/foods\minestrone_soup.jpg	1	1	1	minestrone_soup	1	X	17	0	82	0		0	0	101.1463031	101.2462584
17166.25	0.0999845	123	satiated	stimuli/non_foods\non-food_animate_grasshopper.jpg	1	1	1	non-food_animate_grasshopper	0	J	6	0	117	0		0	0	101.2962743	101.3962588
17203.75	0.0999862	124	satiated	stimuli/foods\carrot.jpg	1	1	1	carrot	1	L	8	0	19	0		0	0	101.446274	101.5462602
17241.25	0.0999869	125	satiated	stimuli/non_foods\non-food_inanimate_rack.jpg	1	1	1	non-food_inanimate_rack	0	K	7	0	202	0		0	0	101.5962714	101.6962583
17278.75	0.0999984	126	satiated	stimuli/non_foods\non-food_animate_dragonfly.jpg	1	1	1	non-food_animate_dragonfly	0	M	9	0	108	0		0	0	101.7462731	101.8462715
17316.25	0.0999556	127	satiated	stimuli/non_foods\non-food_inanimate_nettle.jpg	1	1	1	non-food_inanimate_nettle	0	R	12	0	197	0		0	0	101.8962967	101.9962523
17353.75	0.0999856	128	satiated	stimuli/foods\fruit_flan.jpg	1	1	1	fruit_flan	1	N	10	0	53	0		0	0	102.0462675	102.1462531
17391.25	0.0999906	129	satiated	stimuli/non_foods\non-food_inanimate_tulip.jpg	1	1	1	non-food_inanimate_tulip	0	F	3	0	224	0		0	0	102.1962719	102.2962625
17428.75	0.099982	130	satiated	stimuli/non_foods\non-food_animate_alligator.jpg	1	1	1	non-food_animate_alligator	0	G	4	0	90	0		0	0	102.3462674	102.4462494
17466.25	0.0999853	131	satiated	stimuli/foods\chocolate_pralines.jpg	1	1	1	chocolate_pralines	1	H	5	0	28	0		0	0	102.4962641	102.5962494
17503.75	0.0999837	132	satiated	stimuli/foods\mandarin.jpg	1	1	1	mandarin	1	D	2	0	79	0		0	0	102.6462661	102.7462498
17541.25	0.1000038	133	satiated	stimuli/non_foods\non-food_inanimate_cactus_pot_plant.jpg	1	1	1	non-food_inanimate_cactus_pot_plant	0	L	8	0	169	0		0	0	102.7962616	102.8962654
17578.75	0.0999692	134	satiated	stimuli/non_foods\non-food_animate_young_girl.jpg	1	1	1	non-food_animate_young_girl	0	V	15	0	157	0		0	0	102.9462788	103.046248
17616.25	0.0999836	135	satiated	stimuli/foods\pickles.jpg	1	1	1	pickles	1	N	10	0	242	0		0	0	103.0962599	103.1962435
17653.75	0.0999848	136	satiated	stimuli/foods\frankfurter_and_provolone_salad.jpg	1	1	1	frankfurter_and_provolone_salad	1	F	3	0	49	0		0	0	103.246259	103.3462438
17691.25	0.0999862	137	satiated	stimuli/foods\capsicum.jpg	1	1	1	capsicum	1	P	11	0	18	0		0	0	103.3962576	103.4962438
17728.75	0.0999923	138	satiated	stimuli/non_foods\non-food_inanimate_alarm_clock.jpg	1	1	1	non-food_inanimate_alarm_clock	0	G	4	0	158	0		0	0	103.5462459	103.6462382
17766.25	0.0999715	139	satiated	stimuli/non_foods\non-food_inanimate_sun_flower.jpg	1	1	1	non-food_inanimate_sun_flower	0	J	6	0	216	0		0	0	103.6962685	103.79624
18374.5	0.0999779	140	satiated	stimuli/non_foods\non-food_animate_yellow_bug.jpg	1	2	1	non-food_animate_yellow_bug	0	G	4	0	155	0		0	0	106.1295755	106.2295534
18412	0.0999768	141	satiated	stimuli/non_foods\non-food_animate_camel.jpg	1	2	1	non-food_animate_camel	0	R	12	0	97	0		0	0	106.2795641	106.3795409
18449.5	0.0999824	142	satiated	stimuli/foods\red_beans.jpg	1	2	1	red_beans	1	V	15	0	255	0		0	0	106.4295673	106.5295497
18487	0.0999829	143	satiated	stimuli/foods\brie.jpg	1	2	1	brie	1	S	13	0	12	0		0	0	106.5795657	106.6795486
18524.5	0.0999851	144	satiated	stimuli/non_foods\non-food_inanimate_broom.jpg	1	2	1	non-food_inanimate_broom	0	X	17	0	164	0		0	0	106.7295626	106.8295477
18562	0.0999852	145	satiated	stimuli/foods\grapes.jpg	1	2	1	grapes	1	S	13	0	60	0		0	0	106.8795644	106.9795496
18599.5	0.0999945	146	satiated	stimuli/non_foods\non-food_inanimate_buds.jpg	1	2	1	non-food_inanimate_buds	0	T	14	0	166	0		0	0	107.0295604	107.1295549
18637	0.0999707	147	satiated	stimuli/non_foods\non-food_inanimate_nest.jpg	1	2	1	non-food_inanimate_nest	0	L	8	0	196	0		0	0	107.1795721	107.2795428
18674.5	0.0999834	148	satiated	stimuli/non_foods\non-food_inanimate_gloves.jpg	1	2	1	non-food_inanimate_gloves	0	N	10	0	183	0		0	0	107.3295595	107.4295429
18712	0.0999833	149	satiated	stimuli/non_foods\non-food_inanimate_desk.jpg	1	2	1	non-food_inanimate_desk	0	Z	18	0	178	0		0	0	107.4795564	107.5795397
18749.5	0.0999527	150	satiated	stimuli/foods\avocado.jpg	1	2	1	avocado	1	L	8	0	5	0		0	0	107.6295681	107.7295208
18787	0.099982	151	satiated	stimuli/non_foods\non-food_inanimate_bamboo.jpg	1	2	1	non-food_inanimate_bamboo	0	S	13	0	159	0		0	0	107.7795544	107.8795364
18824.5	0.099985	152	satiated	stimuli/foods\cream_donuts.jpg	1	2	1	cream_donuts	1	G	4	0	39	0		0	0	107.9295529	108.0295379
18862	0.0999836	153	satiated	stimuli/foods\beetroots.jpg	1	2	1	beetroots	1	C	1	0	10	0		0	0	108.0795513	108.1795349
18899.5	0.0999748	154	satiated	stimuli/foods\salmon.jpg	1	2	1	salmon	1	D	2	0	264	0		0	0	108.2295599	108.3295347
18937	0.0999903	155	satiated	stimuli/non_foods\non-food_animate_ladybug.jpg	1	2	1	non-food_animate_ladybug	0	J	6	0	124	0		0	0	108.3795445	108.4795348
18974.5	0.0999815	156	satiated	stimuli/non_foods\non-food_animate_parrot.jpg	1	2	1	non-food_animate_parrot	0	I	21	1	133	0		0	0	108.529549	108.6295305
19012	0.099989	157	satiated	stimuli/non_foods\non-food_animate_lion.jpg	1	2	1	non-food_animate_lion	0	B	0	0	125	0		0	0	108.679546	108.779535
19049.5	0.0999885	158	satiated	stimuli/non_foods\non-food_animate_swan.jpg	1	2	1	non-food_animate_swan	0	K	7	0	152	0		0	0	108.8295483	108.9295368
19087	0.0999471	159	satiated	stimuli/non_foods\non-food_inanimate_chair.jpg	1	2	1	non-food_inanimate_chair	0	G	4	0	172	0		0	0	108.9795568	109.0795039
19124.5	0.0999866	160	satiated	stimuli/non_foods\non-food_inanimate_bush.jpg	1	2	1	non-food_inanimate_bush	0	X	17	0	167	1	a	0.6918176	1	109.1295423	109.2295289
19162	0.0999868	161	satiated	stimuli/non_foods\non-food_inanimate_drum_set.jpg	1	2	1	non-food_inanimate_drum_set	0	J	6	0	179	0		0	0	109.2795424	109.3795292
19199.5	0.1000143	162	satiated	stimuli/foods\raw_ham.jpg	1	2	1	raw_ham	1	R	12	0	253	0		0	0	109.4295443	109.5295586
19237	0.099983	163	satiated	stimuli/foods\gnocchi.jpg	1	2	1	gnocchi	1	L	8	0	58	0		0	0	109.5795421	109.6795251
19274.5	0.099985	164	satiated	stimuli/foods\raisins.jpg	1	2	1	raisins	1	C	1	0	252	0		0	0	109.7295376	109.8295226
19312	0.0999834	165	satiated	stimuli/foods\potato_and_green_bean_salad.jpg	1	2	1	potato_and_green_bean_salad	1	Z	18	0	246	0		0	0	109.8795386	109.979522
19349.5	0.0999645	166	satiated	stimuli/foods\oven-roasted_tomatoes.jpg	1	2	1	oven-roasted_tomatoes	1	P	11	0	232	0		0	0	110.0295552	110.1295197
