onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
166.4720000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
168.0940000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
169.1040000000	n/a	n/a	Left Button Choice	n/a	n/a	S  4
169.9360000000	n/a	n/a	FB: +1	n/a	n/a	S 11
172.2900000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
173.7100000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
174.7760000000	n/a	n/a	Left Button Choice	n/a	n/a	S  4
175.5920000000	n/a	n/a	FB: +1	n/a	n/a	S 11
177.9440000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
179.5040000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
183.5640000000	n/a	n/a	FB: "Too Slow"	n/a	n/a	S  7
185.4160000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
187.0140000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
191.0840000000	n/a	n/a	FB: "Too Slow"	n/a	n/a	S  7
192.9380000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
194.4420000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
197.9480000000	n/a	n/a	Left Button Choice	n/a	n/a	S  4
198.7600000000	n/a	n/a	FB: 0	n/a	n/a	S 10
201.1120000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
202.6940000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
203.5120000000	n/a	n/a	Left Button Choice	n/a	n/a	S  4
204.3300000000	n/a	n/a	FB: +1	n/a	n/a	S 11
261.9920000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
263.5060000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
264.3320000000	n/a	n/a	Left Button Choice	n/a	n/a	S  4
265.1440000000	n/a	n/a	FB: +1	n/a	n/a	S 11
267.4960000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
269.0680000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
273.1300000000	n/a	n/a	FB: "No Match"	n/a	n/a	S  6
274.9840000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
276.4540000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
280.3160000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
281.1220000000	n/a	n/a	FB: +1	n/a	n/a	S 11
283.4740000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
285.0140000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
286.1000000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
286.9100000000	n/a	n/a	FB: +1	n/a	n/a	S 11
289.2620000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
290.7340000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
292.1840000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
292.9980000000	n/a	n/a	FB: +1	n/a	n/a	S 11
295.3500000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
296.8540000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
297.5880000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
298.4020000000	n/a	n/a	FB: +1	n/a	n/a	S 11
300.7540000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
302.3180000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
303.3440000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
304.1560000000	n/a	n/a	FB: 0	n/a	n/a	S 10
306.5080000000	n/a	n/a	Instr: "Match"	n/a	n/a	S  2
308.0260000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
309.1280000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
309.9440000000	n/a	n/a	FB: 0	n/a	n/a	S 10
312.2960000000	n/a	n/a	Instr: "Choose"	n/a	n/a	S  1
313.7540000000	n/a	n/a	Imperative Stimulus	n/a	n/a	S  3
315.1580000000	n/a	n/a	Right Button Choice	n/a	n/a	S  5
315.9660000000	n/a	n/a	FB: 0	n/a	n/a	S 10
