onset	duration	trial_type	response
13.67	0.13	change	yes
36.00	0.13	change	yes
69.67	0.13	change	yes
98.17	0.13	change	yes
124.50	0.13	change	yes
129.00	0.13	change	yes
161.83	0.13	change	yes
182.33	0.13	change	yes
194.83	0.13	change	yes
225.00	0.13	change	yes
243.83	0.13	change	yes
281.00	0.13	change	yes
292.83	0.13	change	yes
320.67	0.13	change	yes
335.17	0.13	change	yes
