onset	duration	stim_file	sti_started	sti_stopped	key_fix
12	3	face-video/stimtrn_1.mp4	82.5550835	85.5884815	n/a
18	3	face-video/stimtrn_2.mp4	86.3636	89.3803389999999	n/a
24	3	face-video/stimtrn_3.mp4	92.3473332	95.363945	n/a
30	3	face-video/stimtrn_4.mp4	98.3308231	101.3475166	n/a
36	3	face-video/stimtrn_1321.mp4	104.347884	107.3560147	n/a
42	3	face-video/stimtrn_6.mp4	110.3397286	113.356412299999	n/a
48	3	face-video/stimtrn_7.mp4	116.373418	119.3815359	n/a
54	3	face-video/stimtrn_8.mp4	122.3487483	125.3568381	n/a
60	3	face-video/stimtrn_9.mp4	128.3405243	131.3572584	n/a
66	3	face-video/stimtrn_10.mp4	134.3241041	137.3345039	n/a
72	3	face-video/stimtrn_11.mp4	140.3744734	143.3826812	n/a
78	3	face-video/stimtrn_12.mp4	146.3246836	149.3414281	n/a
84	3	face-video/stimtrn_12.mp4	152.3250039	155.3417022	1
90	3	face-video/stimtrn_13.mp4	158.383594	161.4002847	n/a
96	3	face-video/stimtrn_14.mp4	164.375576	167.3922473	n/a
102	3	face-video/stimtrn_15.mp4	170.4176649	173.4276706	n/a
108	3	face-video/stimtrn_16.mp4	176.367737	179.376006	n/a
114	3	face-video/stimtrn_17.mp4	182.409673	185.4179241	n/a
120	3	face-video/stimtrn_18.mp4	188.3434531	191.3515338	n/a
126	3	face-video/stimtrn_19.mp4	194.3520558	197.3686699	n/a
132	3	face-video/stimtrn_20.mp4	200.343999	203.3546118	n/a
138	3	face-video/stimtrn_1322.mp4	206.3692255	209.3774003	n/a
144	3	face-video/stimtrn_22.mp4	212.3194618	215.3361008	n/a
150	3	face-video/stimtrn_23.mp4	218.344824	221.352910399999	n/a
156	3	face-video/stimtrn_24.mp4	224.3782189	227.3865192	n/a
162	3	face-video/stimtrn_24.mp4	230.3203756	233.3284727	1
168	3	face-video/stimtrn_25.mp4	236.3288661	239.337096799999	n/a
174	3	face-video/stimtrn_26.mp4	242.3291356	245.3458438	n/a
180	3	face-video/stimtrn_27.mp4	248.3378445	251.3459614	n/a
186	3	face-video/stimtrn_28.mp4	254.3380863	257.3631024	n/a
192	3	face-video/stimtrn_29.mp4	260.3299446	263.3403857	n/a
198	3	face-video/stimtrn_30.mp4	266.3635725	269.3851526	n/a
204	3	face-video/stimtrn_5.mp4	272.3554867	275.3637925	n/a
210	3	face-video/stimtrn_21.mp4	278.3724396	281.3822595	n/a
216	3	face-video/stimtrn_23.mp4	284.3644093	287.3811123	n/a
222	3	face-video/stimtrn_12.mp4	290.3563072	293.373051	n/a
228	3	face-video/stimtrn_3.mp4	296.331596899999	299.3398239	n/a
234	3	face-video/stimtrn_4.mp4	302.3570263	305.3784469	n/a
240	3	face-video/stimtrn_5.mp4	308.3406325	311.3571913	n/a
246	3	face-video/stimtrn_9.mp4	314.3490835	317.3573523	n/a
252	3	face-video/stimtrn_7.mp4	320.324350199999	323.3326119	n/a
258	3	face-video/stimtrn_1321.mp4	326.3413951	329.358044	n/a
264	3	face-video/stimtrn_6.mp4	332.3582889	335.3666002	n/a
270	3	face-video/stimtrn_6.mp4	338.3250467	341.333470699999	1
276	3	face-video/stimtrn_18.mp4	344.3506263	347.358705	n/a
282	3	face-video/stimtrn_22.mp4	350.3257695	353.333959	n/a
288	3	face-video/stimtrn_2.mp4	356.3425639	359.353895499999	n/a
294	3	face-video/stimtrn_13.mp4	362.334587	365.342896599999	n/a
300	3	face-video/stimtrn_14.mp4	368.3431336	371.359975499999	n/a
306	3	face-video/stimtrn_25.mp4	374.3352094	377.345471	n/a
312	3	face-video/stimtrn_16.mp4	380.3271145	383.3438567	n/a
318	3	face-video/stimtrn_26.mp4	386.327451599999	389.3382148	n/a
324	3	face-video/stimtrn_10.mp4	392.3528131	395.3642308	n/a
330	3	face-video/stimtrn_19.mp4	398.3613584	401.3780146	n/a
336	3	face-video/stimtrn_19.mp4	404.3282216	407.3379741	1
342	3	face-video/stimtrn_30.mp4	410.3702062	413.3869062	n/a
348	3	face-video/stimtrn_21.mp4	416.328804	419.3393282	n/a
354	3	face-video/stimtrn_11.mp4	422.3290371	425.3473287	n/a
360	3	face-video/stimtrn_1.mp4	428.3293315	431.3375749	n/a
366	3	face-video/stimtrn_24.mp4	434.3130144	437.3296669	n/a
372	3	face-video/stimtrn_15.mp4	440.3548783	443.3764236	n/a
378	3	face-video/stimtrn_17.mp4	446.3219264	449.3385932	n/a
384	3	face-video/stimtrn_27.mp4	452.3304308	455.3386437	n/a
390	3	face-video/stimtrn_1322.mp4	458.3224351	461.3391041	n/a
396	3	face-video/stimtrn_29.mp4	464.3228002	467.339373999999	n/a
402	3	face-video/stimtrn_20.mp4	470.3562526	473.3645528	n/a
408	3	face-video/stimtrn_8.mp4	476.3483084	479.3564763	n/a
414	3	face-video/stimtrn_28.mp4	482.3568368	485.365074399999	n/a
