onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.126055865956005	1.2573189246031689	TARGET	1.2573189246031689	11_2	38	kerékpár	elektromos		old	1	3466	8	3	3	4185	10	4	2	1.75	6.55	6.7	6.95	1.0
34.142634661722695	0.9360764524171828	FOIL	0.9360764524171828	11_2	51	jutalom	kívánatos		new	1	3275	7	3	1	1846	9	4	2	3.0	4.9	4.2	5.85	0.0
40.14592229605478	1.2130133454629686	DISTANT	1.2130133454629686	11_2	76	szakadék	kedvezőtlen		new	1	1478	8	3	4	3202	11	4	2	3.95	2.85	3.3	2.35	0.659476936
48.15330519313284	0.973445340860053	TARGET	0.973445340860053	11_2	39	készpénz	csekély		old	1	3600	8	2	3	3258	7	2	2	4.95	4.5	5.7	6.15	1.0
58.16081667551771	0.9261974122637184	TARGET	0.9261974122637184	11_2	40	kesztyű	férfias		old	1	891	7	2	1	506	7	3	6	1.7	5.45	4.85	5.4	1.0
68.1702623165911	1.044846815711935	DISTANT	1.044846815711935	11_2	77	szélvihar	kíméletlen		old	0	490	9	3	0	564	10	4	2	5.5	5.75	6.05	6.5	0.6293716429999999
72.17348207220493	0.961564007186098	DISTANT	0.961564007186098	11_2	78	szemüveg	elsődleges		old	0	1594	8	3	4	6398	10	4	1	2.3	4.25	3.75	3.75	0.657139182
82.17995104024885	1.2107513198570814	FOIL	1.2107513198570814	11_2	52	kertész	szakképzett		new	1	2363	7	2	5	480	11	3	1	1.25	6.2	6.2	6.7	0.0
92.19341868630728	1.0373199645546265	FOIL	1.0373199645546265	11_2	53	kézikönyv	földrajzi		new	1	662	9	3	2	2472	9	3	5	1.8	6.1	6.15	6.2	0.0
102.19489536818584	1.0196177122852532	FOIL	1.0196177122852532	11_2	54	kiképzés	lélektani		old	0	1449	8	3	5	743	9	4	7	4.2	4.4	2.7	4.3	0.0
106.20410996553257	1.7224427212640876	CLOSE	1.7224427212640876	11_2	63	napsütés	zavartalan		new	1	3340	8	3	2	1197	10	4	1	2.75	5.95	6.1	5.75	0.824103177
110.22128711843106	0.8811707820277661	TARGET	0.8811707820277661	11_2	41	királynő	szépséges		old	1	2060	8	3	2	414	9	3	8	2.6	5.15	6.55	6.7	1.0
120.22676275216509	0.8596017492818646	TARGET	0.8596017492818646	11_2	42	kirándulás	hétvégi		old	1	1896	10	4	4	4177	7	3	5	2.95	6.05	6.3	6.9	1.0
126.23706801931256	0.9371097455150448	TARGET	0.9371097455150448	11_2	43	kolbász	tonnányi		old	1	867	7	2	2	533	8	3	1	2.6	6.05	5.95	6.15	1.0
138.26363113126718	1.4704780171596212	FOIL	1.4704780171596212	11_2	55	kitüntetés	jelképes		new	1	4318	10	4	5	1178	8	3	8	3.25	4.95	4.5	6.1	0.0
148.26911393708724	1.3530299386038678	FOIL	1.3530299386038678	11_2	56	korlátozás	munkahelyi		new	1	7015	10	4	4	1797	10	4	7	4.6	4.8	3.75	5.65	0.0
158.28061002714094	1.34986884042155	FOIL	1.34986884042155	11_2	57	korosztály	szerencsés		new	1	4689	10	3	5	5339	10	3	8	2.75	4.45	3.65	6.0	0.0
