onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.099009662604654	2.0	FILLER	1.0655160074529704	11_2	76	népcsoport	kétnyelvű	1	good		847	10	3	4	1121	9	3	1	1.85	5.55	4.5	6.55	0.0
26.099192038571346	2.0	REPEAT	1.017579814462806	11_2	9	baktérium	növényi	1	good	1	1448	9	4	1	968	7	3	7	2.25	4.75	2.95	5.85	1.0
30.1224170554342	2.0	REPEAT	1.3066521380533231	11_2	10	barátnő	középkorú	1	no-good	1	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
36.12967392866267	2.0	CLOSE	0.8031120718369493	11_2	93	útmutatás	erkölcsi	1	good	1	703	9	4	2	4377	8	3	7	3.2	4.1	2.7	6.3	1.0
42.12900026461284	2.0	FILLER	1.235355170807452	11_2	77	nézőpont	kézenfekvő	1	good		1480	8	3	1	875	10	4	1	2.05	3.9	2.25	4.45	0.0
48.13430018215149	2.0	DISTANT	0.9419124836131232	11_2	68	ösztöndíj	tanulmányi	1	good	0	2344	9	3	1	1823	10	4	8	3.6	6.65	4.5	6.8	1.0
54.14453526529542	2.0	REPEAT	1.0592906343081268	11_2	11	barlang	lakatlan	1	good	1	1015	7	2	2	471	8	3	2	2.9	6.2	6.1	6.3	1.0
64.14800834933703	2.0	CLOSE	1.0637703722459264	11_2	94	vacsora	zártkörű	1	good	1	2517	7	3	1	562	8	3	1	2.45	5.85	5.4	6.9	1.0
74.1615415687993	2.0	FILLER	1.018778577883495	11_2	78	nyereség	pillanatnyi	1	good		4712	8	3	5	1179	11	4	2	3.8	4.45	3.25	6.35	0.0
80.165793849068	2.0	FILLER	0.7741481031262083	11_2	79	olvasmány	irodalmi	1	good		593	9	3	0	4601	8	4	7	2.85	5.4	6.35	6.85	0.0
88.17222618822416	2.0	FILLER	0.9517536141647724	11_2	80	operatőr	hivatásos	1	good		1019	8	4	2	3472	9	4	7	1.35	6.55	5.95	6.55	0.0
94.19450167175091	2.0	REPEAT	1.0971825729502598	11_2	12	benzinkút	hajnali	1	no-good	1	1490	9	3	1	3888	7	3	8	2.85	5.25	6.5	4.8	1.0
100.19876983307768	2.0	REPEAT	1.196817744159489	11_2	13	bölcsőde	szomszédos	1	no-good	1	1219	8	3	1	5450	10	3	7	1.7	6.1	5.1	6.55	1.0
108.22219208237948	2.0	DISTANT	1.0535468156740535	11_2	69	pénztárca	ismeretlen	1	no-good	1	1902	9	3	3	17883	10	4	7	3.55	4.9	4.9	6.15	1.0
114.24448908216436	2.0	FILLER	0.8955123983614612	11_2	81	őrmester	méltatlan	1	good		552	8	3	1	1723	9	3	2	3.5	4.7	3.3	5.3	0.0
122.24486689757032	2.0	REPEAT	1.3747711015021196	11_2	14	boríték	érvénytelen	1	good	1	1364	7	3	3	1401	11	4	2	2.8	4.1	4.1	3.4	1.0
130.2542159715813	2.0	CLOSE	0.8774551277019782	11_2	95	végállomás	ideiglenes	1	good	1	893	10	4	4	4073	10	5	1	2.95	4.15	3.65	4.7	1.0
138.26362395919568	2.0	CLOSE	1.371826702874387	11_2	96	ventilátor	masszív	1	good	1	1165	10	4	3	982	7	2	2	1.6	4.5	5.6	5.5	1.0
148.2721249336901	2.0	FILLER	1.4835980730713343	11_2	82	országrész	középső	1	no-good		1927	10	3	3	3447	7	3	1	1.4	6.0	5.65	6.75	0.0
156.2954964660894	2.0	FILLER	0.8444268899038434	11_2	83	pályafutás	dicséretes	1	good		3897	10	4	5	469	10	4	8	3.05	4.7	4.6	5.5	0.0
166.30396414161078	2.0	REPEAT	1.0839385423751082	11_2	15	csecsemő	egészséges	1	good	0	2039	8	3	2	7076	10	4	8	2.6	6.5	6.55	6.6	1.0
172.30626228380424	2.0	DISTANT	0.9213570206920848	11_2	70	pisztoly	törvénytelen	1	good	1	1679	8	2	3	1475	12	4	3	4.75	4.9	4.9	5.3	1.0
178.31051815013052	2.0	REPEAT	0.0	11_2	16	csengőhang	többféle	1		1	2279	10	3	1	2956	8	3	1	2.25	4.55	3.55	5.8	1.0
190.32110978855053	2.0	FILLER	0.8983845638285857	11_2	84	parancs	vitathatatlan	1	good		4012	7	2	4	667	13	5	1	4.3	5.7	3.1	6.05	0.0
196.32541714022227	2.0	REPEAT	0.7979573890770553	11_2	10	barátnő	középkorú	2	no-good	1	3479	7	3	1	1253	9	4	8	1.95	5.9	5.5	6.1	1.0
202.32772629670217	2.0	REPEAT	0.6913901378138689	11_2	9	baktérium	növényi	2	good	1	1448	9	4	1	968	7	3	7	2.25	4.75	2.95	5.85	1.0
212.33817936011476	2.0	DISTANT	0.92846789068426	11_2	68	ösztöndíj	partnerségi	2	good	0	2344	9	3	1	465	11	4	3	2.05	4.7	2.1	4.3	0.680144787
216.34434889344263	2.0	CLOSE	0.8823887564212782	11_2	93	útmutatás	szellemi	2	good	1	703	9	4	2	6915	8	3	7	3.0	2.9	2.85	5.0	0.7834023237000001
222.36667150782887	2.0	CLOSE	0.8046901875350159	11_2	94	vacsora	meghívásos	2	good	1	2517	7	3	1	352	10	4	5	2.1	5.8	4.1	6.45	0.7889098529999999
226.38084406778216	2.0	REPEAT	0.7022425328905229	11_2	11	barlang	lakatlan	2	good	1	1015	7	2	2	471	8	3	2	2.9	6.2	6.1	6.3	1.0
230.3870766130276	2.0	DISTANT	1.5041496937919874	11_2	71	professzor	közgazdasági	1	no-good	1	6091	10	3	5	1411	12	5	4	1.9	6.5	5.5	6.65	1.0
238.3964221010101	2.0	REPEAT	0.7589545450900914	11_2	12	benzinkút	hajnali	2	no-good	1	1490	9	3	1	3888	7	3	8	2.85	5.25	6.5	4.8	1.0
248.3988693201973	2.0	FILLER	1.195608478737995	11_2	85	párbeszéd	kötetlen	1	good		6299	9	3	3	695	8	3	5	2.4	5.3	4.4	6.65	0.0
260.4144704065548	2.0	FILLER	0.8605031271581538	11_2	86	pontszám	egyenlő	1	good		1320	8	2	3	4474	7	3	1	2.5	6.1	5.25	5.9	0.0
270.42000059939164	2.0	REPEAT	0.8949222379160346	11_2	14	boríték	érvénytelen	2	good	1	1364	7	3	3	1401	11	4	2	2.8	4.1	4.1	3.4	1.0
