onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
22.160091013807687	2.0	CLOSE	0.856261605018517	11_2	76	szakadék	iszonyatos	1	no-good	1	1478	8	3	4	452	10	4	6	5.1	4.75	5.85	5.65	1.0
26.15528315278061	2.0	REPEAT	1.1406318559020292	11_2	26	fejfájás	kellemetlen	1	good	1	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
30.15747678739717	2.0	DISTANT	1.274547562861699	11_2	51	magazin	tudományos	1	good	1	7307	7	3	2	11632	10	4	5	1.8	6.3	6.45	6.15	1.0
36.162765434521134	2.0	REPEAT	1.0849364872992735	11_2	27	folyadék	elegendő	1	no-good	1	1438	8	3	3	9296	8	4	1	2.65	4.85	5.45	6.5	1.0
42.16797903085535	2.0	CLOSE	0.9838873900152976	11_2	77	szélvihar	hirtelen	1	good	0	490	9	3	0	6756	8	3	4	4.6	6.2	6.2	6.65	1.0
52.173488988148165	2.0	FILLER	1.410249888387625	11_2	63	laktanya	községi	1	good		1021	8	3	3	670	7	3	5	2.4	5.45	5.1	4.6	0.0
58.18081374008034	2.0	CLOSE	1.6425315629458055	11_2	78	szemüveg	kényelmes	1	good	0	1594	8	3	4	3437	9	3	8	2.15	6.1	6.05	6.7	1.0
64.18810391229636	2.0	FILLER	1.3154402522777673	11_2	64	lázadás	széleskörű	1	no-good		945	7	3	5	1556	10	4	1	5.55	5.35	5.0	5.25	0.0
74.19158544915263	2.0	FILLER	1.2640291822026484	11_2	65	leépítés	túlzott	1	good		2318	8	4	4	2708	7	2	2	5.2	4.75	2.7	5.95	0.0
80.19886998616857	2.0	REPEAT	1.2802826725092018	11_2	28	gorilla	érzékeny	1	no-good	1	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
88.20824365019507	2.0	REPEAT	1.5587485012219986	11_2	29	hangszer	autentikus	1	good	1	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
94.20854436563968	2.0	DISTANT	1.7988513387390412	11_2	52	matrica	fizetős	1	good	1	1479	7	3	2	2152	7	3	2	2.75	5.8	5.4	5.6	1.0
104.20499418163672	2.0	FILLER	2.1117867389548337	11_2	66	megjegyzés	egyértelmű	1	good		3288	10	3	4	11495	10	4	1	2.5	5.65	2.5	6.1	0.0
112.20941449371458	2.0	REPEAT	1.1022834650357254	11_2	30	háziorvos	elégedetlen	1	no-good	1	2011	9	4	4	2000	11	5	3	4.1	5.6	5.2	5.6	1.0
118.21670031144458	2.0	DISTANT	1.1267546323360875	11_2	53	mellény	sportos	1	no-good	1	909	7	2	5	700	7	2	7	1.45	5.9	6.0	6.0	1.0
122.23391127561626	2.0	DISTANT	0.989528237914783	11_2	54	menetrend	szokásos	1	good	1	4833	9	3	2	8246	8	3	6	1.7	5.4	4.45	6.65	1.0
132.23939382529352	2.0	FILLER	1.0716799055808224	11_2	67	meglátás	egyoldalú	1	good		1153	8	3	3	1776	9	4	4	3.4	4.35	2.35	6.3	0.0
138.25866497200332	2.0	DISTANT	1.276735049978015	11_2	55	mikrofon	vezetékes	1	good	1	1847	8	3	1	3193	9	4	8	1.25	6.45	6.75	6.25	1.0
144.27196996533894	2.0	REPEAT	1.2232479163212702	11_2	31	helyezés	végleges	1	good	1	5834	8	3	4	7802	8	3	3	2.95	4.45	3.65	5.2	1.0
150.2762591306382	2.0	CLOSE	0.9227361109224148	11_2	76	szakadék	rettenetes	2	no-good	1	1478	8	3	4	868	10	4	8	5.2	5.15	6.55	6.15	0.891412258
156.28154752161936	2.0	REPEAT	0.8616294012608705	11_2	26	fejfájás	kellemetlen	2	good	1	1351	8	3	4	3486	11	4	1	5.85	5.5	5.25	6.7	1.0
162.31682318469393	2.0	FILLER	1.538044729764806	11_2	68	mellékhatás	közvetett	1	good		918	11	4	4	1115	9	3	2	4.65	3.85	2.6	5.25	0.0
170.32618813976296	2.0	FILLER	1.3207145552150903	11_2	69	mellékutca	rendezetlen	1	no-good		573	10	4	0	427	11	4	3	3.45	5.35	5.95	5.85	0.0
174.32341612741584	2.0	CLOSE	1.1474771024659276	11_2	79	szerszám	trükkös	1	no-good	1	812	8	2	4	689	7	2	7	1.7	3.15	3.55	4.15	1.0
182.33276571372696	2.0	DISTANT	1.1454192252567736	11_2	56	monitor	kijelzős	1	no-good	1	3644	7	3	3	489	8	3	2	1.25	6.0	6.15	5.15	1.0
188.3410912281979	2.0	DISTANT	0.9776356338115876	11_2	51	magazin	állatorvosi	2	good	1	7307	7	3	2	356	11	5	6	1.6	5.7	5.95	6.65	0.735963702
192.3382482633897	2.0	REPEAT	0.9085684177553048	11_2	27	folyadék	elegendő	2	no-good	1	1438	8	3	3	9296	8	4	1	2.65	4.85	5.45	6.5	1.0
198.34656199514572	2.0	DISTANT	1.5161145310848951	11_2	57	műalkotás	korabeli	1	good	1	784	9	4	1	2056	8	4	3	2.0	5.45	4.75	6.2	1.0
210.3591359477141	2.0	CLOSE	1.4953887310548453	11_2	77	szélvihar	váratlan	2	good	0	490	9	3	0	2782	8	3	8	4.2	6.1	5.9	6.65	0.850282848
218.36552576662507	2.0	CLOSE	1.392735135013936	11_2	78	szemüveg	ideális	2	good	0	1594	8	3	4	3414	7	4	1	1.9	5.3	5.0	5.5	0.84095335
224.38784095278243	2.0	REPEAT	1.458656365488423	11_2	32	horgász	tradicionális	1	no-good	0	707	7	2	2	850	13	6	1	2.1	4.65	5.0	4.65	1.0
234.3902830490406	2.0	FILLER	1.4319357237400254	11_2	70	merénylő	gondatlan	1	no-good		1494	8	3	1	869	9	3	1	5.2	4.7	4.5	4.5	0.0
240.3975970428437	2.0	REPEAT	0.8565487447049236	11_2	29	hangszer	autentikus	2	good	1	1828	8	2	3	526	10	5	1	2.0	4.6	3.7	4.7	1.0
250.40906393225305	2.0	REPEAT	0.9254607362818206	11_2	28	gorilla	érzékeny	2	no-good	1	659	7	3	2	3895	8	3	3	3.1	4.0	4.3	4.9	1.0
256.4133564274525	2.0	REPEAT	1.2807091556605883	11_2	33	iránytű	hasznos	1	good	1	794	7	3	2	9089	7	2	7	1.75	5.45	6.15	6.3	1.0
268.4239452482725	2.0	DISTANT	1.5905428835976636	11_2	52	matrica	kedvezményes	2	good	1	1479	7	3	2	3115	12	4	6	1.9	5.2	5.8	6.1	0.701929092
272.421123031294	2.0	REPEAT	1.6409967359359143	11_2	30	háziorvos	elégedetlen	2	no-good	1	2011	9	4	4	2000	11	5	3	4.1	5.6	5.2	5.6	1.0
278.431427530013	2.0	DISTANT	1.5901704472635174	11_2	54	menetrend	naprakész	2	no-good	1	4833	9	3	2	816	9	3	1	2.3	5.35	4.4	6.1	0.7033958440000001
284.4537178699975	2.0	DISTANT	1.335981883312343	11_2	53	mellény	kamionos	2	no-good	1	909	7	2	5	543	8	4	7	1.4	6.25	5.7	6.1	0.629222572
290.4579588798515	2.0	DISTANT	1.1635674277640646	11_2	55	mikrofon	köztéri	2	good	1	1847	8	3	1	615	7	3	2	1.65	5.9	5.5	5.45	0.60200268
300.46347370391595	2.0	FILLER	1.5499475797114428	11_2	71	mozdulat	harmonikus	1	no-good		2331	8	3	5	567	10	4	2	2.25	4.7	4.35	4.3	0.0
308.4728624805721	2.0	CLOSE	1.0285613071464468	11_2	80	színdarab	humoros	1	good	0	571	9	3	1	799	7	3	7	2.85	5.95	5.95	6.8	1.0
318.4743578611088	2.0	REPEAT	0.9316315503238002	11_2	31	helyezés	végleges	2	good	1	5834	8	3	4	7802	8	3	3	2.95	4.45	3.65	5.2	1.0
324.4836454600736	2.0	REPEAT	1.3299939575226745	11_2	34	kánikula	tavaszi	1	good	1	1200	8	4	1	5301	7	3	7	4.05	5.35	5.25	5.1	1.0
330.4909233372746	2.0	CLOSE	1.2903189863282023	11_2	79	szerszám	alattomos	2	no-good	1	812	8	2	4	304	9	4	1	3.2	2.5	2.4	2.45	0.781269133
342.4984998807631	2.0	REPEAT	1.434684939100407	11_2	35	kapitány	rutinos	1	good	1	6280	8	3	5	669	7	3	6	1.95	6.0	5.15	6.1	1.0
348.50581541143765	2.0	DISTANT	1.0513577916863142	11_2	56	monitor	digitális	2	good	1	3644	7	3	3	11798	9	4	1	1.65	6.1	6.45	5.5	0.7256274220000001
358.50827185188245	2.0	DISTANT	1.0888562900363468	11_2	58	műanyag	felesleges	1	good	1	3590	7	3	1	4304	10	4	7	3.55	4.95	5.15	6.3	1.0
