onset	duration	trial_type	response_time	stim_list	itemno	noun	adjective	order	response	correctness	noun_freq	noun_char	noun_syll	noun_phon	adj_freq	adj_char	adj_syll	adj_phon	arousal	concreteness	imageability	meaningfulness	cosine
290.3659527620621	2.0	CLOSE	1.3806711692013778	11_2	87	tévéműsor	hihetetlen	2	no-good	1	648	9	4	1	3434	10	4	2	3.2	3.95	4.3	5.2	0.7619771956999999
296.3741993835574	2.0	FILLER	1.5086209789296845	11_2	101	tartozás	nagymértékű	1	no-good		5559	8	3	4	437	11	4	1	5.25	5.1	4.8	6.65	0.0
302.381521317875	2.0	REPEAT	1.1087158041918883	11_2	47	kommentár	terjedelmes	2	good	1	2449	9	3	2	699	11	4	5	2.2	4.4	4.0	5.3	1.0
308.3807887402363	2.0	CLOSE	1.3336309750156945	11_2	86	telefonszám	háztartási	2	no-good	1	4732	11	4	2	1415	10	4	4	2.1	4.3	3.4	4.5	0.7732623820000001
314.39210962640936	2.0	REPEAT	0.7710466869611992	11_2	48	legénység	katonai	2	good	1	1179	9	3	4	14642	7	4	3	4.35	6.0	5.9	6.15	1.0
320.41435744614864	2.0	FILLER	1.3163869680138305	11_2	102	tehetség	példaértékű	1	good		4105	8	3	4	885	11	5	3	3.05	4.05	3.8	6.1	0.0
326.4156824895763	2.0	REPEAT	1.2751510429079644	11_2	49	lépcsőház	emeletes	1	good	1	634	9	3	1	491	8	4	8	1.65	6.05	6.5	6.1	1.0
332.4179701297835	2.0	DISTANT	1.0487266596610425	11_2	63	napsütés	hosszas	2	no-good	1	3340	8	3	2	1776	7	2	7	2.9	5.35	6.4	6.35	0.72304523
338.42525620367087	2.0	FILLER	0.9850123833748512	11_2	103	testmozgás	komplex	1	good		624	10	3	3	2818	7	2	2	2.15	5.2	5.7	6.05	0.0
350.4328127677581	2.0	DISTANT	1.1452832116920035	11_2	64	novella	körülményes	2	good	0	925	7	3	1	379	11	4	6	3.1	3.75	2.55	3.95	0.6815447809999999
358.45822424713697	2.0	CLOSE	1.5198260870965896	11_2	89	tudomány	mérnöki	1	no-good	1	3986	8	3	5	877	7	3	6	1.7	4.75	3.4	6.0	1.0
368.4636814383557	2.0	CLOSE	1.0103534226072952	11_2	88	törmelék	bontási	2	good	1	730	8	3	1	388	7	3	8	2.1	6.2	5.95	6.35	0.8136036990000001
374.466958570687	2.0	DISTANT	1.1907637326803524	11_2	65	olimpikon	legendás	1	good	1	644	9	4	2	3949	8	3	5	2.15	5.8	5.5	6.6	1.0
380.4802960945672	2.0	REPEAT	0.7943413755419897	11_2	50	levéltár	régészeti	1	good	1	1665	8	3	3	1293	9	4	4	1.85	4.6	5.6	5.75	1.0
388.4806808259018	2.0	REPEAT	1.3933360536029795	11_2	1	akadály	lehetetlen	1	no-good	1	6030	7	3	2	5822	10	4	6	5.4	4.65	3.6	6.3	1.0
398.5351226158237	2.0	REPEAT	1.3312777614337392	11_2	2	albérlet	szegényes	1	good	1	547	8	3	1	439	9	3	7	4.5	5.55	6.5	6.05	1.0
404.4994535124424	2.0	FILLER	1.534820363507606	11_2	104	testrész	előnytelen	1	good		636	8	2	2	473	10	4	1	4.75	4.15	5.1	5.95	0.0
410.4987452686619	2.0	REPEAT	1.318925887477235	11_2	3	alkatrész	műszaki	1	good	1	2625	9	3	2	11955	7	3	1	1.6	5.9	5.6	6.45	1.0
420.5131475915987	2.0	CLOSE	1.3283246538194362	11_2	90	tűzijáték	nagyszabású	1	no-good	0	1585	9	4	1	3070	11	4	1	2.9	6.2	6.9	6.6	1.0
424.5153783673886	2.0	REPEAT	1.2781287405377952	11_2	4	alkohol	legális	1	no-good	1	3138	7	3	2	1848	7	3	3	2.75	5.45	5.2	5.3	1.0
430.5146568040218	2.0	DISTANT	1.1989096887991764	11_2	66	oroszlán	nyugodt	1	no-good	0	1351	8	3	3	2967	7	2	2	2.1	5.9	6.5	6.35	1.0
438.524052752764	2.0	REPEAT	1.2533250956767006	11_2	5	állatkert	egzotikus	1	good	1	2056	9	3	3	643	9	4	1	2.95	5.45	5.6	6.45	1.0
442.5302345810924	2.0	DISTANT	1.2312176439590985	11_2	67	osztályzat	közepes	1	good	1	1028	10	3	3	4363	7	3	8	4.55	6.45	6.4	6.95	1.0
450.53165772845387	2.0	FILLER	1.3576674625073792	11_2	105	tiltakozás	egyhangú	1	good		5386	10	4	4	892	8	3	2	4.2	5.3	4.75	6.55	0.0
460.5631034960534	2.0	CLOSE	1.4065839263639646	11_2	91	újságcikk	botrányos	1	good	1	503	9	3	0	1508	9	3	4	3.75	5.45	5.65	6.55	1.0
466.5664285277017	2.0	REPEAT	1.8824789198115468	11_2	6	áruházlánc	veszteséges	1	no-good	1	935	10	4	2	1234	11	4	8	2.7	4.85	4.1	5.9	1.0
474.57381321779394	2.0	FILLER	1.2838443830842152	11_2	106	tinédzser	kíváncsi	1	no-good		795	9	3	2	5894	8	3	2	2.1	5.25	5.55	6.8	0.0
482.5972116455232	2.0	FILLER	1.556326640493353	11_2	107	titkárság	egyszemélyes	1	no-good		1040	9	3	3	628	12	4	1	1.5	4.65	5.45	5.4	0.0
488.6014636696491	2.0	REPEAT	0.9676654056529514	11_2	7	ásványvíz	minőségi	1	good	1	963	9	3	1	4832	8	4	2	1.85	6.05	5.25	6.4	1.0
494.5997787410597	2.0	REPEAT	1.2412895620800557	11_2	49	lépcsőház	emeletes	2	no-good	1	634	9	3	1	491	8	4	8	1.65	6.05	6.5	6.1	1.0
500.6120412200398	2.0	FILLER	1.1726142494590022	11_2	108	üdvözlet	kölcsönös	1	good		726	8	3	1	2208	9	3	4	2.65	5.8	5.3	6.5	0.0
508.6124167301314	2.0	CLOSE	1.3243887138960415	11_2	92	útlezárás	helyszíni	1	good	1	1291	9	4	3	4087	9	3	7	3.75	6.6	6.45	6.5	1.0
516.6218490516039	2.0	REPEAT	1.4270036318921484	11_2	8	aszfalt	hibátlan	1	no-good	1	977	7	2	4	863	8	3	1	1.95	6.3	6.7	6.65	1.0
526.6322949429305	2.0	CLOSE	0.8239743976882892	11_2	89	tudomány	építészeti	2	good	1	3986	8	3	5	1116	10	5	7	1.75	3.95	4.45	5.85	0.7951859240000001
538.6399111890496	2.0	REPEAT	0.8247730610164581	11_2	50	levéltár	régészeti	2	good	1	1665	8	3	3	1293	9	4	4	1.85	4.6	5.6	5.75	1.0
546.6492838285048	2.0	FILLER	1.3193695324007422	11_2	109	ügyintézés	zökkenőmentes	1	good		1849	10	4	3	887	13	5	1	1.9	5.55	4.55	6.5	0.0
554.6486432072707	2.0	DISTANT	1.0232759899226949	11_2	65	olimpikon	bravúros	2	good	1	644	9	4	2	461	8	3	2	2.9	5.15	5.5	6.5	0.613806427
562.6620550135121	2.0	REPEAT	0.9620727131987225	11_2	1	akadály	lehetetlen	2	no-good	1	6030	7	3	2	5822	10	4	6	5.4	4.65	3.6	6.3	1.0
568.6673439167789	2.0	FILLER	1.2290737016737694	11_2	110	utasítás	elnökségi	1	good		5327	8	4	4	4277	9	4	8	2.7	5.0	2.7	5.85	0.0
572.6655024829524	2.0	REPEAT	0.8228660538152326	11_2	2	albérlet	szegényes	2	good	1	547	8	3	1	439	9	3	7	4.5	5.55	6.5	6.05	1.0
578.6728210873698	2.0	REPEAT	0.8557318950188346	11_2	4	alkohol	legális	2	no-good	1	3138	7	3	2	1848	7	3	3	2.75	5.45	5.2	5.3	1.0
586.6822224151838	2.0	REPEAT	0.9021094394265674	11_2	3	alkatrész	műszaki	2	good	1	2625	9	3	2	11955	7	3	1	1.6	5.9	5.6	6.45	1.0
594.6885953284655	2.0	CLOSE	1.1754664355248678	11_2	90	tűzijáték	nevezetes	2	no-good	0	1585	9	4	1	817	9	4	5	2.8	4.0	5.05	3.5	0.772080302
604.6970883624454	2.0	FILLER	1.1831705397198675	11_2	111	útvonal	ajánlatos	1	no-good		5624	7	3	3	584	9	4	5	1.6	4.8	4.55	5.65	0.0
614.7055716628674	2.0	DISTANT	1.3588060316251358	11_2	67	osztályzat	alapfokú	2	no-good	1	1028	10	3	3	821	8	4	4	2.6	4.3	2.9	3.95	0.713177145
626.7321381047223	2.0	DISTANT	1.3161490083439276	11_2	66	oroszlán	jelentéktelen	2	no-good	0	1351	8	3	3	1068	13	5	3	4.0	3.05	3.55	3.15	0.658192992
630.7493321632646	2.0	REPEAT	0.746913376278826	11_2	5	állatkert	egzotikus	2	good	1	2056	9	3	3	643	9	4	1	2.95	5.45	5.6	6.45	1.0
636.7566318128811	2.0	FILLER	1.107166376837995	11_2	112	üzemanyag	kártékony	1	good		3744	9	4	4	6706	9	3	1	3.75	5.1	4.25	5.7	0.0
648.7832005600358	2.0	REPEAT	0.7365392058418365	11_2	7	ásványvíz	minőségi	2	good	1	963	9	3	1	4832	8	4	2	1.85	6.05	5.25	6.4	1.0
658.7886459685251	2.0	CLOSE	1.2670729654928437	11_2	91	újságcikk	döbbenetes	2	good	1	503	9	3	0	999	10	4	6	4.35	4.9	4.45	6.6	0.7505655290000001
666.798079314598	2.0	REPEAT	1.3616840884496924	11_2	6	áruházlánc	veszteséges	2	good	1	935	10	4	2	1234	11	4	8	2.7	4.85	4.1	5.9	1.0
676.806548270848	2.0	CLOSE	1.4894074650655966	11_2	92	útlezárás	félpályás	2	no-good	1	1291	9	4	3	1206	9	3	2	2.95	6.3	6.3	6.3	0.78665024
682.8278027562919	2.0	REPEAT	0.883655910831294	11_2	8	aszfalt	hibátlan	2	no-good	1	977	7	2	4	863	8	3	1	1.95	6.3	6.7	6.65	1.0
