onset	duration	type
41.5	1	NoReward
56.5	1	NoReward
67.5	1	NoReward
82.5	1	NoReward
95.5	1	NoReward
108.5	1	NoReward
164.5	1	NoReward
175.5	1	NoReward
218.5	1	NoReward
229.5	1	NoReward
255.5	1	NoReward
309.5	1	NoReward
335.5	1	NoReward
346.5	1	NoReward
361.5	1	NoReward
374.5	1	NoReward
30.5	1	Reward
123.5	1	Reward
190.5	1	Reward
205.5	1	Reward
244.5	1	Reward
296.5	1	Reward
322.5	1	Reward
387.5	1	Reward
