onset	duration	trial_type	response_time	raw_time	reward_prob	category_ground	reward_ground	stimulus_entropy	exemplar_numb	category_response	correct	reward	boundary_distance	prototype_distance
0.0	0.0	999.0	0.0	21840.722423744453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.5045593797003676	999.0	0.0	21842.226983124154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	2.999656488191249	999.0	0.0	21843.722080232645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	4.5035538982992875	999.0	0.0	21845.225977642753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.54494275534671	0.0	3.0	0.0	21845.2673664998	0.75	1.0	1.0	0.0	61.0	0.0	0.0	0.0	1.65	0.0
4.5615840611026215	1.5	2.0	0.0	21845.284007805556	0.75	1.0	1.0	0.0	61.0	0.0	0.0	0.0	1.65	0.0
6.011038170126994	2.0	1.0	0.7000548162250197	21846.73346191458	0.75	1.0	1.0	0.0	61.0	1.0	1.0	0.0	1.65	1.0
8.010139545654965	2.5	2.0	0.0	21848.73256329011	0.75	1.0	1.0	0.0	61.0	0.0	0.0	0.0	1.65	0.0
10.509027056403283	0.75	5.0	0.0	21851.231450800857	0.75	1.0	1.0	0.0	61.0	1.0	1.0	1.0	1.65	1.0
11.253553898299288	6.75	0.0	0.0	21851.997720899544	0.75	1.0	1.0	0.0	61.0	0.0	0.0	0.0	1.65	0.0
18.00569321092189	0.0	3.0	0.0	21858.728116955375	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	1.65	0.0
18.022300708838884	3.0	2.0	0.0	21858.744724453292	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	1.65	0.0
21.004355084522103	2.0	1.0	0.5712070991139626	21861.726778828976	0.0	2.0	0.0	0.0	10.0	2.0	1.0	0.0	1.65	1.0
23.02012281982752	2.5	2.0	0.0	21863.74254656428	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	1.65	0.0
25.51899553964904	0.75	5.0	0.0	21866.241419284102	0.0	2.0	0.0	0.0	10.0	2.0	1.0	0.0	1.65	1.0
26.253553898299288	6.75	0.0	0.0	21867.00770266444	0.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	1.65	0.0
33.01567407025141	0.0	3.0	0.0	21873.738097814705	0.25	2.0	1.0	5.0	54.0	0.0	0.0	0.0	0.97	0.0
