onset	duration	trial_type
sub-3408	sub-3408	NR
sub-3844	sub-3844	NR
sub-3970	sub-3970	NR
sub-3977	sub-3977	NR
sub-4077	sub-4077	NR
sub-4428	sub-4428	NR
sub-4580	sub-4580	NR
sub-4594	sub-4594	NR
sub-4633	sub-4633	NR
sub-4685	sub-4685	NR
sub-4729	sub-4729	NR
sub-4737	sub-4737	NR
sub-4739	sub-4739	NR
sub-4788	sub-4788	NR
sub-4902	sub-4902	NR
sub-5048	sub-5048	NR
sub-5071	sub-5071	NR
sub-5088	sub-5088	NR
sub-5104	sub-5104	NR
sub-5107	sub-5107	NR
sub-5215	sub-5215	NR
sub-5234	sub-5234	NR
sub-5239	sub-5239	NR
sub-5240	sub-5240	NR
sub-5242	sub-5242	NR
sub-5319	sub-5319	NR
sub-5339	sub-5339	NR
sub-5418	sub-5418	NR
sub-5419	sub-5419	NR
sub-5435	sub-5435	NR
sub-5436	sub-5436	NR
sub-5469	sub-5469	NR
sub-5472	sub-5472	NR
sub-5479	sub-5479	NR
sub-5480	sub-5480	NR
xsub-4191	xsub-4191	NR
xsub-4620	xsub-4620	NR
xsub-4722	xsub-4722	NR
xsub-5235	xsub-5235	NR
1.8	2.5	Foil
4.8	1.5	RpMiss
9.6	1	RpFA
13.9	1.5	RpCR
18.7	1.5	RpHit
25.3	1.1	Miss
28.3	1.5	RpHit
34.4	0.6	CR
37.4	1	RpMiss
43.5	2.5	Foil
47.8	2.5	Foil
52.6	2.5	Foil
56.9	0.7	Miss
59.9	1	RpFA
66	1.4	FA
69	1.5	RpHit
75.6	1.1	Hit
80.4	1.2	FA
85.2	1.1	Hit
88.2	1.5	RpCR
93	1	RpFA
97.3	1.5	RpCR
102.1	1.5	RpCR
108.2	0.6	CR
111.2	1	RpFA
115.5	1.5	RpHit
120.3	1	RpFA
126.4	1.7	Hit
129.4	1.5	RpHit
136	1.4	Hit
139	1	RpFA
145.1	2.5	Foil
149.9	1.2	FA
154.2	0.7	CR
158.5	1.7	CR
162.8	2.5	Foil
167.6	1.4	FA
171.9	2.5	Foil
176.7	1.6	FA
179.7	1	RpFA
185.8	0.7	Hit
188.8	1.5	RpFA
195.4	1.2	FA
200.2	1.4	FA
203.2	1	RpFA
208.8	2.5	Foil
211.8	1.5	RpHit
216.6	1	RpMiss
222.7	1.4	FA
225.7	1	RpMiss
230	1.5	RpCR
234.8	1.5	RpCR
241.4	2.5	Foil
245.7	1.3	FA
250	0.5	CR
254.3	0.7	CR
257.3	1.5	RpHit
262.1	1.5	RpHit
268.7	1	Hit
273	0.8	Miss
276	1	RpHit
281.6	0.6	Miss
286.4	2.5	Foil
289.4	1	RpHit
295	1.4	Hit
299.8	2.5	Foil
302.8	1.5	RpCR
308.9	1.3	Hit
313.7	1	Hit
318.5	1.5	Hit
322.8	0.5	CR
327.1	2.5	Foil
330.1	1.5	RpCR
334.9	1	RpFA
339.2	1	RpHit
343.5	1.5	RpHit
348.3	1	RpMiss
354.4	1.7	FA
358.7	1.3	Hit
361.7	1	RpHit
367.3	1.1	Miss
370.3	1	RpHit
376.4	2.5	Foil
380.7	1.3	Hit
385	1.2	CR
388	1	RpFA
392.3	1	RpFA
398.4	1.5	Hit
401.4	1	RpMiss
407.5	1.3	FA
412.3	1.4	FA
417.1	2.5	Foil
421.4	0.9	Miss
425.7	0.9	Hit
