onset	duration	trial_type	value	sample	n_simultaneous_stimuli	snr	EEG_trigger_start	EEG_trigger_end	file_clicks	file_story1	file_story2	file_story3	file_story4	file_story5
1800.7543	10	speech	1	18007543	5	-6 dB	1	2	n/a	speech/alice/alice_229_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_015_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_067_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_288_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_301_peaky_diotic_regress.hdf5
1810.8452	10	speech	1	18108452	2	0 dB	1	2	n/a	speech/alice/alice_233_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_211_peaky_diotic_regress.hdf5
1820.9148	10	speech	1	18209148	3	-3 dB	1	2	n/a	speech/alice/alice_241_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_243_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_179_peaky_diotic_regress.hdf5
1830.9844	10	speech	1	18309844	5	-6 dB	1	2	n/a	speech/alice/alice_088_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_097_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_108_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_195_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_023_peaky_diotic_regress.hdf5
1841.054	10	speech	1	18410540	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_267_peaky_diotic_regress.hdf5	n/a	n/a
1851.1236	10	speech	1	18511236	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_107_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_064_peaky_diotic_regress.hdf5
1861.2145	10	speech	1	18612145	5	-6 dB	1	2	n/a	speech/alice/alice_329_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_104_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_357_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_263_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_130_peaky_diotic_regress.hdf5
1871.3054	10	speech	1	18713054	3	-3 dB	1	2	n/a	speech/alice/alice_100_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_157_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_339_peaky_diotic_regress.hdf5	n/a	n/a
1881.375	10	speech	1	18813750	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_296_peaky_diotic_regress.hdf5
1891.4446	10	speech	1	18914446	5	-6 dB	1	2	n/a	speech/alice/alice_210_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_351_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_293_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_147_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_351_peaky_diotic_regress.hdf5
1901.5355	10	speech	1	19015355	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_235_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_098_peaky_diotic_regress.hdf5	n/a
1911.6051	10	speech	1	19116051	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_082_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_111_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_072_peaky_diotic_regress.hdf5	n/a
1921.6747	10	speech	1	19216747	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_005_peaky_diotic_regress.hdf5
1931.7656	10	speech	1	19317656	2	0 dB	1	2	n/a	speech/alice/alice_074_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_247_peaky_diotic_regress.hdf5
1941.8352	10	speech	1	19418352	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_038_peaky_diotic_regress.hdf5	n/a	n/a	n/a
1951.9261	10	speech	1	19519261	3	-3 dB	1	2	n/a	speech/alice/alice_373_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_208_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_194_peaky_diotic_regress.hdf5	n/a	n/a
1961.9957	10	speech	1	19619957	5	-6 dB	1	2	n/a	speech/alice/alice_251_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_271_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_303_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_346_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_045_peaky_diotic_regress.hdf5
1972.0653	10	speech	1	19720653	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_234_peaky_diotic_regress.hdf5
1982.1562	10	speech	1	19821562	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_049_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_041_peaky_diotic_regress.hdf5	n/a
1992.2472	10	speech	1	19922472	5	-6 dB	1	2	n/a	speech/alice/alice_017_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_041_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_077_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_115_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_248_peaky_diotic_regress.hdf5
2002.3167	10	speech	1	20023167	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_034_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_112_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_140_peaky_diotic_regress.hdf5
2012.4077	10	speech	1	20124077	3	-3 dB	1	2	n/a	speech/alice/alice_365_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_368_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_013_peaky_diotic_regress.hdf5
2022.4772	10	speech	1	20224772	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_199_peaky_diotic_regress.hdf5	n/a
2032.5468	10	speech	1	20325468	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_322_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_280_peaky_diotic_regress.hdf5	n/a
2042.6378	10	speech	1	20426378	5	-6 dB	1	2	n/a	speech/alice/alice_271_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_099_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_301_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_348_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_073_peaky_diotic_regress.hdf5
2052.7073	10	speech	1	20527073	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_156_peaky_diotic_regress.hdf5	n/a	n/a
2062.7769	10	speech	1	20627769	2	0 dB	1	2	n/a	speech/alice/alice_038_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_300_peaky_diotic_regress.hdf5
2072.8679	10	speech	1	20728679	5	-6 dB	1	2	n/a	speech/alice/alice_234_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_039_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_200_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_300_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_053_peaky_diotic_regress.hdf5
2082.9588	10	speech	1	20829588	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_255_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_225_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_055_peaky_diotic_regress.hdf5
2093.0284	10	speech	1	20930284	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_395_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_206_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_330_peaky_diotic_regress.hdf5	n/a
2103.1193	10	speech	1	21031193	5	-6 dB	1	2	n/a	speech/alice/alice_045_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_072_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_314_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_089_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_197_peaky_diotic_regress.hdf5
2113.2102	10	speech	1	21132102	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_266_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_159_peaky_diotic_regress.hdf5	n/a
2123.2798	10	speech	1	21232798	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_254_peaky_diotic_regress.hdf5	n/a	n/a
2133.3494	10	speech	1	21333494	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_260_peaky_diotic_regress.hdf5	n/a	n/a
2143.4403	10	speech	1	21434403	5	-6 dB	1	2	n/a	speech/alice/alice_165_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_311_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_017_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_205_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_148_peaky_diotic_regress.hdf5
2153.5099	10	speech	1	21535099	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_377_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_155_peaky_diotic_regress.hdf5
2163.5795	10	speech	1	21635795	3	-3 dB	1	2	n/a	speech/alice/alice_273_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_202_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_375_peaky_diotic_regress.hdf5
2173.6704	10	speech	1	21736704	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_004_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2183.74	10	speech	1	21837400	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_276_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_004_peaky_diotic_regress.hdf5	n/a	n/a
2193.8096	10	speech	1	21938096	3	-3 dB	1	2	n/a	speech/alice/alice_294_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_142_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_009_peaky_diotic_regress.hdf5
2203.9005	10	speech	1	22039005	5	-6 dB	1	2	n/a	speech/alice/alice_382_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_193_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_172_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_040_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_124_peaky_diotic_regress.hdf5
2213.9701	10	speech	1	22139701	3	-3 dB	1	2	n/a	speech/alice/alice_252_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_112_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_075_peaky_diotic_regress.hdf5
2224.0397	10	speech	1	22240397	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_116_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_081_peaky_diotic_regress.hdf5
2234.1306	10	speech	1	22341306	5	-6 dB	1	2	n/a	speech/alice/alice_175_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_151_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_078_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_258_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_206_peaky_diotic_regress.hdf5
2244.2002	10	speech	1	22442002	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_221_peaky_diotic_regress.hdf5
2254.2911	10	speech	1	22542911	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_191_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_191_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_052_peaky_diotic_regress.hdf5
2264.3607	10	speech	1	22643607	2	0 dB	1	2	n/a	speech/alice/alice_189_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_262_peaky_diotic_regress.hdf5	n/a
2274.4303	10	speech	1	22744303	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_101_peaky_diotic_regress.hdf5	n/a
2284.5212	10	speech	1	22845212	5	-6 dB	1	2	n/a	speech/alice/alice_021_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_387_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_198_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_336_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_226_peaky_diotic_regress.hdf5
2294.5908	10	speech	1	22945908	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_347_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_135_peaky_diotic_regress.hdf5	n/a	n/a
2304.6817	10	speech	1	23046817	5	-6 dB	1	2	n/a	speech/alice/alice_270_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_135_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_038_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_051_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_317_peaky_diotic_regress.hdf5
2314.7513	10	speech	1	23147513	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_335_peaky_diotic_regress.hdf5	n/a	n/a
2324.8422	10	speech	1	23248422	3	-3 dB	1	2	n/a	speech/alice/alice_047_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_342_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_382_peaky_diotic_regress.hdf5	n/a
2334.9118	10	speech	1	23349118	5	-6 dB	1	2	n/a	speech/alice/alice_111_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_329_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_376_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_198_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_018_peaky_diotic_regress.hdf5
2344.9814	10	speech	1	23449814	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_257_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_171_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_064_peaky_diotic_regress.hdf5	n/a
2355.0723	10	speech	1	23550723	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_062_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_204_peaky_diotic_regress.hdf5
2365.1419	10	speech	1	23651419	1	clean	1	2	n/a	speech/alice/alice_037_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
2375.2115	10	speech	1	23752115	2	0 dB	1	2	n/a	speech/alice/alice_117_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_309_peaky_diotic_regress.hdf5	n/a	n/a
2385.3024	10	speech	1	23853024	5	-6 dB	1	2	n/a	speech/alice/alice_169_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_368_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_151_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_175_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_020_peaky_diotic_regress.hdf5
2395.372	10	speech	1	23953720	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_285_peaky_diotic_regress.hdf5	n/a	n/a
2405.4416	10	speech	1	24054416	3	-3 dB	1	2	n/a	speech/alice/alice_179_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_372_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_166_peaky_diotic_regress.hdf5
2415.5325	10	speech	1	24155325	5	-6 dB	1	2	n/a	speech/alice/alice_384_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_256_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_362_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_193_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_229_peaky_diotic_regress.hdf5
2425.6021	10	speech	1	24256021	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_118_peaky_diotic_regress.hdf5	n/a
2435.6717	10	speech	1	24356717	3	-3 dB	1	2	n/a	speech/alice/alice_022_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_214_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_161_peaky_diotic_regress.hdf5
2445.7412	10	speech	1	24457412	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_071_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_154_peaky_diotic_regress.hdf5	n/a	n/a
2455.8322	10	speech	1	24558322	1	clean	1	2	n/a	speech/alice/alice_064_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
2465.9018	10	speech	1	24659018	2	0 dB	1	2	n/a	speech/alice/alice_204_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_184_peaky_diotic_regress.hdf5	n/a
2475.9927	10	speech	1	24759927	5	-6 dB	1	2	n/a	speech/alice/alice_040_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_177_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_058_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_150_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_152_peaky_diotic_regress.hdf5
2486.0623	10	speech	1	24860623	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_210_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_219_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_118_peaky_diotic_regress.hdf5
2496.1532	10	speech	1	24961532	3	-3 dB	1	2	n/a	speech/alice/alice_182_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_252_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_289_peaky_diotic_regress.hdf5	n/a
2506.2441	10	speech	1	25062441	5	-6 dB	1	2	n/a	speech/alice/alice_099_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_232_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_245_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_196_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_089_peaky_diotic_regress.hdf5
2516.3137	10	speech	1	25163137	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_015_peaky_diotic_regress.hdf5
2526.4046	10	speech	1	25264046	2	0 dB	1	2	n/a	speech/alice/alice_059_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_295_peaky_diotic_regress.hdf5	n/a	n/a
2536.4742	10	speech	1	25364742	5	-6 dB	1	2	n/a	speech/alice/alice_253_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_119_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_344_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_285_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_170_peaky_diotic_regress.hdf5
2546.5651	10	speech	1	25465651	3	-3 dB	1	2	n/a	speech/alice/alice_263_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_152_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_217_peaky_diotic_regress.hdf5
2556.6347	10	speech	1	25566347	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_133_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2566.7043	10	speech	1	25667043	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_002_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_297_peaky_diotic_regress.hdf5	n/a	n/a
2576.7952	10	speech	1	25767952	5	-6 dB	1	2	n/a	speech/alice/alice_004_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_123_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_122_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_031_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_128_peaky_diotic_regress.hdf5
2586.8648	10	speech	1	25868648	1	clean	1	2	n/a	speech/alice/alice_349_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
2596.9344	10	speech	1	25969344	2	0 dB	1	2	n/a	speech/alice/alice_385_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_301_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2607.0253	10	speech	1	26070253	3	-3 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_075_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_342_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_372_peaky_diotic_regress.hdf5
2617.0949	10	speech	1	26170949	5	-6 dB	1	2	n/a	speech/alice/alice_287_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_046_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_029_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_273_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_001_peaky_diotic_regress.hdf5
2627.1858	10	speech	1	26271858	3	-3 dB	1	2	n/a	speech/alice/alice_348_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_292_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_257_peaky_diotic_regress.hdf5
2637.2554	10	speech	1	26372554	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_386_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_259_peaky_diotic_regress.hdf5
2647.3463	10	speech	1	26473463	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_389_peaky_diotic_regress.hdf5	n/a
2657.4159	10	speech	1	26574159	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_193_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_046_peaky_diotic_regress.hdf5	n/a
2667.4855	10	speech	1	26674855	5	-6 dB	1	2	n/a	speech/alice/alice_069_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_199_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_337_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_148_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_003_peaky_diotic_regress.hdf5
2677.5764	10	speech	1	26775764	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_186_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_290_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_172_peaky_diotic_regress.hdf5
2687.646	10	speech	1	26876460	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_227_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2697.7156	10	speech	1	26977156	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_073_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_211_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_174_peaky_diotic_regress.hdf5	n/a
2707.8065	10	speech	1	27078065	2	0 dB	1	2	n/a	speech/alice/alice_171_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_137_peaky_diotic_regress.hdf5	n/a
2717.8761	10	speech	1	27178761	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_241_peaky_diotic_regress.hdf5
2727.9457	10	speech	1	27279457	5	-6 dB	1	2	n/a	speech/alice/alice_178_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_283_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_113_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_059_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_339_peaky_diotic_regress.hdf5
2738.0153	10	speech	1	27380153	3	-3 dB	1	2	n/a	speech/alice/alice_035_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_237_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_003_peaky_diotic_regress.hdf5	n/a
2748.0849	10	speech	1	27480849	5	-6 dB	1	2	n/a	speech/alice/alice_079_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_217_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_269_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_371_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_054_peaky_diotic_regress.hdf5
2758.1758	10	speech	1	27581758	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_097_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_116_peaky_diotic_regress.hdf5
2768.2454	10	speech	1	27682454	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_268_peaky_diotic_regress.hdf5
2778.315	10	speech	1	27783150	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_222_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2788.4059	10	speech	1	27884059	5	-6 dB	1	2	n/a	speech/alice/alice_023_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_239_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_019_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_083_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_280_peaky_diotic_regress.hdf5
2798.4755	10	speech	1	27984755	2	0 dB	1	2	n/a	speech/alice/alice_278_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_213_peaky_diotic_regress.hdf5	n/a	n/a
2808.545	10	speech	1	28085450	3	-3 dB	1	2	n/a	speech/alice/alice_130_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_076_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_183_peaky_diotic_regress.hdf5
2818.636	10	speech	1	28186360	5	-6 dB	1	2	n/a	speech/alice/alice_317_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_018_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_186_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_038_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_334_peaky_diotic_regress.hdf5
2828.7056	10	speech	1	28287056	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_236_peaky_diotic_regress.hdf5	n/a
2838.7965	10	speech	1	28387965	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_160_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_235_peaky_diotic_regress.hdf5	n/a
2848.8661	10	speech	1	28488661	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_155_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_146_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_347_peaky_diotic_regress.hdf5
2858.9356	10	speech	1	28589356	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_165_peaky_diotic_regress.hdf5	n/a	n/a
2869.0266	10	speech	1	28690266	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_270_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_107_peaky_diotic_regress.hdf5	n/a	n/a
2879.0962	10	speech	1	28790962	3	-3 dB	1	2	n/a	speech/alice/alice_354_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_094_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_039_peaky_diotic_regress.hdf5	n/a	n/a
