onset	duration	trial_type	value	sample	n_simultaneous_stimuli	snr	EEG_trigger_start	EEG_trigger_end	file_clicks	file_story1	file_story2	file_story3	file_story4	file_story5
2889.1871	10	speech	1	28891871	5	-6 dB	1	2	n/a	speech/alice/alice_109_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_138_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_241_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_190_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_059_peaky_diotic_regress.hdf5
2899.2567	10	speech	1	28992567	3	-3 dB	1	2	n/a	speech/alice/alice_054_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_248_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_298_peaky_diotic_regress.hdf5
2909.3476	10	speech	1	29093476	2	0 dB	1	2	n/a	speech/alice/alice_105_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_246_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2919.4172	10	speech	1	29194172	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_000_peaky_diotic_regress.hdf5	n/a
2929.5081	10	speech	1	29295081	5	-6 dB	1	2	n/a	speech/alice/alice_268_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_163_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_369_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_155_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_222_peaky_diotic_regress.hdf5
2939.5777	10	speech	1	29395777	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_188_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_312_peaky_diotic_regress.hdf5
2949.6686	10	speech	1	29496686	5	-6 dB	1	2	n/a	speech/alice/alice_285_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_134_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_315_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_326_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_239_peaky_diotic_regress.hdf5
2959.7382	10	speech	1	29597382	3	-3 dB	1	2	n/a	speech/alice/alice_058_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_316_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_191_peaky_diotic_regress.hdf5
2969.8291	10	speech	1	29698291	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_150_peaky_diotic_regress.hdf5	n/a	n/a	n/a
2979.8987	10	speech	1	29798987	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_027_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_210_peaky_diotic_regress.hdf5	n/a
2989.9683	10	speech	1	29899683	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_272_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_275_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_323_peaky_diotic_regress.hdf5
3000.0379	10	speech	1	30000379	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_045_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3010.1288	10	speech	1	30101288	5	-6 dB	1	2	n/a	speech/alice/alice_051_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_337_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_063_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_308_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_288_peaky_diotic_regress.hdf5
3020.1984	10	speech	1	30201984	3	-3 dB	1	2	n/a	speech/alice/alice_015_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_086_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_203_peaky_diotic_regress.hdf5
3030.2893	10	speech	1	30302893	5	-6 dB	1	2	n/a	speech/alice/alice_127_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_292_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_223_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_259_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_173_peaky_diotic_regress.hdf5
3040.3589	10	speech	1	30403589	2	0 dB	1	2	n/a	speech/alice/alice_119_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_179_peaky_diotic_regress.hdf5	n/a
3050.4285	10	speech	1	30504285	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_085_peaky_diotic_regress.hdf5	n/a
3060.5194	10	speech	1	30605194	3	-3 dB	1	2	n/a	speech/alice/alice_136_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_114_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_362_peaky_diotic_regress.hdf5	n/a
3070.589	10	speech	1	30705890	1	clean	1	2	n/a	speech/alice/alice_304_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
3080.6586	10	speech	1	30806586	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_379_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_202_peaky_diotic_regress.hdf5
3090.7281	10	speech	1	30907281	5	-6 dB	1	2	n/a	speech/alice/alice_164_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_118_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_050_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_145_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_085_peaky_diotic_regress.hdf5
3100.8191	10	speech	1	31008191	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_170_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_239_peaky_diotic_regress.hdf5	n/a
3110.91	10	speech	1	31109100	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_394_peaky_diotic_regress.hdf5	n/a	n/a
3120.9796	10	speech	1	31209796	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_319_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_250_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_010_peaky_diotic_regress.hdf5
3131.0705	10	speech	1	31310705	5	-6 dB	1	2	n/a	speech/alice/alice_360_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_280_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_073_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_191_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_145_peaky_diotic_regress.hdf5
3141.1401	10	speech	1	31411401	5	-6 dB	1	2	n/a	speech/alice/alice_092_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_141_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_140_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_122_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_386_peaky_diotic_regress.hdf5
3151.2097	10	speech	1	31512097	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_214_peaky_diotic_regress.hdf5
3161.3006	10	speech	1	31613006	2	0 dB	1	2	n/a	speech/alice/alice_205_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_346_peaky_diotic_regress.hdf5	n/a	n/a
3171.3702	10	speech	1	31713702	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_389_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_186_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_235_peaky_diotic_regress.hdf5
3181.4611	10	speech	1	31814611	2	0 dB	1	2	n/a	speech/alice/alice_010_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_067_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3191.5307	10	speech	1	31915307	5	-6 dB	1	2	n/a	speech/alice/alice_381_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_259_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_261_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_325_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_286_peaky_diotic_regress.hdf5
3201.6216	10	speech	1	32016216	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_377_peaky_diotic_regress.hdf5	n/a	n/a
3211.6912	10	speech	1	32116912	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_003_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_079_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_001_peaky_diotic_regress.hdf5	n/a
3221.7608	10	speech	1	32217608	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_226_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_166_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_137_peaky_diotic_regress.hdf5
3231.8517	10	speech	1	32318517	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_102_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_168_peaky_diotic_regress.hdf5
3241.9213	10	speech	1	32419213	5	-6 dB	1	2	n/a	speech/alice/alice_125_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_117_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_273_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_061_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_108_peaky_diotic_regress.hdf5
3252.0122	10	speech	1	32520122	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_028_peaky_diotic_regress.hdf5	n/a
3262.0818	10	speech	1	32620818	5	-6 dB	1	2	n/a	speech/alice/alice_170_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_211_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_028_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_295_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_007_peaky_diotic_regress.hdf5
3272.1727	10	speech	1	32721727	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_182_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_379_peaky_diotic_regress.hdf5
3282.2423	10	speech	1	32822423	3	-3 dB	1	2	n/a	speech/alice/alice_154_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_304_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_111_peaky_diotic_regress.hdf5
3292.3119	10	speech	1	32923119	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_339_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3302.3815	10	speech	1	33023815	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_066_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3312.4511	10	speech	1	33124511	5	-6 dB	1	2	n/a	speech/alice/alice_103_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_322_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_169_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_008_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_093_peaky_diotic_regress.hdf5
3322.542	10	speech	1	33225420	3	-3 dB	1	2	n/a	speech/alice/alice_239_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_158_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_071_peaky_diotic_regress.hdf5
3332.6116	10	speech	1	33326116	2	0 dB	1	2	n/a	speech/alice/alice_372_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_309_peaky_diotic_regress.hdf5	n/a
3342.7025	10	speech	1	33427025	3	-3 dB	1	2	n/a	speech/alice/alice_221_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_248_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_107_peaky_diotic_regress.hdf5
3352.7721	10	speech	1	33527721	5	-6 dB	1	2	n/a	speech/alice/alice_301_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_131_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_022_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_220_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_385_peaky_diotic_regress.hdf5
3362.8417	10	speech	1	33628417	2	0 dB	1	2	n/a	speech/alice/alice_272_peaky_diotic_regress.hdf5	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_208_peaky_diotic_regress.hdf5
3372.9326	10	speech	1	33729326	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_189_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3383.0022	10	speech	1	33830022	5	-6 dB	1	2	n/a	speech/alice/alice_235_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_251_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_382_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_294_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_269_peaky_diotic_regress.hdf5
3393.0931	10	speech	1	33930931	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_306_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_304_peaky_diotic_regress.hdf5
3403.1627	10	speech	1	34031627	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_159_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3413.2323	10	speech	1	34132323	3	-3 dB	1	2	n/a	speech/alice/alice_315_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_353_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_029_peaky_diotic_regress.hdf5
3423.3232	10	speech	1	34233232	3	-3 dB	1	2	n/a	speech/alice/alice_341_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_137_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_058_peaky_diotic_regress.hdf5
3433.3928	10	speech	1	34333928	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_352_peaky_diotic_regress.hdf5	n/a	n/a
3443.4624	10	speech	1	34434624	2	0 dB	1	2	n/a	speech/alice/alice_089_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_109_peaky_diotic_regress.hdf5	n/a
3453.5319	10	speech	1	34535319	5	-6 dB	1	2	n/a	speech/alice/alice_357_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_079_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_380_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_047_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_355_peaky_diotic_regress.hdf5
3463.6015	10	speech	1	34636015	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_266_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_033_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_220_peaky_diotic_regress.hdf5
3473.6925	10	speech	1	34736925	5	-6 dB	1	2	n/a	speech/alice/alice_223_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_275_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_053_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_387_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_080_peaky_diotic_regress.hdf5
3483.7834	10	speech	1	34837834	2	0 dB	1	2	n/a	speech/alice/alice_025_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_109_peaky_diotic_regress.hdf5	n/a	n/a
3493.853	10	speech	1	34938530	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_323_peaky_diotic_regress.hdf5	n/a
3503.9225	10	speech	1	35039225	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_370_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_216_peaky_diotic_regress.hdf5
3514.0135	10	speech	1	35140135	3	-3 dB	1	2	n/a	speech/alice/alice_029_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_325_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_308_peaky_diotic_regress.hdf5
3524.1044	10	speech	1	35241044	5	-6 dB	1	2	n/a	speech/alice/alice_116_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_017_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_059_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_286_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_178_peaky_diotic_regress.hdf5
3534.174	10	speech	1	35341740	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_389_peaky_diotic_regress.hdf5
3544.2436	10	speech	1	35442436	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_168_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_047_peaky_diotic_regress.hdf5	n/a	n/a
3554.3345	10	speech	1	35543345	3	-3 dB	1	2	n/a	speech/alice/alice_132_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_142_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_264_peaky_diotic_regress.hdf5	n/a
3564.4041	10	speech	1	35644041	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_149_peaky_diotic_regress.hdf5	n/a
3574.4737	10	speech	1	35744737	5	-6 dB	1	2	n/a	speech/alice/alice_180_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_291_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_327_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_018_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_253_peaky_diotic_regress.hdf5
3584.5646	10	speech	1	35845646	5	-6 dB	1	2	n/a	speech/alice/alice_174_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_362_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_270_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_134_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_132_peaky_diotic_regress.hdf5
3594.6342	10	speech	1	35946342	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_023_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_326_peaky_diotic_regress.hdf5
3604.7251	10	speech	1	36047251	3	-3 dB	1	2	n/a	speech/alice/alice_222_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_069_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_176_peaky_diotic_regress.hdf5	n/a
3614.7947	10	speech	1	36147947	1	clean	1	2	n/a	speech/alice/alice_377_peaky_diotic_regress.hdf5	n/a	n/a	n/a	n/a
3624.8856	10	speech	1	36248856	5	-6 dB	1	2	n/a	speech/alice/alice_126_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_269_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_212_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_298_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_387_peaky_diotic_regress.hdf5
3634.9552	10	speech	1	36349552	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_207_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_254_peaky_diotic_regress.hdf5
3645.0248	10	speech	1	36450248	3	-3 dB	1	2	n/a	speech/alice/alice_352_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_286_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_121_peaky_diotic_regress.hdf5	n/a	n/a
3655.0943	10	speech	1	36550943	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_212_peaky_diotic_regress.hdf5
3665.1639	10	speech	1	36651639	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_043_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_044_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_127_peaky_diotic_regress.hdf5
3675.2549	10	speech	1	36752549	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_197_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3685.3244	10	speech	1	36853244	5	-6 dB	1	2	n/a	speech/alice/alice_198_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_048_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_251_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_218_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_362_peaky_diotic_regress.hdf5
3695.4154	10	speech	1	36954154	2	0 dB	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_027_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_278_peaky_diotic_regress.hdf5
3705.4849	10	speech	1	37054849	5	-6 dB	1	2	n/a	speech/alice/alice_096_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_349_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_205_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_105_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_332_peaky_diotic_regress.hdf5
3715.5545	10	speech	1	37155545	1	clean	1	2	n/a	n/a	n/a	n/a	speech/timemachine/timemachine_333_peaky_diotic_regress.hdf5	n/a
3725.6455	10	speech	1	37256455	3	-3 dB	1	2	n/a	speech/alice/alice_107_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_014_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_278_peaky_diotic_regress.hdf5	n/a	n/a
3735.715	10	speech	1	37357150	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_391_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_045_peaky_diotic_regress.hdf5	n/a
3745.7846	10	speech	1	37457846	5	-6 dB	1	2	n/a	speech/alice/alice_367_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_188_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_037_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_093_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_049_peaky_diotic_regress.hdf5
3755.8755	10	speech	1	37558755	3	-3 dB	1	2	n/a	speech/alice/alice_340_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_364_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_026_peaky_diotic_regress.hdf5	n/a	n/a
3765.9451	10	speech	1	37659451	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_020_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_348_peaky_diotic_regress.hdf5
3776.0147	10	speech	1	37760147	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_000_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3786.0843	10	speech	1	37860843	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_046_peaky_diotic_regress.hdf5
3796.1539	10	speech	1	37961539	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_002_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_395_peaky_diotic_regress.hdf5	n/a
3806.2448	10	speech	1	38062448	3	-3 dB	1	2	n/a	speech/alice/alice_220_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_374_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_013_peaky_diotic_regress.hdf5	n/a
3816.3144	10	speech	1	38163144	5	-6 dB	1	2	n/a	speech/alice/alice_077_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_052_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_218_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_271_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_078_peaky_diotic_regress.hdf5
3826.4053	10	speech	1	38264053	5	-6 dB	1	2	n/a	speech/alice/alice_379_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_060_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_234_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_029_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_331_peaky_diotic_regress.hdf5
3836.4749	10	speech	1	38364749	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_204_peaky_diotic_regress.hdf5	n/a	n/a
3846.5658	10	speech	1	38465658	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_262_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_151_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_011_peaky_diotic_regress.hdf5
3856.6354	10	speech	1	38566354	2	0 dB	1	2	n/a	speech/alice/alice_259_peaky_diotic_regress.hdf5	n/a	speech/pinocchio/pinocchio_189_peaky_diotic_regress.hdf5	n/a	n/a
3866.7263	10	speech	1	38667263	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_005_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_117_peaky_diotic_regress.hdf5
3876.7959	10	speech	1	38767959	5	-6 dB	1	2	n/a	speech/alice/alice_188_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_145_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_392_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_016_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_342_peaky_diotic_regress.hdf5
3886.8868	10	speech	1	38868868	1	clean	1	2	n/a	n/a	n/a	n/a	n/a	speech/wizardofoz/wizardofoz_391_peaky_diotic_regress.hdf5
3896.9564	10	speech	1	38969564	3	-3 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_258_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_130_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_273_peaky_diotic_regress.hdf5
3907.026	10	speech	1	39070260	3	-3 dB	1	2	n/a	speech/alice/alice_183_peaky_diotic_regress.hdf5	n/a	n/a	speech/timemachine/timemachine_360_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_062_peaky_diotic_regress.hdf5
3917.1169	10	speech	1	39171169	5	-6 dB	1	2	n/a	speech/alice/alice_030_peaky_diotic_regress.hdf5	speech/peterpan/peterpan_309_peaky_diotic_regress.hdf5	speech/pinocchio/pinocchio_286_peaky_diotic_regress.hdf5	speech/timemachine/timemachine_165_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_176_peaky_diotic_regress.hdf5
3927.1865	10	speech	1	39271865	2	0 dB	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_056_peaky_diotic_regress.hdf5	n/a	speech/wizardofoz/wizardofoz_149_peaky_diotic_regress.hdf5
3937.2561	10	speech	1	39372561	1	clean	1	2	n/a	n/a	n/a	speech/pinocchio/pinocchio_242_peaky_diotic_regress.hdf5	n/a	n/a
3947.347	10	speech	1	39473470	1	clean	1	2	n/a	n/a	speech/peterpan/peterpan_224_peaky_diotic_regress.hdf5	n/a	n/a	n/a
3957.4166	10	speech	1	39574166	2	0 dB	1	2	n/a	n/a	speech/peterpan/peterpan_263_peaky_diotic_regress.hdf5	n/a	n/a	speech/wizardofoz/wizardofoz_344_peaky_diotic_regress.hdf5
3967.4862	10	speech	1	39674862	3	-3 dB	1	2	n/a	n/a	speech/peterpan/peterpan_310_peaky_diotic_regress.hdf5	n/a	speech/timemachine/timemachine_144_peaky_diotic_regress.hdf5	speech/wizardofoz/wizardofoz_343_peaky_diotic_regress.hdf5
