onset	duration	trial_type	value	sample
0.0	0.0	n/a	65536	0
6.0595703125	0.0	initalising_triggers	255	6205
21.15234375	0.0	step_1	1	21660
21.65234375	0.0	step_2	2	22172
22.15234375	0.0	step_3	3	22684
22.65234375	0.0	step_4	4	23196
23.1513671875	0.0	ori_vio	30	23707
24.185546875	0.0	step_1	1	24766
24.6845703125	0.0	step_2	2	25277
25.1845703125	0.0	step_3	3	25789
25.6845703125	0.0	step_4	4	26301
26.185546875	0.0	ori_vio	30	26814
27.2021484375	0.0	step_1	1	27855
27.701171875	0.0	step_2	2	28366
28.2021484375	0.0	step_3	3	28879
28.701171875	0.0	step_4	4	29390
29.2021484375	0.0	control	40	29903
30.220703125	0.0	step_1	1	30946
30.71875	0.0	step_2	2	31456
31.21875	0.0	step_3	3	31968
31.71875	0.0	step_4	4	32480
32.216796875	0.0	col_vio	10	32990
33.2197265625	0.0	step_1	1	34017
33.71875	0.0	step_2	2	34528
34.21875	0.0	step_3	3	35040
34.71875	0.0	step_4	4	35552
35.21875	0.0	control	40	36064
36.236328125	0.0	step_1	1	37106
36.734375	0.0	step_2	2	37616
37.234375	0.0	step_3	3	38128
37.734375	0.0	step_4	4	38640
38.234375	0.0	control	40	39152
39.2529296875	0.0	step_1	1	40195
39.7509765625	0.0	step_2	2	40705
40.2509765625	0.0	step_3	3	41217
40.751953125	0.0	step_4	4	41730
41.2509765625	0.0	control	40	42241
42.26953125	0.0	step_1	1	43284
42.7685546875	0.0	step_2	2	43795
43.2685546875	0.0	step_3	3	44307
43.7685546875	0.0	step_4	4	44819
44.2685546875	0.0	control	40	45331
45.2705078125	0.0	step_1	1	46357
45.7685546875	0.0	step_2	2	46867
46.2685546875	0.0	step_3	3	47379
46.7685546875	0.0	step_4	4	47891
47.2685546875	0.0	ori_vio	30	48403
48.2861328125	0.0	step_1	1	49445
48.7841796875	0.0	step_2	2	49955
49.2841796875	0.0	step_3	3	50467
49.7841796875	0.0	step_4	4	50979
50.2841796875	0.0	col_vio	10	51491
51.302734375	0.0	step_1	1	52534
51.80078125	0.0	step_2	2	53044
52.30078125	0.0	step_3	3	53556
52.80078125	0.0	step_4	4	54068
53.30078125	0.0	col_vio	10	54580
54.3193359375	0.0	step_1	1	55623
54.8173828125	0.0	step_2	2	56133
55.3173828125	0.0	step_3	3	56645
55.8173828125	0.0	step_4	4	57157
56.3173828125	0.0	col_vio	10	57669
57.3369140625	0.0	step_1	1	58713
57.833984375	0.0	step_2	2	59222
58.333984375	0.0	step_3	3	59734
58.833984375	0.0	step_4	4	60246
59.333984375	0.0	col_vio	10	60758
60.3515625	0.0	step_1	1	61800
60.8505859375	0.0	step_2	2	62311
61.349609375	0.0	step_3	3	62822
61.8505859375	0.0	step_4	4	63335
62.349609375	0.0	ori_vio	30	63846
63.3515625	0.0	step_1	1	64872
63.8505859375	0.0	step_2	2	65383
64.3505859375	0.0	step_3	3	65895
64.8505859375	0.0	step_4	4	66407
65.3505859375	0.0	control	40	66919
66.3681640625	0.0	step_1	1	67961
66.8662109375	0.0	step_2	2	68471
67.3671875	0.0	step_3	3	68984
67.8671875	0.0	step_4	4	69496
68.3671875	0.0	ori_vio	30	70008
69.3857421875	0.0	step_1	1	71051
69.8837890625	0.0	step_2	2	71561
70.3837890625	0.0	step_3	3	72073
70.8828125	0.0	step_4	4	72584
71.3837890625	0.0	col_vio	10	73097
72.4013671875	0.0	step_1	1	74139
72.8994140625	0.0	step_2	2	74649
73.3994140625	0.0	step_3	3	75161
73.900390625	0.0	step_4	4	75674
74.400390625	0.0	control	40	76186
75.41796875	0.0	step_1	1	77228
75.916015625	0.0	step_2	2	77738
76.416015625	0.0	step_3	3	78250
76.9169921875	0.0	step_4	4	78763
77.4169921875	0.0	col_vio	10	79275
78.41796875	0.0	step_1	1	80300
78.9169921875	0.0	step_2	2	80811
79.4169921875	0.0	step_3	3	81323
79.9169921875	0.0	step_4	4	81835
80.4169921875	0.0	control	40	82347
81.4501953125	0.0	step_1	1	83405
81.951171875	0.0	step_2	2	83918
82.4501953125	0.0	step_3	3	84429
82.9501953125	0.0	step_4	4	84941
83.44921875	0.0	control	40	85452
84.4677734375	0.0	step_1	1	86495
84.9658203125	0.0	step_2	2	87005
85.466796875	0.0	step_3	3	87518
85.966796875	0.0	step_4	4	88030
86.466796875	0.0	col_vio	10	88542
87.4833984375	0.0	step_1	1	89583
87.9833984375	0.0	step_2	2	90095
88.4853515625	0.0	step_3	3	90609
88.9833984375	0.0	step_4	4	91119
89.4833984375	0.0	catch	50	91631
90.501953125	0.0	step_1	1	92674
91.0	0.0	step_2	2	93184
91.5	0.0	step_3	3	93696
92.0	0.0	step_4	4	94208
92.5	0.0	control	40	94720
93.517578125	0.0	step_1	1	95762
94.0166015625	0.0	step_2	2	96273
94.5166015625	0.0	step_3	3	96785
95.0166015625	0.0	step_4	4	97297
95.5166015625	0.0	col_vio	10	97809
96.53515625	0.0	step_1	1	98852
97.033203125	0.0	step_2	2	99362
97.533203125	0.0	step_3	3	99874
98.033203125	0.0	step_4	4	100386
98.533203125	0.0	siz_vio	20	100898
99.5517578125	0.0	step_1	1	101941
100.0498046875	0.0	step_2	2	102451
100.5498046875	0.0	step_3	3	102963
