onset	duration	TrialEvent	BlockNumber	TrialNumber	Condition	SceneCategory	ObjectCategory	SceneRem	ObjectRem	MemCategory	Target	Distracter	PreEvent_PupilMax	Event_PupilDilation	MemoryStrength
8.134200e+01	2.5	Image	2	6	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor63.jpg	inanimate15.jpg	40.833	0.3306	2
9.217400e+01	1	MoneyCue	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	39.932	0.72954	2
9.317400e+01	6	Anticipation	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	n/a	n/a	2
9.919000e+01	2.5	Image	2	7	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor68.jpg	inanimate44.jpg	39.933	1.8208	2
1.080220e+02	1	MoneyCue	2	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	41.307	-0.72803	3
1.090220e+02	6	Anticipation	2	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	n/a	n/a	3
1.150380e+02	2.5	Image	2	8	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	outdoor69.jpg	inanimate45.jpg	40.583	0.11339	3
1.238710e+02	1	MoneyCue	2	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	41.133	1.6699	2
1.248870e+02	4	Anticipation	2	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	n/a	n/a	2
1.288870e+02	2.5	Image	2	9	NEUTRAL	REMSCENE	REMOBJECT	1	1	RR	indoor59.jpg	inanimate11.jpg	44.313	-0.87203	2
1.377190e+02	1	MoneyCue	2	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor66.jpg	inanimate18.jpg	42.567	-0.67322	3
1.387190e+02	4	Anticipation	2	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor66.jpg	inanimate18.jpg	n/a	n/a	3
1.427190e+02	2.5	Image	2	10	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	indoor66.jpg	inanimate18.jpg	43.9	1.3295	3
1.525510e+02	1	MoneyCue	2	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor28.jpg	animate10.jpg	41.392	0.86987	1
1.535510e+02	4	Anticipation	2	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor28.jpg	animate10.jpg	n/a	n/a	1
1.575670e+02	2.5	Image	2	11	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor28.jpg	animate10.jpg	43.567	-0.1996	1
1.673990e+02	1	MoneyCue	2	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor37.jpg	animate39.jpg	37.044	2.0539	2
1.683990e+02	2	Anticipation	2	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor37.jpg	animate39.jpg	n/a	n/a	2
1.703990e+02	2.5	Image	2	12	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor37.jpg	animate39.jpg	39.067	2.0797	2
1.792150e+02	1	MoneyCue	2	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor18.jpg	animate30.jpg	39.964	1.6265	2
1.802150e+02	4	Anticipation	2	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor18.jpg	animate30.jpg	n/a	n/a	2
1.842310e+02	2.5	Image	2	13	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor18.jpg	animate30.jpg	42.1	0.24426	2
1.940300e+02	1	MoneyCue	2	14	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	40.167	0.46799	3
1.950300e+02	2	Anticipation	2	14	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	n/a	n/a	3
1.970300e+02	2.5	Image	2	14	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor43.jpg	animate41.jpg	42.033	0.42568	3
2.078620e+02	1	MoneyCue	2	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor70.jpg	inanimate46.jpg	44.267	-0.74208	2
2.088620e+02	6	Anticipation	2	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor70.jpg	inanimate46.jpg	n/a	n/a	2
2.148780e+02	2.5	Image	2	15	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor70.jpg	inanimate46.jpg	40.733	0.44699	2
2.256770e+02	1	MoneyCue	2	16	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor49.jpg	inanimate1.jpg	42.467	1.976	2
2.266770e+02	4	Anticipation	2	16	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor49.jpg	inanimate1.jpg	n/a	n/a	2
2.306930e+02	2.5	Image	2	16	AROUSING	REMSCENE	FORGOTOBJECT	1	0	RF	indoor49.jpg	inanimate1.jpg	39.233	2.0454	2
2.405090e+02	1	MoneyCue	2	17	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	47.965	-0.8714	1
2.415250e+02	4	Anticipation	2	17	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	n/a	n/a	1
2.455250e+02	2.5	Image	2	17	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	outdoor19.jpg	animate31.jpg	41.3	-0.18525	1
2.563900e+02	1	MoneyCue	2	18	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor65.jpg	inanimate17.jpg	42.9	-0.010164	3
2.573900e+02	6	Anticipation	2	18	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor65.jpg	inanimate17.jpg	n/a	n/a	3
2.634060e+02	2.5	Image	2	18	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor65.jpg	inanimate17.jpg	39	5.342	3
2.732220e+02	1	MoneyCue	2	19	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	43.1	-1.3787	1
2.742220e+02	2	Anticipation	2	19	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	n/a	n/a	1
2.762220e+02	2.5	Image	2	19	NEUTRAL	FORGOTSCENE	REMOBJECT	0	1	FR	indoor53.jpg	inanimate5.jpg	40.8	2.823	1
2.870380e+02	1	MoneyCue	2	20	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor67.jpg	inanimate19.jpg	40.618	-0.27407	1
2.880540e+02	6	Anticipation	2	20	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor67.jpg	inanimate19.jpg	n/a	n/a	1
2.940700e+02	2.5	Image	2	20	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor67.jpg	inanimate19.jpg	43.167	0.37432	1
3.039020e+02	1	MoneyCue	2	21	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor10.jpg	animate1.jpg	40.28	1.7859	1
3.049020e+02	4	Anticipation	2	21	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor10.jpg	animate1.jpg	n/a	n/a	1
3.089180e+02	2.5	Image	2	21	AROUSING	FORGOTSCENE	REMOBJECT	0	1	FR	indoor10.jpg	animate1.jpg	45.233	1.6191	1
3.177340e+02	1	MoneyCue	2	22	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor46.jpg	animate21.jpg	39.567	1.753	1
3.187340e+02	2	Anticipation	2	22	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor46.jpg	animate21.jpg	n/a	n/a	1
3.207340e+02	2.5	Image	2	22	NEUTRAL	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor46.jpg	animate21.jpg	40.255	0.64647	1
3.295660e+02	1	MoneyCue	2	23	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor53.jpg	inanimate29.jpg	36.967	0.34481	2
3.305660e+02	2	Anticipation	2	23	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor53.jpg	inanimate29.jpg	n/a	n/a	2
3.325660e+02	2.5	Image	2	23	NEUTRAL	REMSCENE	FORGOTOBJECT	1	0	RF	outdoor53.jpg	inanimate29.jpg	39.533	1.2208	2
3.423810e+02	1	MoneyCue	2	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor69.jpg	inanimate21.jpg	42.949	-0.8224	1
3.433810e+02	6	Anticipation	2	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor69.jpg	inanimate21.jpg	n/a	n/a	1
3.493810e+02	2.5	Image	2	24	AROUSING	FORGOTSCENE	FORGOTOBJECT	0	0	FF	indoor69.jpg	inanimate21.jpg	41.5	2.4016	1
