onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	test	145	13	25.0	335.0	16.0	n/a	chipmunk/chipmunk_16n.jpg
7.5	0.5	exp	333	5	n/a	841.0	5.0	n/a	jar/jar_05s.jpg
12.0	0.5	exp	719	5	n/a	1852.0	5.0	n/a	zebra/zebra_05s.jpg
16.5	0.5	exp	301	5	n/a	743.0	5.0	n/a	hammock/hammock_05s.jpg
21.0	0.5	exp	176	5	n/a	427.0	5.0	n/a	cow/cow_05s.jpg
25.5	0.5	catch	721	49	n/a	n/a	n/a	n/a	catch049.jpg
30.0	0.5	exp	676	5	n/a	1743.0	5.0	n/a	ukulele/ukulele_05s.jpg
34.5	0.5	exp	141	5	n/a	328.0	5.0	n/a	chili/chili_05s.jpg
39.0	0.5	catch	721	5	n/a	n/a	n/a	1.052	catch005.jpg
43.5	0.5	exp	389	5	n/a	979.0	5.0	n/a	mascara/mascara_05s.jpg
48.0	0.5	test	79	13	18.0	187.0	14.0	n/a	brace/brace_14s.jpg
52.5	0.5	exp	543	5	n/a	1380.0	5.0	n/a	scissors/scissors_05s.jpg
57.0	0.5	exp	297	5	n/a	735.0	5.0	n/a	hairbrush/hairbrush_05s.jpg
61.5	0.5	exp	707	5	n/a	1817.0	5.0	n/a	wig/wig_05s.jpg
66.0	0.5	exp	545	5	n/a	1384.0	5.0	n/a	scoreboard/scoreboard_05s.jpg
70.5	0.5	exp	227	5	n/a	548.0	5.0	n/a	egg_roll/egg_roll_05s.jpg
75.0	0.5	exp	477	5	n/a	1200.0	5.0	n/a	playing_card/playing_card_05s.jpg
79.5	0.5	exp	268	5	n/a	665.0	5.0	n/a	gauze/gauze_05s.jpg
84.0	0.5	exp	296	5	n/a	728.0	5.0	n/a	gun/gun_05s.jpg
88.5	0.5	exp	108	5	n/a	248.0	5.0	n/a	camera1/camera1_05s.jpg
93.0	0.5	catch	721	44	n/a	n/a	n/a	0.817	catch044.jpg
97.5	0.5	exp	36	5	n/a	83.0	5.0	n/a	basket/basket_05s.jpg
102.0	0.5	exp	93	5	n/a	217.0	5.0	n/a	bullet/bullet_05s.jpg
106.5	0.5	catch	721	82	n/a	n/a	n/a	0.75	catch082.jpg
