onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
279.858722201	0	bet	20	11	7	n/a	high	left	n/a	n/a
283.361806328	3.04653000000002	initial_beads	6	14	7	n/a	n/a	n/a	-1.9678294270774	n/a
287.189906896	0	bet	6	14	7	n/a	low	right	n/a	n/a
290.19275573	3.05035089	initial_beads	18	12	7	n/a	n/a	n/a	-1.61038043399938	n/a
293.288805651	1.15645515699998	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.61038043399938	-1.63249142378056
295.000795623	0	additional_draw_allowed	18	13	7	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
295.894901689	0	terminate_draw	18	13	7	n/a	n/a	left	-1.61038043399938	n/a
296.214290728	0	bet	18	13	7	n/a	high	left	n/a	n/a
300.220302362	3.04700087400005	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
304.810114138	1.160540637	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.89742428822289	-1.84935502257263
307.517358307	0	additional_draw_allowed	5	16	7	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
308.433627312	0	terminate_draw	5	16	7	n/a	n/a	right	-1.89742428822289	n/a
309.039869041	0	bet	5	16	7	n/a	low	right	n/a	n/a
311.540713497	3.04714020900002	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
316.447282484	0	bet	7	13	70	n/a	high	left	n/a	n/a
318.955904863	3.05043664100003	initial_beads	10	20	7	n/a	n/a	n/a	-1.89742428822289	n/a
322.757879558	0	bet	10	20	7	n/a	low	right	n/a	n/a
326.260580938	3.04692450099998	initial_beads	12	8	70	n/a	n/a	n/a	-1.65295917478599	n/a
329.350176502	1.15398503199998	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.65295917478599	-1.58166614013995
330.552501957	0	additional_draw_allowed	12	9	70	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
331.514910067	0	terminate_draw	12	9	70	n/a	n/a	right	-1.65295917478599	n/a
331.829738567	0	bet	12	9	70	n/a	high	left	n/a	n/a
335.338921552	3.04925144200001	initial_beads	17	13	70	n/a	n/a	n/a	-1.65295917478599	n/a
340.434438083	1.15650099999999	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.65295917478599	-1.63249142378056
342.645676239	0	additional_draw_allowed	18	13	70	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
343.424308952	0	terminate_draw	18	13	70	n/a	n/a	left	-1.65295917478599	n/a
343.717257917	0	bet	18	13	70	n/a	high	left	n/a	n/a
348.224112379	3.04692537900002	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
352.246006998	0	bet	14	6	70	n/a	high	left	n/a	n/a
356.763622962	3.05034900100003	initial_beads	17	13	7	n/a	n/a	n/a	-1.65295917478599	n/a
360.36127639	1.16576897499999	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.65295917478599	-1.63249142378056
362.582630424	0	additional_draw_allowed	18	13	7	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
363.525570677	0	terminate_draw	18	13	7	n/a	n/a	left	-1.65295917478599	n/a
363.839692678	0	bet	18	13	7	n/a	high	left	n/a	n/a
367.346706725	3.05219228800001	initial_beads	18	12	70	n/a	n/a	n/a	-1.61038043399938	n/a
372.445873717	1.16417233700002	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.61038043399938	-1.67697607350893
373.661995369	0	additional_draw_allowed	19	12	70	n/a	n/a	n/a	-1.61038043399938	-1.67697607350893
374.68666259	0	terminate_draw	19	12	70	n/a	n/a	left	-1.61038043399938	n/a
375.002039804	0	bet	19	12	70	n/a	high	left	n/a	n/a
379.006849011	3.04736420800003	initial_beads	10	10	70	n/a	n/a	n/a	-0.908549141821781	n/a
382.097356749	1.154848227	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.908549141821781	-1.13178054515916
383.804494294	0	additional_draw_allowed	11	10	70	n/a	n/a	n/a	-0.908549141821781	-1.13178054515916
384.681523175	0	terminate_draw	11	10	70	n/a	n/a	right	-0.908549141821781	n/a
385.129623203	0	bet	11	10	70	n/a	high	left	n/a	n/a
388.132635428	3.04709544399998	initial_beads	11	9	7	n/a	n/a	n/a	-1.39008283120292	n/a
391.223334458	1.15335793499997	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.39008283120292	-1.13178054515916
392.426015427	0	additional_draw_allowed	11	10	7	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
393.438224069	0	terminate_draw	11	10	7	n/a	n/a	right	-1.39008283120292	n/a
393.759146682	0	bet	11	10	7	n/a	high	left	n/a	n/a
398.266024751	3.047392694	initial_beads	5	15	70	n/a	n/a	n/a	-1.89742428822289	n/a
402.856488785	1.15970976	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.89742428822289	-1.94647871454116
406.068178148	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.89742428822289	-1.94647871454116
406.814685414	0	terminate_draw	6	15	70	n/a	n/a	right	-1.89742428822289	n/a
407.086503084	0	bet	6	15	70	n/a	low	right	n/a	n/a
411.591333182	3.04587592899998	initial_beads	11	9	70	n/a	n/a	n/a	-1.39008283120292	n/a
415.53859827	0	bet	11	9	70	n/a	high	left	n/a	n/a
418.04692023	3.04715271700002	initial_beads	14	6	7	n/a	n/a	n/a	-1.86417958275177	n/a
422.136623464	1.15959522599996	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.86417958275177	-1.67697607350893
425.348688253	0	additional_draw_allowed	14	7	7	n/a	n/a	n/a	-1.86417958275177	-1.67697607350893
426.249172841	0	terminate_draw	14	7	7	n/a	n/a	right	-1.86417958275177	n/a
426.516897788	0	bet	14	7	7	n/a	high	left	n/a	n/a
430.132361115	3.05091255100001	initial_beads	12	18	70	n/a	n/a	n/a	-1.79961680670884	n/a
434.730064314	1.162249583	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.79961680670884	-1.92671863808989
437.949565019	0	additional_draw_allowed	12	19	70	n/a	n/a	n/a	-1.79961680670884	-1.92671863808989
439.470000519	0	terminate_draw	12	19	70	n/a	n/a	left	-1.79961680670884	n/a
440.507515489	0	bet	12	19	70	n/a	low	right	n/a	n/a
445.01957341	3.04686886999997	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
450.10957018	1.159173598	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.32390665973505	-1.58833812291982
451.316660837	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-1.32390665973505	-1.58833812291982
452.12320433	0	terminate_draw	8	13	70	n/a	n/a	right	-1.32390665973505	n/a
452.432561458	0	bet	8	13	70	n/a	high	left	n/a	n/a
456.434158414	3.04706811	initial_beads	13	7	7	n/a	n/a	n/a	-1.61038043399938	n/a
459.5245667	1.15340510700003	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.61038043399938	-1.63249142378056
462.73020118	0	additional_draw_allowed	13	8	7	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
463.62732358	0	terminate_draw	13	8	7	n/a	n/a	right	-1.61038043399938	n/a
463.982288508	0	bet	13	8	7	n/a	high	left	n/a	n/a
468.492714077	3.046899333	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
472.583226944	1.15986792300004	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.86417958275177	-2.12751860353776
474.295528579	0	additional_draw_allowed	15	6	70	n/a	n/a	n/a	-1.86417958275177	-2.12751860353776
475.055808017	0	terminate_draw	15	6	70	n/a	n/a	right	-1.86417958275177	n/a
475.315453559	0	bet	15	6	70	n/a	high	left	n/a	n/a
479.824355696	3.04764466800003	initial_beads	6	14	70	n/a	n/a	n/a	-1.9678294270774	n/a
483.915222755	1.15999837600003	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.9678294270774	-1.92671863808989
485.626769654	0	additional_draw_allowed	7	14	70	n/a	n/a	n/a	-1.9678294270774	-1.92671863808989
486.893829162	0	terminate_draw	7	14	70	n/a	n/a	left	-1.9678294270774	n/a
487.437732226	0	bet	7	14	70	n/a	low	right	n/a	n/a
490.448469867	3.04483000499999	initial_beads	12	8	7	n/a	n/a	n/a	-1.65295917478599	n/a
495.535983692	1.15982962500004	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.65295917478599	-1.63249142378056
498.247047051	0	additional_draw_allowed	13	8	7	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
498.933266298	0	terminate_draw	13	8	7	n/a	n/a	left	-1.65295917478599	n/a
499.217517423	0	bet	13	8	7	n/a	high	left	n/a	n/a
501.730856846	3.05019541600007	initial_beads	16	14	70	n/a	n/a	n/a	-1.39008283120292	n/a
504.827829095	1.15674470099998	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.39008283120292	-1.13178054515916
507.540328778	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
508.272709405	0	terminate_draw	16	15	70	n/a	n/a	left	-1.39008283120292	n/a
508.564343092	0	bet	16	15	70	n/a	high	left	n/a	n/a
511.590591843	3.050390978	initial_beads	15	15	7	n/a	n/a	n/a	-0.908549141821781	n/a
516.187540026	1.16331041699993	extra_bead	n/a	n/a	7	low	n/a	n/a	-0.908549141821781	-0.809922418078171
517.402296625	0	additional_draw_allowed	15	16	7	n/a	n/a	n/a	-0.908549141821781	-0.809922418078171
518.109387575	0	terminate_draw	15	16	7	n/a	n/a	left	-0.908549141821781	n/a
518.365036575	0	bet	15	16	7	n/a	high	left	n/a	n/a
520.872785621	3.04726976100005	initial_beads	7	13	7	n/a	n/a	n/a	-1.79961680670884	n/a
524.963788976	1.15916195800003	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.79961680670884	-1.58833812291982
527.67539787	0	additional_draw_allowed	8	13	7	n/a	n/a	n/a	-1.79961680670884	-1.58833812291982
528.546259956	0	terminate_draw	8	13	7	n/a	n/a	right	-1.79961680670884	n/a
529.303588311	0	bet	8	13	7	n/a	low	right	n/a	n/a
532.815651897	3.04711366200002	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
536.891281733	0	bet	8	12	70	n/a	high	left	n/a	n/a
540.902888844	3.047523404	initial_beads	11	9	70	n/a	n/a	n/a	-1.39008283120292	n/a
544.79452511	0	bet	11	9	70	n/a	high	left	n/a	n/a
547.309170549	3.05082421399993	initial_beads	17	13	7	n/a	n/a	n/a	-1.65295917478599	n/a
550.90707691	1.15726469699996	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.65295917478599	-1.58166614013995
553.120727733	0	additional_draw_allowed	17	14	7	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
553.782217324	0	terminate_draw	17	14	7	n/a	n/a	left	-1.65295917478599	n/a
554.05701161	0	bet	17	14	7	n/a	high	left	n/a	n/a
557.57416095	3.04746503599995	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
562.665014473	1.16154235900001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.32390665973505	-1.06156710675566
563.87479373	0	additional_draw_allowed	9	12	70	n/a	n/a	n/a	-1.32390665973505	-1.06156710675566
564.636415348	0	terminate_draw	9	12	70	n/a	n/a	left	-1.32390665973505	n/a
564.925324914	0	bet	9	12	70	n/a	high	left	n/a	n/a
568.934759878	3.04978299900006	initial_beads	19	11	70	n/a	n/a	n/a	-1.86417958275177	n/a
573.031095124	1.16331942299996	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.86417958275177	-2.12751860353776
574.750579167	0	additional_draw_allowed	20	11	70	n/a	n/a	n/a	-1.86417958275177	-2.12751860353776
575.402804308	0	terminate_draw	20	11	70	n/a	n/a	left	-1.86417958275177	n/a
575.677442452	0	bet	20	11	70	n/a	high	left	n/a	n/a
578.687679402	3.05084763799994	initial_beads	17	13	7	n/a	n/a	n/a	-1.65295917478599	n/a
582.570347302	0	bet	17	13	7	n/a	high	left	n/a	n/a
586.079746228	3.04620920299999	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
590.170164287	1.15890725200006	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.86417958275177	-2.12751860353776
591.881992381	0	additional_draw_allowed	15	6	70	n/a	n/a	n/a	-1.86417958275177	-2.12751860353776
592.838964009	0	terminate_draw	15	6	70	n/a	n/a	right	-1.86417958275177	n/a
593.166814413	0	bet	15	6	70	n/a	high	left	n/a	n/a
597.678329597	3.05084545	initial_beads	11	19	7	n/a	n/a	n/a	-1.9678294270774	n/a
601.276825064	1.16292405800004	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.9678294270774	-1.94647871454116
604.495600364	0	additional_draw_allowed	11	20	7	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
605.129221485	0	terminate_draw	11	20	7	n/a	n/a	right	-1.9678294270774	n/a
605.383684781	0	bet	11	20	7	n/a	low	right	n/a	n/a
